DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
ALDI INC #64,ALDI,13976,Grocery Store,Risk 3 (Low),1753 N MILWAUKEE AVE ,CHICAGO,IL,60647,08/04/2022,Complaint Re-Inspection,Pass,,41.91334246823248,-87.68182248081257,"(-87.68182248081257, 41.91334246823248)",,,,,
EL RAYO TACOS INC,EL RAYO TACOS,2665045,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608,06/28/2022,Complaint Re-Inspection,Pass,,41.85045102427,-87.65879785567869,"(-87.65879785567869, 41.85045102427)",,,,,
PROSECCO,PROSECCO,1891849,Restaurant,Risk 1 (High),710 N WELLS ST ,CHICAGO,IL,60654,06/27/2022,Non-Inspection,No Entry,,41.8951914298092,-87.63431031085479,"(-87.63431031085479, 41.8951914298092)",,,,,
AMAZING GRACE DAYCARE CENTER,AMAZING GRACE DAYCARE CENTER,2215901,Daycare Above and Under 2 Years,Risk 1 (High),11123-11125 S HALSTED ST ,CHICAGO,IL,60628,08/12/2022,Non-Inspection,No Entry,,41.69164609748754,-87.6422140544927,"(-87.6422140544927, 41.69164609748754)",,,,,
POPEYES,POPEYES,1621074,Restaurant,Risk 1 (High),5353 N HARLEM AVE ,CHICAGO,IL,60656,08/10/2022,Canvass Re-Inspection,Pass,,41.97862919293747,-87.80684493423499,"(-87.80684493423499, 41.97862919293747)",,,,,
ERNEST & YOUNG CHICAGO COFFEE BAR,ERNEST & YOUNG CHICAGO COFFEE BAR,2862970,Restaurant,Risk 2 (Medium),155 N WACKER DR ,CHICAGO,IL,60606,08/10/2022,License Re-Inspection,Pass,,41.88461561705127,-87.63668235780031,"(-87.63668235780031, 41.88461561705127)",,,,,
DUSEK'S BOARD AND BEER / PUNCH HOUSE,DUSEKS,2262309,Restaurant,Risk 1 (High),1223-1227 W 18TH ST ,CHICAGO,IL,60608,08/09/2022,Non-Inspection,No Entry,,41.8578278479898,-87.65741657223244,"(-87.65741657223244, 41.8578278479898)",,,,,
LA TROPICANA INC,LA TROPICANA INC,66049,Restaurant,Risk 1 (High),5646 S KEDZIE AVE ,CHICAGO,IL,60629,08/05/2022,Canvass Re-Inspection,Pass,,41.79030995455098,-87.70361169182293,"(-87.70361169182293, 41.79030995455098)",,,,,
LOUI'S DELI & MART,LOUI'S DELI & MART,2797055,Grocery Store,Risk 2 (Medium),15 S CICERO AVE ,CHICAGO,IL,60644,08/05/2022,Canvass,Out of Business,,41.87996709490372,-87.74511338225935,"(-87.74511338225935, 41.87996709490372)",,,,,
CHICAGO SUGAR DADDY PATISSERIE,CHICAGO SUGAR DADDY PATISSERIE,2807722,Bakery,Risk 2 (Medium),3243 N BROADWAY ,CHICAGO,IL,60657,08/04/2022,Canvass,Pass,,41.94129418083914,-87.64429200618663,"(-87.64429200618663, 41.94129418083914)",,,,,
LA CHOZA MEXICAN GRILL,LA CHOZA MEXICAN GRILL,1840862,Restaurant,Risk 1 (High),7022 N CLARK ST ,CHICAGO,IL,60626,08/02/2022,Canvass,Fail,"9. NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED - Comments: OBSERVED THE EMPLOYEE SLICING FRESH TOMATOES AND ASSEMBLING READY-TO-EAT LETTUCE, ONION, AND TOMATOES FOR A SALAD WITH BARE HANDS. REVIEWED NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. ALL FOODS DISCARDED. PRIORITY VIOLATION 7-38-010 CITATION ISSUED. | 15. FOOD SEPARATED AND PROTECTED - Comments: OBSERVED RAW CHICKEN ON THE COOK LINE CUTTING BOARD DIRECTLY NEXT TO FRESH READY-TO-EAT TOMATOES AND AVOCADO THAT WERE BEING SLICED AND PREPARED. ALSO OBSERVED WERE RAW EGGS STORED DIRECTLY ON TOP OF READY-TO-EAT TORTILLAS, ROASTED PEPPERS, AND RAW ONIONS IN THE TOP REFRIGERATION AREA OF THE COOKS LINE COOLER. ALL FOODS WERE REMOVED AND DISCARDED. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED ALL PREPARED TCS READY TO EAT FOODS THROUGHOUT ALL COOLERS NOT LABELED. NO EXPIRATION DATES OR PREP DATES. FOOD SUCH AS COOKED RICE, FLAN, COOKED MEATS AND BEANS. ALL FOODS DISCARDED. 100 LBS, $100. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: NOTED ANIMAL ORIGIN UNDER COOKED FOODS SUCH AS OVER EASY EGGS ON THE MENU NOT DISCLOSED OR REMINDED FOR THE CONSUMER ADVISORY POSTED ON THE MENU. MUST DISCLOSE AND REMIND FOR SUCH ITEMS. PRIORITY FOUNDATION VIOLATION.  | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: BROKEN INTERNAL THERMOMETER INSIDE THE COOKS LINE COOLER. MUST REPLACE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: BULK DRIED PEPPER CONTAINERS MUST BE LABELED. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED SOILED WIPING CLOTHS ON PREP SURFACES THROUGHOUT. MUST STORE IN A CLEAN CONTAINER WITH A SANITIZING SOLUTION. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: ALL STORED ITEMS THROUGHOUT MUST BE ELEVATED FROM THE FLOORS INCLUDING CONSTRUCTION MATERIAL AT REAR STORAGE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED TORN RUBBER DOOR GASKETS REPAIRED WITH DUCT TAPE ON THE COOKS LINE COOLER AND TALL REACH-IN FREEZER. MUST REPLACE RUBBER GASKETS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED CRACKED/DAMAGED PLASTIC LIDS FOR THE PREPARED READY TO EAT FLAN. MUST REPLACE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST NOT USE MILK CRATES OR RAW WOODEN BLOCKS AS A MEANS OF ELEVATION/SUPPORT FOR SHELVING. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: EXTREMELY DIRTY, FOOD ENCRUSTED SPICE CONTAINER ON THE COOKS LINE. MUST CLEAN AND MAINTAIN.-----NOTED PEELING DUCT TAPE BEING USED ON THE FOOD SHREDDER. MUST REPLACE FOOD SHREDDER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WATER DAMAGED CEILING TILES THROUGHOUT THE FRONT PREP AND REAR DISH AREA. MUST REPLACE.---- MISSING/DAMAGED WALL TILE AT THE UTILITY SERVICE SINK. MUST REPAIR/REPLACE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED EMPLOYEES PERSONAL BELONGINGS BEING STORED IN THE FOOD PREP AREA. MUST PROVIDE DESIGNATED EMPLOYEE STORAGE FOR PERSONAL ITEMS AWAY FROM FOOD AND FOOD PREP. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO PROOF OF FOOD HANDLER TRAINING OR CERTIFICATE FOR THE EMPLOYEES. MUST PROVIDE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NO PROOF OF ALLERGEN TRAINING OR CERTIFICATE FOR THE CITY OF CHICAGO CERTIFIED FOOD MANAGER MT CASTILLO. MUST PROVIDE. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS FROM REPORT #2510080 ON 5-21-21 WERE NOT CORRECTED. #49- FOUND INTERIOR OF REACH IN COOLERS AND FREEZERS NOT CLEAN. MUST CLEAN AND SANITIZE.#55- FOUND FLOORS NOT CLEAN IN DISHWASHING AREAS. MUST CLEAN AND SANITIZE. PRIORITY FOUNDATION VIOLATION 7-42 090 CITATION ISSUED.",42.009697980488845,-87.67427432484828,"(-87.67427432484828, 42.009697980488845)",,,,,
CAFE 47,,2862470,,All,4612 S ASHLAND AVE ,CHICAGO,IL,60609,08/02/2022,License,Not Ready,,41.810014536507076,-87.66515747304064,"(-87.66515747304064, 41.810014536507076)",,,,,
SUBWAY,SUBWAY,2583158,Restaurant,Risk 1 (High),7949 S CICERO AVE ,CHICAGO,IL,60652,08/01/2022,Canvass Re-Inspection,Pass,,41.74811554571245,-87.74115765013514,"(-87.74115765013514, 41.74811554571245)",,,,,
STARBUCKS,STARBUCKS (T3 L20),2609682,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,08/01/2022,Canvass,Pass,,42.008536400868735,-87.91442843927047,"(-87.91442843927047, 42.008536400868735)",,,,,
"PACINO'S RC, LLC",PACINOS,2683667,Restaurant,Risk 1 (High),1010 S DELANO CT ,CHICAGO,IL,60605,08/01/2022,Canvass,No Entry,,,,,,,,,
TACO BELL CANTINA,TACO BELL CANTINA,2657738,Restaurant,Risk 1 (High),2432 N MILWAUKEE AVE ,CHICAGO,IL,60647,07/29/2022,Complaint,Pass,,41.92533164821854,-87.70154132847459,"(-87.70154132847459, 41.92533164821854)",,,,,
MCGEE'S TAVERN & GRILLE,MCGEE'S TAVERN & GRILLE,26266,Restaurant,Risk 1 (High),950 W WEBSTER AVE ,CHICAGO,IL,60614,07/29/2022,Canvass Re-Inspection,Pass,,41.92185462558926,-87.65309486506003,"(-87.65309486506003, 41.92185462558926)",,,,,
FRIEDMAN PLACE,FRIEDMAN PLACE,2206671,Long Term Care,Risk 1 (High),5527 N MAPLEWOOD AVE ,CHICAGO,IL,60625,07/28/2022,Canvass,Pass,,41.98220621897603,-87.69290712485864,"(-87.69290712485864, 41.98220621897603)",,,,,
JIN JU,JIN JU,27137,Restaurant,Risk 1 (High),5203 N CLARK ST ,CHICAGO,IL,60640,07/26/2022,Non-Inspection,No Entry,,41.97630115368914,-87.66827593789948,"(-87.66827593789948, 41.97630115368914)",,,,,
ALCOIRIS INC,ALCOIRIS,30948,Restaurant,Risk 2 (Medium),4007 W ARMITAGE AVE ,CHICAGO,IL,60639,07/22/2022,Canvass Re-Inspection,Pass,,41.917051966932796,-87.72689273615504,"(-87.72689273615504, 41.917051966932796)",,,,,
"WENDY'S PROPERTIES, LLC",WENDY'S,2423887,Restaurant,Risk 1 (High),242 W GARFIELD BLVD ,CHICAGO,IL,60609,07/21/2022,Short Form Complaint,Pass,,41.79463882630404,-87.63226704546275,"(-87.63226704546275, 41.79463882630404)",,,,,
NORMAN'S AT RAINBOW BEACH,NORFLO HOLDING CORP,2851436,Restaurant,Risk 2 (Medium),3111 E 77TH ST ,CHICAGO,IL,60649,07/21/2022,License Re-Inspection,No Entry,,41.758023343264554,-87.54950094247275,"(-87.54950094247275, 41.758023343264554)",,,,,
AUNTIE ANNE'S PRETZELS,AUNTIE ANNE'S PRETZELS,2840817,Restaurant,Risk 2 (Medium),225 S CANAL ST ,CHICAGO,IL,60606,07/21/2022,License Re-Inspection,Pass,,41.878531278353606,-87.63942745962717,"(-87.63942745962717, 41.878531278353606)",,,,,
EL PECADO INC.,EL PECADO,2579298,Restaurant,Risk 1 (High),6922 N CLARK ST ,CHICAGO,IL,60626,07/20/2022,Canvass Re-Inspection,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  6-201.11-- MUST NOT USE PLASTIC AND TAPE AS A COVER FOR THE ELECTRICAL SOCKET AT THE DISH AREA.",42.007270860380864,-87.67371086236922,"(-87.67371086236922, 42.007270860380864)",,,,,
HOLIDAY INN CHICAGO DOWNTOWN-WOLF POINT & VOCO CHI,HOLIDAY INN,2845643,Restaurant,Risk 1 (High),350 N ORLEANS ST ,CHICAGO,IL,60654,07/20/2022,License,Pass,,41.888741038131876,-87.63708054058772,"(-87.63708054058772, 41.888741038131876)",,,,,
ELLIPSIS COFFEEHOUSE,ELLIPSIS COFFEEHOUSE,2856523,Restaurant,Risk 2 (Medium),1259 W DEVON AVE ,CHICAGO,IL,60660,07/20/2022,License Re-Inspection,Pass,,41.99805033405427,-87.66298528869856,"(-87.66298528869856, 41.99805033405427)",,,,,
INDIENNE,INDIENNE,2856313,Restaurant,Risk 3 (Low),217 W HURON ST ,CHICAGO,IL,60654,07/19/2022,License,Pass,,41.894671023719845,-87.63490436761396,"(-87.63490436761396, 41.894671023719845)",,,,,
SELINA CHICAGO,HOWM,2850689,Restaurant,Risk 3 (Low),100 E CHESTNUT ST ,CHICAGO,IL,60611,07/19/2022,License,Pass,,41.89847619293213,-87.62552375805997,"(-87.62552375805997, 41.89847619293213)",,,,,
HIGH RIDGE YMCA,HIGH RIDGE YMCA,2215705,Daycare Above and Under 2 Years,Risk 1 (High),2424 W TOUHY AVE ,CHICAGO,IL,60645,07/15/2022,Canvass,Out of Business,,42.01236867057877,-87.6912594351893,"(-87.6912594351893, 42.01236867057877)",,,,,
TACO BELL,TACO BELL,2470594,Restaurant,Risk 1 (High),6460 N SHERIDAN RD ,CHICAGO,IL,60626,07/15/2022,Complaint Re-Inspection,Pass,,41.99989387175844,-87.660837284997,"(-87.660837284997, 41.99989387175844)",,,,,
Printers Row Wine Shop,Printers Row Wine Shop,2738687,Liquor,Risk 2 (Medium),719 S DEARBORN ST ,CHICAGO,IL,60605,07/15/2022,Canvass Re-Inspection,Pass,,41.87296971734309,-87.62900754620853,"(-87.62900754620853, 41.87296971734309)",,,,,
REPLAY/ELIXIR,REPLAY/ELIXIR,2385227,Restaurant,Risk 1 (High),5356-5358 N CLARK ST ,CHICAGO,IL,60640,07/15/2022,Canvass,Pass,,41.979729777066666,-87.66841902665125,"(-87.66841902665125, 41.979729777066666)",,,,,
BEST SUBS #3 INC.,BEST SUBS #3,2431670,Restaurant,Risk 1 (High),5752 W BELMONT AVE ,CHICAGO,IL,60634,07/14/2022,Non-Inspection,No Entry,,41.93862431098313,-87.77106451493644,"(-87.77106451493644, 41.93862431098313)",,,,,
AURORA CHICAGO LAKESHORE,AURORA CHICAGO LAKESHORE,2222307,Restaurant,Risk 1 (High),4720 N CLARENDON ,CHICAGO,IL,60640,07/14/2022,Canvass,Out of Business,,41.968016538867424,-87.65023379920969,"(-87.65023379920969, 41.968016538867424)",,,,,
KIDDIE STEPS 4 YOU LEARNING CENTER INC.,KIDDIE STEPS 4 YOU LEARNING CENTER,2263322,Children's Services Facility,Risk 1 (High),1700 W 63RD ST ,CHICAGO,IL,60636,07/13/2022,Canvass,No Entry,,41.77952700803032,-87.6667309774857,"(-87.6667309774857, 41.77952700803032)",,,,,
OFELIO TORRES,GLORIA'S TACOS,10923,Restaurant,Risk 1 (High),1755 W 18TH ST ,CHICAGO,IL,60608,07/12/2022,Canvass Re-Inspection,Pass,,41.85761907575693,-87.67085498273435,"(-87.67085498273435, 41.85761907575693)",,,,,
LITTLE ANGELS LEARNING CENTER OF CHICAGO,LITTLE ANGELS LEARNING CENTER,2506794,Children's Services Facility,Risk 1 (High),4247 N AUSTIN AVE ,CHICAGO,IL,60634,07/12/2022,Canvass,Pass,,41.95809926481448,-87.77679908281232,"(-87.77679908281232, 41.95809926481448)",,,,,
MCDONALD'S,MCDONALD'S,2807899,Restaurant,Risk 2 (Medium),1657 W 95TH ST ,CHICAGO,IL,60643,07/11/2022,Canvass Re-Inspection,Pass,,41.721073142167896,-87.66489837339608,"(-87.66489837339608, 41.721073142167896)",,,,,
POPEYE'S CHICKEN & BISCUITS,POPEYE'S,2822855,Restaurant,Risk 1 (High),50 N WESTERN AVE ,CHICAGO,IL,60612,07/08/2022,Complaint Re-Inspection,Pass,,41.88263293865735,-87.686621829305,"(-87.686621829305, 41.88263293865735)",,,,,
GOLD COAST DOGS,GOLD COAST DOGS  (T3 L4),1884293,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,07/06/2022,Canvass Re-Inspection,Pass,,42.008536400868735,-87.91442843927047,"(-87.91442843927047, 42.008536400868735)",,,,,
iO Theater,iO Theater,2850833,Restaurant,Risk 3 (Low),1501-1519 N KINGSBURY ST ,CHICAGO,IL,60642,07/06/2022,License,Fail,,41.90830578569197,-87.65179957092685,"(-87.65179957092685, 41.90830578569197)",,,,,
NOODLES PARTY,NOODLES PARTY,1894582,Restaurant,Risk 1 (High),4205 W LAWRENCE AVE ,CHICAGO,IL,60630,07/05/2022,Non-Inspection,No Entry,,41.96807267241548,-87.73319722399498,"(-87.73319722399498, 41.96807267241548)",,,,,
TACOS TEQUILAS,TACOS TEQUILAS,2283846,Restaurant,Risk 1 (High),2919 N MILWAUKEE AVE ,CHICAGO,IL,60618,07/06/2022,Canvass Re-Inspection,Pass,,41.934392894503155,-87.71589988857131,"(-87.71589988857131, 41.934392894503155)",,,,,
CHARTWELLS THOMPSON,MUCHIN COLLEGE PREP,2202623,School,Risk 1 (High),1 N STATE ST FL ,CHICAGO,IL,60602,06/16/2022,Canvass,Out of Business,,41.88211763349539,-87.62767361218859,"(-87.62767361218859, 41.88211763349539)",,,,,
luna empanada shop,LUNA EMPANADA SHOP,2636362,Restaurant,Risk 1 (High),6011 W IRVING PARK RD ,CHICAGO,IL,60634,07/01/2022,Canvass,Out of Business,,41.95293379525561,-87.77722754978836,"(-87.77722754978836, 41.95293379525561)",,,,,
POT-POTS,POT-POTS,285931,Shared Kitchen User (Long Term),Risk 2 (Medium),360 E SOUTH WATER ST ,CHICAGO,IL,60601,06/29/2022,Canvass,Pass,,41.88661753412504,-87.6186716725787,"(-87.6186716725787, 41.88661753412504)",,,,,
KENDRA'S ROLL ICE CREAM,KENDRA'S ROLL ICE CREAM,2841207,Restaurant,Risk 2 (Medium),4309 N Milwaukee AVE ,CHICAGO,IL,60641,06/28/2022,License Re-Inspection,Pass,,41.95915229263769,-87.75302230536079,"(-87.75302230536079, 41.95915229263769)",,,,,
JOHN'S PLACE,JOHN'S PLACE,1869112,Restaurant,Risk 1 (High),2132 W ROSCOE ST ,CHICAGO,IL,60618,06/28/2022,Non-Inspection,No Entry,,41.94328079486431,-87.68215298235329,"(-87.68215298235329, 41.94328079486431)",,,,,
GALE STREET INN,GALE STREET INN,39301,Restaurant,Risk 1 (High),4914 N MILWAUKEE AVE ,CHICAGO,IL,60630,06/27/2022,Canvass Re-Inspection,Pass,41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: FOUND WASHCLOTHS NOT PROPERLY STORED. MUST STORE INSIDE CONTAINER.,41.97001167825235,-87.76279618588528,"(-87.76279618588528, 41.97001167825235)",,,,,
BUREAU BAR AND RESTAURANT LLC,BUREAU BAR AND RESTAURANT LLC,2738503,Restaurant,Risk 1 (High),2115 S STATE ST ,CHICAGO,IL,60616,06/24/2022,Non-Inspection,No Entry,,41.85376809634427,-87.62695735958255,"(-87.62695735958255, 41.85376809634427)",,,,,
BROWN'S RESTAURANT LLC,BROWN'S,2601016,Restaurant,Risk 1 (High),5254 W CHICAGO AVE ,CHICAGO,IL,60651,06/24/2022,Canvass,Out of Business,,41.89502331496054,-87.75783480830066,"(-87.75783480830066, 41.89502331496054)",,,,,
KARACHI CHAT HOUSE,KARACHI CHAT HOUSE,2476760,Restaurant,Risk 1 (High),2301 W DEVON AVE ,CHICAGO,IL,60659,06/24/2022,Non-Inspection,No Entry,,41.997661582786776,-87.68750364336269,"(-87.68750364336269, 41.997661582786776)",,,,,
LEVY RESTAURANT AT U.S.CELLULAR FIELD,RIGHT FIELD CONCESSION STAND,1120537,Restaurant,Risk 2 (Medium),333 W 35TH ST ,CHICAGO,IL,60616,06/23/2022,Canvass,Out of Business,,41.83078366228312,-87.6352957830455,"(-87.6352957830455, 41.83078366228312)",,,,,
TBD,YETI,2683793,Restaurant,Risk 2 (Medium),1572 N MILWAUKEE AVE ,CHICAGO,IL,60622,06/23/2022,Canvass,Out of Business,,41.909985926655196,-87.67707965187611,"(-87.67707965187611, 41.909985926655196)",,,,,
WENDYS OLD FASHIONED HAMBURGERS,WENDYS OLD FASHIONED HAMBURGERS,2308240,Restaurant,Risk 1 (High),758 W 117TH ST ,CHICAGO,IL,60628,06/23/2022,Complaint Re-Inspection,Pass,,41.68194036015946,-87.64195936290173,"(-87.64195936290173, 41.68194036015946)",,,,,
CHESAREE LAUREN ROLLINS,CHESAREE LAUREN ROLLINS,2550755,Shared Kitchen User (Long Term),Risk 2 (Medium),4711 S INDIANA AVE ,CHICAGO,IL,60615,06/23/2022,Canvass,Out of Business,,41.808939537083916,-87.62105556689875,"(-87.62105556689875, 41.808939537083916)",,,,,
THOREK MEMORIAL HOSPITAL,THOREK MEMORIAL HOSPITAL,15769,Restaurant,Risk 1 (High),850 W IRVING PARK RD ,CHICAGO,IL,60613,06/23/2022,Canvass,Pass,,41.95464082537165,-87.65156901235385,"(-87.65156901235385, 41.95464082537165)",,,,,
The Manor,The Manor,22971,Restaurant,Risk 1 (High),4152-4158 W 47TH ST ,CHICAGO,IL,60632,06/22/2022,Canvass,No Entry,,41.80792449729992,-87.72816394877388,"(-87.72816394877388, 41.80792449729992)",,,,,
DUNKIN DONUTS,DUNKIN DONUTS,40896,Restaurant,Risk 2 (Medium),4867 N MILWAUKEE AVE ,CHICAGO,IL,60630,06/22/2022,Canvass,Pass,,41.96955287103146,-87.76202557425042,"(-87.76202557425042, 41.96955287103146)",,,,,
ITW DAVID SPEER ACADEMY,ITW DAVID SPEER ACADEMY,2851442,,Risk 1 (High),5321 W GRAND AVE ,CHICAGO,IL,60639,06/22/2022,License,Not Ready,,41.91745895014328,-87.75936984882935,"(-87.75936984882935, 41.91745895014328)",,,,,
RED SEA LOUNGE,RED SEA LOUNGE,2850515,Restaurant,Risk 3 (Low),2043 W Howard ST ,CHICAGO,IL,60645,06/21/2022,License Re-Inspection,Pass,,42.01935178900447,-87.6821156230395,"(-87.6821156230395, 42.01935178900447)",,,,,
DEEP PURPL,DEEP PURPL,2708872,Restaurant,Risk 2 (Medium),500 W MADISON ST ,CHICAGO,IL,60661,06/21/2022,Canvass Re-Inspection,Pass,37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: FOUND BULK FOOD CONTAINERS WITHOUT COMMON NAME. INSTRUCTED MANAGER TO PROVIDE.,41.88199433820508,-87.6397586848809,"(-87.6397586848809, 41.88199433820508)",,,,,
PHILLY'S BEST EXPRESS,PHILLY'S BEST EXPRESS,1303139,Restaurant,Risk 2 (Medium),2436 N MILWAUKEE AVE ,CHICAGO,IL,60647,06/17/2022,Canvass,Out of Business,,41.925437643817936,-87.70171444708002,"(-87.70171444708002, 41.925437643817936)",,,,,
X POT,THE X POT CHICAGO,2812688,Restaurant,Risk 1 (High),150 W ROOSEVELT RD ,CHICAGO,IL,60605,06/16/2022,Canvass Re-Inspection,No Entry,,41.86745273087616,-87.63233423659729,"(-87.63233423659729, 41.86745273087616)",,,,,
TIERRA CALIENTE INC,TIERRA CALIENTE,35999,Restaurant,Risk 1 (High),4070 S ARCHER AVE ,CHICAGO,IL,60632,06/16/2022,Canvass,Out of Business,,41.81969676211443,-87.69533211344603,"(-87.69533211344603, 41.81969676211443)",,,,,
MAC DYNAMITE,MAC DYNAMITE,2609226,Shared Kitchen User (Long Term),Risk 1 (High),5513 N GLENWOOD ,CHICAGO,IL,60640,05/26/2022,Canvass,Pass,,41.98213910935222,-87.66476516436904,"(-87.66476516436904, 41.98213910935222)",,,,,
Perkolator,Perkolator,2354829,Restaurant,Risk 2 (Medium),6032 W Irving Park RD ,CHICAGO,IL,60634,06/15/2022,Canvass Re-Inspection,Pass,,41.95314063266225,-87.77806553398021,"(-87.77806553398021, 41.95314063266225)",,,,,
7-ELEVEN #13542L,7-ELEVEN #13542L,2851111,,Risk 2 (Medium),10759 S EWING AVE ,CHICAGO,IL,60617,06/14/2022,License,Not Ready,,41.69919360062641,-87.5351347557681,"(-87.5351347557681, 41.69919360062641)",,,,,
NUTS TO GO,NUTS TO GO,2845408,Shared Kitchen User (Long Term),Risk 2 (Medium),3543 S INDIANA AVE ,CHICAGO,IL,60653,06/14/2022,Canvass,Pass,,41.82990430794638,-87.62159196623405,"(-87.62159196623405, 41.82990430794638)",,,,,
HAIRE'S GULF SHRIMP,HAIRE'S GULF SHRIMP,2835549,Mobile Food Preparer,Risk 2 (Medium),1900 N AUSTIN AVE ,CHICAGO,IL,60639,06/14/2022,License Re-Inspection,Pass,,41.91482042670598,-87.77555966968384,"(-87.77555966968384, 41.91482042670598)",,,,,
