"day","date","park","park_phone","title","cc","rating","underwriter","park_address","location"
"Tue","2019-06-25T00:00:00.000","Bartelme (Mary) Park","(312) 746-5962","Wayne's World","Y","PG-13","The Mary Bartelme Park Advisory Council","115 S. Sangamon St.","(41.87994748, -87.65066137)"
"Fri","2019-08-09T00:00:00.000","Chopin Park","(773) 685-3247","Trolls","Y","NR",,"3420 N. Long Ave.","(41.94291712, -87.76188146)"
"Tue","2019-08-20T00:00:00.000","Bosley Playground Park","(312) 747-6026","The Incredibles 2","Y","PG",,"3044 S. Bonfield St.","(41.83922943, -87.6537317)"
"Wed","2019-06-19T00:00:00.000","Museum of Science and Industry","(312) 742-1134","Back to the Future Part II","Y","PG","The Museum of Science & Industry","5700 S. Lake Shore Dr.","(41.79142028, -87.58014777)"
"Thu","2019-08-01T00:00:00.000","Chicago Women's Park and Gardens","(312) 328-0821","Jane Eyre (2011)","Y","PG-13","The Department of Cultural Affairs and Special Events, the Clarke House Museum, The National Society of The Colonial Dames of America, Glessner House and The Prairie District Neighborhood Alliance","1801 S. Indiana Ave.","(41.85783824, -87.62218405)"
"Sat","2019-08-10T00:00:00.000","Museum of Science and Industry","(312) 742-1134","Wonder Woman","Y","PG-13","The Museum of Science & Industry","5700 S. Lake Shore Dr.","(41.79142028, -87.58014777)"
"Sat","2019-06-22T00:00:00.000","West Chatham Park","(317) 747-6998","Black Panther","Y","PG-13",,"8223 S. Princeton Ave.","(41.74443787, -87.63156363)"
"Mon","2019-07-15T00:00:00.000","Osterman Beach","(312) 742-1134","Singin' in the Rain","Y","G",,"5800 N. Lake Shore Dr.","(-87.6528859, 41.9863754)"
"Thu","2019-08-22T00:00:00.000","Bartelme (Mary) Park","(312) 746-5962","Green Book","Y","PG-13","The Mary Bartelme Park Advisory Council","115 S. Sangamon St.","(41.87994748, -87.65066137)"
"Fri","2019-07-05T00:00:00.000","Indian Boundary Park and Cultural Center","(773) 764-0338","Yankee Doodle Dandy","N","NR",,"2500 W. Lunt Ave.","(42.0087144, -87.69268958)"
"Wed","2019-07-17T00:00:00.000","Harrison Park","(312) 746-5491","Not Quite Adults / Tampoco Tan Grandes","Y","NR","The International Latino Cultural Center","1824 S. Wood St.","(41.85692162, -87.67122476)"
"Thu","2019-08-08T00:00:00.000","Bartelme (Mary) Park","(312) 746-5962","Creed (2015)","Y","PG-13","The Mary Bartelme Park Advisory Council","115 S. Sangamon St.","(41.87994748, -87.65066137)"
"Fri","2019-06-14T00:00:00.000","Lindblom Park","(312) 747-6443","Creed II","Y","PG-13",,"6054 S. Damen Ave.","(41.78318436, -87.67415389)"
"Sun","2019-08-18T00:00:00.000","Wallace Playground Park","(312) 747-6763","Creed II","Y","PG-13",,"607 W. 92nd St.","(41.72689281, -87.63883826)"
"Fri","2019-06-28T00:00:00.000","Wentworth Park","(312) 747-6993","Ralph Breaks the Internet","Y","PG",,"5625 S. Mobile Ave.","(41.78970398, -87.7791043)"
"Mon","2019-08-12T00:00:00.000","Belmont Harbor","(312) 742-1134","Meet Me In St. Louis","Y","NR",,"3200 N. Lake Shore Dr.","(41.94090916, -87.63936916)"
"Fri","2019-08-02T00:00:00.000","Cornell Square Park","(312) 747-6097","Spider-Man: Into the Spider-Verse","Y","PG",,"1809 W. 50th St.","(41.8029812, -87.67011453)"
"Sun","2019-07-21T00:00:00.000","Jonquil Playlot Park","(312) 742-7816","The Grinch","Y","PG","The Wrightwood Neighbors Association","1001 W. Wrightwood Ave.","(41.92889597, -87.65385229)"
"Fri","2019-07-26T00:00:00.000","Rutherford Sayre Park","(312) 746-5368","Mary Poppins Returns","Y","PG",,"6871 W. Belden Ave.","(41.92103326, -87.79791006)"
"Wed","2019-07-10T00:00:00.000","Loyola Park","(773) 262-8605","The Gazelle's Dance / El Baile de la Gacela","Y","NR","The International Latino Cultural Center","1230 W. Greenleaf Ave.","(42.01052218, -87.66130892)"
"Tue","2019-08-20T00:00:00.000","Jensen Park","(312) 742-7054","Sherlock Gnomes","Y","PG",,"4650 N. Lawndale Ave.","(41.9661342, -87.72077765)"
"Wed","2019-07-17T00:00:00.000","Brainerd Park","(312) 747-6027","Creed II","Y","PG-13",,"1246 W. 92nd St.","(41.72690254, -87.65494879)"
"Wed","2019-08-14T00:00:00.000","Hamlin Park","(312) 742-7785","Smallfoot","Y","PG",,"3035 N. Hoyne Ave.","(41.93695733, -87.68055828)"
"Sat","2019-06-15T00:00:00.000","Oz Park","(312) 742-7898","The Sandlot 2","Y","PG","The Oz Park Baseball Association","2021 N. Burling St.","(41.9189011, -87.64717807)"
"Mon","2019-07-29T00:00:00.000","Oakwood Beach","(312) 742-1134","Muppets Take Manhattan","Y","G",,"3900 S. Lake Shore Dr.","(41.82588259, -87.60097185)"
"Wed","2019-06-26T00:00:00.000","Blackhawk Park","(312) 746-5014","The Incredibles 2","Y","PG",,"2318 N. Lavergne Ave.","(41.92293421, -87.7513379)"
"Wed","2019-07-31T00:00:00.000","Piotrowski Park","(312) 745-4801","Tesoros","Y","G","The International Latino Cultural Center","4247 W. 31st St.","(41.83669678, -87.73107269)"
"Tue","2019-07-09T00:00:00.000","Trebes Park","(312) 742-7769","La Bolduc","Y","NR","The Cultural Service at the Consulate General of France","2250 N. Clifton Ave.","(41.92317657, -87.65732331)"
"Sat","2019-07-27T00:00:00.000","Park No. 564 - Big Marsh","(773) 646-0210","Captain Marvel","Y","PG-13",,"11555 S. Stony Island Ave.","(41.68482787, -87.57630433)"
"Fri","2019-07-19T00:00:00.000","Piotrowski Park","(312) 745-4801","Spider-Man: Into the Spider-Verse","Y","PG",,"4247 W. 31st St.","(41.83669678, -87.73107269)"
"Tue","2019-06-11T00:00:00.000","Donovan Playground Park","(312) 747-6111","Goosebumps 2","Y","PG",,"3620 S.Lituanica Ave.","(41.82797656, -87.64781283)"
"Sat","2019-08-24T00:00:00.000","Euclid Park","(312) 747-6124","Aquaman","Y","PG-13",,"9800 S. Parnell Ave.","(41.71604187, -87.63714774)"
"Sat","2019-08-10T00:00:00.000","Pendleton (Hadiya) Park","(312) 747-6707","Aquaman","Y","PG-13",,"4345 S. Calumet Ave.","(41.81524092, -87.61816658)"
"Sat","2019-06-22T00:00:00.000","Sauganash Park","(773) 685-6122","Ralph Breaks the Internet","Y","PG","The Edgebrook Sauganash Athletic Association","5861 N. Kostner Ave.","(41.98806928, -87.73816907)"
"Sun","2019-06-23T00:00:00.000","Brooks Park","(773) 631-4401","Mary Poppins Returns","Y","PG","The Edison Park Chamber of Commerce","7100 N. Harlem Ave.","(42.00994549, -87.80680465)"
"Mon","2019-08-05T00:00:00.000","South Shore Cultural Center","(773) 256-0149","A Wrinkle in Time","Y","PG",,"7059 S. South Shore Drive","(41.76660302, -87.56632372)"
"Thu","2019-06-27T00:00:00.000","Austin Town Hall","(773) 287-7658","Black Panther","Y","PG-13",,"5610 W. Lake St.","(41.88784692, -87.76559245)"
"Fri","2019-08-09T00:00:00.000","Palmer Park","(312) 747-6577","Jumanji: Welcome to the Jungle","Y","PG-13",,"201 E. 111th St.","(41.69254319, -87.61813446)"
"Fri","2019-07-05T00:00:00.000","Augusta Park","(312) 742-7544","Aquaman","Y","PG-13",,"4433 W. Augusta Blvd.","(41.8987269, -87.73738695)"
"Fri","2019-08-16T00:00:00.000","Ada Park","(312) 747-6002","Rampage","Y","PG-13",,"11250 S. Ada St.","(41.68856983, -87.65578778)"
"Tue","2019-06-18T00:00:00.000","Kedvale Park","(312) 742-7543","Spider-Man: Into the Spider-Verse","Y","PG",,"4134 W. Hirsch St.","(41.90634312, -87.73022479)"
"Wed","2019-08-14T00:00:00.000","Sheridan Park","(312) 746-5369","Moana","Y","PG",,"910 S. Aberdeen St.","(41.87032717, -87.65439381)"
"Mon","2019-08-19T00:00:00.000","South Shore Cultural Center","(773) 256-0149","Spider-Man: Into the Spider-Verse","Y","PG","South Shore Cultural Center","7059 S. South Shore Drive","(41.76660302, -87.56632372)"
"Thu","2019-06-20T00:00:00.000","Archer Park","(773) 284-7029","Smallfoot","Y","PG",,"4901 S.Kilbourn Ave.","(41.80391551, -87.73556627)"
"Wed","2019-06-26T00:00:00.000","Lincoln Park Cultural Center","(312) 742-7726","Galaxy Quest","Y","PG",,"2045 N. Lincoln Park West","(41.91983669, -87.63624578)"
"Mon","2019-07-01T00:00:00.000","Calumet Park","(312) 747-6039","Spider-Man: Into the Spider-Verse","Y","PG",,"9801 S. Ave G","(41.71772004, -87.53150812)"
"Thu","2019-07-25T00:00:00.000","Columbus Park","(773) 287-7641","Aquaman","Y","PG-13",,"500 S. Central Ave.","(41.87377325, -87.7647697)"
"Sat","2019-08-24T00:00:00.000","Chicago Women's Park and Gardens","(312) 328-0821","First Man","Y","PG-13","The Prairie District Neighborhood Alliance","1801 S. Indiana Ave.","(41.85783824, -87.62218405)"
"Fri","2019-06-21T00:00:00.000","Gladstone Park","(773) 631-7859","Ralph Breaks the Internet","Y","PG",,"5421 N. Menard Ave.","(41.97910458, -87.77310817)"
"Mon","2019-07-08T00:00:00.000","Daniel Webster Park","(312) 745-1479","Peter Rabbit","Y","PG","The Greater South Loop Association","1357 S. Indiana Ave.","(41.86427432, -87.62233575)"
"Sat","2019-06-15T00:00:00.000","DuSable Museum of African American History","(312) 742-1134","Freedom Song","Y","NR",,"740 E. 56th Pl.","(41.79248002, -87.60685252)"
"Sat","2019-06-29T00:00:00.000","Belmont Harbor","(312) 742-1134","Breathless / A Bout De Souffle","Y","NR","The Cultural Service at the Consulate General of France","3200 N. Lake Shore Dr.","(41.94090916, -87.63936916)"
"Sat","2019-08-03T00:00:00.000","Rowan Park","(773) 646-3180","Monsters University","Y","G",,"11546 S. Avenue L","(41.68500208, -87.53661565)"
"Fri","2019-06-28T00:00:00.000","Carver Park","(312) 747-6047","Spider-Man: Into the Spider-Verse","Y","PG","The Forest Preserve District of Cook County","939 E. 132nd St.","(41.65592462, -87.59906439)"
"Fri","2019-08-16T00:00:00.000","Hermosa Park","(312) 742-7540","Aquaman","Y","PG-13",,"2240 N. Kilbourn Ave.","(41.92192999, -87.73907239)"
"Sat","2019-07-13T00:00:00.000","Chicago Women's Park and Gardens","(312) 328-0821","Dunkirk","Y","PG-13","The Prairie District Neighborhood Alliance","1801 S. Indiana Ave.","(41.85783824, -87.62218405)"
"Fri","2019-08-09T00:00:00.000","Bessemer Park","(312) 747-6023","Spider-Man: Into the Spider-Verse","Y","PG",,"8930 S. Muskegon Ave.","(41.7327341, -87.55561477)"
"Sat","2019-08-17T00:00:00.000","Winnemac Park","(312) 742-5101","Spider-Man: Into the Spider-Verse","Y","PG","Friends of Winnemac Park","5100 N. Leavitt St","(41.97406708, -87.68437099)"
"Tue","2019-08-13T00:00:00.000","Welles Park","(312) 742-7511","Footloose (1984)","Y","PG",,"2333 W. Sunnyside Ave.","(41.96304075, -87.68773712)"
"Tue","2019-07-23T00:00:00.000","Kosciuszko Park","(312) 742-7546","Black Panther","Y","PG-13","The Kosciuszko Park Advisory Council","2732 N. Avers Ave.","(41.9310234, -87.72343588)"
"Fri","2019-07-12T00:00:00.000","Adams Playground Park","(312) 742-7787","Mary Poppins Returns","Y","PG",,"1919 N. Seminary Ave.","(41.91669986, -87.65522827)"
"Wed","2019-07-10T00:00:00.000","La Follette Park","(773) 287-0541","Spider-Man: Into the Spider-Verse","Y","PG",,"1333 N. Laramie Ave.","(41.90505469, -87.75569246)"
"Thu","2019-06-13T00:00:00.000","Wicker Park","(312) 742-7553","Stardust","Y","PG-13","The Wicker Park Bucktown Chamber of Commerce Members and the Wicker Park Advisory Council","1425 N. Damen Avenue","(41.90795225, -87.67724924)"
"Tue","2019-06-25T00:00:00.000","Hamilton Park","(312) 747-6174","Jurassic World: Fallen Kingdom","Y","PG-13",,"513 W. 72nd St.","(41.76337465, -87.6376201)"
"Wed","2019-07-17T00:00:00.000","Kilbourn Park","(773) 685-3351","Goonies","Y","PG",,"3501 N. Kilbourn Ave.","(41.94450485, -87.73951111)"
"Sat","2019-09-07T00:00:00.000","Buttercup Playlot Park","(312) 742-7502","After School Cartoons","N","NR",,"4901 N. Sheridan Rd.","(41.97166865, -87.65473895)"
"Fri","2019-07-19T00:00:00.000","Independence Park","(773) 478-3538","Spider-Man: Into the Spider-Verse","Y","PG",,"3945 N. Springfield Ave.","(41.95322543, -87.72494811)"
"Fri","2019-08-02T00:00:00.000","Clark (Richard) Playlot Park","(773) 248-3966","Crazy Rich Asians","Y","PG-13",,"3400 N. Rockwell St.","(41.94305204, -87.69384443)"
"Mon","2019-07-15T00:00:00.000","Harold Washington Playlot Park","(312) 747-6620","Isle of Dogs","Y","PG-13",,"5200 S. Hyde Park Blvd.","(41.80047033, -87.58450476)"
"Fri","2019-07-05T00:00:00.000","Kelly Park","(312) 747-6197","Ralph Breaks the Internet","Y","PG",,"2725 W. 41st St.","(41.81918844, -87.69340844)"
"Wed","2019-08-07T00:00:00.000","Senn Playlot Park","(312) 742-7502","Ralph Breaks the Internet","Y","PG",,"5887 N. Ridge Ave.","(41.98893587, -87.66850696)"
"Thu","2019-08-22T00:00:00.000","Churchill Field Playlot Park","(312) 742-7554","Ralph Breaks the Internet","Y","PG","The Bucktown Community Organization","1825 N. Damen Ave.","(41.9146579, -87.67740738)"
"Sat","2019-07-20T00:00:00.000","Horner Park","(773) 478-3499","E. T. the Extra-Terrestrial","Y","PG","The Hornrer Park Advisory Council","2741 W. Montrose Ave.","(41.9611441, -87.69770153)"
"Tue","2019-07-30T00:00:00.000","Fuller Park","(312) 747-6144","Spider-Man: Into the Spider-Verse","Y","PG","The Forest Preserve District of Cook County","331 W. 45th St","(41.81238512, -87.63479837)"
"Wed","2019-07-31T00:00:00.000","Union Park","(312) 746-5494","The Incredibles 2","Y","PG","The West Loop Community Organization","1501 W. Randolph St.","(41.88471128, -87.66428183)"
"Tue","2019-06-11T00:00:00.000","Ward (A. Montgomery) Park","(312) 742-7895","Crazy Rich Asians","Y","PG-13","The River North Resident's Association","630 N. Kingsbury St.","(41.893015, -87.64125791)"
"Thu","2019-07-11T00:00:00.000","Wicker Park","(312) 742-7553","Les Miserables (1998)","Y","PG-13","The Wormhole Coffee","1425 N. Damen Avenue","(41.90795225, -87.67724924)"
"Sun","2019-08-11T00:00:00.000","Jonquil Playlot Park","(312) 742-7816","Ralph Breaks the Internet","Y","PG","The Wrightwood Neighbors Association","1001 W. Wrightwood Ave.","(41.92889597, -87.65385229)"
"Sun","2019-06-23T00:00:00.000","Jonquil Playlot Park","(312) 742-7816","Guardians of the Galaxy","Y","PG-13","The Wrightwood Neighbors Association","1001 W. Wrightwood Ave.","(41.92889597, -87.65385229)"
"Fri","2019-08-09T00:00:00.000","Veteran's Memorial Park","(312) 747-6812","Ralph Breaks the Internet","Y","PG",,"2820 E. 98th St.","(41.71739698, -87.55556913)"
"Mon","2019-09-09T00:00:00.000","South Shore Cultural Center","(773) 256-0149","Robin Hood","Y","PG-13","South Shore Cultural Center","7059 S. South Shore Drive","(41.76660302, -87.56632372)"
"Tue","2019-07-23T00:00:00.000","Churchill Field Playlot Park","(312) 742-7554","The Sting","Y","PG","The Bucktown Community Organization","1825 N. Damen Ave.","(41.9146579, -87.67740738)"
"Fri","2019-07-26T00:00:00.000","Portage Park","(773) 685-7235","Mary Poppins Returns","Y","PG",,"4100 N. Long Ave.","(41.95510787, -87.76228458)"
"Tue","2019-08-20T00:00:00.000","Ward (A. Montgomery) Park","(312) 742-7895","The Incredibles 2","Y","PG","The River North Resident's Association","630 N. Kingsbury St.","(41.893015, -87.64125791)"
"Sat","2019-08-03T00:00:00.000","Sauganash Park","(773) 685-6122","The LEGO Movie 2","Y","PG","The Sauganash Community Association","5861 N. Kostner Ave.","(41.98806928, -87.73816907)"
"Thu","2019-06-27T00:00:00.000","Wicker Park","(312) 742-7553","Romeo + Juliet","Y","PG-13","The Wormhole Coffee","1425 N. Damen Avenue","(41.90795225, -87.67724924)"
"Tue","2019-07-02T00:00:00.000","Ridge Park","(312) 747-6640","Jaws","Y","PG",,"1817 W. 96th Street","(41.71920815, -87.66823047)"
"Tue","2019-06-18T00:00:00.000","Roberts Square Playlot Park","(773) 685-3316","The Rugrats Movie (1998)","Y","G",,"5230 W. Argyle St.","(41.97166987, -87.75892379)"
"Tue","2019-08-06T00:00:00.000","McGuane Park","(312) 747-6497","Coco","Y","PG",,"2901 S. Poplar Ave.","(41.84134899, -87.64950769)"
"Tue","2019-07-16T00:00:00.000","West Lawn Park","(773) 284-2803","Mary Poppins Returns","Y","PG","St. Nicholas of Tolentine School","4233 W. 65th St.","(41.77486501, -87.72884225)"
"Fri","2019-06-28T00:00:00.000","Osterman Beach","(312) 742-1134","That Thing You Do!","Y","PG",,"5800 N. Lake Shore Dr.","(-87.6528859, 41.9863754)"
"Sat","2019-07-06T00:00:00.000","O'Hallaren Park","(312) 747-6573","Coco","Y","PG",,"8335 S. Honore St.","(41.74194234, -87.66914926)"
"Thu","2019-08-22T00:00:00.000","Garfield Park","(312) 746-5092","The Princess and the Frog","Y","G",,"100 N. Central Park Ave.","(41.88335532, -87.71566523)"
"Thu","2019-08-15T00:00:00.000","Davis Square Park","(312) 747-6107","Teen Titans Go! To The Movies","Y","PG-13",,"4430 S. Marshfield Ave.","(41.81310599, -87.66646688)"
"Fri","2019-08-16T00:00:00.000","Independence Park","(773) 478-3538","Bohemian Rhapsody","Y","PG-13",,"3945 N. Springfield Ave.","(41.95322543, -87.72494811)"
"Mon","2019-06-17T00:00:00.000","Grant Park: Logan Monument","(312) 742-1134","Chicago","Y","PG-13",,"900 S. Michigan Ave.","(41.87055847, -87.62428661)"
