"pharmacy_name","address","city","state","zip","hours","_24h_store","status","if_closed_reopening_comments","geocoded_column"
"OSCO DRUG","9402 S ASHLAND AVE","CHICAGO","IL","60620","M-Fri: 8:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.662809 41.722954)"
"Presence Nazareth Family Center Pharmacy","1127 N OAKLEY BLVD","CHICAGO","IL","60622","9am -5pm M-F",,"open",,"POINT (-87.68461000000002 41.902138)"
"MARIAM PHARMACY","3514 W Lawrence Ave","Chicago","IL","606255612","10am-8pm M-Sa",,"open",,"POINT (-87.716634 41.968365)"
"WALGREENS #1496","6310 N NAGLE","CHICAGO","IL","60646","Mon-Fri: 9am-9pm; Sat-Sun: 9am-6pm",,"open",,"POINT (-87.787508 41.996012)"
"Walmart Pharmacy 10-5646","2551 W Cermak","Chicago","IL","60608","Sun 10am-6pm; Mon 9am-7pm; Tues 6am-7pm; Wed-Sat 9am-7pm",,"Open",,"POINT (-87.689211 41.852013)"
"CVS PHARMACY","3951 W 103RD ST","CHICAGO","IL","60655","Open 24 hours everyday","x","open",,"POINT (-87.720276 41.705847)"
"WALGREENS #05121","5935 W ADDISON ST","CHICAGO","IL","60634","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.775442 41.945798)"
"WALGREENS #04937","5753 N CANFIELD AVE","CHICAGO","IL","60631","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.823247 41.984894)"
"WALGREENS  #00259","3358 N WESTERN","CHICAGO","IL","60618","Mon: 9am-7pm; Tue-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.688186 41.943165)"
"OSCO DRUG","101 W 87TH ST","CHICAGO","IL","60620","M-Fri: 9:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.625986 41.736178)"
"WALGREENS #04461","501 W ROOSEVELT RD","CHICAGO","IL","60607","Everyday 7:30am-10pm",,"open",,"POINT (-87.639319 41.86723)"
