"school_id","name_of_school","street_address","city","state","zip","phone_number","website","blue_ribbon_award","cps_performance_policy_level","cps_performance_policy_status","probation_length","my_voice_my_school_overall_rating","student_response_rate","teacher_response_rate","involved_family","supportive_environment","ambitious_instruction","effective_leaders","collaborative_teachers","safe","school_community","parent_teacher_partnership","quality_of_facilities","healthy_schools_certification","creative_schools_certification","nwea_reading_growth_percentile_all_grades","nwea_reading_growth_percentile_grade_3","nwea_reading_growth_percentile_grade_4","nwea_reading_growth_percentile_grade_5","nwea_reading_growth_percentile_grade_6","nwea_reading_growth_percentile_grade_7","nwea_reading_growth_percentile_grade_8","nwea_math_growth_all_grades","nwea_math_growth_grade_3","nwea_math_growth_grade_4","nwea_math_growth_grade_5","nwea_math_growth_grade_6","nwea_math_growth_grade_7","nwea_math_growth_grade_8","nwea_reading_attainment_percentile_all_grades","nwea_reading_attainment_percentile_grade_2","nwea_reading_attainment_percentile_grade_3","nwea_reading_attainment_percentile_grade_4","nwea_reading_attainment_percentile_grade_5","nwea_reading_attainment_percentile_grade_6","nwea_reading_attainment_percentile_grade_7","nwea_reading_attainment_percentile_grade_8","nwea_math_attainment_percentile_all_grades","nwea_math_attainment_percentile_grade_2","nwea_math_attainment_percentile_grade_3","nwea_math_attainment_percentile_grade_4","nwea_math_attainment_percentile_grade_5","nwea_math_attainment_percentile_grade_6","nwea_math_attainment_percentile_grade_7","nwea_math_attainment_percentile_grade_8","epas_growth_percentile","explore_growth_percentile_grade_9","plan_growth_percentile_grade_10","act_growth_percentile_grade_11","epas_attainment_percentile","explore_attainment_percentile_grade_9","plan_attainment_percentile_grade_10","grade_act_attainment_percentile_grade_11","explore_spring_2013_average_grade_9","explore_spring_2013_average_grade_10","explore_fall_2011_average_grade_9","plan_fall_2012_average_grade_10","act_spring_2013_average_grade_11","freshmen_on_track_rate_percentage_2013","freshmen_on_track_rate_percentage_2012","_4_year_graduation_rate_percentage_2013","_4_year_graduation_rate_percentage_2012","_5_year_graduation_rate_percentage_2013","_5_year_graduation_rate_percentage_2012","college_enrollment_rate_percentage_2013","college_enrollment_rate_percentage_2012","college_persistence_rate_percentage_2013","college_persistence_rate_percentage_2012","suspensions_per_100_2013","suspensions_per_100_2012","percentage_of_misconducts_resulting_in_suspension_2013","percentage_of_misconducts_resulting_in_suspension_2012","average_length_of_suspensions_2013","average_length_of_suspensions_2012","student_attendance_percentage_2013","student_attendance_percentage_2012","teacher_attendance_percentage_2013","teacher_attendance_percentage_2012","gr3_8_on_track_percentage_2013","one_year_dropout_rate_percentage_2013","one_year_dropout_rate_percentage_2012","x_coordinate","y_coordinate","longitude","latitude","location"
"609737","Friedrich W von Steuben Metropolitan Science HS","5039 N Kimball Ave","Chicago","IL","60625","(773) 534-5100","http://www.vonsteuben.org/",,"LEVEL 2","NOT ON PROBATION",,"MODERATELY ORGANIZED","79.80","96.90","NEUTRAL","NEUTRAL","NEUTRAL","WEAK","STRONG","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","PENDING CERTIFICATION","EMERGING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86","76","92","66","56","59","55","53","17.3","17.9","15.9","17.3","19.8","80.90","77.30","88.50","81.10","88.30","88.20","75.40","79.60","79.70","78.30","9.4","12.8","20.80","71.40","3.1","2.4","92","89.60","95","95.40",,"1","1.10","1152840.522","1933431.315","41.9731926","-87.71334969","(-87.71334969, 41.9731926)"
"400036","Chicago Virtual Charter High School","38 S Peoria St","Chicago","IL","60607","(312) 267-4486","http://www.chicagovcs.org",,"LEVEL 2","NOT APPLICABLE",,"ORGANIZED","22.20","81.50","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NEUTRAL","NEUTRAL","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","50","20","42","40","34","48","38","15.7","17.3","14.8","16.8","18.3",,,"9.70","20","20","41.70",,,,,,,,,,,"95.30","95.30",,,,"12","25","1170387.825","1899811.781","41.8805724","-87.64981004","(-87.64981004, 41.8805724)"
"400131","YCCS-Dr. Pedro Albizu Campos Puerto Rican HS","2739 W Division St","Chicago","IL","60622","(773) 342-8022","http://www.cps.edu",,,,,"NOT ENOUGH DATA","0","25","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,"8","6",,,"6",,,,,"14",,,,,,,,,,,,,,,,,"79.10",,,,,"40.70",,"1157751.655","1907822.878","41.90282236","-87.6959904","(-87.6959904, 41.90282236)"
"610566","Magic Johnson Bridgescape Academy North Lawndale","3222 W Roosevelt Rd","Chicago","IL","60624",,"http://www.cps.edu",,,,,"NOT ENOUGH DATA",,,"NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA",,,,"NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1154962.707","1894567.775","41.86650545","-87.70659034","(-87.70659034, 41.86650545)"
"610357","Spry Community Links High School","2400 S Marshall Blvd","Chicago","IL","60623","(773) 534-1997","http://www.cps.edu",,"LEVEL 2","NOT ON PROBATION",,"ORGANIZED","96.80","100","NEUTRAL","STRONG","NEUTRAL","NEUTRAL","NEUTRAL","NEUTRAL","STRONG","STRONG","NEUTRAL","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","68","29","27","24","26","29","21","14.8","15.8","14.8","16.2","16.8","85.50","100","86.70","71","81","87.10","54.40","55.30","71.40","66.70","24.5","18.2","45.90","24.50","2.6","3.5","91.40","94.10","95.60","96.60",,"0.50","0.80","1157044.911","1887895.675","41.84815451","-87.69912725","(-87.69912725, 41.84815451)"
"610547","South Shore Intl College Prep High School","1955 E 75th St","Chicago","IL","60649","(773) 535-8351 ","http://www.cps.edu",,"NOT ENOUGH DATA","NOT ON PROBATION",,"ORGANIZED","79.70","63.90","NEUTRAL","NEUTRAL","STRONG","NEUTRAL","STRONG","NEUTRAL","NEUTRAL","NEUTRAL","VERY STRONG","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33","59","20",,"28","38","21",,"16.1","15.3",,,,"94.10","77.40",,,,,,,,,"14.5","64.9","59.30","64.20","4","4.8","88.80","85.30","93.10","94.20",,"3.10","2.70","1190778.553","1855593.152","41.75876403","-87.57636891","(-87.57636891, 41.75876403)"
"400108","Chicago Intl Charter - Larry Hawkins","801 E 133rd Pl","Chicago","IL","60827","(773) 264-0505","http://www.cps.edu",,"LEVEL 3","NOT APPLICABLE",,"NOT YET ORGANIZED","84.50","80.70","WEAK","NEUTRAL","NEUTRAL","WEAK","VERY WEAK","NEUTRAL","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA","32",,,,,"1","88","94",,,,,"47","94","8",,,,,,"2","20","7",,,,,,"7","15","32","97","0","42","7","11","6","5","13.9","13.2","12.7","14","14",,,,,,,"47.70","34.80","70",,,,,,,,"83","99.40",,,,"11.30","16.60","1184160.335","1817039.44","41.65312508","-87.60182419","(-87.60182419, 41.65312508)"
"400062","Perspectives Charter - Calumet Technology","8131 S May St","Chicago","IL","60620","(773) 358-6120","http://www.perspectivescs.org",,"LEVEL 3","NOT APPLICABLE",,"PARTIALLY ORGANIZED","88.20","85","NEUTRAL","NEUTRAL","STRONG","WEAK","WEAK","WEAK","STRONG","STRONG","NEUTRAL","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17","41","5","34","15","12","18","14","14","15","13.1","15","15.9",,,"56.20","62.80","69.60","68.90","67","75.60","69.60","64.50",,,,,,,"99","92.10",,,,"8.80","8.60","1170110.866","1850746.04","41.74593699","-87.65225489","(-87.65225489, 41.74593699)"
"400097","Noble Street Charter - Chicago Bulls College","2040 W Adams St","Chicago","IL","60612","(773) 534-7599","http://www.noblenetwork.org",,"LEVEL 1","NOT APPLICABLE",,"WELL-ORGANIZED","57.90","70.50","NEUTRAL","STRONG","VERY STRONG","STRONG","STRONG","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65","88",,"58","65","26",,"66","15.3",,"14.2","16.8","20.9",,,"78.90",,,,,,,,,,,,,,"93.20","91.90",,,,"3.60","4.50","1162659.956","1899118.768","41.8788361","-87.67820542","(-87.67820542, 41.8788361)"
"400102","Urban Prep Academy for Young Men - West","1326 W 14th Pl","Chicago","IL","60608","(773) 534-8860","http://www.urbanprep.org/",,"LEVEL 3","NOT APPLICABLE",,"ORGANIZED","36.10","100","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","STRONG","NEUTRAL","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,"19",,,"13.1","15.7","16.6",,,"51.20",,,,,,,,,,,,,,"91.50","90.50",,,,"9","8.90","1167633.713","1893228.602","41.86256737","-87.66011242","(-87.66011242, 41.86256737)"
"400127","YCCS-Austin Career Education Center HS","5352 W Chicago Ave","Chicago","IL","60651","(773) 626-6988","http://www.cps.edu",,,,,"ORGANIZED","59.10","70","NOT ENOUGH DATA","STRONG","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34",,,"34","3",,,"3",,,,,"13.1",,,,,,,,,,,,,,,,,"74.60",,,,,"32.40",,"1140287.844","1904850.5","41.89500392","-87.76021182","(-87.76021182, 41.89500392)"
"400051","Noble Street Charter - Noble Street College Prep","1010 N Noble St","Chicago","IL","60642","(773) 862-1449","http://www.noblenetwork.com",,"LEVEL 1","NOT APPLICABLE",,"WELL-ORGANIZED","93.30","82.80","STRONG","STRONG","VERY STRONG","STRONG","STRONG","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50",,,"50","58",,,"58",,,"14.6","17.1","20.4",,,"73.30","84.10","85.60","84.10","77.40","83.80","66.70","75",,,,,,,"95.40","96.40",,,,"0.60","2.30","1166831.344","1906934.558","41.9001948","-87.66266462","(-87.66266462, 41.9001948)"
"610571","Ombudsman #3","5050 N Broadway","Chicago","IL","60640",,"http://www.cps.edu",,,,,"NOT ENOUGH DATA",,,"NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA",,,,"NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1167357.302","1933882.339","41.97412953","-87.6599553","(-87.6599553, 41.97412953)"
"609726","Gwendolyn Brooks College Preparatory Academy HS","250 E 111th St","Chicago","IL","60628","(773) 535-9930","http://www.cps.edu",,"LEVEL 1","NOT ON PROBATION",,"MODERATELY ORGANIZED","79.80","60.40","WEAK","NEUTRAL","STRONG","NEUTRAL","NEUTRAL","NEUTRAL","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","STRONG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45","88","8","42","81","86","84","74","19.3","20.2","18.2","19.2","21.8","95.90","92.60","83.80","84.70","85.70","88.20","80.10","85.30","90.70","86.40","8.2","1.5","84.70","8.60","3.6","3.7","88.90","90.10","94.40","95.30",,"0.80","0.90","1180061.781","1831459.213","41.69278956","-87.61638144","(-87.61638144, 41.69278956)"
"609744","Northside Learning Center High School","3730 W Bryn Mawr Ave","Chicago","IL","60659","(773) 534-5180","http://www.nlc.cps.k12.il.us",,,,,"WELL-ORGANIZED","92.70","89.50","VERY STRONG","STRONG","STRONG","NEUTRAL","STRONG","VERY STRONG","VERY STRONG","VERY STRONG","STRONG","NOT CERTIFIED","EMERGING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","3.80","2.50","2.80",,,"11","7.7","75.60",,"1.5",,"90.40","91.40","94.40","95.50",,"0","0","1150357.037","1936987.496","41.98299994","-87.72238881","(-87.72238881, 41.98299994)"
"610384","Infinity Math Science and Technology High School","3120 S Kostner Ave","Chicago","IL","60623","(773) 535-4225","http://www.lvlhs.org/",,"LEVEL 1","NOT ON PROBATION",,"WELL-ORGANIZED","98.50","96.60","STRONG","VERY STRONG","VERY STRONG","STRONG","NEUTRAL","STRONG","NEUTRAL","STRONG","STRONG","NOT CERTIFIED","DEVELOPING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","92","20","8","40","47","42","35","16.5","16.9","15.2","16.7","18.2","97.30","99.10","84.70","83.30","83.30","81.20","53","61.40","53.30","68.30","5.4","6.3","91.70","82.80","3.6","4.8","93.60","93.50","95.90","95.60",,"0.50","0.80","1147521.302","1883405.128","41.83601953","-87.73419465","(-87.73419465, 41.83601953)"
"400057","Noble Street Charter - UIC College Prep","1231 S Damen Ave","Chicago","IL","60608","(312) 768-4858","http://www.uiccollegeprep.org/",,"LEVEL 1","NOT APPLICABLE",,"WELL-ORGANIZED","58","72.70","VERY STRONG","STRONG","VERY STRONG","VERY STRONG","VERY STRONG","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34",,,"34","72",,,"72",,,"15.2","17.6","21.7",,,"74.10","76.50","84.30",,"55.40",,,,,,,,,,"95.70","95.60",,,,"1.90","3.30","1163276.885","1894372.886","41.86580003","-87.67607361","(-87.67607361, 41.86580003)"
"400118","Noble Street Charter School - Purple","931 S Homan Ave","Chicago","IL","60624","(773) 893-4500 ","http://www.cps.edu",,"NOT ENOUGH DATA","NOT APPLICABLE",,"ORGANIZED","56.20","70","NOT ENOUGH DATA","STRONG","VERY STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NEUTRAL","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.30",,,,,"5.70",,"1153893.093","1895583.826","41.86931497","-87.71048996","(-87.71048996, 41.86931497)"
"609708","Edwin G Foreman High School","3235 N LeClaire Ave","Chicago","IL","60641","(773) 534-3400","http://www.cps.edu",,"LEVEL 2","NOT ON PROBATION",,"NOT YET ORGANIZED","51","76.90","WEAK","WEAK","NEUTRAL","NEUTRAL","WEAK","WEAK","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","EXCELLING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24","50","13","27","13","16","15","10","14","14.5","12.7","14.1","15","77.90","68.70","52.60","57.50","66.90","58.50","39.30","40","56.70","61.90","25","22.9","41.70","35.20","2.3","3.7","85.20","82.10","93.70","95.20",,"0.40","3.10","1141833.359","1921189.138","41.93981043","-87.7541302","(-87.7541302, 41.93981043)"
"610340","Chicago Academy High School","3400 N Austin Ave","Chicago","IL","60634","(773) 534-0146","http://www.chicagoacademy.org",,"LEVEL 2","NOT ON PROBATION",,"WELL-ORGANIZED","88.20","100","NEUTRAL","STRONG","STRONG","STRONG","NEUTRAL","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","INCOMPLETE DATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79","98","13",,"40","52","36","34","16.8","16.4","14.7","16.3","18","86.60","82.20","69.50","62.10","74.80","71","80","74.20","73","71","14.9","15.2","8.90","4.50","2.2","2.6","92.70","93.60","95.90","95.60",,"5.20","4","1135740.091","1922002.941","41.94215439","-87.77650575","(-87.77650575, 41.94215439)"
"609678","William Jones College Preparatory High School","700 S State St","Chicago","IL","60605","(773) 534-8600","http://www.jones.cps.k12.il.us","2012","LEVEL 1","NOT ON PROBATION",,"ORGANIZED","84.40","76.40","STRONG","STRONG","VERY STRONG","NEUTRAL","WEAK","VERY STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT CERTIFIED","EXCELLING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85","95","13","89","98","98","98","97","21.8","23","20.5","22.1","26.3","98.60","98","89.30","91","91.40","87.10","88.50","87.80","93.50","92.20","0.3","3.6","12.50","10.60","5.3","4.5","93.40","93.90","95.10","95.30",,"1","1.50","1176428.317","1897119.1","41.87304937","-87.62771142","(-87.62771142, 41.87304937)"
