"tow_date","make","style","model","color","plate","state","towed_to_address","tow_facility_phone","inventory_number"
"2022-09-02T00:00:00.000","HOND","LL",,"WHI","BP27658","IL","400 E. Lower Wacker","(312) 744-7550","0264957"
"2022-09-02T00:00:00.000","HYUN","4D",,"GRY","CG23935","IL","400 E. Lower Wacker","(312) 744-7550","0264937"
"2022-09-02T00:00:00.000","HYUN","4D",,"BLK","S333530","IL","10300 S. Doty","(773) 568-8495","2937186"
"2022-09-02T00:00:00.000","HYUN","4D",,"GRY","8RMD020","CA","701 N. Sacramento","(773) 265-7605","7038435"
"2022-09-02T00:00:00.000","HYUN","4D",,"RED","DC41833","IL","10300 S. Doty","(773) 568-8495","2937185"
"2022-09-02T00:00:00.000","HYUN","4D",,"BLK","P727582","IL","400 E. Lower Wacker","(312) 744-7550","0264953"
"2022-09-02T00:00:00.000","HYUN","LL",,"WHI","CE68644","IL","400 E. Lower Wacker","(312) 744-7550","0264959"
"2022-09-02T00:00:00.000","JEEP","LL",,"BLK","Z615070","IL","701 N. Sacramento","(773) 265-7605","7038436"
"2022-09-02T00:00:00.000","JEEP","LL",,"GRY","DG41355","IL","701 N. Sacramento","(773) 265-7605","7038434"
"2022-09-02T00:00:00.000","JEEP","LL",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2937183"
"2022-09-02T00:00:00.000","JEEP","LL",,"RED","CX74190","IL","701 N. Sacramento","(773) 265-1846","1544165"
"2022-09-02T00:00:00.000","KIA","4D",,"WHI","CK96138","IL","400 E. Lower Wacker","(312) 744-7550","0264942"
"2022-09-02T00:00:00.000","KIA","LL",,"GRY","CT69286","IL","701 N. Sacramento","(773) 265-7605","7038431"
"2022-09-02T00:00:00.000","LEXS","LL",,"GRY","DF15627","IL","701 N. Sacramento","(773) 265-7605","7038438"
"2022-09-02T00:00:00.000","MAZD","LL",,"GRY","Q504389","IL","400 E. Lower Wacker","(312) 744-7550","0264956"
"2022-09-02T00:00:00.000","MITS","4H",,"GRY","884DJV","IL","400 E. Lower Wacker","(312) 744-7550","0264940"
"2022-09-02T00:00:00.000","NISS","4D",,"RED","DD49282","IL","701 N. Sacramento","(773) 265-7605","7038448"
"2022-09-02T00:00:00.000","NISS","4D",,"BLK","LDRX78","FL","400 E. Lower Wacker","(312) 744-7550","0264941"
"2022-09-02T00:00:00.000","NISS","LL",,"GRY","9477680","IL","701 N. Sacramento","(773) 265-7605","7038429"
"2022-09-02T00:00:00.000","NISS","LL",,"SIL","PRAYED2","IL","10300 S. Doty","(773) 568-8495","2937182"
"2022-09-02T00:00:00.000","NISS","PK",,"WHI","NLR1428","TX","701 N. Sacramento","(773) 265-7605","7038426"
"2022-09-02T00:00:00.000","SATR","4D",,"BLK","DG51851","IL","10300 S. Doty","(773) 568-8495","2937179"
"2022-09-02T00:00:00.000","SUBA","4D",,"DBL","DK24588","IL","701 N. Sacramento","(773) 265-7605","7038430"
"2022-09-02T00:00:00.000","TOYT","4D",,"SIL","CE34637","IL","701 N. Sacramento","(773) 265-7605","7038425"
"2022-09-02T00:00:00.000","TOYT","4D",,"BLK","BON8831","WA","400 E. Lower Wacker","(312) 744-7550","0264960"
"2022-09-02T00:00:00.000","TOYT","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7038444"
"2022-09-02T00:00:00.000","TOYT","4D",,"SIL","BZ36718","IL","10300 S. Doty","(773) 568-8495","2937181"
"2022-09-02T00:00:00.000","TOYT","LL",,"GRY","DC39801","IL","10300 S. Doty","(773) 568-8495","2937176"
"2022-09-02T00:00:00.000","TOYT","PK",,"RED","55673FF","IL","701 N. Sacramento","(773) 265-7605","7038449"
"2022-09-02T00:00:00.000","TOYT","VN",,"BLK","CG76066","IL","701 N. Sacramento","(773) 265-7605","7038437"
"2022-09-02T00:00:00.000","VOLK","4D",,"BLK","DA62370","IL","400 E. Lower Wacker","(312) 744-7550","0264934"
"2022-09-02T00:00:00.000","VOLK","LL",,"BLK","CQ18156","IL","400 E. Lower Wacker","(312) 744-7550","0264954"
"2022-09-01T00:00:00.000","ACUR","4D",,"BLK","DJ59125","IL","701 N. Sacramento","(773) 265-7605","7038424"
"2022-09-01T00:00:00.000","AUDI","4D",,"BLK","R655552","IL","701 N. Sacramento","(773) 265-7605","7038389"
"2022-09-01T00:00:00.000","BMW","2D",,"BLK","NAMQ94","FL","701 N. Sacramento","(773) 265-1846","1544148"
"2022-09-01T00:00:00.000","BUIC","4D",,"BRO","CH53077","IL","701 N. Sacramento","(773) 265-7605","7038408"
"2022-09-01T00:00:00.000","BUIC","4D",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2937162"
"2022-09-01T00:00:00.000","BUIC","4D",,"GRN","Q176355","IL","701 N. Sacramento","(773) 265-7605","7038395"
"2022-09-01T00:00:00.000","CADI","4D",,"SIL",,"IL","701 N. Sacramento","(773) 265-7605","7038402"
"2022-09-01T00:00:00.000","CHEV","2D",,"WHI",,"IL","701 N. Sacramento","(773) 265-1846","1544151"
"2022-09-01T00:00:00.000","CHEV","4D",,"WHI","00274299","IL","10300 S. Doty","(773) 568-8495","2937171"
"2022-09-01T00:00:00.000","CHEV","4D",,"BGE","DF70032","IL","701 N. Sacramento","(773) 265-7605","7038371"
"2022-09-01T00:00:00.000","CHEV","4D",,"BLK","BZ52633","IL","701 N. Sacramento","(773) 265-7605","7038393"
"2022-09-01T00:00:00.000","CHEV","4D",,"GRY","CD46446","IL","701 N. Sacramento","(773) 265-7605","7038368"
"2022-09-01T00:00:00.000","CHEV","4D",,"GRY","CA95428","IL","10300 S. Doty","(773) 568-8495","2937151"
"2022-09-01T00:00:00.000","CHEV","LL",,"BLU","AW54152","IL","10300 S. Doty","(773) 568-8495","2937145"
"2022-09-01T00:00:00.000","CHEV","LL",,"BLK","CN53486","IL","701 N. Sacramento","(773) 265-7605","7038388"
"2022-09-01T00:00:00.000","CHEV","LL",,"BLU","CD24864","IL","701 N. Sacramento","(773) 265-1846","1544149"
"2022-09-01T00:00:00.000","CHEV","LL",,"BLK","D4954-EE","IL","400 E. Lower Wacker","(312) 744-7550","0264895"
"2022-09-01T00:00:00.000","CHEV","LL",,"WHI","DB18903","IL","701 N. Sacramento","(773) 265-7605","7038372"
"2022-09-01T00:00:00.000","CHEV","LL",,"GRY","BX20859","IL","701 N. Sacramento","(773) 265-7605","7038370"
"2022-09-01T00:00:00.000","CHEV","VN",,"WHI","34972Y1","TX","10300 S. Doty","(773) 785-9752","1723602"
"2022-09-01T00:00:00.000","CHRY","4D",,"BLU","CL18414","IL","701 N. Sacramento","(773) 265-7605","7038422"
"2022-09-01T00:00:00.000","CHRY","LL",,"GRN","CU92957","IL","701 N. Sacramento","(773) 265-1846","1544162"
"2022-09-01T00:00:00.000","CHRY","VN",,"RED","Z587559","IL","701 N. Sacramento","(773) 265-7605","7038392"
"2022-09-01T00:00:00.000","DODG","4D",,"RED","R798830","IL","400 E. Lower Wacker","(312) 744-7550","0264884"
"2022-09-01T00:00:00.000","DODG","4D",,"TAN","DF48712","IL","701 N. Sacramento","(773) 265-7605","7038369"
"2022-09-01T00:00:00.000","DODG","4D",,"BLK","BW17922","IL","701 N. Sacramento","(773) 265-1846","1544163"
"2022-09-01T00:00:00.000","DODG","4D",,"BLU","DB71936","IL","701 N. Sacramento","(773) 265-1846","1544153"
"2022-09-01T00:00:00.000","DODG","4D",,"BLK","GE7K1Z","MO","701 N. Sacramento","(773) 265-7605","7038405"
"2022-09-01T00:00:00.000","DODG","4D",,"RED","CR88285","IL","701 N. Sacramento","(773) 265-1846","1544154"
"2022-09-01T00:00:00.000","FORD","4D",,"SIL","DGY523","MI","400 E. Lower Wacker","(312) 744-7550","0264930"
"2022-09-01T00:00:00.000","FORD","4D",,"BLU","BY79087","IL","400 E. Lower Wacker","(312) 744-7550","0264925"
"2022-09-01T00:00:00.000","FORD","4D",,"GRY","ANY9158","WI","701 N. Sacramento","(773) 265-1846","1544156"
"2022-09-01T00:00:00.000","FORD","4D",,"SIL","CV12037","IL","701 N. Sacramento","(773) 265-7605","7038376"
"2022-09-01T00:00:00.000","FORD","LL",,"BLU","CH49603","IL","701 N. Sacramento","(773) 265-7605","7038390"
"2022-09-01T00:00:00.000","FORD","LL",,"BLK","CH48314","IL","701 N. Sacramento","(773) 265-7605","7038385"
"2022-09-01T00:00:00.000","FORD","LL",,"GRN","3127947B","IL","701 N. Sacramento","(773) 265-1846","1544159"
"2022-09-01T00:00:00.000","FORD","PK",,"BLK","2998009B","IL","701 N. Sacramento","(773) 265-7605","7038365"
"2022-09-01T00:00:00.000","GMC","LL",,"SIL","FCQ997","IN","400 E. Lower Wacker","(312) 744-7550","0264924"
"2022-09-01T00:00:00.000","HOND","4D",,"GRY","CMH357","MI","701 N. Sacramento","(773) 265-7605","7038398"
"2022-09-01T00:00:00.000","HOND","4D",,"SIL","CQ69705","IL","10300 S. Doty","(773) 568-8495","2937165"
"2022-09-01T00:00:00.000","HOND","4D",,"MAR","CW63703","IL","701 N. Sacramento","(773) 265-1846","1544158"
"2022-09-01T00:00:00.000","HOND","4D",,"GLD","DM94812","IL","10300 S. Doty","(773) 568-8495","2937154"
"2022-09-01T00:00:00.000","HOND","4D",,"BLU","CH92127","IL","10300 S. Doty","(773) 785-9752","1723603"
"2022-09-01T00:00:00.000","HOND","LL",,"SIL","CQ45250","IL","10300 S. Doty","(773) 568-8495","2937157"
"2022-09-01T00:00:00.000","HOND","LL","TK","BLK","X904186","IL","701 N. Sacramento","(773) 265-7605","7038407"
"2022-09-01T00:00:00.000","HOND","LL",,"GRY","318225","IL","701 N. Sacramento","(773) 265-7605","7038397"
"2022-09-01T00:00:00.000","HYUN","4D","SON","BLU","262C930","IN","701 N. Sacramento","(773) 265-7605","7038416"
"2022-09-01T00:00:00.000","HYUN","4D",,"SIL","DH90077","IL","10300 S. Doty","(773) 568-8495","2937166"
"2022-09-01T00:00:00.000","HYUN","4D",,"WHI","CW36342","IL","10300 S. Doty","(773) 568-8495","2937153"
"2022-09-01T00:00:00.000","HYUN","4D",,"BLK","AC88474","IL","400 E. Lower Wacker","(312) 744-7550","0264908"
"2022-09-01T00:00:00.000","HYUN","4D",,"BLU","P661490","IL","10300 S. Doty","(773) 568-8495","2937158"
"2022-09-01T00:00:00.000","HYUN","4D",,"GRY","CR39116","IL","400 E. Lower Wacker","(312) 744-7550","0264875"
"2022-09-01T00:00:00.000","HYUN","4D",,"WHI","CF75718","IL","10300 S. Doty","(773) 568-8495","2937147"
"2022-09-01T00:00:00.000","HYUN","4D",,"WHI","Z565176","IL","400 E. Lower Wacker","(312) 744-7550","0264893"
"2022-09-01T00:00:00.000","HYUN","4D",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7038379"
"2022-09-01T00:00:00.000","HYUN","4D",,"SIL","S0798837","GA","10300 S. Doty","(773) 568-8495","2937164"
"2022-09-01T00:00:00.000","HYUN","4D",,"WHI","CJ39788","IL","10300 S. Doty","(773) 568-8495","2937173"
"2022-09-01T00:00:00.000","HYUN","4D",,"GRY","CN94086","IL","701 N. Sacramento","(773) 265-7605","7038421"
"2022-09-01T00:00:00.000","HYUN","4D",,"GRY","CE23217","IL","10300 S. Doty","(773) 568-8495","2937172"
"2022-09-01T00:00:00.000","INFI","4D",,"SIL","AD87766","IL","701 N. Sacramento","(773) 265-7605","7038409"
"2022-09-01T00:00:00.000","INFI","4D",,"BLK","29051Z9","TX","701 N. Sacramento","(773) 265-1846","1544147"
"2022-09-01T00:00:00.000","INFI","4D",,"WHI","DE33245","IL","701 N. Sacramento","(773) 265-7605","7038377"
"2022-09-01T00:00:00.000","JEEP","LL",,"GRN","CY92768","IL","701 N. Sacramento","(773) 265-1846","1544152"
"2022-09-01T00:00:00.000","JEEP","LL",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7038378"
"2022-09-01T00:00:00.000","JEEP","LL",,"WHI","CM21852","IL","10300 S. Doty","(773) 568-8495","2937155"
"2022-09-01T00:00:00.000","JEEP","LL",,"GRY","ZZ78156","IL","701 N. Sacramento","(773) 265-7605","7038413"
"2022-09-01T00:00:00.000","KAWK","MC",,"BLK","EU8967","IL","701 N. Sacramento","(773) 265-7605","7038380"
"2022-09-01T00:00:00.000","KIA","4D",,"BLK","DM32572","IL","10300 S. Doty","(773) 568-8495","2937149"
"2022-09-01T00:00:00.000","KIA","4D",,"WHI","DC62467","IL","701 N. Sacramento","(773) 265-7605","7038423"
"2022-09-01T00:00:00.000","KIA","4D",,"BLK","KYF2045","NY","701 N. Sacramento","(773) 265-7605","7038419"
"2022-09-01T00:00:00.000","KIA","4D",,"PNK","JLFK77","IL","10300 S. Doty","(773) 568-8495","2937159"
"2022-09-01T00:00:00.000","KIA","LL",,"RED","BX75129","IL","701 N. Sacramento","(773) 265-7605","7038404"
"2022-09-01T00:00:00.000","KIA","LL",,"BLU","PIQ9659","GA","10300 S. Doty","(773) 568-8495","2937161"
"2022-09-01T00:00:00.000","KIA","LL",,"GRY","DF36097","IL","10300 S. Doty","(773) 568-8495","2937170"
"2022-09-01T00:00:00.000","LEXS","4D",,"WHI","CH41931","IL","400 E. Lower Wacker","(312) 744-7550","0264903"
"2022-09-01T00:00:00.000","LEXS","LL",,"DBL","Y956373","IL","701 N. Sacramento","(773) 265-7605","7038400"
"2022-09-01T00:00:00.000","LINC","4D",,"SIL","DM93666","IL","10300 S. Doty","(773) 568-8495","2937169"
"2022-09-01T00:00:00.000","LNDR","LL",,"WHI","CR26859","IL","10300 S. Doty","(773) 568-8495","2937167"
"2022-09-01T00:00:00.000","MAZD","4D",,"SIL","CS81230","IL","701 N. Sacramento","(773) 265-7605","7038394"
"2022-09-01T00:00:00.000","MAZD","LL",,"WHI","610MRW","KS","10300 S. Doty","(773) 568-8495","2937163"
"2022-09-01T00:00:00.000","MAZD","LL",,"BLU","BW68690","IL","701 N. Sacramento","(773) 265-7605","7038387"
"2022-09-01T00:00:00.000","MERC","4D",,"LBL","CL27727","IL","701 N. Sacramento","(773) 265-1846","1544157"
"2022-09-01T00:00:00.000","MINI","2H",,"RED","ARB1749","WI","400 E. Lower Wacker","(312) 744-7550","0264890"
"2022-09-01T00:00:00.000","NISS","4D",,"BLK","CL22400","IL","701 N. Sacramento","(773) 265-7605","7038386"
"2022-09-01T00:00:00.000","NISS","4D",,"SIL","5870798","IL","701 N. Sacramento","(773) 265-7605","7038375"
"2022-09-01T00:00:00.000","NISS","4D",,"BLK","BK47326","IL","701 N. Sacramento","(773) 265-7605","7038396"
"2022-09-01T00:00:00.000","NISS","4D",,"WHI","DM91872","IL","701 N. Sacramento","(773) 265-1846","1544150"
"2022-09-01T00:00:00.000","NISS","4D",,"BLU","FP188116","IL","701 N. Sacramento","(773) 265-7605","7038415"
"2022-09-01T00:00:00.000","NISS","4D",,"BLU","DL46616","IL","701 N. Sacramento","(773) 265-7605","7038383"
"2022-09-01T00:00:00.000","NISS","4D",,"SIL","CC79446","IL","10300 S. Doty","(773) 568-8495","2937146"
"2022-09-01T00:00:00.000","NISS","4D",,"WHI","DJ76722","IL","701 N. Sacramento","(773) 265-7605","7038373"
"2022-09-01T00:00:00.000","NISS","4D",,"BLK","DM53733","IL","701 N. Sacramento","(773) 265-7605","7038414"
"2022-09-01T00:00:00.000","NISS","4D",,"BLU","AJ68632","IL","701 N. Sacramento","(773) 265-7605","7038374"
"2022-09-01T00:00:00.000","NISS","LL",,"WHI","CR43620","IL","10300 S. Doty","(773) 568-8495","2937150"
"2022-09-01T00:00:00.000","NISS","LL",,"SIL","IEJ772","OK","400 E. Lower Wacker","(312) 744-7550","0264902"
"2022-09-01T00:00:00.000","NISS","LL",,"SIL","BC64092","IL","400 E. Lower Wacker","(312) 744-7550","0264928"
"2022-09-01T00:00:00.000","NISS","LL",,"WHI","S847167","IL","701 N. Sacramento","(773) 265-7605","7038403"
"2022-09-01T00:00:00.000","NISS","PK",,"BLK","HVM4603","TX","701 N. Sacramento","(773) 265-7605","7038401"
"2022-09-01T00:00:00.000","NISS","VN",,"WHI","1033CC","IL","400 E. Lower Wacker","(312) 744-7550","0264909"
"2022-09-01T00:00:00.000","PONT","4D",,"BLU","DL47723","IL","10300 S. Doty","(773) 568-8495","2937156"
"2022-09-01T00:00:00.000","SATR","4D",,"BLK","DD44194","IL","701 N. Sacramento","(773) 265-7605","7038411"
"2022-09-01T00:00:00.000","TOYT","4D",,"WHI",,"IL","701 N. Sacramento","(773) 265-1846","1544160"
"2022-09-01T00:00:00.000","TOYT","4D",,"SIL","ZU80873","IL","701 N. Sacramento","(773) 265-7605","7038391"
"2022-09-01T00:00:00.000","TOYT","4D",,"TAN","OW8925","IL","701 N. Sacramento","(773) 265-7605","7038406"
"2022-09-01T00:00:00.000","TOYT","4D",,"SIL","DH53153","IL","701 N. Sacramento","(773) 265-7605","7038410"
"2022-09-01T00:00:00.000","TOYT","4D",,"WHI","DD61716","IL","701 N. Sacramento","(773) 265-7605","7038399"
"2022-09-01T00:00:00.000","TOYT","4D",,"BLK","CJ89605","IL","701 N. Sacramento","(773) 265-7605","7038418"
"2022-09-01T00:00:00.000","TOYT","LL",,"WHI","TACQSWS","IL","701 N. Sacramento","(773) 265-7605","7038412"
"2022-09-01T00:00:00.000","TOYT","LL",,"GLD","CHEELAG","IL","10300 S. Doty","(773) 568-8495","2937168"
"2022-09-01T00:00:00.000","VOLK","4D",,"RED","ELN5291","MI","400 E. Lower Wacker","(312) 744-7550","0264896"
"2022-09-01T00:00:00.000","VOLK","4D",,"BLK","CW88039","IL","701 N. Sacramento","(773) 265-7605","7038420"
"2022-09-01T00:00:00.000","VOLV","4D",,"BLU","Z690818","IL","701 N. Sacramento","(773) 265-7605","7038366"
"2022-09-01T00:00:00.000","VOLV","4D",,"BLK","E993050","IL","701 N. Sacramento","(773) 265-7605","7038367"
"2022-09-01T00:00:00.000","VOLV","LL",,"YEL","P1042120","IL","701 N. Sacramento","(773) 265-7605","7038417"
"2022-09-01T00:00:00.000","VW","4D",,"BLK","CL46931","IL","10300 S. Doty","(773) 568-8495","2937148"
"2022-09-01T00:00:00.000",,"LL",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2937160"
"2022-09-01T00:00:00.000",,"MC",,"BLK","D40942","IL","701 N. Sacramento","(773) 265-1846","1544161"
"2022-09-01T00:00:00.000",,"UT",,"BLK","7466LHTA","IL","701 N. Sacramento","(773) 265-1846","1544155"
"2022-08-31T00:00:00.000","ACUR","4D",,"RED","DM90307","IL","10300 S. Doty","(773) 568-8495","2937111"
"2022-08-31T00:00:00.000","AUDI","4D",,"SIL","CX35916","IL","10300 S. Doty","(773) 568-8495","2937134"
"2022-08-31T00:00:00.000","AUDI","4D",,"WHI","CY46018","IL","701 N. Sacramento","(773) 265-7605","7038364"
"2022-08-31T00:00:00.000","BUIC","LL",,"TAN","CT33016","IL","701 N. Sacramento","(773) 265-7605","7038336"
"2022-08-31T00:00:00.000","BUIC","LL",,"BLK","JCJ5984","OH","701 N. Sacramento","(773) 265-7605","7038294"
"2022-08-31T00:00:00.000","BUIC","VN",,"WHI","CM58089","IL","701 N. Sacramento","(773) 265-7605","7038292"
"2022-08-31T00:00:00.000","CADI","4D",,"BLK","CK38614","IL","701 N. Sacramento","(773) 265-7605","7038314"
"2022-08-31T00:00:00.000","CADI","LL",,"WHI","CU47805","IL","701 N. Sacramento","(773) 265-7605","7038356"
"2022-08-31T00:00:00.000","CHEV","4D",,"GRY","CQ55313","IL","701 N. Sacramento","(773) 265-7605","7038340"
"2022-08-31T00:00:00.000","CHEV","4D",,"SIL","CY37272","IL","701 N. Sacramento","(773) 265-7605","7038342"
"2022-08-31T00:00:00.000","CHEV","4D",,"BLU","DL51948","IL","10300 S. Doty","(773) 568-8495","2937120"
"2022-08-31T00:00:00.000","CHEV","LL",,"GRY",,"IL","10300 S. Doty","(773) 785-9752","1723600"
"2022-08-31T00:00:00.000","CHEV","LL",,"BLK","CF63228","IL","10300 S. Doty","(773) 568-8495","2937136"
"2022-08-31T00:00:00.000","CHEV","PK",,"BLU",,"IL","701 N. Sacramento","(773) 265-1846","1544145"
"2022-08-31T00:00:00.000","CHEV","PK",,"WHI",,"IL","701 N. Sacramento","(773) 265-7605","7038296"
"2022-08-31T00:00:00.000","CHEV","SW",,"BLU","CV88268","IL","701 N. Sacramento","(773) 265-7605","7038308"
"2022-08-31T00:00:00.000","CHEV","VN",,"WHI",,"IL","701 N. Sacramento","(773) 265-7605","7038301"
"2022-08-31T00:00:00.000","CHRY","2D",,"WHI","CZ38177","IL","10300 S. Doty","(773) 568-8495","2937124"
"2022-08-31T00:00:00.000","CHRY","4D",,"BLK",,,"10300 S. Doty","(773) 568-8495","2937141"
"2022-08-31T00:00:00.000","CHRY","VN",,"BLU","Q811912","IL","701 N. Sacramento","(773) 265-7605","7038317"
"2022-08-31T00:00:00.000","CHRY","VN",,"SIL","CF75413","IL","10300 S. Doty","(773) 568-8495","2937112"
"2022-08-31T00:00:00.000","DODG","4D",,"BLK","CH49993","IL","701 N. Sacramento","(773) 265-7605","7038320"
"2022-08-31T00:00:00.000","DODG","4D",,"BLU",,"IL","701 N. Sacramento","(773) 265-7605","7038352"
"2022-08-31T00:00:00.000","DODG","4D",,"GRY","DE77242","IL","701 N. Sacramento","(773) 265-7605","7038307"
"2022-08-31T00:00:00.000","DODG","4D",,"RED","CB12014","IL","10300 S. Doty","(773) 568-8495","2937116"
"2022-08-31T00:00:00.000","DODG","4D",,"BLU",,"IL","701 N. Sacramento","(773) 265-7605","7038352"
"2022-08-31T00:00:00.000","DODG","4D",,"BLU",,"IL","701 N. Sacramento","(773) 265-7605","7038352"
"2022-08-31T00:00:00.000","DODG","4D",,"RED","CQ54088","IL","701 N. Sacramento","(773) 265-7605","7038348"
"2022-08-31T00:00:00.000","DODG","LL",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2937139"
"2022-08-31T00:00:00.000","DODG","LL",,"WHI","CX70023","IL","10300 S. Doty","(773) 568-8495","2937128"
"2022-08-31T00:00:00.000","FORD","4D",,"RED","DM83225","IL","701 N. Sacramento","(773) 265-7605","7038331"
"2022-08-31T00:00:00.000","FORD","4D",,"BLK","CJ34762","IL","701 N. Sacramento","(773) 265-7605","7038362"
"2022-08-31T00:00:00.000","FORD","4D",,"BLK","CG31412","IL","701 N. Sacramento","(773) 265-7605","7038332"
"2022-08-31T00:00:00.000","FORD","LL",,"BLK","CG25425","IL","701 N. Sacramento","(773) 265-7605","7038289"
"2022-08-31T00:00:00.000","FORD","LL",,"GRY","BF17149","IL","10300 S. Doty","(773) 568-8495","2937138"
"2022-08-31T00:00:00.000","FORD","LL",,"WHI","QMQN82","FL","400 E. Lower Wacker","(312) 744-7550","0264836"
"2022-08-31T00:00:00.000","FORD","LL",,"BRZ","CQ57937","IL","701 N. Sacramento","(773) 265-7605","7038327"
"2022-08-31T00:00:00.000","FORD",,,,"CY97148","IL","10300 S. Doty","(773) 568-8495","2936669"
"2022-08-31T00:00:00.000","GMC","LL",,"GRN",,"IL","701 N. Sacramento","(773) 265-7605","7038333"
"2022-08-31T00:00:00.000","GMC","LL",,"BLK",,"IL","10300 S. Doty","(773) 785-9752","1723599"
"2022-08-31T00:00:00.000","GMC","LL",,"BLK","DN24084","IL","400 E. Lower Wacker","(312) 744-7550","0264860"
"2022-08-31T00:00:00.000","HOND","2D",,"TAN",,"IL","701 N. Sacramento","(773) 265-7605","7038363"
"2022-08-31T00:00:00.000","HOND","2D",,"BLK","DC33930","IL","10300 S. Doty","(773) 568-8495","2937142"
"2022-08-31T00:00:00.000","HOND","4D",,"GRY","DC25082","IL","701 N. Sacramento","(773) 265-7605","7038291"
