"application_id","address","street_number_from","street_number_to","street_direction","street_name","street_type","data_type","date","comment","data_source","latitude","longitude","location"
"ENVBRW14027","2051  W FARRAGUT AVE","2051",,"W","FARRAGUT","AVE","NFR LUST","1999-09-03T00:00:00.000","Gliebe, Louis:, IEMA #: 990561, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316045077 , COMMENTS:RL 7/14/99 approved 45 day report.  Re-evaluated previous CACR &  concluded that contaminated GW was addressed through a GW  ordinance. 10/12/99 registered NFR removed - no MOU or gw  ordinance attached.","HISTORIC DEPT. OF ENVIRONMENT","41.9768011992797","-87.68144612091555","POINT (-87.68144612091555 41.9768011992797)"
"103","2801 S PULASKI RD","2801",,"S","PULASKI","RD","HIGHWAY AUTHORITY AGREEMENT","2000-05-26T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.840476297758514","-87.72429987820476","POINT (-87.72429987820476 41.840476297758514)"
"ENVWRK30992","331 E RANDOLPH ST","331",,"E","RANDOLPH","ST","THORIUM PERMIT HOLD RELEASE","2013-10-31T00:00:00.000","MAGGIE DALEY PARK CONSTRUCTION OF ICE RINK EQUIPME","DEPT. OF PUBLIC HEALTH","41.88421673051023","-87.61952637129471","POINT (-87.61952637129471 41.88421673051023)"
"ENVWRK41592","1001 S STATE ST","1001",,"S","STATE","ST","HIGHWAY AUTHORITY AGREEMENT HOLD","2016-12-21T00:00:00.000","NINTH STREET INVESTORS, LLC","DEPT. OF PUBLIC HEALTH","41.869839810616575","-87.62733223871065","POINT (-87.62733223871065 41.869839810616575)"
"ENVBRW13729","3010  W 37TH PL","3010",,"W","37TH","PL","NFR LUST","1997-06-06T00:00:00.000","National Railroad Passenger Corp.:, IEMA #: 913600, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316585078 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.82551768582453","-87.70010494277199","POINT (-87.70010494277199 41.82551768582453)"
"ENVWRK38572","600 E GRAND AVE","600",,"E","GRAND","AVE","THORIUM PERMIT HOLD RELEASE","2015-05-29T00:00:00.000","INSTALLATION OF STRORM SEWER INFRASTRUCTURE","DEPT. OF PUBLIC HEALTH","41.892094136861786","-87.61156988394656","POINT (-87.61156988394656 41.892094136861786)"
"ENVBRW14402","4324  N CICERO AVE","4324",,"N","CICERO","AVE","NFR LUST","2010-01-21T00:00:00.000","McDonalds Corp.:, IEMA #: 913337, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316155088 , COMMENTS:731 Closure letter.","HISTORIC DEPT. OF ENVIRONMENT","41.95970145186969","-87.74764626347809","POINT (-87.74764626347809 41.95970145186969)"
"348","3201 W MONTROSE AVE","3201",,"W","MONTROSE","AVE","HIGHWAY AUTHORITY AGREEMENT","2012-05-07T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.96107675182957","-87.70830859683916","POINT (-87.70830859683916 41.96107675182957)"
"ENVBRW25789","1020  N ELSTON AVE","1020",,"N","ELSTON","AVE","NFR LUST","2012-06-17T00:00:00.000","Chigago Yellow Cab co.(Checker Cab):, IEMA #: 913136, INDUSTRIAL/COMMERCIAL: N, RESIDENTIAL: N, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316005650 , COMMENTS:","DEPT. OF PUBLIC HEALTH","41.90049066996227","-87.65681289476949","POINT (-87.65681289476949 41.90049066996227)"
"ENVBRW14128","1940  W 33RD ST","1940",,"W","33RD","ST","NFR LUST","1999-07-30T00:00:00.000","OK Trucking Co.:, IEMA #: 902949, 982478, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: N, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316310010 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.83414738752838","-87.67459785643622","POINT (-87.67459785643622 41.83414738752838)"
"ENVBRW14188","2548  S BLUE ISLAND AVE","2548",,"S","BLUE ISLAND","AVE","NFR LUST","2002-06-06T00:00:00.000","Oakley Oklahoma:, IEMA #: 20001072, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: N, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316315219 , COMMENTS:Previous PRP attn:  George.","HISTORIC DEPT. OF ENVIRONMENT","41.845828505409244","-87.68314576721595","POINT (-87.68314576721595 41.845828505409244)"
"334","2101 W 47TH ST","2101",,"W","47TH","ST","HIGHWAY AUTHORITY AGREEMENT","2010-07-16T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.808391182709364","-87.67723071786742","POINT (-87.67723071786742 41.808391182709364)"
"ENVBRW13889","1300  W IRVING PARK RD","1300",,"W","IRVING PARK","RD","NFR LUST","2000-01-11T00:00:00.000","Amoco Oil Co.:, IEMA #: 970113, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316055018 , COMMENTS:See also #921390.  RL 9/02/98 approved HAA until 2/01/99.  RL  3/01/99 approved HAA extension until 6/01/99.","HISTORIC DEPT. OF ENVIRONMENT","41.95448756687966","-87.66229349585691","POINT (-87.66229349585691 41.95448756687966)"
"ENVBRW14320","6242  S PULASKI RD","6242",,"S","PULASKI","RD","NFR LUST","2008-02-14T00:00:00.000","Wojcik, Danielle:, IEMA #: 20061352, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316665124 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.77919212128587","-87.72292239244632","POINT (-87.72292239244632 41.77919212128587)"
"250","5103 S ARCHER","5103",,"S","ARCHER",,"HIGHWAY AUTHORITY AGREEMENT","2005-12-12T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.800693229683155","-87.7291973895301","POINT (-87.7291973895301 41.800693229683155)"
"ENVBRW14175","506  W 47TH ST","506",,"W","47TH","ST","NFR LUST","2000-04-05T00:00:00.000","Callahan, Richard:, IEMA #: 20000078, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316615337 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.80910418829859","-87.63858789662976","POINT (-87.63858789662976 41.80910418829859)"
"ENVWRK23361","607 N ST CLAIR ST","607",,"N","ST CLAIR","ST","THORIUM PERMIT HOLD RELEASE","2012-07-18T00:00:00.000",,"DEPT. OF PUBLIC HEALTH","41.892818615498825","-87.62255678774841","POINT (-87.62255678774841 41.892818615498825)"
"ENVBRW13772","1639  W WALNUT ST","1639",,"W","WALNUT","ST","NFR LUST","1994-02-15T00:00:00.000","Midwest Electric:, IEMA #: 930039, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316080001 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.88602080818594","-87.66851554031994","POINT (-87.66851554031994 41.88602080818594)"
"ENVBRW14375","2604  S KEDZIE AVE","2604",,"S","KEDZIE","AVE","NFR LUST","2009-08-21T00:00:00.000","Shell Oil Products US:, IEMA #: 20080985, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316335035 , COMMENTS:See also #870859.","HISTORIC DEPT. OF ENVIRONMENT","41.84431156543458","-87.70518310711715","POINT (-87.70518310711715 41.84431156543458)"
"ENVBRW14245","8333  S CICERO AVE","8333",,"S","CICERO","AVE","NFR LUST","2010-03-10T00:00:00.000","Aldi's:, IEMA #: 912401, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316705036 , COMMENTS:No PE cert-no reimbursement info., ineligible letter sent 8/12/92 by PL/CADG.  731 closure letter.","HISTORIC DEPT. OF ENVIRONMENT","41.74091106536457","-87.74092285938536","POINT (-87.74092285938536 41.74091106536457)"
"235","8700 S DR MARTIN L KING JR DR","8700",,"S","DR MARTIN L KING JR","DR","HIGHWAY AUTHORITY AGREEMENT","2005-06-15T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.73645504581152","-87.61467291271683","POINT (-87.61467291271683 41.73645504581152)"
"ENVBRW14222","5932  W IRVING PARK RD","5932",,"W","IRVING PARK","RD","NFR LUST","2007-11-26T00:00:00.000","Morton Cleaners:, IEMA #: 20041683, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316175006 , COMMENTS:Proceeding under SRP; PM is Cummings.  20 Day & 45 Day information provided in SRP report.","HISTORIC DEPT. OF ENVIRONMENT","41.95317933384186","-87.77569070694116","POINT (-87.77569070694116 41.95317933384186)"
"002","7640 W ADDISON ST","7640",,"W","ADDISON","ST","HIGHWAY AUTHORITY AGREEMENT","1998-06-01T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.94536020727543","-87.81837186255059","POINT (-87.81837186255059 41.94536020727543)"
"ENVBRW14487","5131  N WESTERN AVE","5131",,"N","WESTERN","AVE","NFR LUST","2008-10-28T00:00:00.000","Park, Byun:, IEMA #: 990648, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316045078 , COMMENTS:Add'l 20 Day Report recd 9/22/08.","HISTORIC DEPT. OF ENVIRONMENT","41.97507178147844","-87.68897441485547","POINT (-87.68897441485547 41.97507178147844)"
"ENVBRW14045","6954  W NORTH AVE","6954",,"W","NORTH","AVE","NFR LUST","1999-11-03T00:00:00.000","Mark Peterson Building Corp.:, IEMA #: 991355, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316185075 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.909075748933134","-87.79933860356446","POINT (-87.79933860356446 41.909075748933134)"
"ENVBRW13810","1400  W 35TH ST","1400",,"W","35TH","ST","NFR LUST","2001-04-16T00:00:00.000","Sears Roebuck:, IEMA #: 933126, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316595006 , COMMENTS:Site owner is Pepsi Cola General Bottlers.  Site was enrollsed in  SRP on 03/01/2000; Remediation Applicant is Colliers, Bennett &  Kahmweiler, Inc.  Incident cannot be transferred to SRP because  CB&K is not o/o of USTs.  SRP pm is Tammy Smith.","HISTORIC DEPT. OF ENVIRONMENT","41.830669321974916","-87.66078914042615","POINT (-87.66078914042615 41.830669321974916)"
"ENVBRW13925","2634  W BARRY AVE","2634",,"W","BARRY","AVE","NFR LUST","1999-03-11T00:00:00.000","Kwan S Kim:, IEMA #: 971686, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316055045 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.9378817368153","-87.69430056828747","POINT (-87.69430056828747 41.9378817368153)"
"ENVBRW68513","4837  N LIPPS AVE","4837",,"N","LIPPS","AVE","NFR LUST","2019-10-30T00:00:00.000","Chicago/Chicago, City of:, IEMA #: 20190818, INDUSTRIAL/COMMERCIAL: N, RESIDENTIAL: Y, COMPREHENSIVE: Y, FOCUSED: N, LUST: Y, LPC: 0316006273 , COMMENTS:","DEPT. OF PUBLIC HEALTH","41.96885652581737","-87.75997011747579","POINT (-87.75997011747579 41.96885652581737)"
"090","6755 W 63RD ST","6755",,"W","63RD","ST","HIGHWAY AUTHORITY AGREEMENT","2000-04-13T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.777425304123675","-87.79079851770277","POINT (-87.79079851770277 41.777425304123675)"
"ENVWRK37732","2001 W 79TH PL","2001","2001","W","79TH","PL","HIGHWAY AUTHORITY AGREEMENT HOLD","2015-03-09T00:00:00.000","CASTLEWOOD CHICAGO, LLC","DEPT. OF PUBLIC HEALTH","41.74921297744378","-87.67322837882308","POINT (-87.67322837882308 41.74921297744378)"
"ENVWRK38483","507 N ST CLAIR ST","507",,"N","ST CLAIR","ST","THORIUM PERMIT HOLD RELEASE","2015-05-20T00:00:00.000","CORROSION WORK","DEPT. OF PUBLIC HEALTH","41.8912039322241","-87.62251185010868","POINT (-87.62251185010868 41.8912039322241)"
"ENVBRW14407","2001  W ROSCOE ST","2001",,"W","ROSCOE","ST","NFR LUST","2009-06-09T00:00:00.000","Martin Oil:, IEMA #: 962124, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316165026 , COMMENTS:Status report requested in IEPA letter dated 2/10/99 associated  with #932939.  See also #20000526, 20010612, 932939, 950649.


7/27/09 - Letter dated 7/21/09 received regarding use of GW ordinance for subject site.","HISTORIC DEPT. OF ENVIRONMENT","41.943105614929294","-87.67851195219774","POINT (-87.67851195219774 41.943105614929294)"
"ENVBRW13731","3500  N SPAULDING AVE","3500",,"N","SPAULDING","AVE","NFR LUST","1994-10-06T00:00:00.000","ITT McDonnell & Miller:, IEMA #: 920260, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316005490 , COMMENTS:CPRC AGREED TO LEAVE TANKS AND SOIL IN PLACE. GW MONITORING  REQUESTED  ","HISTORIC DEPT. OF ENVIRONMENT","41.94517838129767","-87.70995034894418","POINT (-87.70995034894418 41.94517838129767)"
"353","6702 S PULASKI RD","6702",,"S","PULASKI","RD","HIGHWAY AUTHORITY AGREEMENT","2012-07-20T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.77126699771251","-87.72271972645436","POINT (-87.72271972645436 41.77126699771251)"
"ENVBRW14514","4806  W FOSTER AVE","4806",,"W","FOSTER","AVE","NFR LUST","2008-03-12T00:00:00.000","Amoco Oil Co.:, IEMA #: 20010293, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: N, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316115037 , COMMENTS:RL 4/04/02 approved field work extension to 9/30/02.  Exten rqst  9/27/02 recd by fax.  RL 12/3/02 apr assessment exten to 3/31/03.   Exten rqst recd 3/10/03 by fax.   RL 3/18/03 apr assessment exten until 6/30/03.   Exten rqst recd 6/9/03 by fax.  RL 6/1


5/15/08 - Letter regarding use of GW ordinance for subject site","HISTORIC DEPT. OF ENVIRONMENT","41.97544419906249","-87.74832975947976","POINT (-87.74832975947976 41.97544419906249)"
"ENVBRW13653","3951  W 103RD ST","3951",,"W","103RD","ST","NFR LUST","2001-01-03T00:00:00.000","Shell Oil Co.:, IEMA #: 900853, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316745011 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.70576966137161","-87.72053293739903","POINT (-87.72053293739903 41.70576966137161)"
"ENVBRW14262","8721  S COTTAGE GROVE AVE","8721",,"S","COTTAGE GROVE","AVE","NFR LUST","2010-07-09T00:00:00.000","Sandhu Petroleum:, IEMA #: 20010569, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316445031 , COMMENTS:See also #923053.  Re-issued 5/7/07 CAP& BUD approval letter 5/31/07.","HISTORIC DEPT. OF ENVIRONMENT","41.73597446294333","-87.60465840991952","POINT (-87.60465840991952 41.73597446294333)"
"171","6401 S COTTAGE GROVE AVE","6401",,"S","COTTAGE GROVE","AVE","HIGHWAY AUTHORITY AGREEMENT","2002-09-16T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.77850520515779","-87.6057418296581","POINT (-87.6057418296581 41.77850520515779)"
