"benchmark_number","northing","easting","elevation","location_description","location_description_2","mark_description","year_benchmark_elevation_fixed","book_number","latitude","longitude","estimated_location"
"311.000000","1855448.025000","1191195.837000","6.746000","14.3' W. OF E. LINE OF CHAPPEL AVE.","160.7' S. OF S. LINE OF E. 75TH ST.",,"1973.000000","76.000000","41.75835570220","-87.57484431070","(41.7583557022, -87.5748443107)"
"476.000000","1945354.940000","1136140.544000","40.794000","280.0 FEET NORTHEASTERLY OF NORTHERLY LINE OF N HIAWATHA AVENUE 
(MEASURED ALONG NORTHERLY LINE OF N WILDWOOD AVENUE)","13.0 FEET SOUTHEASTERLY OF NORTHERLY LINE OF N WILDWOOD AVENUE","AT HOUSE NO. 6970 N WILDWOOD AVENUE
STANDARD IS LOCATED IN ASPHALT DRIVEWAY","1981.000000","226.000000","42.00622722580","-87.77447396380","(42.0062272258, -87.7744739638)"
"504.000000","1894974.307000","1170900.830000","14.220000","104.0 FEET NORTH OF THE SOUTH LINE OF W ROOSEVELT ROAD","1.5 FEET EAST OF THE WEST LINE OF S NEWBERRY AVENUE 
(PRODUCED NORTH)","3.1 FEET NORTH OF THE NORTH INSIDE GRADE OF NORTH WALK. ABOUT 16.5 FEET EAST OF THE WEST FACE OF BALL FIELD DUGOUT.  (PRODUCED SOUTH)","1969.000000","307.000000","41.86728679330","-87.64806815720","(41.8672867933, -87.6480681572)"
"409.000000","1918737.974000","1151834.747000","18.284000","8.5 FEET SOUTH OF THE NORTH LINE OF WEST WOLFRAM STREET","27.7 FEET WEST OF THE WEST LINE OF THE FIRST ALLEY EAST OF NORTH CENTRAL PARK AVENUE",,"1973.000000","365.000000","41.93289292730","-87.71743646460","(41.9328929273, -87.7174364646)"
"32.000000","1911965.309000","1170371.791000","13.334000","10.7 FEET W. OF  THE E. LINE OF DAYTON STREET","8.2 FEET N. OF WILLOW STREET","COVER OF THIS MONUMENT SET TO PERMANENT GRADE","1968.000000","1489.000000","41.91392278090","-87.64951322150","(41.9139227809, -87.6495132215)"
"209.000000","1862908.788000","1139780.744000","35.855000","11' E. OF W. LINE OF S. PARKSIDE AVE.","11' S. OF N. LINE OF W. 62ND ST.",,"1967.000000","113.000000","41.77991886180","-87.76309694380","(41.7799188618, -87.7630969438)"
"335.000000","1933039.503000","1151128.314000","15.715000","10.2' E. OF W. LINE OF MONTICELLO AVE.","31.7' N. OF N. LINE OF ARGYLE ST.",,"1971.000000","335.000000","41.97215126990","-87.71965622150","(41.9721512699, -87.7196562215)"
"587.000000","1942960.955000","1138428.257000","40.161000","11.5 FEET SOUTHEASTERLY OF NORTHWESTERLY LINE OF N ALGONQUIN AVENUE
(MEASURED NORMAL THERETO)","22.0 NORTHEASTERLY OF EASTERLY LINE OF N KINZUA AVENUE 
(MEASURED PARALLEL TO NORTHWESTERLY LINE OF N ALGONQUIN AVENUE)",,"1978.000000","427.000000","41.99961667130","-87.76611540040","(41.9996166713, -87.7661154004)"
"348.000000","1836407.200000","1162672.197000","85.407000","8.3' W. OF E. LINE OF S. OAKLEY AVE.","95.2' N. OF N. LINE OF W. 103RD ST.","N. OF N.E. COR.","1971.000000","92.000000","41.70674724710","-87.67991063060","(41.7067472471, -87.6799106306)"
"373.000000","1854944.761000","1169929.696000","19.139000","8.5 FEET EAST OF THE WEST LINE OF SOUTH MAY STREET","24 FEET SOUTH OF THE SOUTH LINE OF WEST 75TH STREET","SW COR","1970.000000","334.000000","41.75746277370","-87.65279704860","(41.7574627737, -87.6527970486)"
"388.000000","1819331.567000","1201373.451000","6.894000","10.1 FEET EAST OF WEST LINE OF AVENUE ""N""","14.5 FEET SOUTH OF SOUTH LINE OF EAST 130TH STREET",,"1978.000000","113.000000","41.65899683920","-87.53876648080","(41.6589968392, -87.5387664808)"
"146.000000","1826105.021000","1178409.569000","27.011000","19.3 FEET W. OF E. LINE OF S. STATE STREET","7 FEET N. OF N. LINE OF 119TH STREET",,"1975.000000","356.000000","41.67813444360","-87.62259217760","(41.6781344436, -87.6225921776)"
"93.000000","1868298.621000","1166296.270000","12.540000","10 FEET W. OF THE E. LINE OF S. MARSHFIELD AVENUE","28.8 FEET N. OF THE N. LINE OF GARFIELD BLVD",,"1970.000000","323.000000","41.79418559330","-87.66573314790","(41.7941855933, -87.6657331479)"
"525.000000","1922786.856000","1120136.835000","49.397000","45.0 FEET SOUTH OF THE SOUTH LINE OF W ADDISON STREET
","11.5 FEET WEST OF THE EAST LINE OF N PLAINFIELD AVENUE",,"1979.000000","436.000000","41.94456936150","-87.83383915620","(41.9445693615, -87.8338391562)"
"540.000000","1870957.418000","1164190.507000","14.205000","70.5 FEET NORTH OF THE NORTH LINE OF W 51ST STREET","11.0 FEET EAST OF THE WEST LINE OF S WINCHESTER AVENUE",,"1977.000000","419.000000","41.80152627380","-87.67338005410","(41.8015262738, -87.6733800541)"
"559.000000","1832692.472000","1202839.856000","4.965000","26.5 FEET NORTH OF THE NORTH LINE OF E 110TH STREET","12.0 FEET EAST OF THE WEST LINE OF S AVENUE ""H""","NW COR","1978.000000","430.000000","41.69562321000","-87.53294649540","(41.69562321, -87.5329464954)"
"136.000000","1830658.558000","1200618.933000","4.338000","12.8 FEET S. OF N. LINE OF E. 113TH STREET","11.8 FEET E. OF E. LINE OF GREENBAY AVENUE",,"1978.000000","429.000000","41.69009830710","-87.54114634340","(41.6900983071, -87.5411463434)"
"95.000000","1863297.353000","1177831.383000","22.109000","17.5 FEET W. OF E. LINE OF WABASH AVENUE","39.3 FEET N. OF N. LINE OF E. 63RD STREET",,"1969.000000","315.000000","41.78020801410","-87.62358600180","(41.7802080141, -87.6235860018)"
"488.000000","1933374.485000","1124284.324000","68.830000","23 FEET NORTH OF THE CENTER LINE OF W WINONA AVENUE","37 FEET EAST OF THE CENTER LINE OF N OTTAWA AVENUE 
PRODUCED FROM THE SOUTH","FOUND COVERED BY ASPHALT OF CHURCH PARKING LOT ON 11-19-76
UNCOVERED ON 12-3-76","1980.000000","245.000000","41.97355572060","-87.81836049090","(41.9735557206, -87.8183604909)"
"198.000000","1948752.560000","1164482.602000","10.315000","13.6 FEET S. OF N. LINE OF SHERWIN AVENUE","7 FEET E. OF E. LINE OF N. ASHLAND AVENUE",,"1976.000000","408.000000","42.01499532950","-87.67010282150","(42.0149953295, -87.6701028215)"
"54.000000","1915594.731000","1144042.159000","30.520000","14.5 FEET N. OF FULLERTON AVENUE","10.7 FEET W. OF E. LINE OF N. CICERO AVENUE","SEE ORDN. OF 11-12-1900 FOR ORIGINAL ELEVATION
MONUMENT SETTLED 0.050 FEET BETWEEN 1917 AND 1921","1972.000000","372.000000","41.92441760170","-87.74615290830","(41.9244176017, -87.7461529083)"
"387.000000","1819559.539000","1196118.729000","5.773000","10.6 FEET WEST OF EAST LINE OF SAGINAW AVENUE","11.2 FEET NORTH OF NORTH LINE OF 1ST ALLEY NORTH OF EAST 130TH STREET",,"1978.000000","113.000000","41.65975373950","-87.55798700280","(41.6597537395, -87.5579870028)"
"296.000000","1874255.484000","1186070.803000","12.396000","10.1' N.W'LY AT RIGHT ANGLES FROM A POINT ON S.W'LY LINE OF LAKE PARK AVE.","139.4' N.W'LY FROM THE N.W. CONER OF E. 47TH ST. AND LAKE PARK AVE.",,"1923.000000","0.000000","41.81008738250","-87.59303338540","(41.8100873825, -87.5930333854)"
"316.000000","1937543.148000","1164536.121000","20.243000","12.4' N. OF S. LINE OF OLIVE AVE.","58.5' E. OF E. LINE OF 1ST ALLEY W. OF N. ASHLAND AVE.",,"1970.000000","77.000000","41.98423529300","-87.67022532110","(41.984235293, -87.6702253211)"
"591.000000","1825090.916000","1168184.656000","28.989000","25.5 FEET SOUTH OF THE SOUTH LINE OF W 120TH STREET","14.5 FEET WEST OF THE EAST LINE OF S JUSTINE STREET",,"1983.000000","469.000000","41.67557692450","-87.66004797570","(41.6755769245, -87.6600479757)"
"630.000000","1915889.263000","1130355.263000","65.167000","8.5 FEET SOUTH OF THE NORTH LINE OF ALTGELD STREET","9.0 FEET WEST OF THE EAST LINE OF NEWCASTLE AVE","COPPER POINT IN CONCRETE SHAFT WITHOUT A COVER","1917.000000","382.000000","41.92547200430","-87.79643846670","(41.9254720043, -87.7964384667)"
"401.000000","1914342.624000","1173944.533000","20.136000","63.3 FEET EAST OF THE WEST LINE OF LINCOLN PARK WEST","35.2 FEET NORTH OF THE NORTH LINE OF WEST DICKENS AVENUE, PRODUCED EAST",,"1968.000000","299.000000","41.92036732300","-87.63631674720","(41.920367323, -87.6363167472)"
"353.000000","1873487.866000","1168807.934000","14.335000","8.8' W. OF E. LINE OF S. ELIZABETH ST.","92.7' S. OF S. LINE OF W. 47TH ST.",,"1970.000000","90.000000","41.80837156810","-87.65637312200","(41.8083715681, -87.656373122)"
"393.000000","1938318.904000","1143653.944000","30.179000","8.3 WEST OF A POINT ON THE EAST LINE OF KEATING AVENUE","14.2 FEET NORTH OF THE NORTHERLY LINE OF THE FIRST ALLEY NORTH OF FOREST GLEN AVENUE",,"1975.000000","391.000000","41.98678196760","-87.74700810920","(41.9867819676, -87.7470081092)"
"88.000000","1873736.324000","1172111.104000","12.210000","9.5 FEET W. OF E. LINE OF EMERALD","2.5 FEET N. OF 47TH STREET",,"1969.000000","3169.000000","41.80898132530","-87.64425059480","(41.8089813253, -87.6442505948)"
"161.000000","1852368.233000","1156435.564000","38.293000","1.5 FEET W. OF E. LINE OF S. KEDZIE","4.1 FEET NORTHWESTERLY OF THE NORTHWESTERLY LINE OF COLUMBUS AVE",,"1967.000000","283.000000","41.75067465500","-87.70232076290","(41.750674655, -87.7023207629)"
"268.000000","1913596.888000","1162574.868000","13.569000","11' S. OF N. LINE OF W. MCLEAN AVE.","94' W. OF W. LINE OF DAMEN AVE.",,"1968.000000","1490.000000","41.91856695840","-87.67811183630","(41.9185669584, -87.6781118363)"
"521.000000","1839669.987000","1164360.619000","79.413000","24.0 FEET WEST OF THE WEST LINE OF S SEELEY AVENUE","9.4 FEET SOUTH OF THE NORTH LINE OF W 98TH STREET",,"1971.000000","345.000000","41.71566554820","-87.67363609690","(41.7156655482, -87.6736360969)"
"565.000000","1896730.628000","1168077.193000","13.914000","57.5 FEET SOUTH OF THE NORTH LINE OF W LEXINGTON STREET","30 FEET EAST OF THE WEST LINE OF S LYTLE STREET FROM THE NORTH",,"1981.000000","458.000000","41.87216766280","-87.65838339060","(41.8721676628, -87.6583833906)"
"346.000000","1897411.930000","1149715.815000","23.757000","12' S. OF N. LINE W. CONGRESS PKWY.","55.2' W. OF W. LINE OF S. PULASKI RD.","ELEVATION PRIOR TO 1965 WAS 23.748
W. OF N.W. COR.","1965.000000","234.000000","41.87441364020","-87.72577846120","(41.8744136402, -87.7257784612)"
"443.000000","1932177.280000","1127988.532000","65.755000","15.0' WEST OF THE EAST LINE OF N MONTCLARE AVENUE","10.5 FEET NORTH OF THE NORTH LINE OF W STRONG STREET","ELEVATION PREVIOUS TO 1965 WAS 65.802","1980.000000","209.000000","41.97020855410","-87.80476607050","(41.9702085541, -87.8047660705)"
"526.000000","1828964.369000","1160062.608000","53.661000","9.0 FEET EAST OF THE WEST LINE OF S FAIRFIELD AVENUE","28.8 FEET NORTH OF THE NORTH LINE OF W 114TH STREET
(PRODUCED WEST)",,"1974.000000","351.000000","41.68637671820","-87.68967063700","(41.6863767182, -87.689670637)"
"210.000000","1866702.560000","1134315.386000","33.643000","10.2' N. OF S. LINE OF W. 56TH ST.","10' E. OF W. LINE OF S. NAGLE AVE.",,"1967.000000","290.000000","41.79042738040","-87.78304515570","(41.7904273804, -87.7830451557)"
"555.000000","1819412.259000","1190427.359000","5.778000","68.5 FEET NORTH OF THE NORTH LINE OF E 130TH STREET","12.0 FEET EAST OF THE WEST LINE OF S STONY ISLAND AVENUE","ENCASED IN A MANHOLE 5-04-81","1978.000000","422.000000","41.65948818820","-87.57881786830","(41.6594881882, -87.5788178683)"
"241.000000","1950310.199000","1162021.111000","20.245000","4' S. OF S. LINE OF HOWARD ST.","12.5' E. OF W. LINE OF N. WINCHESTER AVE.","IN BOOKS 405 AND 478","1983.000000","405.000000","42.01932150000","-87.67911637880","(42.0193215, -87.6791163788)"
"492.000000","1839415.655000","1180037.279000","16.218000","11.3 FEET SOUTH OF THE NORTH LINE OF E 99TH STREET","11.0 FEET EAST OF THE EAST LINE OF S FOREST AVENUE",,"1975.000000","257.000000","41.71462366900","-87.61622858260","(41.714623669, -87.6162285826)"
"107.000000","1847807.490000","1198382.702000","8.164000","9 FEET E. OF W. LINE OF BALTIMORE AVENUE","34 FEET S. OF S. LINE OF E. 87TH STREET",,"1974.000000","379.000000","41.73721262700","-87.54876098600","(41.737212627, -87.548760986)"
"427.000000","1931804.891000","1149209.758000","22.596000","8.4 FEET WEST OF THE EAST LINE OF HARDING AVENUE","26.2 FEET NORTH OF THE NORTH LINE OF THE FIRST ALLEY N OF LAWRENCE AVENUE",,"1970.000000","325.000000","41.96880090530","-87.72674326510","(41.9688009053, -87.7267432651)"
"362.000000","1860221.575000","1158551.908000","24.495000","8.7' W. OF E. LINE OF S. MOZART ST.","22.8' S. OF S. LINE OF THE 1ST ALLEY N. OF W. MARQUETTE RD.","N. OF N.E. COR.","1973.000000","92.000000","41.77218256340","-87.69435163760","(41.7721825634, -87.6943516376)"
"379.000000","1873227.293000","1145500.666000","16.447000","8.6 FEET WEST OF EAST LINE OF SOUTH KEATING AVENUE","5.5 FEET NORTH OF NORTH LINE OF FIRST ALLEY NORTH OF 47TH STREET","N OF NE COR","1967.000000","0.000000","41.80812849580","-87.74186626410","(41.8081284958, -87.7418662641)"
"560.000000","1837926.418000","1202856.567000","7.372000","10.5 FEET NORTH OF THE SOUTH LINE OF E 102ND STREET","11.0 FEET EAST OF THE EAST LINE OF S AVENUE ""H""","SE COR","1977.000000","412.000000","41.70998516300","-87.53270716070","(41.709985163, -87.5327071607)"
"421.000000","1883867.931000","1147195.844000","16.262000","9.3 EAST OF THE WEST LINE OF KENNETH AVENUE","20.9 FEET NORTH OF THE NORTH LINE OF THE FIRST ALLEY NORTH OF 31ST STREET",,"1966.000000","269.000000","41.83729575320","-87.73537706700","(41.8372957532, -87.735377067)"
"482.000000","1884298.533000","1180391.427000","21.324000","10.5 FEET NORTH OF THE NORTH LINE OF E 31ST PLACE","11.3 FEET EAST OF THE WEST LINE OF S RHODES AVENUE","ELEVATION PREVIOUS TO 1966 WAS 21.377","1966.000000","232.000000","41.83777863130","-87.61355572560","(41.8377786313, -87.6135557256)"
"289.000000","1889159.411000","1177629.404000","13.572000","10.6' S. OF N. LINE OF E. 23RD ST.","19.3' E. OF E. LINE OF S. MICHIGAN AVE.","ELEVATION PREVIOUS TO 1966 WAS 13.67","1966.000000","68.000000","41.85118029610","-87.62354331520","(41.8511802961, -87.6235433152)"
"465.000000","1835367.008000","1151698.952000","41.221000","160.0 FEET EAST OF THE EAST LINE OF S PULASKI ROAD","11.5 FEET SOUTH OF THE NORTH LINE OF W 104TH STREET","THIS MONUMENT IS ABOUT 4 INCHES BELOW GRADE OF GRAVEL DRIVEWAY","1974.000000","218.000000","41.70411422490","-87.72012198660","(41.7041142249, -87.7201219866)"
"312.000000","1853471.982000","1182529.424000","5.927000","12.6' S. OF N. LINE OF E. 78TH ST.","14.5' W. OF W. LINE OF EVANS AVE.",,"1969.000000","76.000000","41.75313852470","-87.60666673050","(41.7531385247, -87.6066667305)"
"595.000000","1937429.698000","1148648.202000","25.693000","12.0 FEET NORTH OF THE SOUTH LINE OF W HOLLYWOOD AVENUE","21.0 FEET WEST OF THE WEST LINE OF N PULASKI ROAD",,"1983.000000","471.000000","41.98424664120","-87.72866211620","(41.9842466412, -87.7286621162)"
"254.000000","1834193.108000","1182481.419000","12.326000","18.5' N. OF N. LINE OF E. 107TH ST.","12.3' E. OF W. LINE OF S. CHAMPLAIN AVE.","ORDINANCE ESTABLISHING ELEVATION: 7/15/1925","1975.000000","385.000000","41.70023612250","-87.60743841920","(41.7002361225, -87.6074384192)"
"614.000000","1923870.558000","1144435.382000","30.483000","11.4 FEET SOUTH OF THE NORTH LINE OF PATTERSON AVE","15 FEET WEST OF THE EAST LINE OF N. KILPATRICK AVE","COPPER POINT IN CONCRETE SHAFT WITHOUT A COVER","1917.000000","397.000000","41.94711985070","-87.74449916200","(41.9471198507, -87.744499162)"
"340.000000","1936944.127000","1132899.727000","42.904000","72.8' N. OF N. LINE OF BRYN MAWR AVE.","9.4' E. OF W. LINE OF N. MULLIGAN AVE.","N. OF N.W. COR.","1979.000000","84.000000","41.98320466640","-87.78659512520","(41.9832046664, -87.7865951252)"
"516.000000","1905130.582000","1149261.990000","24.572000","10.7 FEET WEST OF THE EAST LINE OF N KEYSTONE AVENUE","44.6 FEET NORTH OF THE NORTH LINE OF W CHICAGO AVENUE",,"1972.000000","353.000000","41.89560327070","-87.72724456410","(41.8956032707, -87.7272445641)"
"214.000000","1917906.536000","1145934.793000","26.800000","10.3' S. OF N. LINE OF PARKER AVE.","10.7' W. OF E. LINE OF N. KILBOURN AVE.",,"1974.000000","1741.000000","41.93072564060","-87.73913963160","(41.9307256406, -87.7391396316)"
"435.000000","1848075.485000","1156347.269000","42.619000","150.8 FEET WEST OF THE WEST LINE OF S KEDZIE AVENUE","9.0 FEET SOUTH OF THE NORTH LINE OF W 85TH STREET",,"1967.000000","280.000000","41.73889642640","-87.70275959580","(41.7388964264, -87.7027595958)"
"531.000000","1836371.529000","1178021.972000","21.276000","22.0 FEET WEST OF THE WEST LINE OF S STATE STREET","9.3 FEET SOUTH OF THE NORTH LINE OF W 103RD PLACE",,"1980.000000","337.000000","41.70631599580","-87.62370132500","(41.7063159958, -87.623701325)"
"323.000000","1855824.849000","1175216.175000","14.248000","10' E. OF W. LINE OF HARVARD AVE.","22.7' S. OF S. LINE OF W. 74TH ST.",,"1969.000000","77.000000","41.75976144910","-87.63339665930","(41.7597614491, -87.6333966593)"
"262.000000","1908315.689000","1162935.249000","17.012000","12' N. OF S. LINE OF CRYSTAL ST.","62.7 E. OF THE E. LINE OF N. DAMEN AVE.",,"1968.000000","58.000000","41.90406741360","-87.67693626090","(41.9040674136, -87.6769362609)"
"324.000000","1851130.862000","1196640.427000","5.540000","13.1' N. OF S. LINE OF E. 82ND ST.","18.7' E. OF THE E. LINE OF MUSKEGON AVE.","MONUMENT IS 5.2' DEEP AND FOUNDED ON THE ROCK","1974.000000","77.000000","41.74637562840","-87.55503391090","(41.7463756284, -87.5550339109)"
"306.000000","1865481.568000","1185125.403000","10.619000","63.4' N. OF S. LINE OF E. 60TH ST.","88.2' W. OF W. LINE OF WOODLAWN AVE.
(2.9' N. OF N. CURB LINE OF E. 60TH ST.)",,"1924.000000","0.000000","41.78603336900","-87.59677668350","(41.786033369, -87.5967766835)"
"471.000000","1913917.646000","1136394.258000","41.926000","89.0 FEET SOUTH OF THE SOUTHERLY LINE OF W GRAND AVE","11.5 FEET WEST OF THE EAST LINE OF N MASON AVE",,"1973.000000","224.000000","41.91995575730","-87.77429512490","(41.9199557573, -87.7742951249)"
"9.000000","1905789.999000","1177362.234000","12.892000","4 FEET E. OF E. LINE OF  MICHIGAN TO W.","19 FEET S. OF THE N. LINE OF  E. CHICAGO AVENUE","BENCH SETTLED ABOUT 0.046 FEET BETWEEN 1920 AND 1931, ELEVATION PREVIOUS TO 1966 WAS 12.906
TOWER COURT WAS CHANGED TO N. MICHIGAN (TO THE WEST)","1966.000000","482.000000","41.89682165290","-87.62401947060","(41.8968216529, -87.6240194706)"
"497.000000","1849566.774000","1158836.937000","41.865000","77.2 FEET NORTH OF THE NORTH LINE OF W 83RD ST","13.0 FEET WEST OF THE EAST LINE OF S MOZART STREET",,"1967.000000","279.000000","41.74293834230","-87.69359724350","(41.7429383423, -87.6935972435)"
"551.000000","1841865.692000","1177265.362000","16.149000","50.0 FEET SOUTH OF THE SOUTH LINE OF W 95TH STREET","11.0 FEET EAST OF THE WEST LINE OF S PERRY AVE",,"1975.000000","384.000000","41.72140980340","-87.62630676940","(41.7214098034, -87.6263067694)"
"278.000000","1892303.578000","1158558.516000","12.909000","11.8' S OF N. LINE OF W. 15TH PL.","33.3' W. OF W. LINE OF S. WASHTENAW AVE.",,"1973.000000","365.000000","41.86021946200","-87.69345167410","(41.860219462, -87.6934516741)"
"416.000000","1840703.030000","1201520.503000","7.828000","8.4 FEET NORTH OF THE SOUTH LINE OF EAST 98TH STREET","19.5 FEET EAST OF THE EAST LINE OF SOUTH AVENUE ""M""",,"1977.000000","411.000000","41.71763839430","-87.53750593020","(41.7176383943, -87.5375059302)"
"546.000000","1865211.491000","1148065.169000","25.325000","59.5 FEET NORTH OF THE NORTH LINE OF W 59TH STREET","8.5 FEET WEST OF THE EAST LINE OF S KOSTNER AVENUE",,"1979.000000","438.000000","41.78608308070","-87.73266560410","(41.7860830807, -87.7326656041)"
"530.000000","1836497.312000","1167510.946000","45.769000","10.5 FEET EAST OF THE WEST LINE OF S PROSPECT AVENUE","39.0 FEET NORTH OF THE NORTH LINE OF W 103RD STREET",,"1971.000000","337.000000","41.70689240850","-87.66218861390","(41.7068924085, -87.6621886139)"
"455.000000","1856674.433000","1156139.327000","29.966000","114.5 FEET WEST OF THE WEST LINE OF S KEDZIE AVENUE","13.5 FEET NORTH OF THE SOUTH LINE OF W 72ND STREET","REPLACES OLD STD. NO. 159 (ELEVATION TRANSFERRED 1961)","1967.000000","212.000000","41.76249750840","-87.70329076100","(41.7624975084, -87.703290761)"
"23.000000","1868110.638000","1187896.299000","9.054000","5 FEET E. OF STONY ISLAND AVENUE","43 FEET S. OF E. 56TH STREET (6 FEET E. CURB OF STONY ISLAND AVENUE)",,"1899.000000","0.000000","41.79318214980","-87.58653364070","(41.7931821498, -87.5865336407)"
"477.000000","1946906.382000","1132758.922000","43.211000","112.0 FEET NORTH OF THE NORTH LINE OF W ESTES AVENUE","16.0 FEET EAST OF THE WEST LINE OF N NAGLE AVENUE",,"1981.000000","226.000000","42.01054440420","-87.78687916680","(42.0105444042, -87.7868791668)"
"213.000000","1922889.554000","1146743.592000","24.310000","10.2' E. OF W. LINE OF LOWELL AVE.","10.4' N. OF S. LINE OF CORNELIA AVE.",,"1975.000000","1741.000000","41.94438406540","-87.73603985700","(41.9443840654, -87.736039857)"
"308.000000","1865860.170000","1175346.738000","17.043000","13' S. OF N. LINE OF W. 59TH PL.","19.8' E. OF E. LINE OF PRINCETON AVE.",,"1969.000000","319.000000","41.78729657140","-87.63261848170","(41.7872965714, -87.6326184817)"
