Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
2014-2015,234,41.50681,-87.64059,11 EAST 14TH STREET,,CHICAGO HEIGHTS,IL,60411,United States of America,CVS/pharmacy,http://www.cvs.com,708-756-5441,,09/01/2014,03/31/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_234,"(41.50681, -87.64059)",,,26902,,
2014-2015,152,41.722299,-87.575099,2011 E 95TH ST,,CHICAGO,IL,60617,United States of America,Walgreens,http://www.Walgreens.com,773-731-9663,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,,,2014-2015_152,"(41.722299, -87.575099)",25,48,21202,252,37
2014-2015,262,41.89553,-87.68772,2427 WEST CHICAGO AVENUE,,CHICAGO,IL,60622,United States of America,CVS/pharmacy,http://www.cvs.com,773-342-6060,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_262,"(41.89553, -87.68772)",28,25,21560,545,49
2014-2015,220,41.83771,-87.64539,741 WEST 31ST STREET,,CHICAGO,IL,60608,United States of America,CVS/pharmacy,http://www.cvs.com,312-567-9044,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_220,"(41.83771, -87.64539)",40,58,21194,149,48
2014-2015,320,41.79435485,-87.77052715,6107 S. Archer Ave.,,Chicago,IL,60638,United States of America,Jewel-Osco 3721,http://www.jeweloscopharmacies.com,773-735-0396,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_320,"(41.79435485, -87.77052715)",7,53,22268,587,6
2014-2015,97,41.693599,-87.621099,11040 S MICHIGAN AVE,,CHICAGO,IL,60628,United States of America,Walgreens,http://www.Walgreens.com,773-928-6770,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_97,"(41.693599, -87.621099)",19,45,21861,237,43
2014-2015,246,41.77719,-87.7223,6315 SOUTH PULASKI ROAD,,CHICAGO,IL,60629,United States of America,CVS/pharmacy,http://www.cvs.com,773-284-7070,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_246,"(41.77719, -87.7223)",58,63,21867,238,15
2014-2015,313,41.97948497,-87.65980734,5345 Broadway St.,,Chicago,IL,60640,United States of America,Jewel-Osco 3443,http://www.jeweloscopharmacies.com,773-334-2083,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_313,"(41.97948497, -87.65980734)",15,76,22616,160,16
2014-2015,55,41.80680851,-87.6736573,1936 W 48TH ST,,CHICAGO,IL,60609,United States of America,St Michael the Archangel Parish,,773-523-1248,Sandra Garcia,11/09/2014,11/09/2014,9:00:00,14:00:00,11/09/2014 09:00:00 AM,11/09/2014 02:00:00 PM,Sunday,,No limitations.,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2014-2015_55,"(41.80680851, -87.6736573)",37,59,14924,709,3
2014-2015,164,41.78008228,-87.64184321,650 W 63RD ST,,CHICAGO,IL,60621,United States of America,Walgreens,http://www.Walgreens.com,773-994-4467,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-10:00 PM, Sat: 10:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_164,"(41.78008228, -87.64184321)",11,66,21559,435,2
2014-2015,60,41.73008229,-87.61181885,501 E 90th Place,,CHICAGO,IL,60619,United States of America,9th Ward - Tuley Park,,773-785-1100,Annette Luckett,10/09/2014,10/09/2014,10:00:00,13:00:00,10/09/2014 10:00:00 AM,10/09/2014 01:00:00 PM,Thursday,,No limitations.,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2014-2015_60,"(41.73008229, -87.61181885)",61,40,21546,430,43
2014-2015,119,41.92440408,-87.76651736,5600 W FULLERTON AVE,,CHICAGO,IL,60639,United States of America,Walgreens,http://www.Walgreens.com,773-745-1640,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_119,"(41.92440408, -87.76651736)",2,19,22615,58,21
2014-2015,245,42.00066,-87.66107,6510 NORTH SHERIDAN ROAD,,CHICAGO,IL,60626,United States of America,CVS/pharmacy,http://www.cvs.com,773-338-4384,,09/01/2014,03/31/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_245,"(42.00066, -87.66107)",9,10,21853,48,5
2014-2015,134,41.93865526,-87.74596804,4745 W BELMONT AVE,,CHICAGO,IL,60641,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,,,2014-2015_134,"(41.93865526, -87.74596804)",21,19,22618,460,17
2014-2015,103,41.79245699,-87.80112416,7150 W ARCHER AVE,,CHICAGO,IL,60638,United States of America,Walgreens,http://www.Walgreens.com,773-229-1447,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_103,"(41.79245699, -87.80112416)",7,53,22268,588,6
2014-2015,304,41.97454295,-87.81134688,7342 Foster Ave,,Chicago,IL,60656,United States of America,Jewel-Osco 3296,http://www.jeweloscopharmacies.com,773-775-3777,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_304,"(41.97454295, -87.81134688)",31,36,4448,735,29
2014-2015,286,41.93363,-87.64574,2828 N. CLARK STREET,,CHICAGO,IL,60657,United States of America,MinuteClinic Inside CVS/pharmacy Store # 04189,http://www.cvs.com/minuteclinic,866-389-2727,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,Call for details.,MinuteClinic vaccinates children 18 months or older in most states.,2014-2015_286,"(41.93363, -87.64574)",22,57,4449,684,25
2014-2015,79,41.94283984,-87.68968913,3358 N WESTERN AVE,,CHICAGO,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-327-2111,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,,,2014-2015_79,"(41.94283984, -87.68968913)",39,46,21538,110,18
2014-2015,308,41.92629696,-87.78569482,2520 N Narragansett Ave.,,Chicago,IL,60639,United States of America,Jewel-Osco 3349,http://www.jeweloscopharmacies.com,773-637-1819,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_308,"(41.92629696, -87.78569482)",3,19,22615,137,44
2014-2015,33,41.88310054,-87.63033121,77 W WASHINGTON ST,2nd Floor,CHICAGO,IL,60602,United States of America,42nd Ward-FUMC Chicago Temple,,312-236-4548,Jonni Miklos,11/05/2014,11/05/2014,12:00:00,15:00:00,11/05/2014 12:00:00 PM,11/05/2014 03:00:00 PM,Wednesday,,No limitations.,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2014-2015_33,"(41.88310054, -87.63033121)",41,38,14310,92,36
2014-2015,110,41.79608859,-87.76174396,5874 S ARCHER AVE,,CHICAGO,IL,60638,United States of America,Walgreens,http://www.Walgreens.com,773-284-7419,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,,,2014-2015_110,"(41.79608859, -87.76174396)",7,53,22268,607,8
2014-2015,72,41.89665694,-87.62406876,757 N MICHIGAN AVE,,CHICAGO,IL,60611,United States of America,Walgreens,http://www.Walgreens.com,312-664-8686,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_72,"(41.89665694, -87.62406876)",6,37,21182,158,11
2014-2015,257,41.91933,-87.69008,2053 NORTH MILWAUKEE AVENUE,,CHICAGO,IL,60647,United States of America,CVS/pharmacy,http://www.cvs.com,773-342-0014,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_257,"(41.91933, -87.69008)",1,23,22535,323,41
2014-2015,195,41.9108229,-87.64664636,711 W NORTH AVE STE 204,,CHICAGO,IL,60610,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 10:00 AM-5:00 PM, Sat: Closed, Sun: Closed",,,,2014-2015_195,"(41.9108229, -87.64664636)",54,37,14926,108,11
2014-2015,281,41.88602,-87.62393,205 N. MICHIGAN AVENUE,,CHICAGO,IL,60601,United States of America,CVS/pharmacy,http://www.cvs.com,312-938-4091,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 6:30 AM-7:30 PM, Tue: 6:30 AM-7:30 PM, Wed: 6:30 AM-7:30 PM, Thu: 6:30 AM-7:30 PM, Fri: 6:30 AM-7:30 PM, Sat:  8:00 AM-4:00 PM, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_281,"(41.88602, -87.62393)",42,38,14309,580,36
2014-2015,311,41.93547203,-87.66865454,2940 North Ashland Ave,,Chicago,IL,60657,United States of America,Jewel-Osco 3441,http://www.jeweloscopharmacies.com,773-348-4155,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_311,"(41.93547203, -87.66865454)",22,57,4449,711,40
2014-2015,309,41.88891817,-87.64447797,370 N. Des Plaines,,Chicago,IL,60661,United States of America,Jewel-Osco 3376,http://www.jeweloscopharmacies.com,312-243-2714,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_309,"(41.88891817, -87.64447797)",45,25,4446,109,36
2014-2015,169,41.899966,-87.62833,933 N STATE ST,,CHICAGO,IL,60610,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-6:00 PM",,,,2014-2015_169,"(41.899966, -87.62833)",54,37,14926,230,11
2014-2015,165,41.93958895,-87.72518701,3222 N MILWAUKEE AVE,,CHICAGO,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-481-5876,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM PM, Sun: 8:00 AM-10:00 PM",,,,2014-2015_165,"(41.93958895, -87.72518701)",39,22,21538,138,21
2014-2015,189,41.93178352,-87.69796936,2744 N CALIFORNIA AVE,,CHICAGO,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-342-2818,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,,,2014-2015_189,"(41.93178352, -87.69796936)",1,23,22535,548,40
2014-2015,289,41.99383,-87.6608,6150 NORTH BROADWAY,,CHICAGO,IL,60660,United States of America,MinuteClinic Inside CVS/pharmacy Store # 08747,http://www.cvs.com/minuteclinic,866-389-2727,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-530 PM, Sun: 9:00 AM-4:30 PM",,Call for details.,MinuteClinic vaccinates children 18 months or older in most states.,2014-2015_289,"(41.99383, -87.6608)",14,76,4451,536,16
2014-2015,224,41.89606,-87.6541,771 NORTH OGDEN AVENUE,,CHICAGO,IL,60622,United States of America,CVS/pharmacy,http://www.cvs.com,312-243-5590,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_224,"(41.89606, -87.6541)",49,25,22620,522,46
2014-2015,205,41.88076971,-87.72094145,3800 W MADISON ST STE 101,,CHICAGO,IL,60624,United States of America,Walgreens,http://www.Walgreens.com,773-826-1817,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-6:00 PM, Sat: Closed, Sun: Closed",,,,2014-2015_205,"(41.88076971, -87.72094145)",30,27,21572,736,23
2014-2015,291,41.9555,-87.67925,4051 NORTH LINCOLN AVENUE,,CHICAGO,IL,60618,United States of America,MinuteClinic Inside CVS/pharmacy Store # 08751,http://www.cvs.com/minuteclinic,866-389-2727,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-530 PM, Sun: 9:00 AM-4:30 PM",,Call for details.,MinuteClinic vaccinates children 18 months or older in most states.,2014-2015_291,"(41.9555, -87.67925)",39,46,21538,623,18
2014-2015,248,41.96825,-87.76696,4801 NORTH CENTRAL AVENUE,,CHICAGO,IL,60630,United States of America,CVS/pharmacy,http://www.cvs.com,773-282-2830,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_248,"(41.96825, -87.76696)",48,11,21869,129,50
2014-2015,253,41.97654,-87.65938,5205 NORTH BROADWAY STREET,,CHICAGO,IL,60640,United States of America,CVS/pharmacy,http://www.cvs.com,773-275-5641,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_253,"(41.97654, -87.65938)",15,76,22616,160,16
2014-2015,66,41.93877242,-87.76863505,5650 W BELMONT AVE,,CHICAGO,IL,60634,United States of America,Walgreens,http://www.Walgreens.com,773-777-4611,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_66,"(41.93877242, -87.76863505)",52,15,22254,342,21
2014-2015,129,41.93793162,-87.79640462,6809 W BELMONT AVE,,CHICAGO,IL,60634,United States of America,Walgreens,http://www.Walgreens.com,773-237-6273,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,,,2014-2015_129,"(41.93793162, -87.79640462)",52,18,22254,397,44
2014-2015,179,41.96850056,-87.72876,4010 W LAWRENCE AVE,,CHICAGO,IL,60630,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_179,"(41.96850056, -87.72876)",48,14,21869,751,38
2014-2015,89,41.852099,-87.674099,1931 W CERMAK RD,,CHICAGO,IL,60608,United States of America,Walgreens,http://www.Walgreens.com,773-847-5781,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_89,"(41.852099, -87.674099)",43,33,14920,126,26
2014-2015,277,41.88297,-87.64164,101 NORTH CLINTON STREET,,CHICAGO,IL,60661,United States of America,CVS/pharmacy,http://www.cvs.com,312-234-9206,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 7:00 AM-8:00 PM, Tue: 7:00 AM-8:00 PM, Wed: 7:00 AM-8:00 PM, Thu: 7:00 AM-8:00 PM, Fri: 7:00 AM-8:00 PM, Sat: 10:00 AM-2:00 PM, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_277,"(41.88297, -87.64164)",45,29,4452,784,36
