"id","type","name","website","video_archive","email","phone_number","address","city","state","zip","statutory_name","year_formed","end_date","seats","vacancies"
"1","seated","City Council","https://bloomington.in.gov/council","http://catstv.net/government.php?issearch=govt&meeterid=117","council@bloomington.in.gov","812-349-3409","401 N Morton St
Ste. 110","Bloomington","IN","47404","Common Council",,,"9","0"
"69","seated","City Council Climate Action and Resilience Committee","https://bloomington.in.gov/council/climate-action",,,,,,,,,"2020",,"4","0"
"36","seated","Commission on Aging","https://bloomington.in.gov/boards/aging",,"marissa.parrscott@bloomington.in.gov","812.349.3468","401 N Morton St
Suite 260","Bloomington","IN","47404","Commission on Aging","2009",,"9","1"
"15","seated","Commission on Hispanic and Latino Affairs","https://bloomington.in.gov/boards/hispanic-latino-affairs",,"latinoprograms@bloomington.in.gov","812.349.3860",,,,,"Commission on Hispanic and Latino Affairs","2007",,"9","2"
"29","seated","Commission on Sustainability","https://bloomington.in.gov/boards/sustainability","http://catstv.net/government.php?issearch=govt&meeterid=112","sustain@bloomington.in.gov","812.349.3837","401 N Morton St
Suite 150","Bloomington","IN","47404","Commission on Sustainability","2005",,"14","1"
"12","seated","Commission on the Status of Black Males","https://bloomington.in.gov/boards/status-of-black-males","http://catstv.net/government.php?issearch=govt&meeterid=422",,"812.349.3430","401 N Morton St
Suite 260","Bloomington","IN","47404","Bloomington Commission on the Status of Black Males","2001",,"7","3"
"38","seated","Commission on the Status of Children & Youth","https://bloomington.in.gov/boards/status-of-children",,"cscy@bloomington.in.gov","812-349-3851","401 N Morton St
Suite 260","Bloomington","IN","47404","Bloomington Commission on the Status of Children and Youth","2004",,"9","2"
"8","seated","Commission on the Status of Women","https://bloomington.in.gov/boards/status-of-women",,,,,,,,"Commission on the Status of Women","1997",,"9","1"
"73","seated","Community Advisory on Public Safety Commission","https://bloomington.in.gov/council/public-safety-advisory",,,,,,,,,"2020",,"11","1"
"39","open","Council for Community Accessibility","https://bloomington.in.gov/boards/community-accessibility",,"cca@bloomington.in.gov","812.349.3433","401 N Morton St
Suite 260","Bloomington","IN","47404",,"1990",,"0","0"
"55","seated","Dispatch Policy Board","https://bloomington.in.gov/boards/dispatch-policy",,,,,,,,"Central Emergency Dispatch Policy Board","1998",,"5","0"
"21","seated","Dr. Martin Luther King Jr. Birthday Commission","https://bloomington.in.gov/mlk",,"shermism@bloomington.in.gov","812.349.3471","401 N Morton
Suite 260","Bloomington","IN","47404","Dr. Martin Luther King Jr. Birthday Commission","1993",,"7","1"
"13","seated","Economic Development Commission","https://bloomington.in.gov/boards/economic-development",,,"812-349-3418","401 N Morton St
Suite 150","Bloomington","IN","47404","Economic Development Commission","1983",,"5","0"
"14","seated","Environmental Commission","https://bloomington.in.gov/boards/environment","http://catstv.net/government.php?issearch=govt&meeterid=559","environment@bloomington.in.gov","812-349-3423","401 N Morton St
Suite 130","Bloomington","IN","47404","Environmental Quality and Conservation Commission","1971",,"12","0"
"61","seated","Environmental Resources Advisory Council","https://bloomington.in.gov/boards/erac",,"rebecca.swift@bloomington.in.gov","812.349.3759","401 N. Morton St., Suite 250","Bloomington","IN","47404",,"2015",,"10","0"
"40","seated","Farmers' Market Advisory Council","https://bloomington.in.gov/boards/farmers-market",,"farmersmarket@bloomington.in.gov","812.349.3738","401 N Morton St
Suite 250","Bloomington","IN","47404",,,,"11","10"
"18","seated","Firefighters Pension Board",,,"starness@bloomington.in.gov","812-332-5645","300 E 4th St","Bloomington","IN","47408","Firefighters Pension Board",,,"7","5"
"43","seated","Hearing Officer","https://bloomington.in.gov/boards/hearing-officer",,"planning@bloomington.in.gov","812.349.3423","401 N Morton St
Suite 130","Bloomington","IN","47404",,,,"2","1"
"35","seated","Historic Preservation Commission","https://bloomington.in.gov/bhpc","http://catstv.net/government.php?issearch=govt&meeterid=154",,"812-349-3507","401 North Morton St 
Suite 130","Bloomington","IN","47404","Historic Preservation Commission","1976",,"13","1"
"60","seated","Hospital Re-Use Steering Committee","https://bloomington.in.gov/departments/office-of-the-mayor/projects/hospital",,,,,,,,,"2018",,"0","0"
"17","seated","Housing Authority Board","https://bloomington.in.gov/boards/housing-authority",,"hand@bloomington.in.gov","812-349-3401","401 N Morton St
Suite 130","Bloomington","IN","47404","Housing Authority Board",,,"7","0"
"16","seated","Housing Quality Appeals Board","https://bloomington.in.gov/boards/housing-quality-appeals",,"bixlerd@bloomington.in.gov","812-349-3401","401 N Morton St
Suite 130","Bloomington","IN","47404","Housing Quality Appeals Board",,,"7","0"
"20","seated","Human Rights Commission","https://bloomington.in.gov/departments/legal/human-rights",,"human.rights@bloomington.in.gov","812.349.3429",,,,,"Human Rights Commission","1984",,"7","1"
"42","seated","Jack Hopkins Social Services Committee","https://bloomington.in.gov/council/jack-hopkins",,"council@bloomington.in.gov","8123493409","401 N. Morton Street","Bloomington","IN","47404",,"1993",,"7","0"
"50","open","Monroe County Domestic Violence Coalition","https://bloomington.in.gov/boards/domestic-violence",,"shermism@bloomington.in.gov","812.349.3471","401 N Morton St
Suite 260","Bloomington","IN","47404",,,,"0","0"
"45","open","MPO Citizens Advisory Committee","https://bloomington.in.gov/boards/mpo-citizens",,,,,,,,,,,"0","0"
"46","open","MPO Policy Committee","https://bloomington.in.gov/boards/mpo-policy","http://catstv.net/government.php?issearch=govt&meeterid=173","mpo@bloomington.in.gov","812-349-3423","401 N Morton St
Suite 130","Bloomington","IN","47404",,,,"0","0"
"47","open","MPO Technical Advisory Committee","https://bloomington.in.gov/boards/mpo-technical",,"mpo@bloomington.in.gov","812.349.3423","401 N Morton St
Suite 160","Bloomington","IN","47402",,,,"0","0"
"56","seated","Parking Commission","https://bloomington.in.gov/boards/parking",,"planning@bloomington.in.gov","812-349-3423","401 N Morton St
Suite 130","Bloomington","IN","47404","Parking Commission","2016",,"9","0"
"24","seated","Plan Commission","https://bloomington.in.gov/boards/plan","http://catstv.net/government.php?issearch=govt&meeterid=121","planning@bloomington.in.gov","812.349.3423","401 N Morton St
Suite 130","Bloomington","IN","47404","Plan Commission","1997",,"12","3"
"48","seated","Plat Committee","https://bloomington.in.gov/boards/plat",,"planning@bloomington.in.gov","812.349.3423","401 N Morton St
Suite 130","Bloomington","IN","47404","Plat Committee",,,"3","3"
"34","seated","Police Pension Board",,,"bpdpensionsecretary@bloomington.in.gov","812-339-4477","220 E 3rd St","Bloomington","IN","47401","Police Pension Board",,,"9","4"
"57","seated","Public Safety Local Income Tax Committee","https://bloomington.in.gov/boards/public-safety-local-income-tax",,,,,,,,"Public Safety Local Income Tax Committee of Monroe County Local Income Tax Council","2016",,"8","0"
"26","seated","Public Transportation Corporation Board of Directors","https://bloomington.in.gov/boards/public-transit-corporation","http://catstv.net/government.php?issearch=govt&meeterid=308",,"812-332-5688","130 W Grimes Ln","Bloomington","IN","47403","Public Transportation Corporation Board of Directors",,,"5","0"
"28","seated","Redevelopment Commission","https://bloomington.in.gov/boards/redevelopment","http://catstv.net/government.php?issearch=govt&meeterid=448","brent.pierce@bloomington.in.gov","812.349.3420","401 N Morton St
Suite 130","Bloomington","IN","47404","Redevelopment Commission",,,"6","1"
"49","seated","Sidewalk Committee","https://bloomington.in.gov/council/sidewalks",,,,,,,,"Common Council Sidewalk Committee","1992",,"4","0"
"31","seated","Traffic Commission","https://bloomington.in.gov/boards/traffic",,"traffic.commission@bloomington.in.gov","812-349-3423","401 N Morton St
Suite 130","Bloomington","IN","47404","Traffic Commission","1983",,"9","1"
"32","seated","Tree Commission","https://bloomington.in.gov/boards/tree",,,"812-349-3706","401 N Morton St
Suite 250","Bloomington","IN","47404","Tree Commission","1992",,"8","0"
"33","seated","Urban Enterprise Association","https://bloomington.in.gov/business/buea",,"buea@bloomington.in.gov","812-349-3419","401 N Morton St
Suite 150","Bloomington","IN","47404","Urban Enterprise Association",,,"12","4"
"9","seated","Utilities Service Board","https://bloomington.in.gov/boards/utilities-service","http://catstv.net/government.php?issearch=govt&meeterid=125",,"812.349.3650","PO Box 1216","Bloomington","IN","47402",,"1973",,"9","0"
