"service_request_id","requested_datetime","updated_datetime","closed_date","status_description","source","service_name","description","agency_responsible","address","city","state","zip","lat","long","geocoded_column","sladays"
"1472","2011-06-30T19:51:50.000","2016-09-11T22:02:05.000","2011-06-30T20:24:23.000","closed","Phone Call","Excessive Growth",,,"1404 W Woodhill DR","Bloomington","IN","47403","39.15729904","-86.54846191","POINT (-86.54846191 39.15729904)","9"
"1473","2011-07-01T14:35:26.000","2016-09-11T22:02:05.000","2011-09-01T18:43:57.000","closed","Phone Call","Excessive Growth","Neighbor called in complaint, said nothing was done last year or this, she's collecting names for accountability","HAND","823 W 7th ST","Bloomington","IN",,,,,"9"
"1474","2011-07-05T12:44:44.000","2016-09-11T22:02:05.000","2011-08-09T18:30:33.000","closed","Phone Call","Excessive Growth",,,"817 W Ralston DR","Bloomington","IN",,,,,"9"
"1478","2011-07-06T13:18:01.000","2016-09-11T22:02:05.000","2011-11-03T20:47:12.000","closed","Phone Call","Excessive Growth","yard unkempt, overgrown",,"541 S Westwood DR","Bloomington","IN","47403","39.16146851","-86.58964539","POINT (-86.58964539 39.16146851)","9"
"1481","2011-07-08T20:33:04.000","2016-09-11T22:02:05.000","2011-11-03T20:46:34.000","closed","Walk In","Excessive Growth","Tall weeds/bush.  The house is between two apartment buildings.",,"1355 W Allen ST","Bloomington","IN","47403","39.15542603","-86.54814911","POINT (-86.54814911 39.15542603)","9"
"1482","2011-07-12T20:23:08.000","2016-09-11T22:02:05.000","2011-07-13T19:50:32.000","closed","Phone Call","Excessive Growth","The grass has not been mowed in a month","HAND","4415 E Etter DR","Bloomington","IN","47408","39.17559814","-86.47791290","POINT (-86.4779129 39.17559814)","9"
"1485","2011-07-18T20:14:55.000","2016-09-11T22:02:05.000","2011-09-01T18:46:55.000","closed","Phone Call","Excessive Growth","Tall grass/weeds.  This is a vacant lot beside 1116 W. Kirkwood.","HAND","1120 W KIRKWOOD ST","Bloomington","IN",,,,,"9"
"4367","2011-06-28T12:38:34.000","2016-09-11T22:02:05.000","2011-06-28T04:00:00.000","closed","Phone Call","Excessive Growth","Grass needs to be cut.",,"2610 S Bryan ST","Bloomington","IN","47403","39.13790131","-86.53646851","POINT (-86.53646851 39.13790131)","9"
"4457","2010-09-08T04:00:00.000","2016-09-11T22:02:05.000","2010-09-08T04:00:00.000","closed","Walk In","Excessive Growth","weeds/vines growing on my wood fence. don't care about the vinyl fence.","HAND","1206 W 6th ST","Bloomington","IN","47404","39.16781616","-86.54876709","POINT (-86.54876709 39.16781616)","9"
"4509","2010-09-07T04:00:00.000","2020-10-05T14:42:52.000","2010-09-07T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","111 E Cottage Grove AVE","Bloomington","IN","47408","39.17266083","-86.53282166","POINT (-86.53282166 39.17266083)","9"
"4597","2010-09-03T04:00:00.000","2016-09-11T22:02:05.000","2010-09-03T04:00:00.000","closed","Phone Call","Excessive Growth","yard extremely overgrown",,"1118 S MORTON ST","Bloomington","IN",,,,,"9"
"4745","2010-08-31T04:00:00.000","2016-09-11T22:02:05.000","2010-08-31T04:00:00.000","closed","Walk In","Excessive Growth","grass and weeds","HAND","703 E Wellington CT","Bloomington","IN","47401","39.13217545","-86.52591705","POINT (-86.52591705 39.13217545)","9"
"4753","2010-08-31T04:00:00.000","2016-09-11T22:02:05.000","2010-08-31T04:00:00.000","closed","Phone Call","Excessive Growth","300s and 400s of E. Southern Drive, the south side of the the street has weeds and trash issues","HAND","402 E Southern DR","Bloomington","IN","47401","39.14957047","-86.53034210","POINT (-86.5303421 39.14957047)","9"
"4783","2010-08-27T04:00:00.000","2016-09-11T22:02:05.000","2010-08-27T04:00:00.000","closed","Phone Call","Excessive Growth","intersection of henderson and southern dr is dangerous to pull out on. caller says you have to pull half way into the road to see before pulling out. caller says it is an accident waiting to happen","HAND","HENDERSON","Bloomington","IN",,,,,"9"
"4866","2010-08-25T04:00:00.000","2016-09-11T22:02:05.000","2010-08-25T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown, big bushes and trees hanging over into alley, trouble w/whole alley",,"417 W Prospect ST","Bloomington","IN","47403","39.16362000","-86.53820038","POINT (-86.53820038 39.16362)","9"
"4872","2010-08-25T04:00:00.000","2016-09-11T22:02:05.000","2010-08-25T04:00:00.000","closed","Phone Call","Excessive Growth","weeds and brush overgrown, especially onto sidewalk, dangerous,has children in stroller and can't pass by, particularly the south side sidewalk","HAND","700 N Walnut ST","Bloomington","IN","47408","39.17266464","-86.53325653","POINT (-86.53325653 39.17266464)","9"
"4873","2010-08-25T04:00:00.000","2016-09-11T22:02:05.000","2010-08-25T04:00:00.000","closed","Phone Call","Excessive Growth","badly overgrown yard","HAND","1224 W 6th ST","Bloomington","IN","47404","39.16780472","-86.54948425","POINT (-86.54948425 39.16780472)","9"
"4958","2010-08-20T04:00:00.000","2016-09-11T22:02:05.000","2010-08-20T04:00:00.000","closed","Phone Call","Excessive Growth","weeds are overgrown, obstructing view as you turn onto Adams, nothing seems to be done about it",,"900 S Westhill CT","Bloomington","IN","47403","39.15681076","-86.55022430","POINT (-86.5502243 39.15681076)","9"
"4974","2010-08-19T04:00:00.000","2016-09-11T22:02:05.000","2010-08-19T04:00:00.000","closed","Phone Call","Excessive Growth","Caller said grass and weeds behind this house is really bad and the alley behind this house is impossible to drive down because of overgrowth.","HAND","214 E 15th ST","Bloomington","IN","47408","39.17666245","-86.53153229","POINT (-86.53153229 39.17666245)","9"
"4983","2010-08-19T04:00:00.000","2016-09-11T22:02:05.000","2010-08-19T04:00:00.000","closed","Phone Call","Excessive Growth","Caller says this is the whole 300 to 400 block of Southern Dr. They are empty lots and have lots of trash and 5' tall weeds.","HAND","SOUTHERN DR","Bloomington","IN",,,,,"9"
"5017","2010-08-18T04:00:00.000","2016-09-11T22:02:05.000","2010-08-18T04:00:00.000","closed","Phone Call","Excessive Growth","weeds and tree branches,limbs into alley, overgrown,""can't even walk through alley"" runs north/south from Dixie to Dodds",,"505 W Dodds ST","Bloomington","IN","47403","39.15730286","-86.53935242","POINT (-86.53935242 39.15730286)","9"
"5019","2010-08-18T04:00:00.000","2020-10-05T14:42:52.000","2010-08-18T04:00:00.000","closed","Phone Call","Excessive Growth","Tall weeds and grass.","HAND","331 S Walnut ST","Bloomington","IN","47401","39.16336441","-86.53312683","POINT (-86.53312683 39.16336441)","9"
"5142","2010-08-17T04:00:00.000","2016-09-11T22:02:05.000","2010-08-17T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgorwn, hasn't been mowed, neighbors frustrated and upset",,"361 S Pleasant Ridge RD","Bloomington","IN","47401","39.16297150","-86.48881531","POINT (-86.48881531 39.1629715)","9"
"5316","2010-08-12T04:00:00.000","2016-09-11T22:02:05.000","2010-08-12T04:00:00.000","closed","Phone Call","Excessive Growth","received email from Ron Author @ Street Dept - tall grass coming from homeowners yards in the 1300 -1400 block of W. Hickory.","HAND","W HICKORY ST","Bloomington","IN",,,,,"9"
"5520","2010-08-09T04:00:00.000","2016-09-11T22:02:05.000","2010-08-09T04:00:00.000","closed","Email","Excessive Growth","Apparently the bank has taken possession of  the property and house at 305 W Coolidge Dr.  The tenant moved out weeks ago, and the property has not been mowed since.  I do not know who the current owner is, and maybe they do not know the property is in need of maintenance, but it is in need of mowing at the least.",,"305 W Coolidge DR","Bloomington","IN","47403","39.14105225","-86.53725433","POINT (-86.53725433 39.14105225)","9"
"5532","2010-08-09T04:00:00.000","2016-09-11T22:02:05.000","2010-08-09T04:00:00.000","closed","Email","Excessive Growth","The branches in front of 1512 E. Hillside are hanging over the sidewalk making it difficult to walk on.","HAND","1512 E Hillside DR","Bloomington","IN","47401","39.15037918","-86.51426697","POINT (-86.51426697 39.15037918)","9"
"5552","2010-08-05T04:00:00.000","2016-09-11T22:02:05.000","2010-08-05T04:00:00.000","closed","Phone Call","Excessive Growth","The grass is so high at this location it is causing problems with traffic trying to pull out from private lane",,"2103 S Rogers ST","Bloomington","IN","47403","39.14468765","-86.53805542","POINT (-86.53805542 39.14468765)","9"
"5556","2010-08-05T04:00:00.000","2016-09-11T22:02:05.000","2010-08-05T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown, hasn't been mowed all summer","HAND","430 N Hopewell ST","Bloomington","IN","47404","39.17050552","-86.55198669","POINT (-86.55198669 39.17050552)","9"
"5585","2010-08-03T04:00:00.000","2016-09-11T22:02:05.000","2010-08-03T04:00:00.000","closed","Phone Call","Excessive Growth","Southern Dr and Henderson intersection is very dangerous. Going south on Henderson you can not see to pull out.","HAND","SOUTHERN","Bloomington","IN",,,,,"9"
"5586","2010-08-03T04:00:00.000","2016-09-11T22:02:05.000","2010-08-03T04:00:00.000","closed","Phone Call","Excessive Growth","Driscoll & Palmer - going south on Palmer it is hard to see pulling out into Driscoll.","HAND","DRISCOLL","Bloomington","IN",,,,,"9"
"5599","2010-08-02T04:00:00.000","2020-10-05T14:42:52.000","2010-08-02T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass.",,"4201 E Morningside DR","Bloomington","IN","47408","39.16762924","-86.47766113","POINT (-86.47766113 39.16762924)","9"
"5603","2010-08-02T04:00:00.000","2020-10-05T14:42:52.000","2010-08-02T04:00:00.000","closed","Phone Call","Excessive Growth","weeds all along the alley running north south from W. 11th Street to W. Cottage Grove, alley found behind 1123 W. 11th Street, overgrown on a number of properties","HAND","1123 W 11th ST","Bloomington","IN","47404","39.17310715","-86.54782867","POINT (-86.54782867 39.17310715)","9"
"5604","2010-08-02T04:00:00.000","2020-10-05T14:42:52.000","2010-08-02T04:00:00.000","closed","Phone Call","Excessive Growth","Weed over-growth.  Property is at the S.W. corner of Woodlawn & 1st.
It is now difficult to walk on the sidewalk.","HAND","730 S Woodlawn AVE","Bloomington","IN","47401","39.15946579","-86.52281952","POINT (-86.52281952 39.15946579)","9"
"5605","2010-08-02T04:00:00.000","2016-09-11T22:02:05.000","2010-08-02T04:00:00.000","closed","Walk In","Excessive Growth","backyard has not been mowed this summer, high grass, not kept up. Front yard has junk on lawn. please see Daniel @ complaint.","HAND","1205 S Fess AVE","Bloomington","IN","47401","39.15285492","-86.52577209","POINT (-86.52577209 39.15285492)","9"
"5623","2010-07-29T04:00:00.000","2020-10-05T14:42:52.000","2010-07-29T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown on property, especially as you turn south onto South Adams Street",,"900 S Westhill CT","Bloomington","IN","47403","39.15681076","-86.55022430","POINT (-86.5502243 39.15681076)","9"
"5631","2010-07-29T04:00:00.000","2016-09-11T22:02:05.000","2010-07-29T04:00:00.000","closed","Phone Call","Excessive Growth","this complaint was called in a while back, nothing has been done, still a mess and dangerous, there is ""no way this is ok,"" overgrown lot at northeast corner of Star and Countryside",,"1234 W Countryside LN","Bloomington","IN","47403","39.14269638","-86.54866791","POINT (-86.54866791 39.14269638)","9"
"5633","2010-07-29T04:00:00.000","2016-09-11T22:02:05.000","2010-07-29T04:00:00.000","closed","Phone Call","Excessive Growth","Brush and shrubs along sidewalks","HAND","800 E Grimes LN","Bloomington","IN","47401","39.15311813","-86.52465820","POINT (-86.5246582 39.15311813)","9"
"5636","2010-07-28T04:00:00.000","2020-10-05T14:42:52.000","2010-07-28T04:00:00.000","closed","Phone Call","Excessive Growth","Caller said the property has not been mowed this year.","HAND","1826 E Hunter AVE","Bloomington","IN","47401","39.16201401","-86.51139832","POINT (-86.51139832 39.16201401)","9"
"5637","2010-07-28T04:00:00.000","2016-09-11T22:02:05.000","2010-07-28T04:00:00.000","closed","Walk In","Excessive Growth","Trash and weeds","HAND","703 E Wellington CT","Bloomington","IN","47401","39.13217545","-86.52591705","POINT (-86.52591705 39.13217545)","9"
"5647","2010-07-27T04:00:00.000","2020-10-05T14:42:52.000","2010-07-27T04:00:00.000","closed","Phone Call","Excessive Growth","The weeds are out of control at this location.",,"900 S Westhill CT","Bloomington","IN","47403","39.15681076","-86.55022430","POINT (-86.5502243 39.15681076)","9"
"5655","2010-07-27T04:00:00.000","2020-10-05T14:42:52.000","2010-07-27T04:00:00.000","closed","Phone Call","Excessive Growth","Caller has complained twice about this property. First complaint was entered in June. No citation have been written. This is a forclosure and has a realtor sign in the yard.",,"530 S Parkway DR","Bloomington","IN","47403","39.16158295","-86.58921051","POINT (-86.58921051 39.16158295)","9"
"5685","2010-07-26T04:00:00.000","2016-09-11T22:02:05.000","2010-07-26T04:00:00.000","closed","Phone Call","Excessive Growth","grass is overgrown, was being cut regularly, now it isn't","HAND","1501 E Hillside DR","Bloomington","IN","47401","39.15201187","-86.51454926","POINT (-86.51454926 39.15201187)","9"
"5691","2010-07-23T04:00:00.000","2016-09-11T22:02:05.000","2010-07-23T04:00:00.000","closed","Phone Call","Excessive Growth","The citizen runs through this area each morning and there are bushes in front of 403 that obstruct the sidewalk making it very difficult.","HAND","403 E 3rd ST","Bloomington","IN","47408","39.16476059","-86.52959442","POINT (-86.52959442 39.16476059)","9"
"5723","2010-07-22T04:00:00.000","2016-09-11T22:02:05.000","2010-07-22T04:00:00.000","closed","Phone Call","Excessive Growth","Sherri Demming says this properties weeds are encroaching onto her property and coming over the fence. The property has changed ownership and agents, which at this time we do not know who the agent is. Alice Jwaideh owns this property.","HAND","417 E 2nd ST","Bloomington","IN","47401","39.16152191","-86.52905273","POINT (-86.52905273 39.16152191)","9"
"5724","2010-07-22T04:00:00.000","2016-09-11T22:02:05.000","2010-07-22T04:00:00.000","closed","Phone Call","Excessive Growth","House is vacant - maybe in foreclosure.  Grass is tall and trash in yard.",,"808 W Coolidge DR","Bloomington","IN","47403","39.14144897","-86.54284668","POINT (-86.54284668 39.14144897)","9"
"5728","2010-07-22T04:00:00.000","2016-09-11T22:02:05.000","2010-07-22T04:00:00.000","closed","Phone Call","Excessive Growth","The sidewalk at the corner of Rock Creek Drive & Childs Court is overgrown.  The sidewalk is on the east of the intersection and runs parallel to Rock Creek.  The address of 2403 S. Childs was used for reqpro.",,"2403 S Childs CT","Bloomington","IN","47401","39.13962936","-86.50677490","POINT (-86.5067749 39.13962936)","9"
"5752","2010-07-21T04:00:00.000","2016-09-11T22:02:05.000","2010-07-21T04:00:00.000","closed","Phone Call","Excessive Growth","still a problem, weeds out into sidewalk, nothing seems to get done","HAND","317 N Fairview ST","Bloomington","IN","47404","39.16925430","-86.54141235","POINT (-86.54141235 39.1692543)","9"
"5768","2010-07-20T04:00:00.000","2020-10-05T14:42:52.000","2010-07-20T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown, house abandoned","HAND","811 W Gourley PIKE","Bloomington","IN","47404","39.18617630","-86.54290771","POINT (-86.54290771 39.1861763)","9"
"5771","2010-07-20T04:00:00.000","2020-10-05T14:42:52.000","2010-07-20T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown, especially around corner, causing line of sight problem, needs to be mowed and maintained, dangerous","HAND","803 W Gourley PIKE","Bloomington","IN","47404","39.18613815","-86.54220581","POINT (-86.54220581 39.18613815)","9"
"5774","2010-07-19T04:00:00.000","2016-09-11T22:02:05.000","2010-07-19T04:00:00.000","closed","Phone Call","Excessive Growth","Received email from Ron Arthur - I would like to report a couple of places where brush and limbs are growing over the sidewalk and it is difficult to walk, especially when cars are parked along the street. Also check 409 S. Linclon.","HAND","405 S Lincoln ST","Bloomington","IN","47401","39.16250992","-86.53096771","POINT (-86.53096771 39.16250992)","9"
"5779","2010-07-19T04:00:00.000","2016-09-11T22:02:05.000","2010-07-19T04:00:00.000","closed","Phone Call","Excessive Growth","Caller says part of a tree in down.","HAND","122 N Jefferson ST","Bloomington","IN","47408","39.16766739","-86.50693512","POINT (-86.50693512 39.16766739)","9"
"5784","2010-07-16T04:00:00.000","2016-09-11T22:02:05.000","2010-07-16T04:00:00.000","closed","Phone Call","Excessive Growth","weeds in backyard","HAND","423 E University ST","Bloomington","IN","47401","39.16060638","-86.52857208","POINT (-86.52857208 39.16060638)","9"
"5787","2010-07-16T04:00:00.000","2016-09-11T22:02:05.000","2010-07-16T04:00:00.000","closed","Phone Call","Excessive Growth","weeds and trash","HAND","530 S Washington ST","Bloomington","IN","47401","39.15974045","-86.53256226","POINT (-86.53256226 39.15974045)","9"
"5788","2010-07-16T04:00:00.000","2016-09-11T22:02:05.000","2010-07-16T04:00:00.000","closed","Phone Call","Excessive Growth","Overgrown w/tree limbs and grass.  Owner died -- house appears vacant.","HAND","3603 S KINGBURY AVE","Bloomington","IN",,,,,"9"
"5790","2010-07-15T04:00:00.000","2020-10-05T14:42:52.000","2010-07-15T04:00:00.000","closed","Phone Call","Excessive Growth","weeds growing over the sidewalk.","HAND","700 N Walnut ST","Bloomington","IN","47408","39.17266464","-86.53325653","POINT (-86.53325653 39.17266464)","9"
"5791","2010-07-15T04:00:00.000","2016-09-11T22:02:05.000","2010-07-15T04:00:00.000","closed","Phone Call","Excessive Growth","BPD Office Bob Neely called in to say there is high grass behind Kleindorfer's between Kirkwood & 6th Street.","HAND","1319 W 6th ST","Bloomington","IN","47404","39.16740799","-86.55080414","POINT (-86.55080414 39.16740799)","9"
"5794","2010-07-15T04:00:00.000","2020-10-05T14:42:52.000","2010-07-15T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass.","HAND","932 S Ballantine RD","Bloomington","IN","47401","39.15657806","-86.51947021","POINT (-86.51947021 39.15657806)","9"
"5798","2010-07-15T04:00:00.000","2016-09-11T22:02:05.000","2010-07-15T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass and weeds.","HAND","823 W 7TH ST","Bloomington","IN",,,,,"9"
"121805","1995-08-28T05:00:00.000","2016-09-11T22:02:05.000","1995-08-28T05:00:00.000","closed",,"Excessive Growth",,,"517 S Walker ST","Bloomington","IN","47403",,,,"9"
"5862","2010-07-13T04:00:00.000","2016-09-11T22:02:05.000","2010-07-13T04:00:00.000","closed","Phone Call","Excessive Growth","caller said this address is a forclosure. Dzierba Real Estate (333-4041) has it listed. caller says the weeds are 10ft tall and coming over into his garden. the callers address is 531 s westwood dr.",,"530 S Parkway DR","Bloomington","IN","47403","39.16158295","-86.58921051","POINT (-86.58921051 39.16158295)","9"
"5864","2010-07-13T04:00:00.000","2020-10-05T14:42:52.000","2010-07-13T04:00:00.000","closed","Email","Excessive Growth","yard needs mowed. caller's address is 2552 eastgate.","HAND","2548 E Eastgate LN","Bloomington","IN","47408","39.16920090","-86.50148010","POINT (-86.5014801 39.1692009)","9"
"5867","2010-07-13T04:00:00.000","2016-09-11T22:02:05.000","2010-07-13T04:00:00.000","closed","Email","Excessive Growth","Lisa sent me an email and it said this property is at the old train depot between College and Walnut. The business that use to be there was Jazz at the Station.","HAND","825 N Walnut ST","Bloomington","IN","47404","39.17501450","-86.53408051","POINT (-86.53408051 39.1750145)","9"
"5892","2010-07-12T04:00:00.000","2016-09-11T22:02:05.000","2010-07-12T04:00:00.000","closed","Phone Call","Excessive Growth","There is a large plile of brush and weeds obstructing the sidewalks. It has been there for a very long time. It is on the side of the house by the driveway (along Silver Creek Dr.)",,"3718 E Silver Creek CT","Bloomington","IN","47401","39.14443970","-86.48355865","POINT (-86.48355865 39.1444397)","9"
"5903","2010-07-12T04:00:00.000","2020-10-05T14:42:52.000","2010-07-12T04:00:00.000","closed","Phone Call","Excessive Growth","caller said deer are living in the tall grass on this property 
The neighbor is the old section of Park Ridge East",,"4201 E Morningside DR","Bloomington","IN","47408","39.16762924","-86.47766113","POINT (-86.47766113 39.16762924)","9"
"5913","2010-07-09T04:00:00.000","2016-09-11T22:02:05.000","2010-07-09T04:00:00.000","closed","Walk In","Excessive Growth","uncut grass/weeds, west of garage along alley","HAND","1102 S Washington ST","Bloomington","IN","47401","39.15409470","-86.53268433","POINT (-86.53268433 39.1540947)","9"
"5917","2010-07-09T04:00:00.000","2016-09-11T22:02:05.000","2010-07-09T04:00:00.000","closed","Phone Call","Excessive Growth","Rec'd a call from Candy of Parker Mgmt to say the alley behind 601 N Walnut is overgrown. The limbs and shrubs are scratching their cars when they drive thru.","HAND","601 N Walnut ST","Bloomington","IN","47404","39.17187500","-86.53387451","POINT (-86.53387451 39.171875)","9"
"5918","2010-07-09T04:00:00.000","2020-10-05T14:42:52.000","2010-07-09T04:00:00.000","closed","Phone Call","Excessive Growth","Candi called and said the shrubs and tree limbs are scratching their cars when they drive thru.","HAND","609 N Walnut ST","Bloomington","IN","47404","39.17201233","-86.53383636","POINT (-86.53383636 39.17201233)","9"
"5958","2010-07-07T04:00:00.000","2016-09-11T22:02:05.000","2010-07-07T04:00:00.000","closed","Phone Call","Excessive Growth","Southeast corner of Grimes & Stull has vegetation blocking line of sight.  When driving north on Stull one must pull into street to see.","HAND","800 E Grimes LN","Bloomington","IN","47401","39.15311813","-86.52465820","POINT (-86.5246582 39.15311813)","9"
"5961","2010-07-07T04:00:00.000","2016-09-11T22:02:05.000","2010-07-07T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown","HAND","913 W 11th ST","Bloomington","IN","47404","39.17309952","-86.54503632","POINT (-86.54503632 39.17309952)","9"
"5963","2010-07-07T04:00:00.000","2016-09-11T22:02:05.000","2010-07-07T04:00:00.000","closed","Phone Call","Excessive Growth","plot of land north of Tri-North up to W. 17th Street, plot of land to the west of 821 W. 17th Street, south side of West 17th Street.
plot of land overgrown","HAND","x","Bloomington","IN",,,,,"9"
"5964","2010-07-07T04:00:00.000","2016-09-11T22:02:05.000","2010-07-07T04:00:00.000","closed","Phone Call","Excessive Growth","where S. Rockport Road and W. Graham Drive intersect, particularly on the northwest and southwest corners, overgrown and dangerous",,"x","Bloomington","IN",,,,,"9"
"5967","2010-07-07T04:00:00.000","2016-09-11T22:02:05.000","2010-07-07T04:00:00.000","closed","Walk In","Excessive Growth","Grass, weeds, especially on/at side of house (MSB)filled out by Misty","HAND","612 N Washington ST","Bloomington","IN","47408","39.17215729","-86.53215790","POINT (-86.5321579 39.17215729)","9"
"5969","2010-07-06T04:00:00.000","2016-09-11T22:02:05.000","2010-07-06T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown, needs mowing","HAND","1000 E Heather DR","Bloomington","IN","47401","39.12608719","-86.52193451","POINT (-86.52193451 39.12608719)","9"
"5970","2010-07-06T04:00:00.000","2016-09-11T22:02:05.000","2010-07-06T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown, especially bak yard, needs mowing","HAND","3810 S Preston CT","Bloomington","IN","47401","39.12656021","-86.52138519","POINT (-86.52138519 39.12656021)","9"
"5986","2010-07-06T04:00:00.000","2016-09-11T22:02:05.000","2010-07-06T04:00:00.000","closed","Phone Call","Excessive Growth","grass overgrown, badly in need of mowing, field without a structure","HAND","1100 W ARLINGTON RD","Bloomington","IN",,,,,"9"
"5990","2010-07-06T04:00:00.000","2016-09-11T22:02:05.000","2010-07-06T04:00:00.000","closed","Phone Call","Excessive Growth","overgrowth at the yellow house","HAND","411 N Dunn ST","Bloomington","IN","47408","39.17001724","-86.52887726","POINT (-86.52887726 39.17001724)","9"
"5992","2010-07-06T04:00:00.000","2020-10-05T14:42:52.000","2010-07-06T04:00:00.000","closed","Phone Call","Excessive Growth","poison ivy growing everywhere","HAND","408 N DUNN","Bloomington","IN",,,,,"9"
"6025","2010-07-02T04:00:00.000","2016-09-11T22:02:05.000","2010-07-02T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown in yard, including poison ivy, encroaching into neighbor's yard, particularly around fence","HAND","724 E Moody DR","Bloomington","IN","47401","39.14744949","-86.52463531","POINT (-86.52463531 39.14744949)","9"
"6028","2010-07-02T04:00:00.000","2016-09-11T22:02:05.000","2010-07-02T04:00:00.000","closed","Phone Call","Excessive Growth","The person living at 706 E Moody Dr has a neighbor that has overgrowth flowing over the fence and it has poison ivy in it and he is very allergic.","HAND","706 E Moody DR","Bloomington","IN","47401","39.14756012","-86.52505493","POINT (-86.52505493 39.14756012)","9"
"6029","2010-07-02T04:00:00.000","2020-10-05T14:42:52.000","2010-07-02T04:00:00.000","closed","Phone Call","Excessive Growth","grass in easement is at least 2' tall","HAND","1202 E Maxwell LN","Bloomington","IN","47401","39.15761566","-86.51984406","POINT (-86.51984406 39.15761566)","9"
"6045","2010-07-01T04:00:00.000","2016-09-11T22:02:05.000","2010-07-01T04:00:00.000","closed","Phone Call","Excessive Growth","the empty lot behind 802 W. ralsotn, GIS shows it as 806 1/2 W. Ralston, overgrown with weeds",,"806 W RALSTON DR","Bloomington","IN",,,,,"9"
"6046","2010-07-01T04:00:00.000","2016-09-11T22:02:05.000","2010-07-01T04:00:00.000","closed","Phone Call","Excessive Growth","Tenant, Carolyn, called to say she has complained about vines growing up to her 2nd floor apt. Las month when she went to the office to pay her rent she asked again to cut the vines that are taking over her deck. The office told they would not be cutting the bushes below because there is a nest of snakes. Left msg at landlord office of appt. at 3:00 on 7/2/2010","HAND","2136 S Oakdale DR","Bloomington","IN",,"39.14489365","-86.56719208","POINT (-86.56719208 39.14489365)","9"
