"vmv_code","value_flag","value","lab_analysis_date","station_id","sample_date","year_month_day","sample_type_code","watershed","water_type","station_description","units","variable_name","variable_group","method_description","latitude","longitude","georeference"
"34",,"2","2021-03-04T14:57:47.000","MGR 31B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(1/2/3/4)","Tidal Stage","descriptive",,"46.1717","-62.6156","POINT (-62.6156 46.1717)"
"92",,"3","2021-03-04T14:58:52.000","MGR 42B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(m)","Secchi Depth","descriptive",,"46.1744","-62.5613","POINT (-62.5613 46.1744)"
"30",,"23.4","2021-03-04T14:58:24.000","MGR 31","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(ppt)","Salinity","physicals","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"28",,"10.8","2021-03-04T14:58:24.000","MGR 31","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(mg/L)","Oxygen, Diss","oxygen","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"92",,"2.5","2021-03-04T14:57:47.000","MGR 31B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(m)","Secchi Depth","descriptive",,"46.1717","-62.6156","POINT (-62.6156 46.1717)"
"97",,"136.4","2021-03-04T14:58:24.000","MGR 31","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","%","Oxygen Saturation, Diss","oxygen","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"28",,"7","2021-03-04T14:57:47.000","MGR 31B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(mg/L)","Oxygen, Diss","oxygen","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"97",,"83.2","2021-03-04T14:57:47.000","MGR 31B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","%","Oxygen Saturation, Diss","oxygen","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"97",,"135.5","2021-03-04T14:57:21.000","MGR 29","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","%","Oxygen Saturation, Diss","oxygen","field multi meter","46.1671","-62.6363","POINT (-62.6363 46.1671)"
"92",,"3","2021-03-04T14:59:56.000","MGR 42","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(m)","Secchi Depth","descriptive",,"46.1744","-62.5613","POINT (-62.5613 46.1744)"
"28",,"11","2021-03-04T14:57:21.000","MGR 29","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","(mg/L)","Oxygen, Diss","oxygen","field multi meter","46.1671","-62.6363","POINT (-62.6363 46.1671)"
"34",,"2","2021-03-04T14:56:50.000","MGR 29B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","(1/2/3/4)","Tidal Stage","descriptive",,"46.1671","-62.6363","POINT (-62.6363 46.1671)"
"28",,"10","2021-03-04T14:59:56.000","MGR 42","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(mg/L)","Oxygen, Diss","oxygen","field multi meter","46.1744","-62.5613","POINT (-62.5613 46.1744)"
"39",,"4.7","2021-03-04T14:56:50.000","MGR 29B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","(m)","Sample Depth","descriptive",,"46.1671","-62.6363","POINT (-62.6363 46.1671)"
"34",,"2","2021-03-04T14:58:24.000","MGR 31","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(1/2/3/4)","Tidal Stage","descriptive",,"46.1717","-62.6156","POINT (-62.6156 46.1717)"
"27",,"16.3","2021-03-04T14:58:52.000","MGR 42B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(°C)","Temperature","physicals","field multi meter","46.1744","-62.5613","POINT (-62.5613 46.1744)"
"30",,"25.8","2021-03-04T14:56:50.000","MGR 29B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","(ppt)","Salinity","physicals","field multi meter","46.1671","-62.6363","POINT (-62.6363 46.1671)"
"34",,"2","2021-03-04T14:58:52.000","MGR 42B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(1/2/3/4)","Tidal Stage","descriptive",,"46.1744","-62.5613","POINT (-62.5613 46.1744)"
"30",,"25.8","2021-03-04T14:57:47.000","MGR 31B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(ppt)","Salinity","physicals","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"34",,"2","2021-03-04T14:57:21.000","MGR 29","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","(1/2/3/4)","Tidal Stage","descriptive",,"46.1671","-62.6363","POINT (-62.6363 46.1671)"
"39",,"6.3","2021-03-04T14:58:52.000","MGR 42B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(m)","Sample Depth","descriptive",,"46.1744","-62.5613","POINT (-62.5613 46.1744)"
"39",,"0.5","2021-03-04T14:58:24.000","MGR 31","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(m)","Sample Depth","descriptive",,"46.1717","-62.6156","POINT (-62.6156 46.1717)"
"92",,"2.5","2021-03-04T14:58:24.000","MGR 31","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(m)","Secchi Depth","descriptive",,"46.1717","-62.6156","POINT (-62.6156 46.1717)"
"97",,"75.9","2021-03-04T14:56:50.000","MGR 29B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","%","Oxygen Saturation, Diss","oxygen","field multi meter","46.1671","-62.6363","POINT (-62.6363 46.1671)"
"27",,"16.2","2021-03-04T14:57:47.000","MGR 31B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(°C)","Temperature","physicals","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"34",,"2","2021-03-04T14:59:56.000","MGR 42","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(1/2/3/4)","Tidal Stage","descriptive",,"46.1744","-62.5613","POINT (-62.5613 46.1744)"
"39",,"0.5","2021-03-04T14:59:56.000","MGR 42","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(m)","Sample Depth","descriptive",,"46.1744","-62.5613","POINT (-62.5613 46.1744)"
"27",,"19.6","2021-03-04T14:58:24.000","MGR 31","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - mid estuary off Dewars Pt","(°C)","Temperature","physicals","field multi meter","46.1717","-62.6156","POINT (-62.6156 46.1717)"
"30",,"25.9","2021-03-04T14:58:52.000","MGR 42B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","(ppt)","Salinity","physicals","field multi meter","46.1744","-62.5613","POINT (-62.5613 46.1744)"
"30",,"20.8","2021-03-04T14:57:21.000","MGR 29","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est 1 km downstream of Rt 4 bridge","(ppt)","Salinity","physicals","field multi meter","46.1671","-62.6363","POINT (-62.6363 46.1671)"
"97",,"94.5","2021-03-04T14:58:52.000","MGR 42B","2018-08-01T00:00:00.000","2018-08-01","2","Montague River","MW","Montague R Est - 700 m SW of Brudenell Pt","%","Oxygen Saturation, Diss","oxygen","field multi meter","46.1744","-62.5613","POINT (-62.5613 46.1744)"
"1",,"6",,"CP 2","1981-07-15T00:00:00.000","1981-07-15","1","Miscellaneous","FW","Clarks Pond 2","(mg/L)","Calcium","general chemistry","ICP","46.2596","-62.8513","POINT (-62.8513 46.2596)"
"39",,"0",,"R 1","1991-05-21T00:00:00.000","1991-05-21","1","West River","FW","West River at Bolger Park Rd","(m)","Sample Depth","descriptive",,"46.2311","-63.3509","POINT (-63.3509 46.2311)"
"18",,"8.8",,"COV 23","1995-07-25T00:00:00.000","1995-07-25","1","Covehead Bay","FW","Cass Pond","(pH units)","pH (chem lab)","major ions","pH meter","46.393","-63.1261","POINT (-63.1261 46.393)"
"39",,"0",,"R 1","1991-07-16T00:00:00.000","1991-07-16","1","West River","FW","West River at Bolger Park Rd","(m)","Sample Depth","descriptive",,"46.2311","-63.3509","POINT (-63.3509 46.2311)"
"39",,"3.7","2000-03-21T10:27:38.000","NR 11B","1978-08-03T00:00:00.000","1978-08-03","1","North River","MW","North R Estuary above Rt 1 bridge","(m)","Sample Depth","descriptive",,"46.2578","-63.1843","POINT (-63.1843 46.2578)"
"92",,"1.7","2000-02-14T10:39:26.000","BWR 5","1992-07-07T00:00:00.000","1992-07-07","1","Malpeque Bay","MW","Barbara Weit River","(m)","Secchi Depth","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"4",,"3.98",,"BWR 15","1990-05-25T00:00:00.000","1990-05-25","1","Malpeque Bay","FW","Barbara Weit River at Rt 2","(mg/L)","Potassium","general chemistry","ICP","46.4248","-63.6767","POINT (-63.6767 46.4248)"
"2",,"2.2",,"CP 3","1982-06-08T00:00:00.000","1982-06-08","1","Miscellaneous","FW","Clarks Pond 3","(mg/L)","Magnesium","general chemistry","ICP","46.2597","-62.8526","POINT (-62.8526 46.2597)"
"34",,"3",,"MIR 7","1993-07-05T00:00:00.000","1993-07-05","1","Mill River","MW","Mill R Estuary off Fortune Cove","(1/2/3/4)","Tidal Stage","descriptive",,"46.7663","-64.1243","POINT (-64.1243 46.7663)"
"20","L","0.005",,"SPB 2","1994-06-13T00:00:00.000","1994-06-13","1","St. Peters Bay","FW","Midgell R at Rt 313","(mg/L)","Cadmium","general chemistry","ICP","46.3599","-62.5923","POINT (-62.5923 46.3599)"
"34",,"3",,"BWR 5","1994-07-19T00:00:00.000","1994-07-19","1","Malpeque Bay","MW","Barbara Weit River","(1/2/3/4)","Tidal Stage","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"39",,"1.7","2000-06-12T09:24:37.000","BWR 5B","2000-06-06T00:00:00.000","2000-06-06","1","Malpeque Bay","MW","Barbara Weit River","(m)","Sample Depth","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"30",,"23.3",,"MIR 11","1993-08-09T00:00:00.000","1993-08-09","1","Mill River","MW","Mill R Estuary 600 m SW of Fox Pt","(ppt)","Salinity","physicals","field multi meter","46.7674","-64.0733","POINT (-64.0733 46.7674)"
"39",,"1.4",,"BWR 8B","1994-06-20T00:00:00.000","1994-06-20","1","Malpeque Bay","MW","Barbara Weit River at mouth","(m)","Sample Depth","descriptive",,"46.4422","-63.7127","POINT (-63.7127 46.4422)"
"7",,"64",,"MGR 3","1990-12-04T00:00:00.000","1990-12-04","1","Montague River","FW","Montague River at Rt 24","(mg/L)","Alk Total","general chemistry","colourimetry","46.1315","-62.783","POINT (-62.783 46.1315)"
"34",,"2",,"BWR 5","1991-06-20T00:00:00.000","1991-06-20","1","Malpeque Bay","MW","Barbara Weit River","(1/2/3/4)","Tidal Stage","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"30",,"24.5",,"BWR 5B","1992-09-14T00:00:00.000","1992-09-14","1","Malpeque Bay","MW","Barbara Weit River","(ppt)","Salinity","physicals","field multi meter","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"39",,"0",,"R 1","1991-06-25T00:00:00.000","1991-06-25","1","West River","FW","West River at Bolger Park Rd","(m)","Sample Depth","descriptive",,"46.2311","-63.3509","POINT (-63.3509 46.2311)"
"4",,"1.7",,"TRB 19","1979-07-27T00:00:00.000","1979-07-27","1","Tracadie Bay","FW","Officers Pd - 1.3 km upstream of dam","(mg/L)","Potassium","general chemistry","ICP","46.328","-63.0812","POINT (-63.0812 46.328)"
"7",,"32",,"CP 1","1983-06-28T00:00:00.000","1983-06-28","1","Miscellaneous","FW","Clarks Pond 1","(mg/L)","Alk Total","general chemistry","colourimetry","46.2594","-62.8519","POINT (-62.8519 46.2594)"
"39",,"14.5",,"CAB 41B","1988-06-20T00:00:00.000","1988-06-20","1","Cardigan Bay","MW","Cardigan River - 1.6 km SE of Campbell Pt","(m)","Sample Depth","descriptive",,"46.1986","-62.4969","POINT (-62.4969 46.1986)"
"16",,"0.03",,"BWR 5B","1991-09-16T00:00:00.000","1991-09-16","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Copper","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"102","L","0.1","2001-10-18T15:48:07.000","BWR 5","2001-10-09T00:00:00.000","2001-10-09","1","Malpeque Bay","MW","Barbara Weit River","(mgN/L)","Ammonia-N","nutrients","colourimetry","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"26",,"8",,"MIR 7","1992-10-07T00:00:00.000","1992-10-07","1","Mill River","MW","Mill R Estuary off Fortune Cove","(pH units)","pH (Field)","major ions","pH meter","46.7663","-64.1243","POINT (-64.1243 46.7663)"
"39",,"0",,"R 1","1990-09-04T00:00:00.000","1990-09-04","1","West River","FW","West River at Bolger Park Rd","(m)","Sample Depth","descriptive",,"46.2311","-63.3509","POINT (-63.3509 46.2311)"
"17","L","0.05",,"BWR 5","1989-07-18T00:00:00.000","1989-07-18","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Lead","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"3",,"7",,"CP 3","1980-06-12T00:00:00.000","1980-06-12","1","Miscellaneous","FW","Clarks Pond 3","(mg/L)","Sodium","general chemistry","ICP","46.2597","-62.8526","POINT (-62.8526 46.2597)"
"39",,"1.2",,"BWR 8B","1995-10-03T00:00:00.000","1995-10-03","1","Malpeque Bay","MW","Barbara Weit River at mouth","(m)","Sample Depth","descriptive",,"46.4422","-63.7127","POINT (-63.7127 46.4422)"
"1",,"343.1",,"BWR 5","1991-07-29T00:00:00.000","1991-07-29","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Calcium","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"30",,"22.5",,"BWR 5","1993-06-09T00:00:00.000","1993-06-09","1","Malpeque Bay","MW","Barbara Weit River","(ppt)","Salinity","physicals","field multi meter","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"19","L","0.05",,"BWR 15","1991-07-15T00:00:00.000","1991-07-15","1","Malpeque Bay","FW","Barbara Weit River at Rt 2","(mg/L)","Chromium","general chemistry","ICP","46.4248","-63.6767","POINT (-63.6767 46.4248)"
"34",,"1","1999-10-28T12:51:01.000","BWR 5B","1999-10-25T00:00:00.000","1999-10-25","1","Malpeque Bay","MW","Barbara Weit River","(1/2/3/4)","Tidal Stage","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"1",,"347",,"BWR 5","1992-05-25T00:00:00.000","1992-05-25","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Calcium","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"34",,"3",,"BWR 5","1991-06-12T00:00:00.000","1991-06-12","1","Malpeque Bay","MW","Barbara Weit River","(1/2/3/4)","Tidal Stage","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"16","L","0.02","2008-09-24T00:00:00.000","COL 35","2008-09-23T00:00:00.000","2008-09-23","1","Colville Bay","FW","Souris R at Rt 306","(mg/L)","Copper","general chemistry","ICP","46.3904","-62.3046","POINT (-62.3046 46.3904)"
"10",,"0.1",,"BWR 15","1988-02-08T00:00:00.000","1988-02-08","1","Malpeque Bay","FW","Barbara Weit River at Rt 2","(mg/L)","Iron, dissolved","general chemistry","ICP","46.4248","-63.6767","POINT (-63.6767 46.4248)"
"28",,"11.6",,"BWR 5B","1995-03-07T00:00:00.000","1995-03-07","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Oxygen, Diss","oxygen","field multi meter","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"3",,"25.8",,"R 1","1987-10-29T00:00:00.000","1987-10-29","1","West River","FW","West River at Bolger Park Rd","(mg/L)","Sodium","general chemistry","ICP","46.2311","-63.3509","POINT (-63.3509 46.2311)"
"97",,"106.9","2021-03-25T14:14:55.000","R 1","2021-03-11T00:00:00.000","2021-03-11","0","West River","FW","West River at Bolger Park Rd","%","Oxygen Saturation, Diss","oxygen","field multi meter","46.2311","-63.3509","POINT (-63.3509 46.2311)"
"26",,"6.7",,"CP 1","1981-07-15T00:00:00.000","1981-07-15","1","Miscellaneous","FW","Clarks Pond 1","(pH units)","pH (Field)","major ions","pH meter","46.2594","-62.8519","POINT (-62.8519 46.2594)"
"26",,"8.2","2000-05-29T13:58:18.000","BWR 5B","2000-05-09T00:00:00.000","2000-05-09","1","Malpeque Bay","MW","Barbara Weit River","(pH units)","pH (Field)","major ions","pH meter","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"39",,"0.3","2002-01-14T13:40:25.000","BWR 5","2001-11-27T00:00:00.000","2001-11-27","1","Malpeque Bay","MW","Barbara Weit River","(m)","Sample Depth","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"34",,"1","2003-01-08T15:16:51.000","BWR 8B","2002-09-09T00:00:00.000","2002-09-09","1","Malpeque Bay","MW","Barbara Weit River at mouth","(1/2/3/4)","Tidal Stage","descriptive",,"46.4422","-63.7127","POINT (-63.7127 46.4422)"
"18",,"8",,"COV 23","1995-03-16T00:00:00.000","1995-03-16","1","Covehead Bay","FW","Cass Pond","(pH units)","pH (chem lab)","major ions","pH meter","46.393","-63.1261","POINT (-63.1261 46.393)"
"92",,"1.4","2000-02-14T10:30:25.000","BWR 8","1992-06-15T00:00:00.000","1992-06-15","1","Malpeque Bay","MW","Barbara Weit River at mouth","(m)","Secchi Depth","descriptive",,"46.4422","-63.7127","POINT (-63.7127 46.4422)"
"39",,"0",,"R 1","1990-06-19T00:00:00.000","1990-06-19","1","West River","FW","West River at Bolger Park Rd","(m)","Sample Depth","descriptive",,"46.2311","-63.3509","POINT (-63.3509 46.2311)"
"21","L","0.05",,"BWR 5","1989-09-21T00:00:00.000","1989-09-21","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Nickel","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"20","L","0.005",,"BWR 5B","1991-09-16T00:00:00.000","1991-09-16","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Cadmium","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"28",,"10.3","2008-12-30T09:38:05.000","COL 35","2008-07-07T00:00:00.000","2008-07-07","1","Colville Bay","FW","Souris R at Rt 306","(mg/L)","Oxygen, Diss","oxygen","field multi meter","46.3904","-62.3046","POINT (-62.3046 46.3904)"
"92",,"2","2000-06-12T09:24:45.000","BWR 5B","2000-06-06T00:00:00.000","2000-06-06","1","Malpeque Bay","MW","Barbara Weit River","(m)","Secchi Depth","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"92",,"1.4","2000-02-28T11:06:22.000","BWR 5B","1993-08-24T00:00:00.000","1993-08-24","1","Malpeque Bay","MW","Barbara Weit River","(m)","Secchi Depth","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"34",,"4",,"BWR 8B","1993-06-16T00:00:00.000","1993-06-16","1","Malpeque Bay","MW","Barbara Weit River at mouth","(1/2/3/4)","Tidal Stage","descriptive",,"46.4422","-63.7127","POINT (-63.7127 46.4422)"
"21","L","0.05",,"HBR 18","1990-03-28T00:00:00.000","1990-03-28","1","Hillsborough River","FW","Hornes Ck at old road","(mg/L)","Nickel","general chemistry","ICP","46.3003","-63.0772","POINT (-63.0772 46.3003)"
"39",,"3",,"CAB 16","1988-11-16T00:00:00.000","1988-11-16","1","Cardigan Bay","MW","Cardigan River - mid estuary off Winter Point","(m)","Sample Depth","descriptive",,"46.2211","-62.5533","POINT (-62.5533 46.2211)"
"17","L","0.05",,"BWR 5B","1990-08-09T00:00:00.000","1990-08-09","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Lead","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"17","L","0.05",,"BWR 15","1990-09-13T00:00:00.000","1990-09-13","1","Malpeque Bay","FW","Barbara Weit River at Rt 2","(mg/L)","Lead","general chemistry","ICP","46.4248","-63.6767","POINT (-63.6767 46.4248)"
"3",,"7626",,"BWR 8","1992-10-05T00:00:00.000","1992-10-05","1","Malpeque Bay","MW","Barbara Weit River at mouth","(mg/L)","Sodium","general chemistry","ICP","46.4422","-63.7127","POINT (-63.7127 46.4422)"
"39",,"0.7",,"MIR 14B","1992-11-04T00:00:00.000","1992-11-04","1","Mill River","MW","Mill R Estuary - 450 m downstream of Rt 171","(m)","Sample Depth","descriptive",,"46.7977","-64.1138","POINT (-64.1138 46.7977)"
"19","L","0.05",,"HBR 18","1990-07-30T00:00:00.000","1990-07-30","1","Hillsborough River","FW","Hornes Ck at old road","(mg/L)","Chromium","general chemistry","ICP","46.3003","-63.0772","POINT (-63.0772 46.3003)"
"2",,"1102",,"BWR 5","1990-07-11T00:00:00.000","1990-07-11","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Magnesium","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"1",,"44.55",,"BWR 15","1991-09-09T00:00:00.000","1991-09-09","1","Malpeque Bay","FW","Barbara Weit River at Rt 2","(mg/L)","Calcium","general chemistry","ICP","46.4248","-63.6767","POINT (-63.6767 46.4248)"
"17","L","0.05",,"TRB 21","1995-02-04T00:00:00.000","1995-02-04","1","Tracadie Bay","FW","Officers Pd 100 m upstream of dam","(mg/L)","Lead","general chemistry","ICP","46.3305","-63.0669","POINT (-63.0669 46.3305)"
"34",,"2","2022-06-01T08:38:15.000","SSH 51","2022-04-11T00:00:00.000","2022-04-11","0","Summerside Harbour","FW","Dunk R at Wall Rd - PE01CB0001","(1/2/3/4)","Tidal Stage","descriptive",,"46.3462","-63.6325","POINT (-63.6325 46.3462)"
"19","L","0.05",,"COV 23","1994-02-13T00:00:00.000","1994-02-13","1","Covehead Bay","FW","Cass Pond","(mg/L)","Chromium","general chemistry","ICP","46.393","-63.1261","POINT (-63.1261 46.393)"
"18",,"8",,"BWR 5","1990-09-06T00:00:00.000","1990-09-06","1","Malpeque Bay","MW","Barbara Weit River","(pH units)","pH (chem lab)","major ions","pH meter","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"16","L","0.02",,"R 1","1988-08-16T00:00:00.000","1988-08-16","1","West River","FW","West River at Bolger Park Rd","(mg/L)","Copper","general chemistry","ICP","46.2311","-63.3509","POINT (-63.3509 46.2311)"
"21","L","0.05",,"BWR 5B","1992-06-22T00:00:00.000","1992-06-22","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Nickel","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
"34",,"1",,"BWR 5B","1991-08-13T00:00:00.000","1991-08-13","1","Malpeque Bay","MW","Barbara Weit River","(1/2/3/4)","Tidal Stage","descriptive",,"46.4438","-63.7076","POINT (-63.7076 46.4438)"
"34",,"1",,"WR 7AB","1985-07-19T00:00:00.000","1985-07-19","1","West River","MW","West R Est 400 m E of MacNeils Pt","(1/2/3/4)","Tidal Stage","descriptive",,"46.1927","-63.2617","POINT (-63.2617 46.1927)"
"3",,"6595",,"BWR 5","1992-08-25T00:00:00.000","1992-08-25","1","Malpeque Bay","MW","Barbara Weit River","(mg/L)","Sodium","general chemistry","ICP","46.4438","-63.7076","POINT (-63.7076 46.4438)"
