Incident Number,Incident Date,Call Type Description,Location,Reporting District,Station,Received,Cleared,Disposition,Latitude,Longitude,Map Point,Census Block 2000 GeoId,Census Tract 2000 GeoId,Census Block 2010 GeoId,Census Tract 2010 GeoId,california_census_zipcodes
16017807,12/31/2016,Emergency Medical Service (EMS),500BLK OLYMPIC BLVD W,E-1,Station 1 ,12/31/2016 02:47:18 PM,12/31/2016 03:02:13 PM,Report              ,34.013073554129157,-118.4894131509823,"(34.013073554129, -118.489413150982)",,,060377019023014,06037701902,368
16017806,12/31/2016,Emergency Medical Service (EMS),1900BLK COLORADO AVE,E-3,Station 3 ,12/31/2016 02:16:10 PM,12/31/2016 02:27:46 PM,Report              ,34.025616703901889,-118.47735076069999,"(34.025616703902, -118.4773507607)",,,060377018024000,06037701802,364
16017805,12/31/2016,Emergency Medical Service (EMS),900BLK PICO BLVD ,E-2,Station 2 ,12/31/2016 01:53:38 PM,12/31/2016 02:03:07 PM,Report              ,34.012328783323575,-118.48288962088631,"(34.012328783324, -118.482889620886)",,,060377018023015,06037701802,363
16017804,12/31/2016,Emergency Medical Service (EMS),300BLK SANTA MONICA PIER ,E-1,Station 1 ,12/31/2016 01:40:59 PM,12/31/2016 02:00:52 PM,Report              ,34.010123810588006,-118.49647884215844,"(34.010123810588, -118.496478842158)",,,060377019023030,06037701902,368
16017803,12/31/2016,Emergency Medical Service (EMS),300BLK BAY ST,E-2,Station 2 ,12/31/2016 01:40:03 PM,12/31/2016 03:03:22 PM,Report              ,34.0085487403659,-118.48692449178265,"(34.008548740366, -118.486924491783)",,,060377020024009,06037702002,363
16017802,12/31/2016,Emergency Medical Service (EMS),1000BLK WILSHIRE BLVD ,E-6,Station 1 ,12/31/2016 01:39:49 PM,12/31/2016 01:59:36 PM,Report              ,34.024093576746672,-118.49215124549653,"(34.024093576747, -118.492151245497)",,,060377015023003,06037701502,368
16017801,12/31/2016,Emergency Medical Service (EMS),1700BLK 17TH ST,E-3,Station 3 ,12/31/2016 01:39:05 PM,12/31/2016 02:18:39 PM,Report              ,34.020957750544895,-118.47652002710707,"(34.020957750545, -118.476520027107)",,,060377018024012,06037701802,364
16017800,12/31/2016,Emergency Medical Service (EMS),1900BLK COLORADO AVE,E-3,Station 3 ,12/31/2016 01:15:16 PM,12/31/2016 02:48:09 PM,Report              ,34.025616703901889,-118.47735076069999,"(34.025616703902, -118.4773507607)",,,060377018024000,06037701802,364
16017799,12/31/2016,Structure Fire,2500BLK 6TH ST,E-2,Station 2 ,12/31/2016 12:37:06 PM,12/31/2016 05:39:45 PM,Report              ,34.005613040416556,-118.48024233128298,"(34.005613040417, -118.480242331283)",,,060377020022000,06037702002,363
16017798,12/31/2016,Emergency Medical Service (EMS),2600BLK MAIN ST,E-2,Station 2 ,12/31/2016 12:29:58 PM,12/31/2016 12:43:54 PM,Report              ,34.001625486253729,-118.48319990519504,"(34.001625486254, -118.483199905195)",,,060377021024003,06037702102,363
16017797,12/31/2016,Emergency Medical Service (EMS),300BLK SANTA MONICA PIER ,E-1,Station 1 ,12/31/2016 12:24:38 PM,12/31/2016 01:13:56 PM,Report              ,34.010123810588006,-118.49647884215844,"(34.010123810588, -118.496478842158)",,,060377019023030,06037701902,368
16017796,12/31/2016,Emergency Medical Service (EMS),1400BLK LINCOLN BLVD ,E-1,Station 1 ,12/31/2016 11:29:31 AM,12/31/2016 11:42:44 AM,Report              ,34.01881130755627,-118.49058672989742,"(34.018811307556, -118.490586729897)",,,060377019021025,06037701902,368
16017795,12/31/2016,Emergency Medical Service (EMS),1400BLK 17TH ST,E-3,Station 3 ,12/31/2016 11:26:29 AM,12/31/2016 12:10:18 PM,Report              ,34.025712697623177,-118.48207117699138,"(34.025712697623, -118.482071176991)",,,060377017021006,06037701702,364
16017794,12/31/2016,Elevator Rescue,2700BLK NEILSON WAY ,E-2,Station 2 ,12/31/2016 11:23:06 AM,12/31/2016 11:26:33 AM,Cancelled           ,34.000551753447539,-118.48313032113498,"(34.000551753448, -118.483130321135)",,,060377021021000,06037702102,363
16017793,12/31/2016,Emergency Medical Service (EMS),2500BLK OCEAN FRONT WALK ,E-2,Station 2 ,12/31/2016 11:21:58 AM,12/31/2016 11:48:32 AM,Report              ,34.001599745090381,-118.4878441115024,"(34.00159974509, -118.487844111502)",,,060377020021016,06037702002,363
16017792,12/31/2016,Automatic Alarm,1400BLK 3RD STREET PROM,E-1,Station 1 ,12/31/2016 11:08:30 AM,12/31/2016 11:32:12 AM,Report              ,34.014981208701265,-118.49530792778408,"(34.014981208701, -118.495307927784)",,,060377019022011,06037701902,368
16017791,12/31/2016,Emergency Medical Service (EMS),3100BLK WILSHIRE BLVD ,E-4,Station 3 ,12/31/2016 10:56:39 AM,12/31/2016 11:07:17 AM,Report              ,34.039815087849526,-118.47275554026552,"(34.039815087849, -118.472755540266)",,,060377016021009,06037701602,364
16017790,12/31/2016,Emergency Medical Service (EMS),1400BLK OCEAN AVE,E-1,Station 1 ,12/31/2016 10:36:17 AM,12/31/2016 11:46:41 AM,Report              ,34.013426734647226,-118.4972254990458,"(34.013426734647, -118.497225499046)",,,060377019022009,06037701902,368
16017789,12/31/2016,Emergency Medical Service (EMS),900BLK 2ND ST,E-6,Station 1 ,12/31/2016 09:47:31 AM,12/31/2016 10:23:03 AM,Report              ,34.020987128631027,-118.50418048332999,"(34.020987128631, -118.50418048333)",,,060377014021009,06037701402,365
16017788,12/31/2016,Emergency Medical Service (EMS),1300BLK 20TH ST,E-3,Station 3 ,12/31/2016 09:28:34 AM,12/31/2016 10:11:16 AM,Report              ,34.029348447938766,-118.48079774666763,"(34.029348447939, -118.480797746668)",,,060377015021014,06037701502,364
16017787,12/31/2016,Emergency Medical Service (EMS),2000BLK 14TH ST,E-2,Station 2 ,12/31/2016 09:12:47 AM,12/31/2016 09:38:39 AM,Report              ,34.015188530043268,-118.47507279729207,"(34.015188530043, -118.475072797292)",,,060377022013001,06037702201,363
16017786,12/31/2016,Emergency Medical Service (EMS),2000BLK MAIN ST,E-2,Station 2 ,12/31/2016 09:07:52 AM,12/31/2016 09:36:38 AM,Report              ,34.007128813321629,-118.48887387123543,"(34.007128813322, -118.488873871235)",,,060377020021010,06037702002,363
16017785,12/31/2016,Emergency Medical Service (EMS),2700BLK KANSAS AVE,E-5N,Station 5 ,12/31/2016 08:48:45 AM,12/31/2016 09:47:23 AM,Report              ,34.025155178368095,-118.46238547217983,"(34.025155178368, -118.46238547218)",,,060377018014000,06037701801,364
16017784,12/31/2016,Emergency Medical Service (EMS),800BLK 3RD ST,E-6,Station 1 ,12/31/2016 08:30:51 AM,12/31/2016 09:40:03 AM,Report              ,34.023090641664936,-118.5047925877178,"(34.023090641665, -118.504792587718)",,,060377014022004,06037701402,365
16017783,12/31/2016,Emergency Medical Service (EMS),1000BLK 2ND ST,E-6,Station 1 ,12/31/2016 08:04:58 AM,12/31/2016 08:30:55 AM,Report              ,34.019646735371673,-118.50261348853802,"(34.019646735372, -118.502613488538)",,,060377014021010,06037701402,365
16017782,12/31/2016,Emergency Medical Service (EMS),20TH ST / INTERSTATE 10,E-3,Station 3 ,12/31/2016 07:30:40 AM,12/31/2016 07:54:37 AM,Report              ,34.023270091534727,-118.47369618983839,"(34.023270091535, -118.473696189838)",,,060377018024008,06037701802,364
16017781,12/31/2016,Emergency Medical Service (EMS),100BLK SAN VICENTE BLVD,E-6,Station 1 ,12/31/2016 07:30:10 AM,12/31/2016 08:31:54 AM,Report              ,,,,,,060377013043004,06037701304,
16017780,12/31/2016,Emergency Medical Service (EMS),800BLK 12TH ST,E-4,Station 3 ,12/31/2016 07:09:30 AM,12/31/2016 07:28:26 AM,Report              ,34.029987626683592,-118.49628324929357,"(34.029987626684, -118.496283249294)",,,060377013021004,06037701302,365
16017779,12/31/2016,Emergency Medical Service (EMS),300BLK OLYMPIC DR ,E-1,Station 1 ,12/31/2016 06:34:37 AM,12/31/2016 06:56:40 AM,Report              ,34.012551682867041,-118.49339371829517,"(34.012551682867, -118.493393718295)",,,060377019023020,06037701902,368
16017777,12/31/2016,Emergency Medical Service (EMS),400BLK 17TH ST,E-4,Station 3 ,12/31/2016 05:20:53 AM,12/31/2016 05:55:59 AM,Report              ,34.038059165972015,-118.49650953616396,"(34.038059165972, -118.496509536164)",,,060377012015001,06037701201,366
16017776,12/31/2016,Emergency Medical Service (EMS),400BLK 17TH ST,E-4,Station 3 ,12/31/2016 05:20:31 AM,12/31/2016 05:21:13 AM,Cancelled           ,34.038059165972015,-118.49650953616396,"(34.038059165972, -118.496509536164)",,,060377012015001,06037701201,366
16017775,12/31/2016,Emergency Medical Service (EMS),100BLK GEORGINA AVE,E-6,Station 1 ,12/31/2016 03:35:44 AM,12/31/2016 04:18:36 AM,Report              ,34.026196719524286,-118.51183152738008,"(34.026196719524, -118.51183152738)",,,060377013043019,06037701304,366
16017774,12/31/2016,Emergency Medical Service (EMS),700BLK SANTA MONICA BLVD,E-1,Station 1 ,12/31/2016 02:55:06 AM,12/31/2016 03:04:14 AM,Report              ,34.0190997448228,-118.49183975970503,"(34.019099744823, -118.491839759705)",,,060377019021024,06037701902,368
16017773,12/31/2016,Trash/Dumpster Fire ,2500BLK OCEAN PARK BLVD,E-5S,Station 5 ,12/31/2016 12:53:00 AM,12/31/2016 01:09:31 AM,Report              ,34.017217628626774,-118.45866999060814,"(34.017217628627, -118.458669990608)",,,060377023002009,06037702300,363
16017772,12/31/2016,Emergency Medical Service (EMS),1500BLK 14TH ST,E-3,Station 3 ,12/31/2016 12:34:54 AM,12/31/2016 01:20:25 AM,Report              ,34.02207306028648,-118.48334572318981,"(34.022073060287, -118.48334572319)",,,060377017022011,06037701702,364
16017771,12/30/2016,Emergency Medical Service (EMS),700BLK NAVY ST,E-2,Station 2 ,12/30/2016 10:47:30 PM,12/30/2016 10:59:44 PM,Report              ,34.002229784377654,-118.47248431333617,"(34.002229784378, -118.472484313336)",,,060377021022003,06037702102,363
16017770,12/30/2016,Emergency Medical Service (EMS),1700BLK CLOVERFIELD BLVD ,E-3,Station 3 ,12/30/2016 10:36:45 PM,12/30/2016 10:59:53 PM,Report              ,34.026876745941308,-118.47201255782574,"(34.026876745941, -118.472012557826)",,,060377018015006,06037701801,364
16017769,12/30/2016,Emergency Medical Service (EMS),900BLK 10TH ST,E-6,Station 1 ,12/30/2016 08:45:49 PM,12/30/2016 09:10:23 PM,Report              ,34.027116587053584,-118.49661055520454,"(34.027116587054, -118.496610555205)",,,060377013022018,06037701302,365
16017768,12/30/2016,Emergency Medical Service (EMS),300BLK SANTA MONICA PL,E-1,Station 1 ,12/30/2016 08:05:25 PM,12/30/2016 08:35:04 PM,Report              ,,,,,,060377019022014,06037701902,
16017767,12/30/2016,Automatic Alarm,1900BLK OCEAN WAY ,E-2,Station 2 ,12/30/2016 07:34:53 PM,12/30/2016 07:49:09 PM,Report              ,34.006825420684734,-118.49120284272412,"(34.006825420685, -118.491202842724)",,,060377020021006,06037702002,368
16017765,12/30/2016,Arcing Wires,2000BLK LINCOLN BLVD,E-2,Station 2 ,12/30/2016 05:20:34 PM,12/30/2016 05:32:35 PM,Report              ,34.011519128009191,-118.48204103625442,"(34.011519128009, -118.482041036254)",,,060377020023001,06037702002,363
16017763,12/30/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/30/2016 04:13:49 PM,12/30/2016 05:10:27 PM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017762,12/30/2016,Emergency Medical Service (EMS),1400BLK OCEAN AVE ,E-1,Station 1 ,12/30/2016 03:53:07 PM,12/30/2016 06:33:57 PM,Report              ,34.013426734647226,-118.4972254990458,"(34.013426734647, -118.497225499046)",,,060377019022009,06037701902,368
16017761,12/30/2016,Emergency Medical Service (EMS),2600BLK OCEAN FRONT WALK ,E-2,Station 2 ,12/30/2016 02:30:54 PM,12/30/2016 03:00:16 PM,Report              ,34.000249099293868,-118.4866398143692,"(34.000249099294, -118.486639814369)",,,060377021021003,06037702102,363
16017760,12/30/2016,Public Assist,10TH ST / MONTANA AVE,E-6,Station 1 ,12/30/2016 01:46:11 PM,12/30/2016 02:00:38 PM,Report              ,34.029122808044896,-118.49895660439867,"(34.029122808045, -118.498956604399)",,,060377013022000,06037701302,365
16017759,12/30/2016,Emergency Medical Service (EMS),1400BLK WILSHIRE BLVD,E-4,Station 3 ,12/30/2016 01:29:05 PM,12/30/2016 01:53:16 PM,Report              ,34.027162624891993,-118.48837371820022,"(34.027162624892, -118.4883737182)",,,060377015022002,06037701502,364
16017758,12/30/2016,Automatic Alarm,1300BLK FRANKLIN ST,E-3,Station 3 ,12/30/2016 12:00:07 PM,12/30/2016 12:05:55 PM,Report              ,34.038572585180461,-118.46945742210627,"(34.038572585181, -118.469457422106)",,,060377016021007,06037701602,364
16017757,12/30/2016,Emergency Medical Service (EMS),1300BLK OCEAN AVE,E-1,Station 1 ,12/30/2016 11:37:19 AM,12/30/2016 12:00:58 PM,Report              ,34.015396838381349,-118.49953292546942,"(34.015396838381, -118.499532925469)",,,060377019022008,06037701902,368
16017755,12/30/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/30/2016 09:15:06 AM,12/30/2016 10:39:54 AM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017754,12/30/2016,Emergency Medical Service (EMS),900BLK 25TH ST,E-4,Station 3 ,12/30/2016 09:10:52 AM,12/30/2016 10:26:46 AM,Report              ,34.03862078658333,-118.48242854606451,"(34.038620786583, -118.482428546065)",,,060377016014002,06037701601,365
16017753,12/30/2016,Emergency Medical Service (EMS),1400BLK 16TH ST,E-3,Station 3 ,12/30/2016 09:10:38 AM,12/30/2016 09:23:24 AM,Report              ,34.024944303232964,-118.48301768671009,"(34.024944303233, -118.48301768671)",,,060377017022000,06037701702,364
16017752,12/30/2016,Emergency Medical Service (EMS),1100BLK 7TH ST,E-6,Station 1 ,12/30/2016 08:19:20 AM,12/30/2016 08:49:54 AM,Report              ,34.022102122854143,-118.49627576473317,"(34.022102122854, -118.496275764733)",,,060377014024010,06037701402,365
16017750,12/30/2016,Automatic Alarm,1700BLK OCEAN AVE ,E-2,Station 2 ,12/30/2016 07:42:34 AM,12/30/2016 07:53:15 AM,Report              ,34.008964543289451,-118.49200823158681,"(34.00896454329, -118.492008231587)",,,060377019023027,06037701902,368
16017749,12/30/2016,Automatic Alarm,1300BLK 3RD STREET PROM,E-1,Station 1 ,12/30/2016 07:41:15 AM,12/30/2016 07:54:21 AM,Report              ,34.016324503105331,-118.4968759891658,"(34.016324503105, -118.496875989166)",,,060377019022002,06037701902,368
16017748,12/30/2016,Emergency Medical Service (EMS),1100BLK ARIZONA AVE,E-6,Station 1 ,12/30/2016 07:17:07 AM,12/30/2016 08:04:13 AM,Report              ,34.023845432183222,-118.4891905360103,"(34.023845432183, -118.48919053601)",,,060377015023014,06037701502,368
16017747,12/30/2016,Emergency Medical Service (EMS),1100BLK 3RD ST,E-6,Station 1 ,12/30/2016 07:11:56 AM,12/30/2016 07:43:56 AM,Report              ,34.019036977591824,-118.50005475398064,"(34.019036977592, -118.500054753981)",,,060377014023016,06037701402,365
16017746,12/30/2016,Emergency Medical Service (EMS),2200BLK 22ND ST,E-5N,Station 5 ,12/30/2016 06:05:44 AM,12/30/2016 07:03:24 AM,Report              ,34.018975871794538,-118.4662407702658,"(34.018975871795, -118.466240770266)",,,060377023004026,06037702300,363
16017745,12/30/2016,Emergency Medical Service (EMS),900BLK 7TH ST,E-6,Station 1 ,12/30/2016 06:01:54 AM,12/30/2016 06:40:42 AM,Report              ,34.024818715414433,-118.49945204277302,"(34.024818715414, -118.499452042773)",,,060377013022012,06037701302,365
16017744,12/30/2016,Emergency Medical Service (EMS),25TH ST / WILSHIRE BLVD,E-4,Station 3 ,12/30/2016 05:50:14 AM,12/30/2016 06:17:12 AM,Report              ,34.035350496792454,-118.47827078628443,"(34.035350496793, -118.478270786284)",,,060377016022019,06037701602,365
16017742,12/30/2016,Emergency Medical Service (EMS),1900BLK CLOVERFIELD BLVD,E-5N,Station 5 ,12/30/2016 04:36:44 AM,12/30/2016 04:58:11 AM,Report              ,34.023550189110594,-118.46811379767543,"(34.023550189111, -118.468113797675)",,,060377018015016,06037701801,364
16017741,12/30/2016,Emergency Medical Service (EMS),2000BLK 14TH ST,E-2,Station 2 ,12/30/2016 03:07:24 AM,12/30/2016 03:21:57 AM,Report              ,34.015660742497118,-118.47555591285081,"(34.015660742497, -118.475555912851)",,,060377022013000,06037702201,363
16017740,12/30/2016,Emergency Medical Service (EMS),2300BLK VIRGINIA AVE,E-5N,Station 5 ,12/30/2016 02:46:44 AM,12/30/2016 02:51:41 AM,Report              ,34.023081628949846,-118.46747484533975,"(34.02308162895, -118.46747484534)",,,060377018014003,06037701801,364
16017739,12/30/2016,Emergency Medical Service (EMS),2300BLK VIRGINIA AVE,E-5N,Station 5 ,12/30/2016 02:45:00 AM,12/30/2016 03:05:29 AM,Report              ,34.023081628949846,-118.46747484533975,"(34.02308162895, -118.46747484534)",,,060377018014003,06037701801,364
16017738,12/30/2016,Emergency Medical Service (EMS),1900BLK CLOVERFIELD BLVD,E-5N,Station 5 ,12/30/2016 02:32:43 AM,12/30/2016 02:38:29 AM,Report              ,34.023081628949846,-118.46747484533975,"(34.02308162895, -118.46747484534)",,,060377018014003,06037701801,364
16017737,12/30/2016,Emergency Medical Service (EMS),2900BLK VIRGINIA AVE,E-5N,Station 5 ,12/30/2016 12:52:29 AM,12/30/2016 02:02:37 AM,Report              ,34.027116542611076,-118.4609637774344,"(34.027116542611, -118.460963777434)",,,060377018012012,06037701801,364
16017736,12/29/2016,Hydrant Leak,300BLK MONTANA AVE,E-6,Station 1 ,12/29/2016 11:34:39 PM,12/29/2016 11:42:40 PM,Report              ,34.024139038718033,-118.50510278514048,"(34.024139038718, -118.50510278514)",,,060377014022003,06037701402,365
16017735,12/29/2016,Emergency Medical Service (EMS),1700BLK OCEAN FRONT WALK,E-2,Station 2 ,12/29/2016 10:44:49 PM,12/29/2016 11:20:04 PM,Report              ,34.008156578280278,-118.4934520519295,"(34.00815657828, -118.493452051929)",,,060377019023030,06037701902,368
16017734,12/29/2016,Emergency Medical Service (EMS),300BLK SANTA MONICA PIER ,E-1,Station 1 ,12/29/2016 09:57:08 PM,12/29/2016 10:27:52 PM,Report              ,34.010123810588006,-118.49647884215844,"(34.010123810588, -118.496478842158)",,,060377019023030,06037701902,368
16017733,12/29/2016,Automatic Alarm,600BLK PALISADES BEACH RD,E-1,Station 1 ,12/29/2016 09:36:07 PM,12/29/2016 09:45:23 PM,Report              ,34.022554909417416,-118.50963356227747,"(34.022554909417, -118.509633562277)",,,060377013043022,06037701304,366
16017732,12/29/2016,Emergency Medical Service (EMS),300BLK SANTA MONICA PIER ,E-1,Station 1 ,12/29/2016 09:26:10 PM,12/29/2016 10:06:33 PM,Report              ,34.010123810588006,-118.49647884215844,"(34.010123810588, -118.496478842158)",,,060377019023030,06037701902,368
16017731,12/29/2016,Emergency Medical Service (EMS),2700BLK SANTA MONICA BLVD ,E-3,Station 3 ,12/29/2016 09:15:25 PM,12/29/2016 09:23:36 PM,Report              ,34.03407407645625,-118.47336337517203,"(34.034074076456, -118.473363375172)",,,060377017012005,06037701701,364
16017730,12/29/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/29/2016 08:21:51 PM,12/29/2016 09:04:42 PM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017729,12/29/2016,Emergency Medical Service (EMS),700BLK ASHLAND AVE,E-2,Station 2 ,12/29/2016 08:21:01 PM,12/29/2016 08:24:00 PM,Report              ,34.004102051146369,-118.47415567814947,"(34.004102051146, -118.474155678149)",,,060377021023001,06037702102,363
16017728,12/29/2016,Emergency Medical Service (EMS),1800BLK 12TH ST,E-2,Station 2 ,12/29/2016 07:48:29 PM,12/29/2016 08:06:57 PM,Report              ,34.016267117031568,-118.48025107928706,"(34.016267117032, -118.480251079287)",,,060377018022007,06037701802,364
16017727,12/29/2016,Elevator Rescue,1400BLK 3RD STREET PROM ,E-1,Station 1 ,12/29/2016 07:45:37 PM,12/29/2016 08:06:52 PM,Report              ,34.015610449692346,-118.49604314811475,"(34.015610449692, -118.496043148115)",,,060377019022012,06037701902,368
16017726,12/29/2016,Emergency Medical Service (EMS),1700BLK 4TH ST ,E-2,Station 2 ,12/29/2016 07:00:42 PM,12/29/2016 07:25:41 PM,Report              ,34.012016815893453,-118.49000314255886,"(34.012016815894, -118.490003142559)",,,060377019023010,06037701902,368
16017725,12/29/2016,Emergency Medical Service (EMS),1500BLK 5TH ST,E-1,Station 1 ,12/29/2016 06:51:20 PM,12/29/2016 07:21:41 PM,Report              ,34.015178754616706,-118.49186142159012,"(34.015178754617, -118.49186142159)",,,060377019021035,06037701902,368
16017724,12/29/2016,Emergency Medical Service (EMS),300BLK OLYMPIC DR ,E-1,Station 1 ,12/29/2016 06:16:28 PM,12/29/2016 06:30:33 PM,Report              ,34.012551682867041,-118.49339371829517,"(34.012551682867, -118.493393718295)",,,060377019023020,06037701902,368
16017723,12/29/2016,Emergency Medical Service (EMS),OCEAN AVE / COLORADO AVE,E-1,Station 1 ,12/29/2016 06:10:09 PM,12/29/2016 06:33:13 PM,Report              ,34.011421656841129,-118.49487612103148,"(34.011421656841, -118.494876121031)",,,060377019023040,06037701902,368
16017722,12/29/2016,Emergency Medical Service (EMS),3RD STREET PROM / WILSHIRE BLVD,E-6,Station 1 ,12/29/2016 06:09:26 PM,12/29/2016 06:29:17 PM,Report              ,34.018346527357579,-118.49924717483413,"(34.018346527358, -118.499247174834)",,,060377019022004,06037701902,368
16017721,12/29/2016,Emergency Medical Service (EMS),1300BLK 6TH ST ,E-1,Station 1 ,12/29/2016 05:48:21 PM,12/29/2016 07:12:43 PM,Report              ,34.019248026342837,-118.49478022493064,"(34.019248026343, -118.494780224931)",,,060377019021012,06037701902,368
16017720,12/29/2016,Emergency Medical Service (EMS),2100BLK OCEAN AVE,E-2,Station 2 ,12/29/2016 05:37:27 PM,12/29/2016 06:04:24 PM,Report              ,34.004905329358124,-118.48926767751007,"(34.004905329358, -118.48926767751)",,,060377020021017,06037702002,363
16017719,12/29/2016,Emergency Medical Service (EMS),1900BLK 18TH ST,E-3,Station 3 ,12/29/2016 05:33:12 PM,12/29/2016 05:45:05 PM,Report              ,34.019688131532874,-118.47319821714497,"(34.019688131533, -118.473198217145)",,,060377018021014,06037701802,364
16017718,12/29/2016,Emergency Medical Service (EMS),1900BLK LINCOLN BLVD ,E-2,Station 2 ,12/29/2016 05:27:44 PM,12/29/2016 05:45:07 PM,Report              ,34.01225251275276,-118.48291265581786,"(34.012252512753, -118.482912655818)",,,060377020023000,06037702002,363
16017717,12/29/2016,Emergency Medical Service (EMS),1500BLK MONTANA AVE,E-4,Station 3 ,12/29/2016 05:24:13 PM,12/29/2016 05:39:18 PM,Report              ,34.033341011566158,-118.49375104328792,"(34.033341011566, -118.493751043288)",,,060377012022004,06037701202,365
16017716,12/29/2016,Elevator Rescue,500BLK WILSHIRE BLVD,E-6,Station 1 ,12/29/2016 05:20:34 PM,12/29/2016 05:26:37 PM,Report              ,34.020264615289548,-118.49688300742572,"(34.02026461529, -118.496883007426)",,,060377019021006,06037701902,368
16017715,12/29/2016,Emergency Medical Service (EMS),1400BLK OCEAN AVE,E-1,Station 1 ,12/29/2016 04:40:38 PM,12/29/2016 05:27:04 PM,Report              ,34.013426734647226,-118.4972254990458,"(34.013426734647, -118.497225499046)",,,060377019022009,06037701902,368
16017714,12/29/2016,Emergency Medical Service (EMS),300BLK ARIZONA AVE ,E-6,Station 1 ,12/29/2016 03:41:56 PM,12/29/2016 04:10:49 PM,Report              ,34.017374515603805,-118.49718764331404,"(34.017374515604, -118.497187643314)",,,060377019022002,06037701902,368
