calendar,event_id,title,is_cancelled,start_date,end_date,all_day,description,location_name,address,contact_name,contact_email,contact_phone,age_groups,event_types,detail_url,signup_url,image_url,id,california_census_zipcodes,Census Tracts
cityhall,4513,Planning Commission ,false,11/17/2021 05:30:00 PM,11/17/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4513,,cityhall_4513,368,15
other,1102,"Commission on Sustainability, Environmental Justice, and the Environment",false,11/15/2021 07:00:00 PM,11/15/2021 10:00:00 PM,false,"The Task Force on the Environment was established in 1991 by the Santa Monica City Council to advise City Council on environmental program and policy issues. The Task Force on the Environment was the driving force behind the development of Santa Monicas Sustainable City Plan in the early 1990s and continues to closely monitor the plan and advise Council on plan implementation. On July 27, 2021, the Task Force became a permenant commission named the Commission on Sustainability, Environmental Justice, and the Environment.<br /><br />The Commission is an expert panel made up of seven members selected by City Council. Commissioners must have significant expertise in one or more areas of environmental policy and must reside or work in Santa Monica.",,"other
Santa Monica, CA 90401",,,,"50+/Seniors, Adults, Teens","Community/Government Meetings, Sustainability","https://www.smgov.net/Departments/OSE/Commission_on_Sustainability,_Environmental_Justice,_and_the_Environment/Commission_on_Sustainability,_Environmental_Justice_and_the_Environment.aspx",http://calendar.smgov.net/other/eventsignup.asp?ID=1102,,other_1102,,
cityhall,4460,Architectural Review Board Meeting,false,11/15/2021 07:00:00 PM,11/15/2021 07:00:00 PM,false,"The Architectural Review Board established in 1974, acts to preserve existing areas of natural beauty, cultural importance and assure that buildings, structures, signs or other developments are in good taste, good design, harmonious with surrounding developments, and in general contribute to the preservation of Santa Monica's reputation as a place of beauty, spaciousness and quality.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Architectural-Review-Board/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4460,,cityhall_4460,368,15
cityhall,4441,Santa Monica Rent Control Regular Board Meeting,false,11/11/2021 07:00:00 PM,11/11/2021 07:00:00 PM,false,The Rent Control Board meets to conduct business associated with the Rent Control Charter Amendment and Regulations.,City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)","Alvin Ho, Board Secretary",alvin.ho@santamonica.gov,3104588751,All Ages,Community/Government Meetings,www.santamonica.gov/rentcontrol (http://www.santamonica.gov/rentcontrol),http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4441,,cityhall_4441,368,15
cityhall,4436,Clean Beaches & Ocean Committee Meeting (Special),false,11/10/2021 06:30:00 PM,11/10/2021 06:30:00 PM,false,A remote special meeting of the Clean Beaches & Ocean Parcel Tax Citizens' Oversight Committee. An agenda will be posted online closer to the meeting date (Click on More Details).,Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,All Ages,Community/Government Meetings,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4436,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4436,,cityhall_4436,368,15
cityhall,4192,Landmarks Commission Meeting,false,11/08/2021 07:00:00 PM,11/08/2021 07:00:00 PM,false,"Established in 1975, the mission of the Landmarks Commission is To protect improvements and areas which represent the City's cultural, social, economic, political and architectural history; safeguard the City's historic, aesthetic and cultural heritage; and promote the use of landmarks and historic districts for the education, pleasure and welfare of the people.",City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Landmarks-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4192,,cityhall_4192,368,15
library,33806,Library Board Meeting,false,11/04/2021 07:00:00 PM,11/04/2021 09:00:00 PM,false,The mission of the Santa Monica Public Library Board is to support and have charge of the administration of the Santa Monica Public Library.<br /><br />Due to COVID-19 precautions the Board is meeting virtually.<br /><br />Agenda: https://smpl.org/Library_Board.aspx,Main Library,"601 Santa Monica Boulevard
Santa Monica, CA 90401
(34.0185, -118.493556)",Priscilla Bouvet,priscilla.bouvet@santamonica.gov,,All Ages,Community/Government Meetings,http://calendar.smgov.net/library/eventsignup.asp?ID=33806,http://calendar.smgov.net/library/eventsignup.asp?ID=33806,,library_33806,368,15
cityhall,4512,Planning Commission ,false,11/03/2021 05:30:00 PM,11/03/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4512,,cityhall_4512,368,15
cityhall,4511,Planning Commission ,false,10/20/2021 05:30:00 PM,10/20/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4511,,cityhall_4511,368,15
cityhall,4459,Architectural Review Board Meeting,false,10/18/2021 07:00:00 PM,10/18/2021 07:00:00 PM,false,"The Architectural Review Board established in 1974, acts to preserve existing areas of natural beauty, cultural importance and assure that buildings, structures, signs or other developments are in good taste, good design, harmonious with surrounding developments, and in general contribute to the preservation of Santa Monica's reputation as a place of beauty, spaciousness and quality.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Architectural-Review-Board/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4459,,cityhall_4459,368,15
other,1101,"Commission on Sustainability, Environmental Justice, and the Environment",false,10/18/2021 07:00:00 PM,10/18/2021 10:00:00 PM,false,"The Task Force on the Environment was established in 1991 by the Santa Monica City Council to advise City Council on environmental program and policy issues. The Task Force on the Environment was the driving force behind the development of Santa Monicas Sustainable City Plan in the early 1990s and continues to closely monitor the plan and advise Council on plan implementation. On July 27, 2021, the Task Force became a permenant commission named the Commission on Sustainability, Environmental Justice, and the Environment.<br /><br />The Commission is an expert panel made up of seven members selected by City Council. Commissioners must have significant expertise in one or more areas of environmental policy and must reside or work in Santa Monica.",,"other
Santa Monica, CA 90401",,,,"50+/Seniors, Adults, Teens","Community/Government Meetings, Sustainability","https://www.smgov.net/Departments/OSE/Commission_on_Sustainability,_Environmental_Justice,_and_the_Environment/Commission_on_Sustainability,_Environmental_Justice_and_the_Environment.aspx",http://calendar.smgov.net/other/eventsignup.asp?ID=1101,,other_1101,,
cityhall,4440,Santa Monica Rent Control Regular Board Meeting,false,10/14/2021 07:00:00 PM,10/14/2021 07:00:00 PM,false,The Rent Control Board meets to conduct business associated with the Rent Control Charter Amendment and Regulations.,City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)","Alvin Ho, Board Secretary",alvin.ho@santamonica.gov,3104588751,All Ages,Community/Government Meetings,www.santamonica.gov/rentcontrol (http://www.santamonica.gov/rentcontrol),http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4440,,cityhall_4440,368,15
cityhall,4096,Zoning Administrator,false,10/12/2021 10:30:00 AM,10/12/2021 10:30:00 AM,false,"The Zoning Administrator issues land use permits that are minor in nature and may adopt specific findings of fact to support the resulting decision, or require specific conditions. Some Zoning Administrator permits are administrative determinations, while others require a noticed public hearing.",City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Zoning-Administrator/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4096,,cityhall_4096,368,15
cityhall,4191,Landmarks Commission Meeting,false,10/11/2021 07:00:00 PM,10/11/2021 07:00:00 PM,false,"Established in 1975, the mission of the Landmarks Commission is To protect improvements and areas which represent the City's cultural, social, economic, political and architectural history; safeguard the City's historic, aesthetic and cultural heritage; and promote the use of landmarks and historic districts for the education, pleasure and welfare of the people.",City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Landmarks-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4191,,cityhall_4191,368,15
cityhall,4510,Planning Commission ,false,10/06/2021 05:30:00 PM,10/06/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4510,,cityhall_4510,368,15
cityhall,4484,CANCELLED: Planning Commission ,true,09/22/2021 05:30:00 PM,09/22/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4484,,cityhall_4484,368,15
other,1100,"CANCELED Commission on Sustainability, Environ. Justice, and the Environment",true,09/20/2021 07:00:00 PM,09/20/2021 10:00:00 PM,false,"The Task Force on the Environment was established in 1991 by the Santa Monica City Council to advise City Council on environmental program and policy issues. The Task Force on the Environment was the driving force behind the development of Santa Monicas Sustainable City Plan in the early 1990s and continues to closely monitor the plan and advise Council on plan implementation. On July 27, 2021, the Task Force became a permenant commission named the Commission on Sustainability, Environmental Justice, and the Environment.<br /><br />The Commission is an expert panel made up of seven members selected by City Council. Commissioners must have significant expertise in one or more areas of environmental policy and must reside or work in Santa Monica.",,"other
Santa Monica, CA 90401",,,,"50+/Seniors, Adults, Teens","Community/Government Meetings, Sustainability","https://www.smgov.net/Departments/OSE/Commission_on_Sustainability,_Environmental_Justice,_and_the_Environment/Commission_on_Sustainability,_Environmental_Justice_and_the_Environment.aspx",http://calendar.smgov.net/other/eventsignup.asp?ID=1100,,other_1100,,
cityhall,4458,Architectural Review Board Meeting,false,09/20/2021 07:00:00 PM,09/20/2021 07:00:00 PM,false,"The Architectural Review Board established in 1974, acts to preserve existing areas of natural beauty, cultural importance and assure that buildings, structures, signs or other developments are in good taste, good design, harmonious with surrounding developments, and in general contribute to the preservation of Santa Monica's reputation as a place of beauty, spaciousness and quality.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Architectural-Review-Board/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4458,,cityhall_4458,368,15
cityhall,4509,Planning Commission ,false,09/20/2021 05:30:00 PM,09/20/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4509,,cityhall_4509,368,15
cityhall,4095,CANCELLED: Zoning Administrator,true,09/14/2021 10:30:00 AM,09/14/2021 10:30:00 AM,false,"The Zoning Administrator issues land use permits that are minor in nature and may adopt specific findings of fact to support the resulting decision, or require specific conditions. Some Zoning Administrator permits are administrative determinations, while others require a noticed public hearing.",City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Zoning-Administrator/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4095,,cityhall_4095,368,15
cityhall,4190,Landmarks Commission Meeting,false,09/13/2021 07:00:00 PM,09/13/2021 07:00:00 PM,false,"Established in 1975, the mission of the Landmarks Commission is To protect improvements and areas which represent the City's cultural, social, economic, political and architectural history; safeguard the City's historic, aesthetic and cultural heritage; and promote the use of landmarks and historic districts for the education, pleasure and welfare of the people.",City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Landmarks-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4190,,cityhall_4190,368,15
library,33805,Library Board Meeting,false,09/09/2021 07:00:00 PM,09/09/2021 09:00:00 PM,false,The mission of the Santa Monica Public Library Board is to support and have charge of the administration of the Santa Monica Public Library.<br /><br />Due to COVID-19 precautions the Board is meeting virtually.<br /><br />Agenda: https://smpl.org/Library_Board.aspx<br />,Main Library,"601 Santa Monica Boulevard
Santa Monica, CA 90401
(34.0185, -118.493556)",Priscilla,priscilla.bouvet@santamonica.gov,,All Ages,"Community/Government Meetings, Virtual Program",http://calendar.smgov.net/library/eventsignup.asp?ID=33805,http://calendar.smgov.net/library/eventsignup.asp?ID=33805,,library_33805,368,15
cityhall,4439,Santa Monica Rent Control Regular Board Meeting,false,09/09/2021 07:00:00 PM,09/09/2021 07:00:00 PM,false,The Rent Control Board meets to conduct business associated with the Rent Control Charter Amendment and Regulations.,City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)","Alvin Ho, Board Secretary",alvin.ho@santamonica.gov,3104588751,All Ages,Community/Government Meetings,www.santamonica.gov/rentcontrol (http://www.santamonica.gov/rentcontrol),http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4439,,cityhall_4439,368,15
cityhall,4518,Social Services Commission Special Meeting,false,09/09/2021 07:00:00 PM,09/09/2021 07:00:00 PM,false,"A Special Meeting of the Social Services Commission<br />will be held at 7:00pm on Thursday, September 9, 2021, via teleconference:<br /><br />ATTEND VIA COMPUTER<br />https://bluejeans.com/467258542/2317<br /><br />OR VIA PHONE:<br />+1.408.419.1715<br />+1.408.915.6290<br />Meeting ID: 467 258 542<br />Participant Passcode: 2317<br /><br />Please visit the Social Services Commission's webpage to view the agenda: www.smgov.net/ssc",City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)",,,,All Ages,Community/Government Meetings,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4518,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4518,,cityhall_4518,368,15
cityhall,4508,Planning Commission ,false,09/08/2021 05:30:00 PM,09/08/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4508,,cityhall_4508,368,15
cityhall,4457,Architectural Review Board Meeting,false,09/06/2021 07:00:00 PM,09/06/2021 07:00:00 PM,false,"The Architectural Review Board established in 1974, acts to preserve existing areas of natural beauty, cultural importance and assure that buildings, structures, signs or other developments are in good taste, good design, harmonious with surrounding developments, and in general contribute to the preservation of Santa Monica's reputation as a place of beauty, spaciousness and quality.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Architectural-Review-Board/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4457,,cityhall_4457,368,15
cityhall,4483,CANCELLED: Planning Commission ,true,09/01/2021 05:30:00 PM,09/01/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the Citys General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4483,,cityhall_4483,368,15
library,33527,Friends of the Santa Monica Public Library Board Meeting,false,08/18/2021 07:00:00 PM,08/18/2021 09:00:00 PM,false,Monthly meeting of the Friends of the Library Board of Directors. The Friends is a non-profit organization focused supporting the Library through fundraising and advocacy. To join meeting:<br />https://bluejeans.com/773278743?src=join_info <br />,Virtual,"Virtual
Santa Monica, CA 90401",Rachel Foyt,rachel.foyt@smgov.net,310-458-8606,Adults,Community/Government Meetings,http://calendar.smgov.net/library/eventsignup.asp?ID=33527,http://calendar.smgov.net/library/eventsignup.asp?ID=33527,,library_33527,,
cityhall,4434,Planning Commission ,false,08/18/2021 05:30:00 PM,08/18/2021 05:30:00 PM,false,"Established in 1946, the Planning Commission envisions Santa Monica as a city of wellbeing, sustainability, and equity, and seeks to balance the many needs and priorities within our community in accordance with the City's General Plan and Specific Plans. The Commission acts through open and civil discourse that is informed by public input, impartial analysis, and best practices in land use and planning.",City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)",,,,Adults,Community/Government Meetings,https://www.smgov.net/Departments/PCD/Boards-Commissions/Planning-Commission/,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4434,,cityhall_4434,368,15
other,1099,"Commission on Sustainability, Environmental Justice, and the Environment",false,08/16/2021 07:00:00 PM,08/16/2021 10:00:00 PM,false,"The Task Force on the Environment was established in 1991 by the Santa Monica City Council to advise City Council on environmental program and policy issues. The Task Force on the Environment was the driving force behind the development of Santa Monicas Sustainable City Plan in the early 1990s and continues to closely monitor the plan and advise Council on plan implementation. On July 27, 2021, the Task Force became a permenant commission named the Commission on Sustainability, Environmental Justice, and the Environment.<br /><br />The Commission is an expert panel made up of seven members selected by City Council. Commissioners must have significant expertise in one or more areas of environmental policy and must reside or work in Santa Monica.",,"other
Santa Monica, CA 90401",,,,"50+/Seniors, Adults, Teens","Community/Government Meetings, Sustainability","https://www.smgov.net/Departments/OSE/Commission_on_Sustainability,_Environmental_Justice,_and_the_Environment/Commission_on_Sustainability,_Environmental_Justice_and_the_Environment.aspx",http://calendar.smgov.net/other/eventsignup.asp?ID=1099,,other_1099,,
cityhall,4438,Santa Monica Rent Control Regular Board Meeting,false,08/12/2021 07:00:00 PM,08/12/2021 07:00:00 PM,false,The Rent Control Board meets to conduct business associated with the Rent Control Charter Amendment and Regulations.,City Hall,"1685 Main St.
Santa Monica, CA 90401
(34.01125, -118.491583)","Alvin Ho, Board Secretary",alvin.ho@santamonica.gov,3104588751,All Ages,Community/Government Meetings,www.santamonica.gov/rentcontrol (http://www.santamonica.gov/rentcontrol),http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4438,,cityhall_4438,368,15
cityhall,4435,Clean Beaches & Ocean Committee Meeting (Special),false,08/11/2021 07:00:00 PM,08/11/2021 09:00:00 PM,false,A remote special meeting of the Clean Beaches & Ocean Parcel Tax Citizens' Oversight Committee. An agenda will be posted online closer to the meeting date at: https://www.smgov.net/Departments/PublicWorks/ContentCivEng.aspx?id=9480<br />Click on 'More Details' for the remote meeting link.,Virtual,"1685 Main St
Santa Monica, CA 91401
(34.011479, -118.492145)",,,,All Ages,Community/Government Meetings,https://primetime.bluejeans.com/a2m/live-event/hhghejsr,http://calendar.smgov.net/cityhall/eventsignup.asp?ID=4435,,cityhall_4435,368,15
