"ledger_type","cost_center_type","fund_id","fund_name","department_id","department_name","division_id","division_name","object","object_description","category_code","category_code_description","fiscal_year","july","august","september","october","november","december","january","february","march","april","may","june","total"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400020","PROPERTY TAXES - UNSECURED","602","Property Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400020","PROPERTY TAXES - UNSECURED","602","Property Taxes","2014","-950000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-950000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400020","PROPERTY TAXES - UNSECURED","602","Property Taxes","2014","-950000.00","0.00","0.00","0.00","0.00","0.00","-73000.00","0.00","0.00","0.00","0.00","0.00","-1023000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400020","PROPERTY TAXES - UNSECURED","602","Property Taxes","2015","-1023000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1023000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400020","PROPERTY TAXES - UNSECURED","602","Property Taxes","2016","-1023000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1023000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400030","PROPERTY TAXES-CLRR-AIRCRAFT","602","Property Taxes","2013","-350000.00","0.00","0.00","0.00","0.00","0.00","0.00","-40000.00","0.00","0.00","0.00","0.00","-390000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400030","PROPERTY TAXES-CLRR-AIRCRAFT","602","Property Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400030","PROPERTY TAXES-CLRR-AIRCRAFT","602","Property Taxes","2014","-390000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-390000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400030","PROPERTY TAXES-CLRR-AIRCRAFT","602","Property Taxes","2014","-390000.00","0.00","0.00","0.00","0.00","0.00","64000.00","0.00","0.00","0.00","0.00","0.00","-326000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400030","PROPERTY TAXES-CLRR-AIRCRAFT","602","Property Taxes","2015","-326000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-326000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400030","PROPERTY TAXES-CLRR-AIRCRAFT","602","Property Taxes","2016","-326000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-326000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400040","SUPPLEMENTAL PROPERTY TAX","602","Property Taxes","2013","-250000.00","0.00","0.00","0.00","0.00","0.00","0.00","200000.00","0.00","0.00","0.00","0.00","-50000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400040","SUPPLEMENTAL PROPERTY TAX","602","Property Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400040","SUPPLEMENTAL PROPERTY TAX","602","Property Taxes","2014","-200000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-200000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400040","SUPPLEMENTAL PROPERTY TAX","602","Property Taxes","2014","-200000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-200000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400040","SUPPLEMENTAL PROPERTY TAX","602","Property Taxes","2015","-350000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-350000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400040","SUPPLEMENTAL PROPERTY TAX","602","Property Taxes","2016","-350000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-350000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400060","PROPERTY TAXES-DEL-SEC/UNSEC","602","Property Taxes","2013","-747000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-747000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400060","PROPERTY TAXES-DEL-SEC/UNSEC","602","Property Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400060","PROPERTY TAXES-DEL-SEC/UNSEC","602","Property Taxes","2014","-672300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-672300.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400060","PROPERTY TAXES-DEL-SEC/UNSEC","602","Property Taxes","2014","-672300.00","0.00","0.00","0.00","0.00","0.00","-127700.00","0.00","0.00","0.00","0.00","0.00","-800000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400060","PROPERTY TAXES-DEL-SEC/UNSEC","602","Property Taxes","2015","-666000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-666000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400060","PROPERTY TAXES-DEL-SEC/UNSEC","602","Property Taxes","2016","-632700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-632700.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400070","PROPERTY TAXES-DEL-AIRCRAFT","602","Property Taxes","2016","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400080","HOME EXEMPT TAX RELIEF","602","Property Taxes","2013","-209052.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-209052.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400080","HOME EXEMPT TAX RELIEF","602","Property Taxes","2014","-209052.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-209052.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400080","HOME EXEMPT TAX RELIEF","602","Property Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400080","HOME EXEMPT TAX RELIEF","602","Property Taxes","2014","-209052.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-209052.00"
"BA","IS","00001","General Fund","130","FINANCE","224","REVENUE DIVISION","400080","HOME EXEMPT TAX RELIEF","602","Property Taxes","2015","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400080","HOME EXEMPT TAX RELIEF","602","Property Taxes","2015","-188000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-188000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400080","HOME EXEMPT TAX RELIEF","602","Property Taxes","2016","-188000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-188000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400100","FRANCHISE TAX - UTILITIES","608","Licenses and Permits","2013","-990296.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-990296.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400100","FRANCHISE TAX - UTILITIES","608","Licenses and Permits","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400100","FRANCHISE TAX - UTILITIES","608","Licenses and Permits","2014","-961393.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-961393.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400100","FRANCHISE TAX - UTILITIES","608","Licenses and Permits","2014","-961393.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-961393.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400100","FRANCHISE TAX - UTILITIES","608","Licenses and Permits","2015","-978698.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-978698.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400100","FRANCHISE TAX - UTILITIES","608","Licenses and Permits","2016","-998272.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-998272.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400110","FRANCHISE TAX - MISCELLANEOUS","608","Licenses and Permits","2013","-20135.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20135.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400110","FRANCHISE TAX - MISCELLANEOUS","608","Licenses and Permits","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400110","FRANCHISE TAX - MISCELLANEOUS","608","Licenses and Permits","2014","-20638.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20638.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400110","FRANCHISE TAX - MISCELLANEOUS","608","Licenses and Permits","2014","-20638.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20638.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400130","TRANSIENT OCCUPANCY TAX","606","Other Local Taxes","2013","-42078000.00","0.00","0.00","0.00","0.00","0.00","0.00","-1522000.00","0.00","0.00","0.00","0.00","-43600000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400130","TRANSIENT OCCUPANCY TAX","606","Other Local Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400130","TRANSIENT OCCUPANCY TAX","606","Other Local Taxes","2014","-46540000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-46540000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400130","TRANSIENT OCCUPANCY TAX","606","Other Local Taxes","2014","-46540000.00","0.00","0.00","0.00","0.00","0.00","-1305000.00","0.00","0.00","0.00","0.00","0.00","-47845000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400130","TRANSIENT OCCUPANCY TAX","606","Other Local Taxes","2015","-51410000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-51410000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400130","TRANSIENT OCCUPANCY TAX","606","Other Local Taxes","2016","-55909000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-55909000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400140","UTILITIES USERS TAX","606","Other Local Taxes","2013","-31363000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-31363000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400140","UTILITIES USERS TAX","606","Other Local Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400140","UTILITIES USERS TAX","606","Other Local Taxes","2014","-32011000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-32011000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400140","UTILITIES USERS TAX","606","Other Local Taxes","2014","-32011000.00","0.00","0.00","0.00","0.00","0.00","-1245000.00","0.00","0.00","0.00","0.00","0.00","-33256000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400140","UTILITIES USERS TAX","606","Other Local Taxes","2015","-33039386.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-33039386.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400140","UTILITIES USERS TAX","606","Other Local Taxes","2016","-33682793.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-33682793.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400150","DOCUMENTARY TRANSFER TAX","606","Other Local Taxes","2013","-4800000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4800000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400150","DOCUMENTARY TRANSFER TAX","606","Other Local Taxes","2014","-5100000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5100000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400150","DOCUMENTARY TRANSFER TAX","606","Other Local Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400150","DOCUMENTARY TRANSFER TAX","606","Other Local Taxes","2014","-5100000.00","0.00","0.00","0.00","0.00","0.00","-700000.00","0.00","0.00","0.00","0.00","0.00","-5800000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400150","DOCUMENTARY TRANSFER TAX","606","Other Local Taxes","2015","-5400000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5400000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400150","DOCUMENTARY TRANSFER TAX","606","Other Local Taxes","2016","-5540000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5540000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400151","DOCUMENTARY TRANSFER TAX","606","Other Local Taxes","2016","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400160","SALES / USE TAX","604","Sales Tax","2013","-25500347.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-25500347.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400160","SALES / USE TAX","604","Sales Tax","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400160","SALES / USE TAX","604","Sales Tax","2014","-26432071.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-26432071.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400160","SALES / USE TAX","604","Sales Tax","2014","-26432071.00","0.00","0.00","0.00","0.00","0.00","-244273.00","0.00","0.00","0.00","0.00","0.00","-26676344.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400160","SALES / USE TAX","604","Sales Tax","2015","-33762347.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-33762347.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400160","SALES / USE TAX","604","Sales Tax","2016","-37540116.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-37540116.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400180","LOCAL PUBLIC SAFETY FUNDS","602","Property Taxes","2013","-927000.00","0.00","0.00","0.00","0.00","0.00","0.00","-48000.00","0.00","0.00","0.00","0.00","-975000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400180","LOCAL PUBLIC SAFETY FUNDS","602","Property Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400180","LOCAL PUBLIC SAFETY FUNDS","602","Property Taxes","2014","-1004250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1004250.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400180","LOCAL PUBLIC SAFETY FUNDS","602","Property Taxes","2014","-1004250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1004250.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400180","LOCAL PUBLIC SAFETY FUNDS","602","Property Taxes","2015","-1034378.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1034378.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400180","LOCAL PUBLIC SAFETY FUNDS","602","Property Taxes","2016","-1065409.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1065409.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400190","BUSINESS LICENSE TAXES","606","Other Local Taxes","2013","-28244000.00","0.00","0.00","-14580.00","0.00","0.00","0.00","-341420.00","0.00","0.00","0.00","0.00","-28600000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400190","BUSINESS LICENSE TAXES","606","Other Local Taxes","2014","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400190","BUSINESS LICENSE TAXES","606","Other Local Taxes","2014","-29500000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-29500000.00"
"B1","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400190","BUSINESS LICENSE TAXES","606","Other Local Taxes","2014","-29500000.00","0.00","0.00","0.00","0.00","0.00","-500000.00","0.00","0.00","0.00","0.00","0.00","-30000000.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400190","BUSINESS LICENSE TAXES","606","Other Local Taxes","2015","-30870745.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30870745.00"
"BA","IS","00001","General Fund","700","NON-DEPARTMENTAL","274","ALL OTHER TRANSACTIONS","400190","BUSINESS LICENSE TAXES","606","Other Local Taxes","2016","-30713599.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30713599.00"
"B1","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400191","STREET PERFORMERS PERMIT","608","Licenses and Permits","2013","-47000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-47000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","BUSINESS & REVENUE OPERATIONS","400191","STREET PERFORMERS PERMIT","608","Licenses and Permits","2014","-47000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-47000.00"
"B1","IS","00001","General Fund","130","FINANCE","224","REVENUE DIVISION","400191","STREET PERFORMERS PERMIT","608","Licenses and Permits","2014","-47000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-47000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","REVENUE DIVISION","400191","STREET PERFORMERS PERMIT","608","Licenses and Permits","2015","-47000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-47000.00"
"BA","IS","00001","General Fund","130","FINANCE","224","REVENUE DIVISION","400191","STREET PERFORMERS PERMIT","608","Licenses and Permits","2016","-47000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-47000.00"
"B1","IS","00001","General Fund","120","RECORDS & ELECTION SERVICES","211","R & ES(CITY CLERK)-ADMIN","400210","CITY CLERK COUNTER FEES","612","Charges for Service","2013","-788.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-788.00"
"BA","IS","00001","General Fund","120","RECORDS & ELECTION SERVICES","211","R & ES(CITY CLERK)-ADMIN","400210","CITY CLERK COUNTER FEES","612","Charges for Service","2014","-788.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-788.00"
"B1","IS","00001","General Fund","120","RECORDS & ELECTION SERVICES","211","R & ES(CITY CLERK)-ADMIN","400210","CITY CLERK COUNTER FEES","612","Charges for Service","2014","-788.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-788.00"
"BA","IS","00001","General Fund","120","RECORDS & ELECTION SERVICES","211","R & ES(CITY CLERK)-ADMIN","400210","CITY CLERK COUNTER FEES","612","Charges for Service","2015","-500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-500.00"
"BA","IS","00001","General Fund","120","RECORDS & ELECTION SERVICES","211","R & ES(CITY CLERK)-ADMIN","400210","CITY CLERK COUNTER FEES","612","Charges for Service","2016","-500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-500.00"
