"incident_number","incident_date","call_type_description","location","reporting_district","station","received","cleared","disposition","latitude","longitude","map_point","census_block_2000_geoid","census_tract_2000_geoid","census_block_2010_geoid","census_tract_2010_geoid"
"22013164","2022-09-13T00:00:00.000","Emergency Medical Service (EMS)","18TH ST / PICO BLVD","E-5N","Station 5 ","2022-09-13T06:17:03.000","2022-09-13T06:36:03.000","Report              ","34.018330755511776","-118.47161434943628","(34.0183307555118, -118.471614349436)",,,,
"22013163","2022-09-13T00:00:00.000","Emergency Medical Service (EMS)","2200BLK VIRGINIA AVE ","E-5N","Station 5 ","2022-09-13T05:25:23.000","2022-09-13T05:39:16.000","Report              ","34.022070290859993","-118.46872565880054","(34.02207029086, -118.468725658801)",,,,
"22013162","2022-09-13T00:00:00.000","Emergency Medical Service (EMS)","1000BLK 2ND ST","E-6","Station 1 ","2022-09-13T03:30:16.000","2022-09-13T04:24:51.000","Report              ","34.019634427145085","-118.50259910508349","(34.0196344271451, -118.502599105083)",,,,
"22013160","2022-09-13T00:00:00.000","Emergency Medical Service (EMS)","400BLK BROADWAY","E-1","Station 1 ","2022-09-13T01:52:13.000","2022-09-13T02:22:56.000","Report              ","34.015459105843725","-118.49310898068021","(34.0154591058437, -118.49310898068)",,,,
"22013158","2022-09-13T00:00:00.000","Emergency Medical Service (EMS)","2500BLK SANTA MONICA BLVD ","E-3","Station 3 ","2022-09-13T00:23:47.000","2022-09-13T00:38:27.000","Report              ","34.032626775197777","-118.47513953493699","(34.0326267751978, -118.475139534937)",,,,
"22013157","2022-09-12T00:00:00.000","Public Assist","800BLK 21ST ST","E-4","Station 3 ","2022-09-12T23:50:26.000","2022-09-12T23:58:52.000","Report              ","34.036885333654205","-118.48777088398978","(34.0368853336542, -118.48777088399)",,,,
"22013156","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1900BLK DELAWARE AVE","E-3","Station 3 ","2022-09-12T23:42:37.000","2022-09-12T23:43:09.000","Cancelled           ","34.021542121259024","-118.47259837277126","(34.021542121259, -118.472598372771)",,,,
"22013155","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","400BLK BROADWAY","E-1","Station 1 ","2022-09-12T23:25:30.000","2022-09-12T23:56:17.000","Report              ","34.015459105843725","-118.49310898068021","(34.0154591058437, -118.49310898068)",,,,
"22013154","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","3RD ST / CALIFORNIA AVE","E-6","Station 1 ","2022-09-12T23:18:54.000","2022-09-12T23:33:34.000","Report              ","34.019723728445229","-118.50085744248118","(34.0197237284452, -118.500857442481)",,,,
"22013152","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1100BLK WILSHIRE BLVD","E-6","Station 1 ","2022-09-12T21:37:33.000","2022-09-12T21:57:52.000","Report              ","34.024180453417777","-118.49041346135711","(34.0241804534178, -118.490413461357)",,,,
"22013150","2022-09-12T00:00:00.000","Traffic Collision with Injury","800BLK SANTA MONICA BLVD ","E-1","Station 1 ","2022-09-12T20:33:41.000","2022-09-12T20:44:47.000","Report              ","34.01986604334315","-118.49089748279982","(34.0198660433432, -118.4908974828)",,,,
"22013149","2022-09-12T00:00:00.000","Traffic Collision with Injury","YALE ST / BROADWAY","E-3","Station 3 ","2022-09-12T20:17:48.000","2022-09-12T20:35:19.000","Report              ","34.034244696791838","-118.4699212488879","(34.0342446967918, -118.469921248888)",,,,
"22013147","2022-09-12T00:00:00.000","Electrical Fire - No Fire Visible","1900BLK 17TH ST","E-3","Station 3 ","2022-09-12T20:12:20.000","2022-09-12T20:36:40.000","Report              ","34.018944288513246","-118.47417249275829","(34.0189442885132, -118.474172492758)",,,,
"22013145","2022-09-12T00:00:00.000","Automatic Alarm","800BLK 3RD ST","E-6","Station 1 ","2022-09-12T18:22:29.000","2022-09-12T18:36:22.000","Report              ","34.023089657611195","-118.50479143613643","(34.0230896576112, -118.504791436136)",,,,
"22013144","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","400BLK BROADWAY ","E-1","Station 1 ","2022-09-12T17:35:51.000","2022-09-12T17:46:21.000","Report              ","34.015459105843725","-118.49310898068021","(34.0154591058437, -118.49310898068)",,,,
"22013143","2022-09-12T00:00:00.000","Automatic Alarm","1600BLK MAIN ST ","E-1","Station 1 ","2022-09-12T17:00:37.000","2022-09-12T17:14:16.000","Report              ",,,,,,,
"22013142","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1400BLK 17TH ST","E-3","Station 3 ","2022-09-12T16:35:15.000","2022-09-12T16:53:00.000","Report              ","34.025713174897128","-118.48207177139247","(34.0257131748971, -118.482071771392)",,,,
"22013141","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","700BLK BROADWAY ","E-1","Station 1 ","2022-09-12T16:27:50.000","2022-09-12T16:50:33.000","Report              ","34.01776007747705","-118.49027662769584","(34.0177600774771, -118.490276627696)",,,,
"22013140","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","800BLK 2ND ST","E-6","Station 1 ","2022-09-12T16:16:32.000",,"Report              ","34.022321731532976","-118.50574163746492","(34.022321731533, -118.505741637465)",,,,
"22013138","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","900BLK 4TH ST","E-6","Station 1 ","2022-09-12T15:47:30.000","2022-09-12T16:35:39.000","Report              ","34.022516581393546","-118.50228672396614","(34.0225165813935, -118.502286723966)",,,,
"22013137","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","700BLK BROADWAY ","E-1","Station 1 ","2022-09-12T15:26:45.000","2022-09-12T15:51:16.000","Report              ","34.01776007747705","-118.49027662769584","(34.0177600774771, -118.490276627696)",,,,
"22013134","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1100BLK PICO BLVD ","E-2N","Station 2 ","2022-09-12T14:48:54.000","2022-09-12T15:04:39.000","Report              ","34.014112469257668","-118.4795358495313","(34.0141124692577, -118.479535849531)",,,,
"22013132","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1600BLK MAIN ST ","E-1","Station 1 ","2022-09-12T13:40:46.000","2022-09-12T14:05:43.000","Report              ",,,,,,,
"22013131","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","300BLK 21ST ST","E-4","Station 3 ","2022-09-12T13:24:26.000","2022-09-12T14:10:22.000","Report              ","34.042414469396292","-118.49496267780616","(34.0424144693963, -118.494962677806)",,,,
"22013128","2022-09-12T00:00:00.000","Automatic Alarm","2200BLK WILSHIRE BLVD ","E-4","Station 3 ","2022-09-12T12:43:12.000","2022-09-12T12:54:43.000","Report              ","34.032743470802473","-118.48149208339105","(34.0327434708025, -118.481492083391)",,,,
"22013124","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","2100BLK OAK ST","E-5S","Station 5 ","2022-09-12T10:51:54.000","2022-09-12T11:18:44.000","Report              ","34.013777678951058","-118.46245424758615","(34.0137776789511, -118.462454247586)",,,,
"22013123","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1600BLK GEORGINA AVE","E-4","Station 3 ","2022-09-12T10:34:24.000","2022-09-12T10:51:50.000","Report              ","34.040771709205586","-118.50060763344679","(34.0407717092056, -118.500607633447)",,,,
"22013122","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1000BLK 3RD ST","E-6","Station 1 ","2022-09-12T10:15:51.000","2022-09-12T10:43:12.000","Report              ","34.020400706586521","-118.50165326567968","(34.0204007065865, -118.50165326568)",,,,
"22013120","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","500BLK COLORADO AVE","E-1","Station 1 ","2022-09-12T09:18:48.000","2022-09-12T10:37:20.000","Report              ","34.014923156526024","-118.49055126598047","(34.014923156526, -118.49055126598)",,,,
"22013119","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","400BLK BROADWAY","E-1","Station 1 ","2022-09-12T09:13:26.000","2022-09-12T09:46:24.000","Report              ","34.015459105843725","-118.49310898068021","(34.0154591058437, -118.49310898068)",,,,
"22013118","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","2200BLK 23RD ST","E-5N","Station 5 ","2022-09-12T09:11:16.000","2022-09-12T09:38:20.000","Report              ","34.019690117553438","-118.46543284067654","(34.0196901175534, -118.465432840677)",,,,
"22013117","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","2500BLK VIRGINIA AVE","E-5N","Station 5 ","2022-09-12T09:00:22.000","2022-09-12T10:00:58.000","Report              ","34.025092967195569","-118.46499532672942","(34.0250929671956, -118.464995326729)",,,,
"22013116","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1000BLK 19TH ST","E-4","Station 3 ","2022-09-12T08:52:08.000","2022-09-12T09:35:29.000","Report              ","34.032670859442746","-118.48652322356854","(34.0326708594427, -118.486523223569)",,,,
"22013115","2022-09-12T00:00:00.000","Automatic Alarm","1400BLK 11TH ST","E-1","Station 1 ","2022-09-12T08:47:04.000","2022-09-12T08:58:15.000","Report              ","34.021112534889625","-118.48774790231734","(34.0211125348896, -118.487747902317)",,,,
"22013114","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1900BLK PICO BLVD ","E-3","Station 3 ","2022-09-12T08:24:14.000","2022-09-12T08:36:31.000","Report              ","34.018957623183738","-118.47044376097881","(34.0189576231837, -118.470443760979)",,,,
"22013112","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ","2022-09-12T07:48:43.000","2022-09-12T08:05:53.000","Report              ","34.004872283578756","-118.48923395150713","(34.0048722835788, -118.489233951507)",,,,
"22013109","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","900BLK CALIFORNIA AVE","E-6","Station 1 ","2022-09-12T05:50:52.000","2022-09-12T06:13:30.000","Report              ","34.024704869174847","-118.49471311947524","(34.0247048691748, -118.494713119475)",,,,
"22013108","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","300BLK SANTA MONICA BLVD","E-1","Station 1 ","2022-09-12T04:15:43.000","2022-09-12T04:24:26.000","Report              ","34.016031225459649","-118.4956195573054","(34.0160312254596, -118.495619557305)",,,,
"22013107","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","500BLK SAN VICENTE BLVD","E-6","Station 1 ","2022-09-12T03:01:48.000","2022-09-12T03:48:40.000","Report              ","34.029834559371622","-118.51024733764831","(34.0298345593716, -118.510247337648)",,,,
"22013106","2022-09-12T00:00:00.000","Flooded Condition","3300BLK BARNARD WAY","E-2S","Station 2 ","2022-09-12T02:49:30.000","2022-09-12T02:56:46.000","Report              ","33.997421367919912","-118.48041013701","(33.9974213679199, -118.48041013701)",,,,
"22013105","2022-09-12T00:00:00.000","Broken Water Main","2600BLK MAIN ST","E-2S","Station 2 ","2022-09-12T02:39:12.000","2022-09-12T02:43:47.000","Report              ","34.001636581377589","-118.48321105614735","(34.0016365813776, -118.483211056147)",,,,
"22013104","2022-09-12T00:00:00.000","Miscellaneous Outside Fire","OCEAN AVE / OLYMPIC DR","E-2N","Station 2 ","2022-09-12T02:25:52.000","2022-09-12T02:37:25.000","Report              ","34.009757483096969","-118.49293763863001","(34.009757483097, -118.49293763863)",,,,
"22013102","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","2100BLK LINCOLN BLVD","E-2N","Station 2 ","2022-09-12T01:06:21.000","2022-09-12T01:30:50.000","Report              ","34.010888316962912","-118.48126879193022","(34.0108883169629, -118.48126879193)",,,,
"22013101","2022-09-12T00:00:00.000","Emergency Medical Service (EMS)","1300BLK 20TH ST","E-3","Station 3 ","2022-09-12T00:12:57.000","2022-09-12T00:31:19.000","Report              ","34.029348433412224","-118.48079776393756","(34.0293484334122, -118.480797763938)",,,,
"22013100","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","16TH ST / SANTA MONICA BLVD","E-3","Station 3 ","2022-09-11T23:23:42.000","2022-09-11T23:42:36.000","Report              ","34.0256164230908","-118.48380417918003","(34.0256164230908, -118.48380417918)",,,,
"22013098","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1700BLK CLOVERFIELD BLVD ","E-3","Station 3 ","2022-09-11T22:50:48.000","2022-09-11T23:12:16.000","Report              ","34.026937587370938","-118.47208298302782","(34.0269375873709, -118.472082983028)",,,,
"22013097","2022-09-11T00:00:00.000","Automatic Alarm","800BLK 4TH ST","E-6","Station 1 ","2022-09-11T22:44:51.000","2022-09-11T22:56:36.000","Report              ","34.023855331133483","-118.50384752611407","(34.0238553311335, -118.503847526114)",,,,
"22013096","2022-09-11T00:00:00.000","Trash/Dumpster Fire ","600BLK SAN VICENTE BLVD","E-6","Station 1 ","2022-09-11T22:01:21.000","2022-09-11T22:20:15.000","Report              ","34.031635095371961","-118.50827106412859","(34.031635095372, -118.508271064129)",,,,
"22013095","2022-09-11T00:00:00.000","Traffic Collision with Injury","4TH ST / PICO BLVD","E-2N","Station 2 ","2022-09-11T21:20:56.000","2022-09-11T21:35:48.000","Report              ","34.009621405235855","-118.48727429541746","(34.0096214052359, -118.487274295417)",,,,
"22013094","2022-09-11T00:00:00.000","Trash/Dumpster Fire ","1400BLK 2ND ST ","E-1","Station 1 ","2022-09-11T20:35:57.000","2022-09-11T20:48:29.000","Report              ","34.014209804153182","-118.49625540985947","(34.0142098041532, -118.496255409859)",,,,
"22013093","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1300BLK 2ND ST","E-1","Station 1 ","2022-09-11T20:09:49.000","2022-09-11T20:35:37.000","Report              ","34.015552119442674","-118.49782348132217","(34.0155521194427, -118.497823481322)",,,,
"22013092","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1400BLK 7TH ST","E-1","Station 1 ","2022-09-11T19:32:51.000","2022-09-11T20:01:01.000","Report              ","34.018044910611977","-118.49153290481935","(34.018044910612, -118.491532904819)",,,,
"22013091","2022-09-11T00:00:00.000","Structure Fire","2600BLK MAIN ST","E-2S","Station 2 ","2022-09-11T18:43:42.000","2022-09-11T19:01:36.000","Report              ","34.001636581377589","-118.48321105614735","(34.0016365813776, -118.483211056147)",,,,
"22013090","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","400BLK PICO BLVD","E-2N","Station 2 ","2022-09-11T18:26:03.000","2022-09-11T18:44:58.000","Report              ","34.010014915515022","-118.48671333859362","(34.010014915515, -118.486713338594)",,,,
"22013089","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ","2022-09-11T18:10:08.000","2022-09-11T18:21:28.000","Report              ","34.004872283578756","-118.48923395150713","(34.0048722835788, -118.489233951507)",,,,
"22013088","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1400BLK PALISADES PARK","E-1","Station 1 ","2022-09-11T18:09:12.000","2022-09-11T18:26:23.000","Report              ",,,,,,,
"22013087","2022-09-11T00:00:00.000","Traffic Collision with Injury","OCEAN AVE / PICO BLVD","E-2N","Station 2 ","2022-09-11T17:53:50.000","2022-09-11T18:43:10.000","Report              ","34.007512538824379","-118.49030596664009","(34.0075125388244, -118.49030596664)",,,,
"22013085","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1700BLK WILSHIRE BLVD","E-4","Station 3 ","2022-09-11T17:00:59.000","2022-09-11T17:18:25.000","Report              ","34.029460787083949","-118.4855371013185","(34.0294607870839, -118.485537101318)",,,,
"22013084","2022-09-11T00:00:00.000","Wires Down","400BLK BAY ST","E-2N","Station 2 ","2022-09-11T16:52:28.000","2022-09-11T17:09:57.000","Report              ","34.009186466730355","-118.48610742391722","(34.0091864667304, -118.486107423917)",,,,
"22013083","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1600BLK ARIZONA AVE","E-4","Station 3 ","2022-09-11T16:50:59.000","2022-09-11T17:40:24.000","Report              ","34.027297321901671","-118.48493802179605","(34.0272973219017, -118.484938021796)",,,,
"22013082","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","400BLK CALIFORNIA AVE","E-6","Station 1 ","2022-09-11T16:19:49.000","2022-09-11T16:42:06.000","Report              ","34.020872837287634","-118.49943901472329","(34.0208728372876, -118.499439014723)",,,,
"22013081","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","200BLK SAN VICENTE BLVD","E-6","Station 1 ","2022-09-11T16:14:31.000","2022-09-11T16:50:06.000","Report              ","34.0280740981855","-118.51219997258654","(34.0280740981855, -118.512199972587)",,,,
"22013080","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1200BLK 16TH ST","E-4","Station 3 ","2022-09-11T15:47:38.000","2022-09-11T16:21:45.000","Report              ","34.027632966205786","-118.48615992665083","(34.0276329662058, -118.486159926651)",,,,
"22013079","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1300BLK 12TH ST","E-1","Station 1 ","2022-09-11T15:34:41.000","2022-09-11T15:53:46.000","Report              ","34.023215923132931","-118.4883645783586","(34.0232159231329, -118.488364578359)",,,,
"22013078","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1400BLK 15TH ST","E-3","Station 3 ","2022-09-11T15:08:52.000","2022-09-11T15:23:37.000","Report              ","34.024178815206987","-118.48396413440531","(34.024178815207, -118.483964134405)",,,,
"22013077","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1500BLK 5TH ST","E-1","Station 1 ","2022-09-11T14:58:43.000","2022-09-11T15:49:35.000","Report              ","34.015169887217574","-118.49185107265015","(34.0151698872176, -118.49185107265)",,,,
"22013076","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","700BLK PICO BLVD","E-2N","Station 2 ","2022-09-11T14:40:01.000","2022-09-11T15:49:14.000","Report              ","34.012018711448967","-118.48347892934423","(34.012018711449, -118.483478929344)",,,,
"22013075","2022-09-11T00:00:00.000","Elevator Rescue","1400BLK 3RD STREET PROM","E-1","Station 1 ","2022-09-11T14:11:01.000","2022-09-11T14:56:20.000","Report              ","34.01498071610682","-118.49530735209173","(34.0149807161068, -118.495307352092)",,,,
"22013074","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1400BLK 11TH ST","E-1","Station 1 ","2022-09-11T14:04:49.000","2022-09-11T14:53:48.000","Report              ","34.021112534889625","-118.48774790231734","(34.0211125348896, -118.487747902317)",,,,
"22013073","2022-09-11T00:00:00.000","Carbon Monoxide Alarm","1200BLK 5TH ST","E-6","Station 1 ","2022-09-11T14:02:22.000","2022-09-11T14:49:20.000","Report              ","34.0191986412885","-118.49656618645754","(34.0191986412885, -118.496566186458)",,,,
"22013072","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","300BLK OLYMPIC DR ","E-1","Station 1 ","2022-09-11T13:03:22.000","2022-09-11T13:56:12.000","Report              ",,,,,,,
"22013071","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","600BLK PICO BLVD","E-2N","Station 2 ","2022-09-11T12:49:40.000","2022-09-11T13:21:16.000","Report              ","34.011410229705149","-118.48461643889077","(34.0114102297051, -118.484616438891)",,,,
"22013069","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","2600BLK 26TH ST","E-5N","Station 5 ","2022-09-11T12:23:30.000","2022-09-11T12:47:08.000","Report              ","34.018408443683008","-118.45852291867112","(34.018408443683, -118.458522918671)",,,,
"22013068","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","400BLK PALISADES AVE","E-6","Station 1 ","2022-09-11T11:59:56.000","2022-09-11T12:32:37.000","Report              ","34.025804519218433","-118.50510811749501","(34.0258045192184, -118.505108117495)",,,,
"22013067","2022-09-11T00:00:00.000","Transformer Fire ","600BLK HILL ST","E-2S","Station 2 ","2022-09-11T11:42:23.000","2022-09-11T11:45:12.000","Cancelled           ","34.004580821429514","-118.47671824301841","(34.0045808214295, -118.476718243018)",,,,
"22013066","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1100BLK IDAHO AVE","E-6","Station 1 ","2022-09-11T11:34:48.000","2022-09-11T11:55:14.000","Report              ","34.028935813727024","-118.49597377721521","(34.028935813727, -118.495973777215)",,,,
"22013065","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","400BLK 14TH ST","E-4","Station 3 ","2022-09-11T11:27:42.000","2022-09-11T11:35:03.000","Report              ","34.0358327008149","-118.49943127357017","(34.0358327008149, -118.49943127357)",,,,
"22013064","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1600BLK BRYN MAWR AVE","E-5S","Station 5 ","2022-09-11T11:24:38.000","2022-09-11T11:51:24.000","Report              ",,,,,,,
"22013063","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","900BLK 21ST ST","E-4","Station 3 ","2022-09-11T11:07:09.000","2022-09-11T11:29:26.000","Report              ","34.035549127558696","-118.48620670489038","(34.0355491275587, -118.48620670489)",,,,
"22013062","2022-09-11T00:00:00.000","Lock In/Out","700BLK CALIFORNIA AVE ","E-6","Station 1 ","2022-09-11T10:58:05.000","2022-09-11T11:19:15.000","Report              ","34.023170285251851","-118.49660407978148","(34.0231702852519, -118.496604079781)",,,,
"22013061","2022-09-11T00:00:00.000","Transformer Fire ","600BLK RAYMOND AVE","E-2S","Station 2 ","2022-09-11T10:53:36.000","2022-09-11T10:54:42.000","Cancelled           ","34.00365681714343","-118.47653913866083","(34.0036568171434, -118.476539138661)",,,,
"22013060","2022-09-11T00:00:00.000","Transformer Fire ","600BLK RAYMOND AVE","E-2S","Station 2 ","2022-09-11T10:52:21.000","2022-09-11T11:51:07.000","Report              ","34.00365681714343","-118.47653913866083","(34.0036568171434, -118.476539138661)",,,,
"22013059","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1500BLK OCEAN AVE ","E-1","Station 1 ","2022-09-11T10:45:14.000","2022-09-11T11:09:43.000","Report              ","34.012088541579821","-118.49565711760555","(34.0120885415798, -118.495657117606)",,,,
"22013058","2022-09-11T00:00:00.000","Automatic Alarm","1400BLK 11TH ST","E-1","Station 1 ","2022-09-11T10:20:42.000","2022-09-11T10:32:44.000","Report              ","34.021112534889625","-118.48774790231734","(34.0211125348896, -118.487747902317)",,,,
"22013057","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ","2022-09-11T10:06:40.000","2022-09-11T10:58:24.000","Report              ","34.025516261530782","-118.48552775399021","(34.0255162615308, -118.48552775399)",,,,
"22013056","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","5TH ST / SANTA MONICA BLVD","E-1","Station 1 ","2022-09-11T10:05:20.000","2022-09-11T10:09:45.000","Report              ","34.017179788160348","-118.49420170564542","(34.0171797881603, -118.494201705645)",,,,
"22013054","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1100BLK 26TH ST","E-4","Station 3 ","2022-09-11T09:49:50.000","2022-09-11T10:20:03.000","Report              ","34.036661275161144","-118.4782326871084","(34.0366612751611, -118.478232687108)",,,,
"22013052","2022-09-11T00:00:00.000","Emergency Medical Service (EMS)","1500BLK OCEAN AVE ","E-1","Station 1 ","2022-09-11T09:22:28.000","2022-09-11T09:35:32.000","Report              ","34.012088541579821","-118.49565711760555","(34.0120885415798, -118.495657117606)",,,,
