"case_number","parcel_id","location","location_description","title","complaintviolation","reported","statusclosedate","department","zone","ownername","complianceinspector","holdpermits","geom"
"18850","136476008","1973 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-11T00:00:00.000",,"DACOSTA JOSE",,,"Dan","Lusa",
"18849","136476007","1965 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-11T00:00:00.000",,"PARKVILLE APARTMENTS LLC",,,"Dan","Lusa",
"18848","249561385","23 MORRIS ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-11T00:00:00.000",,"US BANK NATIONAL ASSOC TRUSTEE",,,"Rochelle","Little",
"19703","251666084","51 WHITMORE ST",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-01-11T00:00:00.000",,"FADAKAR ENTERPRISE LLC","MICHAEL","FADAKAR","Rochelle","Little",
"18846","253803275","480 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-01-11T00:00:00.000","2011-01-10T00:00:00.000","LOPEZ MARIA OLIVA",,,"Dan","Lusa",
"19008","198204053","55 EDGEWOOD ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-11T00:00:00.000",,"WHITE PICKET FENCE LLC",,,"Kionna","Owens Osayande",
"19005","175187022","102 ADAMS ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-11T00:00:00.000",,"ROBINSON PAULINE A",,,"Dan","Lusa",
"18845","254803216","484 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-01-11T00:00:00.000","2011-01-10T00:00:00.000","MICELI SYLVIA G",,,"Dan","Lusa",
"18851","136476005","145 MADISON AV",,"Public Health Inspector","Housing Code Enforcement","2011-01-11T00:00:00.000",,"SERRANO RICARDO",,,"Dan","Lusa",
"19701","251666084","51 WHITMORE ST",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-01-11T00:00:00.000",,"FADAKAR ENTERPRISE LLC","MICHAEL","FADAKAR","Rochelle","Little",
"19003","198214144","46 VINE ST",,"Program Supervisor","Housing Code Enforcement","2011-01-11T00:00:00.000",,"VINE GARDENS, LLC",,,"Tonja","Nelson",
"18847","250560007","262 MAPLE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-11T00:00:00.000",,,"MA PROPERTIES, LLC",,"Rochelle","Little",
"19702","251666084","51 WHITMORE ST",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-01-11T00:00:00.000",,"FADAKAR ENTERPRISE LLC","MICHAEL","FADAKAR","Rochelle","Little",
"18870","136476008","1973 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"DACOSTA JOSE",,,"Dan","Lusa",
"18873","294564002","79 VAN BLOCK AV",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"SAPIAIN EDDIE",,,"Dan","Lusa",
"18872","136476005","145 MADISON AV",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"SERRANO RICARDO",,,"Dan","Lusa",
"18869","295564001","134 STONINGTON ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"STONINGTON ACRES LLC",,,"Dan","Lusa",
"19037","249561384","19 MORRIS ST",,"Program Supervisor","Housing Code Enforcement","2011-01-13T00:00:00.000",,"REDBRICK II LP",,,"Tonja","Nelson",
"18866","270464007","50 SOUTH PROSPECT ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"SHELDON OAK II COOPRTV",,,"Dan","Lusa",
"18874","180404004","115 SOUTH MARSHALL ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"ETERNAL ENTERPRISE INC",,,"Dan","Lusa",
"18868","295564001","180 STONINGTON ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"STONINGTON ACRES LLC",,,"Dan","Lusa",
"18871","136476007","1965 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-13T00:00:00.000",,"PARKVILLE APARTMENTS LLC",,,"Dan","Lusa",
"19278","183516117","53 HAMILTON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-16T00:00:00.000",,"PICARD PAULINE M",,,"Kionna","Owens Osayande",
"19281","205531079","107 LINCOLN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-17T00:00:00.000",,"INTI APARTMENT LLC",,,"Kionna","Owens Osayande",
"19064","250579201","24 SHULTAS PL",,"Housing Code Inspector","Housing Code Enforcement","2011-01-18T00:00:00.000",,"SOLIS ISIDOR",,,"Rochelle","Little",
"19061","197207110","147 VINE ST",,"Program Supervisor","Housing Code Enforcement","2011-01-18T00:00:00.000",,"BELTON JACOB",,,"Tonja","Nelson",
"19065","186621111","26 HUGHES ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-18T00:00:00.000",,,"26 HUGHES STREET LLC",,"Rochelle","Little",
"18899","198204040","60 CABOT ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-18T00:00:00.000",,"JONES MARLENE",,,"Kionna","Owens Osayande",
"18898","198204040","60 CABOT ST","1 FL","Housing Code Inspector","Housing Code Enforcement","2011-01-18T00:00:00.000",,"JONES MARLENE",,,"Kionna","Owens Osayande",
"19076","230646078","61 JULIUS ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-19T00:00:00.000",,"PEREZ MARTIN",,,"Rochelle","Little",
"19068","149092169","197 CORNWALL ST",,"Program Supervisor","Housing Code Enforcement","2011-01-19T00:00:00.000",,"GORDON CONSTANTINE",,,"Tonja","Nelson",
"18906","274687045","15 EAST ELLIOTT ST","16","Public Health Inspector","Housing Code Enforcement","2011-01-19T00:00:00.000",,"DNM ENTERPRISES LLC",,,"Dan","Lusa",
"18907","251676161","5 WARNER ST EXT",,"Public Health Inspector","Housing Code Enforcement","2011-01-19T00:00:00.000",,"MARCONI ENTERPRISES LLC",,,"Dan","Lusa",
"18908","250580227","48 BENTON ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-19T00:00:00.000",,"PEREZ EDGARDO",,,"Dan","Lusa",
"19232","253672212","100 PRESTON ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-19T00:00:00.000","2011-02-07T00:00:00.000",,"100 PRESTON ST LLC",,"Dan","Lusa",
"19251","247456054","322 HUDSON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-19T00:00:00.000",,"MOCHICA APARTMENTS LLC",,,"Kionna","Owens Osayande",
"19071","276803025","41 STANDISH ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-01-19T00:00:00.000",,"GENAO ANA",,,"Rochelle","Little",
"19078","178256202","7 MAY ST",,"Program Supervisor","Housing Code Enforcement","2011-01-20T00:00:00.000",,,"MAY REALTY HOLDING CO LLC",,"Tonja","Nelson",
"18920","161504112","200 BONNER ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,"CORTES JOSE A",,,"Dan","Lusa",
"18924","200267149","166 COLLINS ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,,"CARRIAGE PLACE APTS LLC",,"Dan","Lusa",
"18928","295564001","180 STONINGTON ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,"STONINGTON ACRES LLC",,,"Dan","Lusa",
"18934","252681213","38 REDDING ST",,"Housing Code Inspector","Essential Services","2011-01-20T00:00:00.000",,,"OXFORD CAPITAL PARTNERS LLC",,"Rochelle","Little",
"18923","161504117","192 BONNER ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,"RIVERA ANGEL C",,,"Dan","Lusa",
"18926","156312033","7 WOODLAND ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,"SURREY GROUP LLC",,,"Dan","Lusa",
"18941","221270035","481 ALBANY AV",,"Inspector II","Housing Code Enforcement","2011-01-20T00:00:00.000",,"481 ALBANY LLC",,,"Michael","Gompper",
"18919","208631008","249 NEW BRITAIN AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000","2011-01-11T00:00:00.000","MY CT PROPERTY LLC",,,"Rochelle","Little",
"18922","161504119","190 BONNER ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,"194-196 BONNER ST ASSOC LLC",,,"Dan","Lusa",
"18927","270464007","50 SOUTH PROSPECT ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,"SHELDON OAK II COOPRTV",,,"Dan","Lusa",
"18930","295564001","134 STONINGTON ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000",,"STONINGTON ACRES LLC",,,"Dan","Lusa",
"18933","252681213","38 REDDING ST",,"Housing Code Inspector","Essential Services","2011-01-20T00:00:00.000",,,"OXFORD CAPITAL PARTNERS LLC",,"Rochelle","Little",
"18921","322003018","26 SHERMAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-20T00:00:00.000","2011-01-15T00:00:00.000","SHERMAN STREET PROPERTIES LLC",,,"Rochelle","Little",
"18944","203419038","23 MORTSON ST",,"Public Health Inspector","Rodent (HCE)","2011-01-21T00:00:00.000","2011-01-20T00:00:00.000","DOUGLAS MICHELLE A",,,"Dan","Lusa",
"18942","203419040","27 MORTSON ST",,"Public Health Inspector","Rodent (HCE)","2011-01-21T00:00:00.000","2011-01-20T00:00:00.000","MARQUES VENTURA A",,,"Dan","Lusa",
"19098","187615013","487 NEW BRITAIN AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-21T00:00:00.000",,"BERWYN APARTMENTS LLC",,,"Rochelle","Little",
"18945","203419037","19 MORTSON ST",,"Public Health Inspector","Rodent (HCE)","2011-01-21T00:00:00.000","2011-01-20T00:00:00.000","CARRIER DAVID J",,,"Dan","Lusa",
"18943","203419041","31 MORTSON ST",,"Public Health Inspector","Rodent (HCE)","2011-01-21T00:00:00.000","2011-01-20T00:00:00.000","MARQUES VENTURA A",,,"Dan","Lusa",
"18940","137481095","130 NEW PARK AV",,"Public Health Inspector","Rodent (HCE)","2011-01-21T00:00:00.000",,"CITY OF HARTFORD HOUSING & PROP MGMT",,,"Dan","Lusa",
"18939","273581016","31 WAWARME AV",,"Public Health Inspector","Rodent (HCE)","2011-01-21T00:00:00.000",,"CITY OF HARTFORD BOARD OF EDUCATION",,,"Dan","Lusa",
"18947","252681213","38 REDDING ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-21T00:00:00.000",,,"OXFORD CAPITAL PARTNERS LLC",,"Rochelle","Little",
"19118","178261415","235 COLLINS ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-01-21T00:00:00.000",,"VALERIE ZURILLO",,,"Kionna","Owens Osayande",
"18968","251676170","22 ELLIOTT ST",,"Housing Code Inspector","Essential Services","2011-01-24T00:00:00.000",,"ELLIOTT WARD LLC",,,"Rochelle","Little",
"19230","229576111","112 WEBSTER ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-24T00:00:00.000",,"JIMENEZ ROSA",,,"Rochelle","Little",
"18970","179319032","8 MARSHALL ST",,"Housing Code Inspector","Essential Services","2011-01-24T00:00:00.000","2011-01-24T00:00:00.000","SMITH DAVID C",,,"Kionna","Owens Osayande",
"18967","179317269","887 ASYLUM AV",,"Housing Code Inspector","Essential Services","2011-01-24T00:00:00.000","2011-01-24T00:00:00.000","MARKS GROUP LLC",,,"Kionna","Owens Osayande",
"18973","229656178","175 BENTON ST",,"Housing Code Inspector","Essential Services","2011-01-24T00:00:00.000",,"BORGES LUIS C F",,,"Rochelle","Little",
"18972","197207110","147 VINE ST",,"Housing Code Inspector","Essential Services","2011-01-24T00:00:00.000",,"BELTON JACOB",,,"Kionna","Owens Osayande",
"18961","275681037","493 WETHERSFIELD AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-24T00:00:00.000",,"POSADA BEATRIZ",,,"Rochelle","Little",
"19110","217154033","47 WINCHESTER ST",,"Program Supervisor","Housing Code Enforcement","2011-01-24T00:00:00.000",,"INFILL ASSOC OF CT LLC",,,"Tonja","Nelson",
"19123","165617177","565 NEW BRITAIN AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-24T00:00:00.000",,"RETAMAR JOYCE",,,"Rochelle","Little",
"19117","142593147","38 NATICK ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-24T00:00:00.000",,"MANRIQUE DALIA",,,"Dan","Lusa",
"18965","179317269","887 ASYLUM AV",,"Housing Code Inspector","Essential Services","2011-01-24T00:00:00.000","2011-01-24T00:00:00.000","MARKS GROUP LLC",,,"Kionna","Owens Osayande",
"18998","134387192","255 SISSON AV",,"Housing Code Inspector","Essential Services","2011-01-25T00:00:00.000",,"SISSON AVENUE REALTY LLC",,,"Rochelle","Little",
"19155","151184134","122 WESTBOURNE PKWY",,"Program Supervisor","Housing Code Enforcement","2011-01-25T00:00:00.000",,"HINDS LINDA",,,"Tonja","Nelson",
"18987","230649114","34 KING ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-25T00:00:00.000",,"RIBEIRO HERCULES M",,,"Rochelle","Little",
"18991","134387192","255 SISSON AV",,"Housing Code Inspector","Essential Services","2011-01-25T00:00:00.000",,"SISSON AVENUE REALTY LLC",,,"Rochelle","Little",
"18997","197207110","147 VINE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-25T00:00:00.000",,"BELTON JACOB",,,"Kionna","Owens Osayande",
"19021","203429233","617 BROAD ST",,"Housing Code Inspector","Essential Services","2011-01-25T00:00:00.000","2011-01-26T00:00:00.000","BROAD-LAWRENCE ASSOC",,,"Kionna","Owens Osayande",
"19158","250560007","266 MAPLE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-26T00:00:00.000",,,"MA PROPERTIES, LLC",,"Rochelle","Little",
"19217","221271102","453 ALBANY AV",,"Program Supervisor","Housing Code Enforcement","2011-01-26T00:00:00.000",,"HYDER SYED J",,,"Tonja","Nelson",
"19157","152186102","120 KENT ST","2 FL","Housing Code Inspector","Housing Code Enforcement","2011-01-26T00:00:00.000",,"REID MARVALENE",,,"Kionna","Owens Osayande",
"19160","220222028","110 IRVING ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-01-26T00:00:00.000",,"BROWN RUDOLPH E",,,"Kionna","Owens Osayande",
"19218","221271102","453 ALBANY AV",,"Program Supervisor","Housing Code Enforcement","2011-01-26T00:00:00.000",,"HYDER SYED J",,,"Tonja","Nelson",
"19216","221271102","453 ALBANY AV",,"Program Supervisor","Housing Code Enforcement","2011-01-26T00:00:00.000",,"HYDER SYED J",,,"Tonja","Nelson",
"19215","221271102","453 ALBANY AV",,"Program Supervisor","Housing Code Enforcement","2011-01-26T00:00:00.000",,"HYDER SYED J",,,"Tonja","Nelson",
"19156","152186105","108 KENT ST",,"Program Supervisor","Housing Code Enforcement","2011-01-26T00:00:00.000",,"EARLINGTON NOV LETTE",,,"Tonja","Nelson",
"19250","133313111","30 GIRARD AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-27T00:00:00.000",,"28-32 GIRARD LLC",,,"Kionna","Owens Osayande",
"19161","231655017","813 MAPLE AV",,"Housing Code Inspector","Housing Code Enforcement","2011-01-27T00:00:00.000",,"813 MAPLE INVESTERS LLC",,,"Rochelle","Little",
"19164","184519149","305 ZION ST",,"Public Health Inspector","Housing Code Enforcement","2011-01-27T00:00:00.000",,"STREET LLC 305 ZION",,,"Dan","Lusa",
"19056","218158125","232 ENFIELD ST",,"Housing Code Inspector","Essential Services","2011-01-27T00:00:00.000","2011-02-09T00:00:00.000","REDWAY MATTHEW",,,"Kionna","Owens Osayande",
"19282","226445164","296 PARK ST",,"Housing Code Inspector","Housing Code Enforcement","2011-01-27T00:00:00.000",,"MOCHICA APARTMENTS LLC",,,"Kionna","Owens Osayande",
"19219","133313111","28 GIRARD AV",,"Housing Code Inspector","Essential Services","2011-01-27T00:00:00.000",,"28-32 GIRARD LLC",,,"Kionna","Owens Osayande",
"19182","221271102","453 ALBANY AV",,"Program Supervisor","Certificate of Apartment Occupancy","2011-01-27T00:00:00.000",,"HYDER SYED J",,,"Tonja","Nelson",
"19077","250578032","133 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-01-28T00:00:00.000","2011-01-25T00:00:00.000","REY GUILLERMO E",,,"Dan","Lusa",
"19079","250578031","135 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-01-28T00:00:00.000","2011-01-25T00:00:00.000","VISCO LARRY J",,,"Dan","Lusa",
"19121","245337104","315 TRUMBULL ST",,"Housing Code Inspector","Rooming House / Hotel","2011-01-28T00:00:00.000","2011-08-18T00:00:00.000","315 TRUMBULL STREET ASSOC LLC",,,"Rochelle","Little",
"19082","250580221","130 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-01-28T00:00:00.000","2011-01-26T00:00:00.000","HATZEL BAPAZ LLC",,,"Dan","Lusa",
