"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code"
"2022","CITY PLANNING","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","1461396",,"1461396",,,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561"
"2022","CITY PLANNING","TRANSPORTATION IMPACT ASSMT FEE",,,,"33742",,"WARNER CENTER MOBILITY TRUST FUND","ASSESSMENTS","59H","3178","317"
"2022","CITY PLANNING","PLANNING EXPEDITED REL COST",,,,"238.74",,"PLANNING CASE PROCESSING SPREV","REIMB FROM OTHER FUNDS","52D","5360","530"
"2022","CITY PLANNING","DEVELOPMENT SURCHARGE",,,,"5422637.70000001",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4665","465"
"2022","CITY PLANNING","INTEREST INCOME-OTHER",,,,"70359.05",,"PLANNING LONG-RANGE PLAN SPREV","INVESTMENT EARNINGS","52F","4903","490"
"2022","CITY PLANNING","REIMB FROM OTHER FUNDS","769392",,"769392","729564.03","94.82","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2022","CITY PLANNING","INTEREST INCOME-OTHER",,,,"8838.64",,"SHORT-TERM RENTAL ENFORCEMENT TRUST FUND","INVESTMENT EARNINGS","62N","4903","490"
"2022","CITY PLANNING","JURY DUTY REIMBURSEMENT","100",,"100",,,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5169","516"
"2022","CITY PLANNING","RELATED COST REIMB-OTHERS","13153496",,"13153496","108.52","0","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2022","CITY PLANNING","BAD CHECK COLLECTION FEES","1295",,"1295","2450","189.19","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4332","432"
"2022","CITY PLANNING","INTERFD OPER TRANS-OTHER FUNDS","19425431","-7000","19418431","12283953.69","63.26","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2022","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,,,"6330577.95000001",,"PLANNING LONG-RANGE PLAN SPREV","OTHER CURRENT SERVICE CHARGES","52F","4670","465"
"2022","CITY PLANNING","INTEREST INCOME-OTHER",,,,"22264.24",,"WARNER CENTER MOBILITY TRUST FUND","INVESTMENT EARNINGS","59H","4903","490"
"2022","CITY PLANNING","CITY PLANNING SYSTEMS REL COST","4076236",,"4076236",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5358","530"
"2022","CITY PLANNING","PLANNING AND LAND USE FEES",,,,"18156945.09",,"PLANNING CASE PROCESSING SPREV","ZONING AND SUBDIVISION FEE","52D","4047","404"
"2022","CITY PLANNING","INTEREST INCOME-OTHER",,,,"2206.99",,"WARNER CENTER AIR QUALITY TRUS","INVESTMENT EARNINGS","43W","4903","490"
"2022","CITY PLANNING","INTEREST INCOME-OTHER",,,,"96500.67",,"PLANNING CASE PROCESSING SPREV","INVESTMENT EARNINGS","52D","4903","490"
"2021","CITY PLANNING","BLDG & SAFETY ENT FND REL COST","1631858",,"1631858","1285748.58","78.79","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5359","530"
"2021","CITY PLANNING","MISCELLANEOUS ADM SERVICES",,,,"7276.95000000008",,"PLANNING CASE PROCESSING SPREV","ENGR INSPECTION & OTHER CHARGES","52D","4225","420"
"2021","CITY PLANNING","ONE-STOP PERMIT CENTER FEES",,,,"0",,"PLANNING CASE PROCESSING SPREV","OTHER CURRENT SERVICE CHARGES","52D","4659","465"
"2021","CITY PLANNING","TRANSPORTATION IMPACT ASSMT FEE",,,,"1304798",,"WARNER CENTER MOBILITY TRUST FUND","ASSESSMENTS","59H","3178","317"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"5356.71",,"CITY PLANNING GRANTS TRUST FD","INVESTMENT EARNINGS","46Y","4903","490"
"2021","CITY PLANNING","COLLECTION FEE","2276",,"2276","0.750000000000114","0.03","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5175","516"
"2021","CITY PLANNING","COMMUNITY DEV TR RELATED COST","18382",,"18382",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5334","530"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"664.79",,"GRANADA HILLS-KNOLWOOD DIST PL","INVESTMENT EARNINGS","486","4903","490"
"2021","CITY PLANNING","REIMB FROM OTHER FUNDS",,,,"11927.5",,"PLANNING CASE PROCESSING SPREV","REIMB FROM OTHER FUNDS","52D","5301","530"
"2021","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,,,"7229987.26000002",,"PLANNING LONG-RANGE PLAN SPREV","OTHER CURRENT SERVICE CHARGES","52F","4670","465"
"2021","CITY PLANNING","STATE PROJECT AGREEMENTS",,,,"0",,"GENERAL FUND (GENERAL BUDGET)","STATE GRANTS/AGREEMENTS","100","3365","336"
"2021","CITY PLANNING","SERVICE TO AIRPORTS","137603",,"137603","9463.94","6.88","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2021","CITY PLANNING","REIMB OF RELATED COST-PR YR",,,,"156321.27",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2021","CITY PLANNING","REIMB FROM GRANTS",,,,,,"CITY PLANNING GRANTS TRUST FD","REIMB FROM GRANTS","46Y","5427","542"
"2021","CITY PLANNING","STATE GRANTS - OTHERS",,,,"247676.88",,"CITY PLANNING GRANTS TRUST FD","STATE GRANTS/AGREEMENTS","46Y","3361","336"
"2021","CITY PLANNING","CITY PLANNING SYSTEMS REL COST","3743985",,"3743985","3668153.76","97.97","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5358","530"
"2021","CITY PLANNING","REIMB FROM OTHER FUNDS","1288226",,"1288226","672284.94","52.19","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"37542.19",,"WARNER CENTER MOBILITY TRUST FUND","INVESTMENT EARNINGS","59H","4903","490"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"127864.71",,"PLANNING LONG-RANGE PLAN SPREV","INVESTMENT EARNINGS","52F","4903","490"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"8138.54",,"SHORT-TERM RENTAL ENFORCEMENT TRUST FUND","INVESTMENT EARNINGS","62N","4903","490"
"2021","CITY PLANNING","PLANNING AND LAND USE FEES",,,,"21774743.36",,"PLANNING CASE PROCESSING SPREV","ZONING AND SUBDIVISION FEE","52D","4047","404"
"2021","CITY PLANNING","HOME INVEST PRTNRSHIP REL COST",,,,"111299.94",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5341","530"
"2021","CITY PLANNING","PLANNING AND LAND USE FEES",,,,"2294121.61",,"SHORT-TERM RENTAL ENFORCEMENT TRUST FUND","ZONING AND SUBDIVISION FEE","62N","4047","404"
"2021","CITY PLANNING","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","1361252",,"1361252","1356724.57","99.67","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561"
"2021","CITY PLANNING","REIMB SALARIES & WAGES",,,,"0",,"GENERAL FUND (GENERAL BUDGET)","COLISEUM/SPORTS ARENA REVENUE","100","4542","454"
"2021","CITY PLANNING","MISCELLANEOUS REVENUE-OTHERS","256",,"256","26414.76","10318.27","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516"
"2021","CITY PLANNING","RELATED COST REIMB-OTHERS","15232960",,"15232960","3275642.87","21.5","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2021","CITY PLANNING","ADDL INTERFD TRANS-OTHER FUNDS",,"1121215.96","1121215.96","933802.43","83.28","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2021","CITY PLANNING","DEVELOPMENT SURCHARGE",,,,"0",,"PLANNING CASE PROCESSING SPREV","OTHER CURRENT SERVICE CHARGES","52D","4665","465"
"2021","CITY PLANNING","INTERFD OPER TRANS-PLANNING CASE PROC","23222701","-617967","22604734","20959171.32","92.72","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5660","561"
"2021","CITY PLANNING","INTERFD OPER TRANS-PRIOR YEARS",,,,"185554.04",,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5629","561"
"2021","CITY PLANNING","COUNTY GRANTS - OTHERS",,,,"636284.94",,"CITY PLANNING GRANTS TRUST FD","COUNTY GRANTS/AGREEMENTS","46Y","3513","351"
"2021","CITY PLANNING","JURY DUTY REIMBURSEMENT","100",,"100",,,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5169","516"
"2021","CITY PLANNING","PLANNING AND LAND USE FEES",,,,"10",,"CITY PLANNING SYSTEM DEVE FUND","ZONING AND SUBDIVISION FEE","588","4047","404"
"2021","CITY PLANNING","PLANNING EXPEDITED REL COST",,,,"73.45",,"PLANNING CASE PROCESSING SPREV","REIMB FROM OTHER FUNDS","52D","5360","530"
"2021","CITY PLANNING","MISCELLANEOUS ADM SERVICES",,,,"261.41",,"GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4225","420"
"2021","CITY PLANNING","DEVELOPMENT SURCHARGE",,,,"6216142.38999994",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4665","465"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"196129.84",,"PLANNING CASE PROCESSING SPREV","INVESTMENT EARNINGS","52D","4903","490"
"2021","CITY PLANNING","OPERATING SURCHARGE",,,,"1501737.18",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4664","465"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"170985.8",,"CITY PLANNING SYSTEM DEVE FUND","INVESTMENT EARNINGS","588","4903","490"
"2021","CITY PLANNING","INTEREST INCOME-OTHER",,,,"4109.93",,"WARNER CENTER AIR QUALITY TRUS","INVESTMENT EARNINGS","43W","4903","490"
"2021","CITY PLANNING","BAD CHECK COLLECTION FEES","1295",,"1295","2240","172.97","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4332","432"
"2021","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,,,"0",,"PLANNING CASE PROCESSING SPREV","OTHER CURRENT SERVICE CHARGES","52D","4670","465"
"2021","CITY PLANNING","INTERFD OPER TRANS-OTHER FUNDS","16892080","-776191","16115889","13621477.64","84.52","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2021","CITY PLANNING","MISCELLANEOUS GOV'T SERVICES","2155",,"2155",,,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4339","432"
"2020","CITY PLANNING","INTERFD OPER TRANS-OTHER FUNDS","17457667","-15783.16","17441883.84","14866998.03","85.24","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"5964.92",,"SHORT-TERM RENTAL ENFORCEMENT TRUST FUND","INVESTMENT EARNINGS","62N","4903","490"
"2020","CITY PLANNING","ADDL INTERFD TRANS-OTHER FUNDS",,"101868.8","101868.8","21904.34","21.5","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"8842.29",,"CITY PLANNING GRANTS TRUST FD","INVESTMENT EARNINGS","46Y","4903","490"
"2020","CITY PLANNING","STATE GRANTS - OTHERS",,,,"97293.89",,"CITY PLANNING GRANTS TRUST FD","STATE GRANTS/AGREEMENTS","46Y","3361","336"
"2020","CITY PLANNING","PLANNING EXPEDITED REL COST",,,,"535.29",,"PLANNING CASE PROCESSING SPREV","REIMB FROM OTHER FUNDS","52D","5360","530"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"294955.84",,"CITY PLANNING SYSTEM DEVE FUND","INVESTMENT EARNINGS","588","4903","490"
"2020","CITY PLANNING","DEVELOPMENT SURCHARGE",,,,"8814136.84999998",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4665","465"
"2020","CITY PLANNING","PLANNING AND LAND USE FEES",,,,"656004.12",,"SHORT-TERM RENTAL ENFORCEMENT TRUST FUND","ZONING AND SUBDIVISION FEE","62N","4047","404"
"2020","CITY PLANNING","INTERFD OPER TRANS-MEASURE R LOCAL RET","400000",,"400000","7.27595761418343E-11","0","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5659","561"
"2020","CITY PLANNING","BAD CHECK COLLECTION FEES",,,,"2275",,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4332","432"
"2020","CITY PLANNING","BLDG & SAFETY ENT FND REL COST","1277603",,"1277603","1121281.73","87.76","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5359","530"
"2020","CITY PLANNING","COMMUNITY DEV TR RELATED COST","20342",,"20342","19027.68","93.54","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5334","530"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"53180.06",,"WARNER CENTER MOBILITY TRUST FUND","INVESTMENT EARNINGS","59H","4903","490"
"2020","CITY PLANNING","RELATED COST REIMB-OTHERS","11680440",,"11680440","5577869.85","47.75","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2020","CITY PLANNING","INTERFD OPER TRANS-CANNABIS REG. SP.REV. TRUST FUND","200000",,"200000","65731","32.87","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5667","561"
"2020","CITY PLANNING","CITY PLANNING SYSTEMS REL COST","2537309",,"2537309","3367428.66","132.72","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5358","530"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"325221.77",,"PLANNING CASE PROCESSING SPREV","INVESTMENT EARNINGS","52D","4903","490"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"236662.45",,"PLANNING LONG-RANGE PLAN SPREV","INVESTMENT EARNINGS","52F","4903","490"
"2020","CITY PLANNING","MISCELLANEOUS ADM SERVICES",,,,"586.07",,"GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4225","420"
"2020","CITY PLANNING","SERVICE TO AIRPORTS","340097",,"340097","38492.41","11.32","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2020","CITY PLANNING","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","1367175",,"1367175","1366704.23","99.97","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561"
"2020","CITY PLANNING","MISCELLANEOUS REVENUE-OTHERS",,,,"256.07",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516"
"2020","CITY PLANNING","PLANNING AND LAND USE FEES",,,,"25433504.58",,"PLANNING CASE PROCESSING SPREV","ZONING AND SUBDIVISION FEE","52D","4047","404"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"1038.36",,"GRANADA HILLS-KNOLWOOD DIST PL","INVESTMENT EARNINGS","486","4903","490"
"2020","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,,,"0",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4670","465"
"2020","CITY PLANNING","INTERFD OPER TRANS- MUN HSING FIN","97388",,"97388","97388","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5650","561"
"2020","CITY PLANNING","REIMB OF RELATED COST-PR YR",,,,"129409.85",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2020","CITY PLANNING","INTRFD OPER TRANS-COM DEV TRUST","24347","-1573","22774","22774","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5626","561"
"2020","CITY PLANNING","COLLECTION FEE",,,,"1.33999999999844",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5175","516"
"2020","CITY PLANNING","OPERATING SURCHARGE",,,,"1508136.35",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4664","465"
"2020","CITY PLANNING","JURY DUTY REIMBURSEMENT",,,,"100",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5169","516"
"2020","CITY PLANNING","MISCELLANEOUS GOV'T SERVICES",,,,"2155.45",,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4339","432"
"2020","CITY PLANNING","DEVELOPMENT SURCHARGE",,,,"0",,"PLANNING LONG-RANGE PLAN SPREV","OTHER CURRENT SERVICE CHARGES","52F","4665","465"
"2020","CITY PLANNING","REIMB FROM OTHER FUNDS","2165804",,"2165804","1687687.77","77.92","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2020","CITY PLANNING","REIMB FROM GRANTS",,,,"449.42",,"CITY PLANNING GRANTS TRUST FD","REIMB FROM GRANTS","46Y","5427","542"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"6418.45",,"WARNER CENTER AIR QUALITY TRUS","INVESTMENT EARNINGS","43W","4903","490"
"2020","CITY PLANNING","INTEREST INCOME-OTHER",,,,"17.05",,"CLEAN UP AND GREEN UP TRUST FUND","INVESTMENT EARNINGS","55Q","4903","490"
"2020","CITY PLANNING","COUNTY GRANTS - OTHERS",,,,"1078626.44",,"CITY PLANNING GRANTS TRUST FD","COUNTY GRANTS/AGREEMENTS","46Y","3513","351"
"2020","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,,,"10291837.6400001",,"PLANNING LONG-RANGE PLAN SPREV","OTHER CURRENT SERVICE CHARGES","52F","4670","465"
"2020","CITY PLANNING","INTERFD OPER TRANS-PLANNING CASE PROC","26054134","-522947.42","25531186.58","21127414.96","82.75","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5660","561"
"2019","CITY PLANNING","INTEREST INCOME-OTHER",,,,"7850.44",,"CITY PLANNING GRANTS TRUST FD","INVESTMENT EARNINGS","46Y","4903","490"
"2019","CITY PLANNING","BLDG & SAFETY ENT FND REL COST","1150271",,"1150271","1192716.99","103.69","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5359","530"
"2019","CITY PLANNING","SERVICE TO AIRPORTS","784316",,"784316","19929.95","2.54","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2019","CITY PLANNING","STATE PROJECT AGREEMENTS","50000",,"50000","69259.91","138.52","GENERAL FUND (GENERAL BUDGET)","STATE GRANTS/AGREEMENTS","100","3365","336"
"2019","CITY PLANNING","REIMB OF RELATED COST-PR YR","34925",,"34925","124045.8","355.18","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2019","CITY PLANNING","STATE GRANTS - OTHERS",,,,"40000",,"CITY PLANNING GRANTS TRUST FD","STATE GRANTS/AGREEMENTS","46Y","3361","336"
"2019","CITY PLANNING","BAD CHECK COLLECTION FEES",,,,"1715",,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4332","432"
"2019","CITY PLANNING","INTEREST INCOME-OTHER",,,,"217804.66",,"PLANNING CASE PROCESSING SPREV","INVESTMENT EARNINGS","52D","4903","490"
"2019","CITY PLANNING","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","1384046",,"1384046","1195879.27","86.4","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561"
"2019","CITY PLANNING","INTEREST INCOME-OTHER",,,,"844.34",,"GRANADA HILLS-KNOLWOOD DIST PL","INVESTMENT EARNINGS","486","4903","490"
"2019","CITY PLANNING","CITY PLANNING SYSTEMS REL COST","2975625",,"2975625","2339681.34","78.63","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5358","530"
"2019","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,,,"10011850.9500001",,"PLANNING LONG-RANGE PLAN SPREV","OTHER CURRENT SERVICE CHARGES","52F","4670","465"
"2019","CITY PLANNING","TRANSPORTATION IMPACT ASSMT FEE",,,,"1201117.7",,"WARNER CENTER MOBILITY TRUST FUND","ASSESSMENTS","59H","3178","317"
"2019","CITY PLANNING","INTEREST INCOME-OTHER",,,,"206819.11",,"CITY PLANNING SYSTEM DEVE FUND","INVESTMENT EARNINGS","588","4903","490"
"2019","CITY PLANNING","ADDL INTERFD TRANS-OTHER FUNDS",,"695421.1","695421.1","347078.86","49.91","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2019","CITY PLANNING","INTERFD OPER TRANS-PLANNING CASE PROC","21313460","-85018.16","21228441.84","18612330.02","87.68","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5660","561"
"2019","CITY PLANNING","REIMB FROM GRANTS",,,,"3774.53",,"CITY PLANNING GRANTS TRUST FD","REIMB FROM GRANTS","46Y","5427","542"
"2019","CITY PLANNING","JURY DUTY REIMBURSEMENT",,,,"246.04",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5169","516"
"2019","CITY PLANNING","RELATED COST REIMB-OTHERS","14502446",,"14502446","13940608.91","96.13","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2019","CITY PLANNING","PLANNING EXPEDITED REL COST",,,,"18328.77",,"PLANNING CASE PROCESSING SPREV","REIMB FROM OTHER FUNDS","52D","5360","530"
"2019","CITY PLANNING","INTEREST INCOME-OTHER",,,,"12342.96",,"WARNER CENTER MOBILITY TRUST FUND","INVESTMENT EARNINGS","59H","4903","490"
"2019","CITY PLANNING","INTEREST INCOME-OTHER",,,,"239426.93",,"PLANNING LONG-RANGE PLAN SPREV","INVESTMENT EARNINGS","52F","4903","490"
"2019","CITY PLANNING","PLANNING AND LAND USE FEES",,,,"30012998.22",,"PLANNING CASE PROCESSING SPREV","ZONING AND SUBDIVISION FEE","52D","4047","404"
"2019","CITY PLANNING","INTRFD OPER TRANS-COM DEV TRUST","24338",,"24338","24338","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5626","561"
"2019","CITY PLANNING","OPERATING SURCHARGE",,,,"1857729.95",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4664","465"
"2019","CITY PLANNING","INTERFD OPER TRANS- MUN HSING FIN","97352",,"97352","97352","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5650","561"
"2019","CITY PLANNING","REIMB FROM OTHER FUNDS","1221564",,"1221564","1171988.33","95.94","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
