"category","name","telephone_number","website","address","street","city","state","zip","latitude","longitude"
"City Building","Council District 6: Van Nuys Office","(818) 778-4999","http://www.nury-martinez.com/sixth_district_team","14410 Sylvan St Suite 215 Van Nuys, CA 91401","14410 Sylvan Street","Van Nuys","CA","91401","34.184493","-118.447153"
"City Building","Council District 12: Community Service Center & District Office","(818) 882-1212","http://cd12.org/contact","9207 Oakdale Ave Chatsworth, CA 91311","9207 Oakdale Avenue","Chatsworth","CA","91311","34.237668","-118.567031"
"City Building","Council District 5: Valley Field Office","(818) 971-3088","http://www.councilmemberpaulkoretz.com/contact-us/valley-district-office","15760 Ventura Blvd Suite 600 Encino, CA 91436","15760 Ventura Boulevard","Encino","CA","91436","34.155203","-118.476837"
"Fire Station","Los Angeles Fire Department Station 95","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-95","10010 International Rd, Los Angeles, CA 90045","10010 International Road","Los Angeles","CA","90045","33.945108","-118.381377"
"Fire Station","Los Angeles Fire Department Station 36","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-36","1005 N Gaffey St, San Pedro, CA 90731","1005 N Gaffey Street","San Pedro","CA","90731","33.75317","-118.29303"
"Fire Station","Los Angeles Fire Department Station 87","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-87","10124 Balboa Blvd, Granada Hills, CA 91344","10124 Balboa Boulevard","Granada Hills","CA","91344","34.254642","-118.502164"
"Fire Station","Los Angeles Fire Department Station 51","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-51","10435 Sepulveda Boulevard Los Angeles, CA 91345","10435 Sepulveda Boulevard","Los Angeles","CA","91345","34.259749","-118.467511"
"Fire Station","Los Angeles Fire Department Station 92","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-92","10556 W Pico Blvd, Los Angeles, CA 90064","10556 W Pico Boulevard","Los Angeles","CA","90064","34.0441","-118.42053"
"Fire Station","Los Angeles Fire Department Station 71","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-71","107 S Beverly Glen Blvd, Los Angeles, CA 90024","107 S Beverly Glen Boulevard","Los Angeles","CA","90024","34.08029","-118.435"
"Fire Station","Los Angeles Fire Department Station 3","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-3","108 N Fremont Ave, Los Angeles, CA 90012","108 N Fremont Avenue","Los Angeles","CA","90012","34.05856","-118.25265"
"Fire Station","Los Angeles Fire Department Station 64","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-64","10811 S Main St, Los Angeles, CA 90061","10811 S Main Street","Los Angeles","CA","90061","33.93784","-118.27407"
"Fire Station","Los Angeles Fire Department Station 37","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-37","1090 Veteran Ave, Los Angeles, CA 90024","1090 Veteran Avenue","Los Angeles","CA","90024","34.059771","-118.449131"
"Fire Station","Los Angeles Fire Department Station 8","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-8","11351 Tampa Ave, Northridge, CA 91326","11351 Tampa Avenue","Northridge","CA","91326","34.277317","-118.559436"
"Fire Station","Los Angeles Fire Department Station 59","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-59","11505 W Olympic Blvd, Los Angeles, CA 90025","11505 W Olympic Boulevard","Los Angeles","CA","90025","34.03648","-118.44457"
"Fire Station","Los Angeles Fire Department Station 28","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-28","11641 Corbin Ave, Porter Ranch, CA 91326","11641 Corbin Avenue","Porter Ranch","CA","91326","34.281164","-118.569662"
"Fire Station","Los Angeles Fire Department Station 21","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-21","1192 E 51st St, Los Angeles, CA 90011","1192 E 51st Street","Los Angeles","CA","90011","33.996963","-118.254239"
"Fire Station","Los Angeles Fire Department Station 62","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-62","11970 Venice Blvd, Los Angeles, CA 90066","11970 Venice Boulevard","Los Angeles","CA","90066","34.006133","-118.428553"
"Fire Station","Los Angeles Fire Department Station 18","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-18","12050 Balboa Blvd, Granada Hills, CA 91344","12050 Balboa Boulevard","Granada Hills","CA","91344","34.289543","-118.501507"
"Fire Station","Los Angeles Fire Department Station 19","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-19","12229 Sunset Blvd, Los Angeles, CA 90049","12229 Sunset Boulevard","Los Angeles","CA","90049","34.058552","-118.478555"
"Fire Station","Los Angeles Fire Department Station 38","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-38","124 E I St, Wilmington, CA 90744","124 E I Street","Wilmington","CA","90744","33.7811","-118.26157"
"Fire Station","Los Angeles Fire Department Station 108","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-108","12520 Mulholland Dr, Beverly Hills, CA 90210","12520 Mulholland Drive","Beverly Hills","CA","90210","34.12711","-118.406046"
"Fire Station","Los Angeles Fire Department Station 98","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-98","13035 Van Nuys Blvd, Pacoima, CA 91331","13035 Van Nuys Boulevard","Pacoima","CA","91331","34.269892","-118.417285"
"Fire Station","Los Angeles Fire Department Station 27","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-27","1327 Cole Ave, Los Angeles, CA 90028","1327 Cole Avenue","Los Angeles","CA","90028","34.095646","-118.329995"
"Fire Station","Los Angeles Fire Department Station 85","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-85","1331 W 253rd St, Harbor City, CA 90710","1331 W 253rd Street","Harbor City","CA","90710","33.79484","-118.30004"
"Fire Station","Los Angeles Fire Department Station 10","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-10","1335 S Olive St, Los Angeles, CA 90015","1335 S Olive Street","Los Angeles","CA","90015","34.03726","-118.26394"
"Fire Station","Los Angeles Fire Department Station 44","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-44","1410 Cypress Ave, Los Angeles, CA 90065","1410 Cypress Avenue","Los Angeles","CA","90065","34.097077","-118.231068"
"Fire Station","Los Angeles Fire Department Station 101","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-101","1414 W 25th St, San Pedro, CA 90732","1414 W 25th Street","San Pedro","CA","90732","33.72187","-118.31062"
"Fire Station","Los Angeles Fire Department Station 99","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-99","14145 Mulholland Dr, Sherman Oaks, CA 91423","14145 Mulholland Drive","Sherman Oaks","CA","91423","34.131765","-118.440179"
"Fire Station","Los Angeles Fire Department Station 81","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-81","14355 Arminta St, Panorama City, CA 91402","14355 Arminta Street","Panorama City","CA","91402","34.21315","-118.4446"
"Fire Station","Los Angeles Fire Department Station 41","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-41","1439 N Gardner St, Los Angeles, CA 90046","1439 N Gardner Street","Los Angeles","CA","90046","34.09729","-118.35303"
"Fire Station","Los Angeles Fire Department Station 39","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-39","14415 Sylvan St, Van Nuys, CA 91401","14415 Sylvan Street","Van Nuys","CA","91401","34.184797","-118.447144"
"Fire Station","Los Angeles Fire Department Station 91","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-91","14430 Polk St, Sylmar, CA 91342","14430 Polk Street","Sylmar","CA","91342","34.308989","-118.447951"
"Fire Station","Los Angeles Fire Department Station 7","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-7","14630 Plummer St, Panorama City, CA 91402","14630 Plummer Street","Panorama City","CA","91402","34.242532","-118.45147"
"Fire Station","Los Angeles Fire Department Station 69","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-69","15045 Sunset Blvd, Pacific Palisades, CA 90272","15045 Sunset Boulevard","Pacific Palisades","CA","90272","34.044428","-118.521865"
"Fire Station","Los Angeles Fire Department Station 75","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-75","15345 San Fernando Mission Blvd, Mission Hills, CA 91345","15345 San Fernando Mission Boulevard","Mission Hills","CA","91345","34.272341","-118.466789"
"Fire Station","Los Angeles Fire Department Station 58","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-58","1556 S Robertson Blvd, Los Angeles, CA 90035","1556 S Robertson Boulevard","Los Angeles","CA","90035","34.05071","-118.38413"
"Fire Station","Los Angeles Fire Department Station 35","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-35","1601 Hillhurst Ave, Los Angeles, CA 90027","1601 Hillhurst Avenue","Los Angeles","CA","90027","34.100168","-118.287667"
"Fire Station","Los Angeles Fire Department Station 48","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-48","1601 S Grand Ave, San Pedro, CA 90731","1601 S Grand Avenue","San Pedro","CA","90731","33.72952","-118.29032"
"Fire Station","Los Angeles Fire Department Station 17","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-17","1601 S Santa Fe Ave, Los Angeles, CA 90021","1601 S Santa Fe Avenue","Los Angeles","CA","90021","34.02515","-118.23011"
"Fire Station","Los Angeles Fire Department Station 102","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-102","13200 Burbank Boulevard, Sherman Oaks, CA 91401","13200 Burbank Boulevard","Sherman Oaks","CA","91401","34.17158","-118.42071"
"Fire Station","Los Angeles Fire Department Station 109","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-109","16500 Mulholland Dr, Los Angeles, CA 90049","16500 Mulholland Drive","Los Angeles","CA","90049","34.130748","-118.49219"
"Fire Station","Los Angeles Fire Department Station 23","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-23","17281 Sunset Blvd, Pacific Palisades, CA 90272","17281 Sunset Boulevard","Pacific Palisades","CA","90272","34.04222","-118.554194"
"Fire Station","Los Angeles Fire Department Station 65","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-65","1801 E Century Blvd, Los Angeles, CA 90002","1801 E Century Boulevard","Los Angeles","CA","90002","33.94578","-118.24058"
"Fire Station","Los Angeles Fire Department Station 79","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-79","18030 South Vermont Avenue, Los Angeles, Gardena, CA 90248","18030 South Vermont Avenue","Los Angeles","CA","90248","33.8677","-118.29039"
"Fire Station","Los Angeles Fire Department Station 103","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-103","18143 Parthenia St, Northridge, CA 91325","18143 Parthenia Street","Northridge","CA","91325","34.228802","-118.528869"
"Fire Station","Los Angeles Fire Department Station 11","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-11","1819 7th St, Los Angeles, CA 90057","1819 7th Street","Los Angeles","CA","90057","34.05533","-118.27396"
"Fire Station","Los Angeles Fire Department Station 93","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-93","19059 Ventura Blvd, Tarzana, CA 91356","19059 Ventura Boulevard","Tarzana","CA","91356","34.172659","-118.547875"
"Fire Station","Los Angeles Fire Department Station 66","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-66","1909 W Slauson Ave, Los Angeles, CA 90047","1909 W Slauson Avenue","Los Angeles","CA","90047","33.98926","-118.31178"
"Fire Station","Los Angeles Fire Department Station 63","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-63","1930 Shell Ave, Venice, CA 90291","1930 Shell Avenue","Venice","CA","90291","33.991142","-118.459134"
"Fire Station","Los Angeles Fire Department Station 2","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-2","1962 East Cesar E Chavez Avenue, Los Angeles, CA 90033","1962 East Cesar E Chavez Avenue","Los Angeles","CA","90033","34.04913","-118.21344"
"Fire Station","Los Angeles Fire Department Station 26","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-26","2009 S Western Ave, Los Angeles, CA 90018","2009 S Western Avenue","Los Angeles","CA","90018","34.03831","-118.30923"
"Fire Station","Los Angeles Fire Department Station 16","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-16","2011 N Eastern Ave, Los Angeles, CA 90032","2011 N Eastern Avenue","Los Angeles","CA","90032","34.06625","-118.18043"
"Fire Station","Los Angeles Fire Department Station 42","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-42","2021 Colorado Blvd, Los Angeles, CA 90041","2021 Colorado Boulevard","Los Angeles","CA","90041","34.139401","-118.21089"
"Fire Station","Los Angeles Fire Department Station 107","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-107","20225 Devonshire St, Chatsworth, CA 91311","20225 Devonshire Street","Chatsworth","CA","91311","34.257367","-118.573574"
"Fire Station","Los Angeles Fire Department Station 84","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-84","21050 Burbank Blvd, Woodland Hills, CA 91367","21050 Burbank Boulevard","Woodland Hills","CA","91367","34.173106","-118.591705"
"Fire Station","Los Angeles Fire Department Station 20","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-20","2144 W Sunset Blvd, Los Angeles, CA 90026","2144 W Sunset Boulevard","Los Angeles","CA","90026","34.07723","-118.2653"
"Fire Station","Los Angeles Fire Department Station 96","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-96","21800 Marilla St, Chatsworth, CA 91311","21800 Marilla Street","Chatsworth","CA","91311","34.247471","-118.603457"
"Fire Station","Los Angeles Fire Department Station 1","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-1","2230 Pasadena Ave, Los Angeles, CA 90031","2230 Pasadena Avenue","Los Angeles","CA","90031","34.075492","-118.217852"
"Fire Station","Los Angeles Fire Department Station 106","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-106","23004 Roscoe Blvd, West Hills, CA 91304","23004 Roscoe Boulevard","West Hills","CA","91304","34.219126","-118.628071"
"Fire Station","Los Angeles Fire Department Station 13","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-13","2401 W Pico Blvd, Los Angeles, CA 90006","2401 W Pico Boulevard","Los Angeles","CA","90006","34.04743","-118.28936"
"Fire Station","Los Angeles Fire Department Station 56","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-56","2759 Rowena Ave, Los Angeles, CA 90039","2759 Rowena Avenue","Los Angeles","CA","90039","34.107467","-118.263729"
"Fire Station","Los Angeles Fire Department Station 25","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-25","2927 Whittier Blvd, Los Angeles, CA 90023","2927 Whittier Boulevard","Los Angeles","CA","90023","34.030961","-118.207677"
"Fire Station","Los Angeles Fire Department Station 15","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-15","3000 Hoover St, Los Angeles, CA 90007","3000 Hoover Street","Los Angeles","CA","90007","34.02712","-118.28376"
"Fire Station","Los Angeles Fire Department Station 50","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-50","3036 Fletcher Dr, Los Angeles, CA 90065","3036 Fletcher Drive","Los Angeles","CA","90065","34.115441","-118.244777"
"Fire Station","Los Angeles Fire Department Station 76","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-76","3111 Cahuenga Blvd, Los Angeles, CA 90068","3111 Cahuenga Boulevard","Los Angeles","CA","90068","34.126684","-118.345554"
"Fire Station","Los Angeles Fire Department Station 6","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-6","326 N Virgil Ave, Los Angeles, CA 90004","326 N Virgil Avenue","Los Angeles","CA","90004","34.07745","-118.28658"
"Fire Station","Los Angeles Fire Department Station 40","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-40","330 Ferry St, San Pedro, CA 90731","330 Ferry Street","San Pedro","CA","90731","33.747267","-118.261895"
"Fire Station","Los Angeles Fire Department Station 14","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-14","3401 S Central Ave, Los Angeles, CA 90011","3401 S Central Avenue","Los Angeles","CA","90011","34.01267","-118.25668"
"Fire Station","Los Angeles Fire Department Station 34","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-34","3661 7th Ave, Los Angeles, CA 90018","3661 7th Avenue","Los Angeles","CA","90018","34.021089","-118.324931"
"Fire Station","Los Angeles Fire Department Station 43","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-43","3690 Motor Ave, Los Angeles, CA 90034","3690 Motor Avenue","Los Angeles","CA","90034","34.023039","-118.40573"
"Fire Station","Los Angeles Fire Department Station 49","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-49","400 Yacht St, Wilmington, CA 90744","400 Yacht Street","Wilmington","CA","90744","33.76568","-118.255643"
"Fire Station","Los Angeles Fire Department Station 29","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-29","4029 Wilshire Blvd, Los Angeles, CA 90010","4029 Wilshire Boulevard","Los Angeles","CA","90010","34.061876","-118.315504"
"Fire Station","Los Angeles Fire Department Station 78","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-78","4041 Whitsett Ave, Studio City, CA 91604","4041 Whitsett Avenue","Studio City","CA","91604","34.144009","-118.405344"
"Fire Station","Los Angeles Fire Department Station 9","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-9","430 7th St, Los Angeles, CA 90014","430 7th Street","Los Angeles","CA","90014","34.04118","-118.24773"
"Fire Station","Los Angeles Fire Department Station 86","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-86","4305 Vineland Ave, Toluca Lake, CA 91602","4305 Vineland Avenue","Toluca Lake","CA","91602","34.148283","-118.370521"
"Fire Station","Los Angeles Fire Department Station 46","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-46","4370 S Hoover St, Los Angeles, CA 90037","4370 S Hoover Street","Los Angeles","CA","90037","34.00408","-118.28693"
"Fire Station","Los Angeles Fire Department Station 112","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-112","444 South Harbor Boulevard, Berth 86 Los Angeles, CA 90731","444 South Harbor Boulevard","Los Angeles","CA","90731","33.7408","-118.27839"
"Fire Station","Los Angeles Fire Department Station 55","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-55","4455 York Blvd, Los Angeles, CA 90041","4455 York Boulevard","Los Angeles","CA","90041","34.123883","-118.218681"
"Fire Station","Los Angeles Fire Department Station 94","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-94","4470 Coliseum St, Los Angeles, CA 90016","4470 Coliseum Street","Los Angeles","CA","90016","34.017773","-118.345407"
"Fire Station","Los Angeles Fire Department Station 4","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-4","450 E Temple St, Los Angeles, CA 90012","450 E Temple Street","Los Angeles","CA","90012","34.05031","-118.23606"
"Fire Station","Los Angeles Fire Department Station 47","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-47","4575 Huntington Dr, Los Angeles, CA 90032","4575 Huntington Drive","Los Angeles","CA","90032","34.08585","-118.18902"
"Fire Station","Los Angeles Fire Department Station 52","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-52","4957 Melrose Ave, Los Angeles, CA 90029","4957 Melrose Avenue","Los Angeles","CA","90029","34.083624","-118.308041"
"Fire Station","Los Angeles Fire Department Station 83","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-83","4960 Balboa Blvd, Encino, CA 91436","4960 Balboa Boulevard","Encino","CA","91436","34.161147","-118.500878"
"Fire Station","Los Angeles Fire Department Station 68","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-68","5023 W Washington Blvd, Los Angeles, CA 90019","5023 W Washington Boulevard","Los Angeles","CA","90019","34.040921","-118.349342"
"Fire Station","Los Angeles Fire Department Station 88","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-88","5101 Sepulveda Blvd, Sherman Oaks, CA 91403","5101 Sepulveda Boulevard","Sherman Oaks","CA","91403","34.163122","-118.46639"
"Fire Station","Los Angeles Fire Department Station 60","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-60","5320 Tujunga Ave, Los Angeles, CA 91601","5320 Tujunga Avenue","Los Angeles","CA","91601","34.167652","-118.378839"
"Fire Station","Los Angeles Fire Department Station 67","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-67","5451 Playa Vista Dr, Los Angeles, CA 90094","5451 Playa Vista Drive","Los Angeles","CA","90094","33.973693","-118.42787"
"Fire Station","Los Angeles Fire Department Station 82","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-82","5769 Hollywood Blvd, Los Angeles, CA 90028","5769 Hollywood Boulevard","Los Angeles","CA","90028","34.101858","-118.315333"
"Fire Station","Los Angeles Fire Department Station 61","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-61","5821 W 3rd St, Los Angeles, CA 90036","5821 W 3rd Street","Los Angeles","CA","90036","34.06927","-118.3469"
"Fire Station","Los Angeles Fire Department Station 12","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-12","5921 N Figueroa St, Los Angeles, CA 90042","5921 N Figueroa Street","Los Angeles","CA","90042","34.11103","-118.19024"
"Fire Station","Los Angeles Fire Department Station 105","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-105","6345 Fallbrook Ave, Woodland Hills, CA 91367","6345 Fallbrook Avenue","Woodland Hills","CA","91367","34.185774","-118.623672"
"Fire Station","Los Angeles Fire Department Station 33","Report all emergencies to 9-1-1","http://lafd.org/fire-stations/station-33","6406 S Main St, Los Angeles, CA 90003","6406 S Main Street","Los Angeles","CA","90003","33.98117","-118.27376"
