"fiscal_year","fund_number","fund_name","adopted_budget","budget_amendments","total_budget","beginning_cash","collected_revenue","cash_expenses","other_cash_changes","ending_cash_balance","assets","liabilities","fund_balance","last_expense_recorded","fund_category","fund_group","fund_type","function","department_number","administering_department","fund_purpose","sources_of_funds","eligible_uses","date_fund_established","council_file_number","council_file_link","ordinance_number","code_section","replacement_of_general_funds","overhead_costs_reimbursement","interest_to_general_fund","general_fund_reversion","budget_schedule_number","budget_schedule_name","inactive_fund_close","council_district","grant_project","contact_name","contact_telephone","contact_email","years_since_last_expenditure","idle_fund_notes","idle_fund_recommendations","idle","capital_project"
"2018","172","GO Bonds Series 1993A Fire Safety Improvement Projects Construction","0","2040.3","2040.3","188946.12","2045.96","0","0","190992.08","190992.08","0","190992.08","10/11/2018","Special Purpose Fund","Governmental","Capital Projects","Public Safety","50","Engineering","Fire Safety Improvement Projects","Sale of Series 1993-A Bonds","To pay for project costs including cost of issuance","8/10/1993","93-1243","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=93-1243","168982",,"No","Yes","No","No","No",,"No","11","false","Robert Kadomatsu","(213) 485-4944","robert.kadomatsu@lacity.org",,,,,
"2018","173","GO Bonds Series 1993A Police Facilities Construction","0","0","0","295106.88","3195.17","0","0","298302.05","298302.05","0","298302.05","10/11/2018","Special Purpose Fund","Governmental","Capital Projects","Public Safety","50","Engineering","Construction of Police Facilities","Sale of Series 1993-A Bonds","To pay for project costs including cost of issuance","8/10/1993","93-1243","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=93-1243","168982",,"No","Yes","No","No","No",,"No","ALL","false","Robert Kadomatsu","(213) 485-4944","robert.kadomatsu@lacity.org",,,,,
"2018","183","GO Bonds Series 1994A Police Facilities Construction","0","0","0","202816.61","2196.17","0","0","205012.78","205012.78","0","205012.78","10/11/2018","Special Purpose Fund","Governmental","Capital Projects","Public Safety","50","Engineering","Construction of Police Facilities","Sale of Series 1994-A Bonds","Project management staff salaries, CTO and fringe only related costs, expense and equipment, and lease costs","8/22/1994","94-1159-S1","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-1159-S1","169946",,"No","Yes","No","No","No",,"No","ALL","false","Robert Kadomatsu","(213) 485-4944","robert.kadomatsu@lacity.org","4","Last financial activity in January 2015; Old General Obligation Bond.","Close fund","true",
"2018","186","GO Bonds Series 1995A Police Facilities Construction","0","0","0","151054.55","1635.35","0","0","152689.9","152689.9","0","152689.9","10/11/2018","Special Purpose Fund","Governmental","Capital Projects","Public Safety","50","Engineering","Construction of Police Facilities","Sale of Series 1995-A Bonds","Project management staff salaries, CTO and fringe only related costs, expense and equipment, and lease costs","8/21/1995","95-1343","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-1343","170661",,"No","Yes","No","No","No",,"No","ALL","false","Robert Kadomatsu","(213) 485-4944","robert.kadomatsu@lacity.org","4","Last financial activity in May 2015; Old General Obligation Bond.","Close fund","true",
"2018","198","GO Bonds Series 1999B Branch Library Facilities Construction","0","0","0","568879.07","1042.2","488846.42","0","81074.85","81074.85","0","81074.85","10/11/2018","Special Purpose Fund","Governmental","Capital Projects","Arts/Culture/Tourism","50","Engineering","Construction of branch library facilities","Sale of Series 1999-B Bonds","Money can be used to cover cost of issuing of bonds","8/13/1999","99-0600-S49","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=99-0600-S49","172748",,"No","Yes","No","No","No",,"No","ALL","false","Robert Kadomatsu","(213) 485-4944","robert.kadomatsu@lacity.org",,,,,
"2018","205","Recreation and Parks Grant","0","18887380.7","18887380.7","83105528.72","21794441.84","25870249.97","102179.99","79131900.58","125459789.3","53356363.77","72103425.53","11/8/2018","Special Purpose Fund","Governmental","Capital Projects","Parks","88","Recreation and Parks","Track various grant receivables for the Department of Recreation and Parks","Grant awards","Uses for different grant funds that are laid out in grant agreements","2/23/1967",,,,"No Record","No","Yes","No","No","No",,"No","ALL","true","Noel Williams","(213) 202-4358","noel.williams@lacity.org",,,,,
"2018","206","Special Gas Tax Street Improvement","122295227","-13550456.86","108744770.1","12652248.42","97008137.75","97237630.55","-252991.61","12169764.01","13939493.44","1267238.31","12672255.13","11/8/2018","Special Purpose Fund","Governmental","Special Revenue","Streets","50","Street Services","Finance street improvements within the public right-of-way","State Excise Tax on the sale of gasoline and Federal reimbursements through the surface transportation program","Street widening, reconstruction, street maintenance, street light restoration and rehabilitation","6/30/1987",,,"75698","Administrative Code Section 5.125","Yes","Yes","No","No","5","Special Gas Tax Improvement Fund","No","ALL","false","Gina Mancha","(213) 847-2806","gina.mancha@lacity.org",,,,,
"2018","207","Local Transportation","12528255","-148706.28","12379548.72","3625812.13","8529792.64","4383290.2","-641.32","7771673.25","7863535.18","55863.55","7807671.63","10/11/2018","Special Purpose Fund","Governmental","Capital Projects","Transportation","94","Transportation","Receive apportionments from the Transportation Development Act  Article 3 funds for bicycle and pedestrian facilities","Transportation Development Act Article 3 Funds","Bike paths, smart crosswalks, used for CicLAvia under the category of 'marketing.' Funds can also be used for Engineering expenses leading to construction.","1/1/1987",,,,,"No","Yes","No","No","34","Local Transportation Fund","No","ALL","false","Greta Stanford","(213) 972-8465","greta.stanford@lacity.org",,,,,
"2018","208","Sewer Construction and Maintenance","217479944","415475841","632955785","31602357.51","679548790","613652432","40938.1","97539653.62","126102250.8","147074.1","125955176.7","11/13/2018","Special Purpose Fund","Proprietary","Enterprise","Public Works","50","Sanitation","Receive funds for the Sewer Construction and Maintenance funds group","Bonded Sewer Fees, Inspection Fees, Grants","Operation and maintenance of sewer system","6/30/1987",,,"140190","Municipal Code Section 64.19.2","No","Yes","No","No","14","Sewer Construction and Maintenance Fund","No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","209","Recreation and Parks Sites and Facilities","2500000","2463494.5","4963494.5","14237000.33","3977800","254148.41","-200","17960451.92","17960451.92","0","17960451.92","11/9/2018","Special Purpose Fund","Governmental","Capital Projects","Parks","88","Recreation and Parks","Acquisition and development of park and recreational sites and facilities",,"Recreation and Parks capital projects","1/1/1981",,,"143205",,"No","No","No","No","15","Park and Recreational Sites and Facilities Fund","No","ALL","false","Noel Williams","(213) 202-4358","noel.williams@lacity.org",,,,,
"2018","75B","Wastewater System Revenue Bonds 2012D Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","1/2/2013","12-0376","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=12-0376","182094",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org","7+",,"Close fund","true",
"2018","75C","Wastewater System Revenue Bonds 2012D Construction","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Sanitation & Environment","50","Sanitation","To track funds used to finance improvements to the City's wastewater collection and treatment","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","1/2/2013","12-0376","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=12-0376","182094",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org","7+",,"Close fund","true",
"2018","75D","Wastewater System Revenue Bonds 2013A Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","5/20/2013","13-0414","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=13-0414","182530",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org","7+",,"Close fund","true",
"2018","75E","Wastewater System Revenue Bonds 2013A Construction","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Sanitation & Environment","50","Sanitation","To track funds used to finance improvements to the City's wastewater collection and treatment","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","5/24/2013","13-0414","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=13-0414","182530",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org","7+",,"Close fund","true",
"2018","75F","Wastewater System Revenue Bonds 2013A Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","5/24/2013","13-0414","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=13-0414","182530",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org","7+",,"Close fund","true",
"2018","75G","Wastewater System Revenue Bonds 2013B Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","5/24/2013","13-0414","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=13-0414","182530",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org","7+",,"Close fund","true",
"2018","75H","Wastewater System Revenue Bonds 2015A Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","6/15/2015","15-0542","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=15-0542","183570",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","75J","Wastewater System Revenue Bonds Refunding 2015B Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","6/15/2015","15-0542","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=15-0542","183570",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","75K","Wastewater System Revenue Bonds Refunding 2015C Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","6/15/2015","15-0542","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=15-0542","183570",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","75L","Wastewater System Revenue Bonds Refunding 2015D Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","6/15/2015","15-0542","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=15-0542","183570",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","75M","Wastewater System Revenue Bonds Refunding 2015A Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","6/15/2015","15-0542","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=15-0542","183570",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","75N","Wastewater System Revenue Bonds 2017A (Green Bonds) Construction","230766000","-35930544.89","194835455.1","262000000","2981174.84","146549302.7","0","118431872.2","118431872.2","0","118431872.2","10/12/2018","Special Purpose Fund","Proprietary","Enterprise","Sanitation & Environment","50","Sanitation","To track funds used to finance improvements to the City's wastewater collection and treatment","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","5/15/2017","17-0343","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=17-0343","184872",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","J2B","Power System Revenue Bonds 2008A Debt Service","0","0","0","48173068.75","17238270","65411338.75","0","0","0","0","0","4/12/2018","Proprietary Dept.","Proprietary","Enterprise","Debt Service","98","Water and Power","To pay for principal for the principal and interest payable on the outstanding bonds","Sale of the Power System Revenue Bonds 2013, Series A","For upcoming principal and interest payments","11/14/2008",,,,,"No","No","No","No","No",,"No","ALL","false","Jeffery L. Peltola","(213) 367-1347","jeff.peltola@ladwp.com",,,,,
"2018","75P","Wastewater System Revenue Bonds 2017A Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","5/15/2017","17-0343","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=17-0343","184872",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","75Q","Wastewater System Revenue Bonds Refunding 2017B Rebate","0","0","0","0","0","0","0","0",,,"0",,"Special Purpose Fund","Proprietary","Enterprise","Debt Service","50","Sanitation","Holds earnings from the investment of Wastewater bond sale earnings above federal arbitrage limits","Sale of bonds","Expenditures shall be made from the fund as provided in the budget or by Council resolution unless provided otherwise by ordinance.","5/15/2017","17-0343","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=17-0343","184872",,"No","No","No","No","No",,"No","ALL","false","Eva Sung","(213) 485-3227","eva.sung@lacity.org",,,,,
"2018","A65","GO Bonds Series 2005B Debt Service","8654500","324089.16","8978589.16","8988457.09","7217.71","8978589.16","-17085.64","0","0","0","0","8/17/2017","Special Purpose Fund","Governmental","Debt Service","Debt Service","39","Office of Finance","To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund","Accrued interest from sales of Series 2005-B bonds and money from collections of property tax for Series 2005-B bonds.","Remaining funds to be deposited into the City General Fund","8/4/2005","05-1408","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408","176839",,"No","No","No","No","No",,"No","ALL","false","Tiffany Liaw","(213) 978-1742","tiffany.liaw@lacity.org",,,,,
"2018","A66","GO Bonds Series 2006A Debt Service","5041238","0","5041238","4910942.01","3641.5","4906223.27","-8360.24","0","0","0.01","-0.01","8/17/2017","Special Purpose Fund","Governmental","Debt Service","Debt Service","39","Office of Finance","To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund","Accrued interest from sales of Series 2006-A bonds and money from collections of property tax for Series 2006-A bonds.","Remaining funds to be deposited into the City General Fund","8/7/2006","06-0600-S37","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37","177733",,"No","No","No","No","No",,"No","ALL","false","Tiffany Liaw","(213) 978-1742","tiffany.liaw@lacity.org",,,,,
"2018","A67","GO Bonds Series 2008A Debt Service","7160000","0","7160000","6915921.08","5293.56","6908866.29","-12348.35","0","0","0","0","8/17/2017","Special Purpose Fund","Governmental","Debt Service","Debt Service","39","Office of Finance","To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund","Accrued interest from sales of Series 2008-A bonds and money from collections of property tax for Series 2008-A bonds.","Remaining funds to be deposited into the City General Fund","8/4/2008","08-1706","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=08-1706","180090",,"No","No","No","No","No",,"No","ALL","false","Tiffany Liaw","(213) 978-1742","tiffany.liaw@lacity.org",,,,,
"2018","A68","GO Bonds Series 2009 Debt Service","12115462","0.5","12115462.5","12423070.39","7180932.21","12115462.5","0","7488540.1","7488540.1","0","7488540.1","10/11/2018","Special Purpose Fund","Governmental","Debt Service","Debt Service","39","Office of Finance","To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund","Accrued interest from sales of Series 2009 bonds and money from collections of property tax for Series 2009 bonds.","Remaining funds to be deposited into the City General Fund","7/30/2009","09-1674-S1","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=09-1674-S1","180808",,"No","No","No","No","36","Bond Redemption and Interest","No","ALL","false","Tiffany Liaw","(213) 978-1742","tiffany.liaw@lacity.org",,,,,
"2018","A69","GO Bonds Series 2011A Debt Service","6435000","0","6435000","6643752.81","6846441.75","6435000","0","7055194.56","7055194.56","0","7055194.56","10/11/2018","Special Purpose Fund","Governmental","Debt Service","Debt Service","39","Office of Finance","To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund","Accrued interest from sales of Series 2011-A bonds and money from collections of property tax for Series 2011-A bonds.","Remaining funds to be deposited into the City General Fund","6/21/2011","11-0841","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0841","181755",,"No","No","No","No","36","Bond Redemption and Interest","No","ALL","false","Tiffany Liaw","(213) 978-1742","tiffany.liaw@lacity.org",,,,,
"2018","A70","GO Bonds Refunding Series 2011B Debt Service","41702750","0","41702750","43104599.72","41266878.73","41702750","0","42668728.45","42668728.45","0","42668728.45","10/11/2018","Special Purpose Fund","Governmental","Debt Service","Debt Service","39","Office of Finance","To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund","Accrued interest from sales of Series 2011-B bonds and money from collections of property tax for Series 2011-B bonds.","Remaining funds to be deposited into the City General Fund","6/21/2011","11-0841","https://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0841","181755",,"No","No","No","No","36","Bond Redemption and Interest","No","ALL","false","Tiffany Liaw","(213) 978-1742","tiffany.liaw@lacity.org",,,,,
