"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code"
"2015","FIRE","SERVICE TO AIRPORTS","25863000",,"25863000","26246090.95","101.48","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2015","NON-DEPARTMENTAL - GENERAL","PROPERTY TAX-REDEMP PRIOR SECURED","24351000",,"24351000","17065110.71","70.08","GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3019","301"
"2015","PUBLIC WORKS - STREET LIGHTING","INTERFD OPER TRANS-ST LIGHT ASMNT","23319394","-113651","23205743","19572268.61","84.34","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5621","561"
"2015","NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM","ADDL INTERFD TRANS-OTHER FUNDS",,"20710267.05","20710267.05","2379677.32","11.49","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-MEASURE R LOCAL RET","19772452",,"19772452","14008710.72","70.85","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5659","561"
"2015","POLICE","SERVICE TO AIRPORTS","19764685",,"19764685","15459336.55","78.22","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2015","ZOO","INTERFD OPER TRANS-ZOO ENT","19809007","-154386.43","19654620.57","18311373.2","93.17","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5646","561"
"2015","TRANSPORTATION","PROP C ANTIGRIDLOCK REL COST","18901808",,"18901808","18090459.77","95.71","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5340","530"
"2015","CITY PLANNING","INTERFD OPER TRANS-PLANNING CASE PROC","18698403","-39447.2","18658955.8","15172392.66","81.31","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5660","561"
"2015","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-TELEVISION","18000000",,"18000000","18917885.8","105.1","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3067","306"
"2015","POLICE","ADDL INTERFD TRANS-OTHER FUNDS",,"17458395.67","17458395.67","12465303.52","71.4","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","FIRE","SERVICE TO HARBOR","17162000",,"17162000","17131349","99.82","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2015","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-GAS","16900000",,"16900000","17783604.22","105.23","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3062","306"
"2015","FIRE","REIMB FROM OTHER FUNDS","16648277",,"16648277","1097673.49","6.59","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2015","GENERAL SERVICES","SANIT EQUIP CHG ACQ FD REL COST","15718614",,"15718614","15718620","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5345","530"
"2015","PUBLIC WORKS - STREET SERVICES","ADDL INTERFD TRANS-OTHER FUNDS",,"15613863.62","15613863.62","6267771.27","40.14","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","NON-DEPARTMENTAL - GENERAL","MISCELLANEOUS REVENUE-OTHERS","15000000",,"15000000","2530726.35","16.87","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516"
"2015","OFFICE OF FINANCE","INTEREST ON POOLED INVEST-GEN FUND","13291000",,"13291000","15619233.61","117.52","GENERAL FUND (GENERAL BUDGET)","INVESTMENT EARNINGS","100","4902","490"
"2015","LOS ANGELES HOUSING","INTRFD OPER TRANS-COM DEV TRUST","12490984","-66440","12424544","10096297.58","81.26","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5626","561"
"2015","LOS ANGELES HOUSING","CODE ENFORCEMENT REL COST","12083416",,"12083416","8138381.2","67.35","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5351","530"
"2015","POLICE","IMPOUND FEE","10500000",,"10500000","10778993.16","102.66","GENERAL FUND (GENERAL BUDGET)","OTHER CURRENT SERVICE CHARGES","100","4662","465"
"2015","PUBLIC WORKS - ENGINEERING","SEWER CONS & MAIN RELATED COST","10088222",,"10088222","10088221","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS-RENT STAB","10078892","-6720","10072172","7741559.25","76.86","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5618","561"
"2015","CITY ATTORNEY","SERVICE TO WATER & POWER","9871820",,"9871820","8453175.42","85.63","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-STORMWTR POL","9680153",,"9680153","9436419.11","97.48","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5635","561"
"2015","CULTURAL AFFAIRS","INTERFD OPER TRANS-ARTS/CULTURAL","9829408","-211698","9617710","8615433.17","89.58","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5633","561"
"2015","COUNCIL","ADDL INTERFD TRANS-RES FD NON REIM",,"9324710.2","9324710.2","9324710.2","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","NON-DEPARTMENTAL - GENERAL","TOBACCO SETTLEMENT","9106000",,"9106000","9020828.36","99.06","GENERAL FUND (GENERAL BUDGET)","DAMAGE SETTLEMENTS","100","5124","512"
"2015","TRANSPORTATION","ADDL INTERFD TRANS-OTHER FUNDS",,"8310454.61","8310454.61","5919173.53","71.23","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","NON-DEPARTMENTAL - LIABILITY CLAIMS","ADDL INTERFD TRANS-RES FD NON REIM",,"8300000","8300000","8300000","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-SEWER CONS","8117436",,"8117436","6508054.14","80.17","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","ADDL INTERFD TRANS-OTHER FUNDS",,"7997904","7997904","4676389.47","58.47","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","PUBLIC WORKS - ENGINEERING","ADDL INTERFD TRANS-OTHER FUNDS",,"7937333.8","7937333.8","6412400.4","80.79","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","NON-DEPARTMENTAL - GENERAL","PROP TAX-HOMEOWNER RELIEF-STATE","7874000",,"7874000","8163390.44","103.68","GENERAL FUND (GENERAL BUDGET)","STATE HOMEOWNER TAX RELIEF","100","3341","334"
"2015","GENERAL SERVICES","FIGUEROA PLAZA REVENUE","7780729",,"7780729","6695588.89","86.05","GENERAL FUND (GENERAL BUDGET)","RENTS AND CONCESSIONS","100","4933","493"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","INTERFD OPER TRANS-SEWER CONS","7399143",,"7399143","6864025.81","92.77","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561"
"2015","GENERAL SERVICES","COST REIMBURSEMENT FROM LIBRARY","7339253",,"7339253","7484311.16","101.98","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS-ST LIGHT ASMNT","7180677",,"7180677","7180677","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5621","561"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-CITYWIDE RECYCLING","7091574",,"7091574","5332863.18","75.2","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5657","561"
"2015","COUNCIL","MISCELLANEOUS REVENUE-OTHERS","7000000",,"7000000","751080.95","10.73","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516"
"2015","PERSONNEL","WORKERS COMPENSATION","7000000",,"7000000","8603920.88","122.91","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4593","459"
"2015","INFORMATION TECHNOLOGY AGENCY","INTERFD OPER TRANS-TELECOM DEV","6995544","-50106","6945438","6945438","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5630","561"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTERFD OPER TRANS-WIA","11334362","-4415455","6918907","6918907","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5651","561"
"2015","CITY PLANNING","INTERFD OPER TRANS-OTHER FUNDS","7065839","-288927","6776912","6310780.4","93.12","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2015","POLICE","EXCESSIVE FALSE ALARM FEES","6700000",,"6700000","7928846.31000001","118.34","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4078","407"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","REIMB FROM OTHER FUNDS","6623985",,"6623985",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2015","CITY PLANNING","RELATED COST REIMB-OTHERS","6553546",,"6553546","6101651.97","93.1","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2015","PUBLIC WORKS - STREET LIGHTING","ST LIGHTING ASSESS REL COST","6482127",,"6482127","5438851","83.91","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5342","530"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-ST DAM RES FEE","6384773",,"6384773","5757268","90.17","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5649","561"
"2015","GENERAL SERVICES","ADDL INTERFD TRANS-RES FD NON REIM",,"6317260.54","6317260.54","1164413.76","18.43","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","POLICE","INTERFD OPER TRANS-SUPP LAW ENFOR","6310432",,"6310432","1710329.34","27.1","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5647","561"
"2015","MAYOR","ADDL INTERFD TRANS-OTHER FUNDS",,"6203107.17","6203107.17","3673296.97","59.22","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","NON-DEPARTMENTAL - GENERAL","MISCELLANEOUS TAXES","6000000",,"6000000","5983000.57","99.72","GENERAL FUND (GENERAL BUDGET)","OTHER PROPERTY TAXES","100","3041","304"
"2015","FIRE","INTERFD OPER TRANS-LOCAL PUBLIC SAFETY","6000000",,"6000000","6000000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5658","561"
"2015","FIRE","CONS PLAN CHECKING","6000000",,"6000000","6039610.02","100.66","GENERAL FUND (GENERAL BUDGET)","PLAN CHECKING FEES","100","4152","415"
"2015","FIRE","ADDL INTERFD TRANS-OTHER FUNDS",,"5910201.43","5910201.43","3774158.35","63.86","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","PUBLIC WORKS - STREET SERVICES","MEASURE R TRAFFIC RELIEF OH REIMB","5901755",,"5901755","2885303.32","48.89","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5367","530"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS SP PKG REV","5854050",,"5854050","5854050","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5617","561"
"2015","CITY ATTORNEY","SERVICE TO AIRPORTS","5824823",,"5824823","6469210.46","111.06","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2015","COUNCIL","ADDL INTERFD TRANS-OTHER FUNDS",,"5694625.32","5694625.32","5478534.94","96.21","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-STORMWTR POL","5581562",,"5581562","5581562","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5635","561"
"2015","BUILDING AND SAFETY","ADDL INTERFD TRANS-OTHER FUNDS",,"5571580","5571580","5017905.44","90.06","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","NON-DEPARTMENTAL - GENERAL CITY PURPOSES","ADDL INTERFD TRANS-RES FD NON REIM",,"5542364.85","5542364.85","1527960.97","27.57","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SERVICE TO AIRPORTS","5502416",,"5502416","3719963.36","67.61","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2015","TRANSPORTATION","INTERFD OPER TRANS-TRAFFIC SAFETY","5473805",,"5473805","4556582.73","83.24","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5628","561"
"2015","POLICE","POLICE PERMIT","5420000",,"5420000","5804355.71","107.09","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4071","407"
"2015","FIRE","UNIFIED PROGRAM-ANNUAL FEES","5400000",,"5400000","4848820.78","89.79","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4120","411"
"2015","PUBLIC WORKS - STREET LIGHTING","ADDL INTERFD TRANS-OTHER FUNDS",,"5347614.33","5347614.33","3036403.65","56.78","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569"
"2015","NON-DEPARTMENTAL - GENERAL","CORPORATE DOCUMENTARY TRANSFER TAX","5280000",,"5280000","15694599.76","297.25","GENERAL FUND (GENERAL BUDGET)","OTHER TAXES","100","3110","311"
"2015","TRANSPORTATION","REIMB-SPRF SALARIES & OVERTIME LADOT","5221866",,"5221866","3855671.14","73.84","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5303","530"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-PROP C","5211796",,"5211796","3591620.44","68.91","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561"
"2015","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-PROP C","5145937",,"5145937","4696000","91.26","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561"
"2015","FIRE","ADDL INTERFD TRANS-RES FD NON REIM",,"5105347.72","5105347.72","5105347.72","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","NON-DEPARTMENTAL - GENERAL","INTERFD OPER TRANS-TELECOM DEV","5077022",,"5077022",,,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5630","561"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-LANDFILL MAINT","4839748",,"4839748","4030526.93","83.28","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5640","561"
"2015","TRANSPORTATION","INTERFD OPER TRANS-PROP A","4650354",,"4650354","3875511.58","83.34","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5616","561"
"2015","MAYOR","ADDL INTERFD TRANS-RES FD NON REIM",,"4487039.25","4487039.25","4487039.25","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","TRANSPORTATION","INTERFD OPER TRANS-SP GAS TAX","4480188",,"4480188","4333329.25","96.72","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SEWER CONS & MAIN RELATED COST","4479796",,"4479796","4479798","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-ST DAM RES FEE","4455434",,"4455434","4455434","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5649","561"
"2015","NON-DEPARTMENTAL - WATER AND ELECTRICITY","COST REIMBURSEMENT FROM LIBRARY","4446636",,"4446636","3598777.72","80.93","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530"
"2015","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-SP GAS TAX","4291450",,"4291450","4000000","93.21","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561"
"2015","CITY ATTORNEY","INTERFD OPER TRANS-OTHER FUNDS","4277047",,"4277047","3219639.77","75.28","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2015","CITY CLERK","ELECTION REIMBURSEMENTS","4176580",,"4176580","5265623.05","126.07","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4341","432"
"2015","GENERAL SERVICES","SEWER CONS & MAIN RELATED COST","4028612",,"4028612","4028612","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-OTHER FUNDS","4016422","-450","4015972","3515350.97","87.53","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2015","TRANSPORTATION","PROP A LOCAL TRANSIT REL COST","3965328",,"3965328","3553557.04","89.62","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5337","530"
"2015","CITY ATTORNEY","SERVICE TO HARBOR","3868474",,"3868474","3499526","90.46","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WORK INVEST ACT REL COST","3853801",,"3853801","2630028.83","68.25","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5355","530"
"2015","TRANSPORTATION","REIMB OF OTHER GEN FUND COSTS-SPRF","3841760",,"3841760","3569589.27","92.92","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5305","530"
