"fiscal_year","vendor_name","dollar_amount","data_source"
"2014","WONDRIES FLEET GRP","10036724.06","SMS"
"2012","HAAKER EQUIPMENT CO","9842358.11","SMS"
"2017","WONDRIES FLEET GRP","9513542.28","SMS"
"2016","LOS ANGELES FREIGHTLINER","9469136.46","SMS"
"2013","COMPUCOM SYSTEMS","9276947.30","SMS"
"2017","FALCON FUELS INC","8970983.06","SMS"
"2017","HP INC.","8937647.20","SMS"
"2013","HEWLETT-PACKARD COMPANY","8841079.16","SMS"
"2017","IPS GROUP INC","8820505.85","SMS"
"2014","PRIVACY-MAYOR","8594266.11","SMS"
"2015","SAN JOAQUIN REFINING CO INC","8476202.16","SMS"
"2012","COMPUCOM SYSTEMS","8414219.48","SMS"
"2016","KME FIRE APPARATUS","8348877.67","SMS"
"2015","HEWLETT-PACKARD COMPANY","8263549.39","SMS"
"2016","COMPUCOM SYSTEMS","8262794.69","SMS"
"2012","CED/METROPOLITAN ELECTRICAL","7513038.24","SMS"
"2012","HEWLETT-PACKARD COMPANY","7351524.16","SMS"
"2013","LEOTEK ELECTRONICS USA CORP","6882756.74","SMS"
"2014","KME FIRE APPARATUS","6782295.17","SMS"
"2015","DELL MARKETING L P","6739847.95","SMS"
"2017","DELL MARKETING L P","6483454.03","SMS"
"2014","HEWLETT-PACKARD COMPANY","6405375.55","SMS"
"2015","PRIVACY-MAYOR","6364806.50","SMS"
"2017","PRIVACY-POLICE","6146117.71","SMS"
"2016","PRIVACY-POLICE","6045324.85","SMS"
"2014","QUINN COMPANY","5913272.21","SMS"
"2012","WEST COAST STORM INC","5814440.63","SMS"
"2014","HAAKER EQUIPMENT CO","5770261.04","SMS"
"2016","FALCON FUELS INC","5633826.63","SMS"
"2017","CLEAN ENERGY","5468363.37","SMS"
"2017","MOTOROLA SOLUTIONS INC","5322263.32","SMS"
"2013","ORACLE AMERICA INC","5143792.75","SMS"
"2014","CLEAN ENERGY","5116054.93","SMS"
"2017","PRIVACY-MAYOR","5043845.00","SMS"
"2017","REYNOLDS BUICK GMC","5033888.86","SMS"
"2014","STERNDAHL ENTERPRISES INC","5021717.48","SMS"
"2016","HEWLETT-PACKARD COMPANY","5002038.65","SMS"
"2017","GRAINGER","4988018.77","SMS"
"2017","OFFICE DEPOT BUSINESS SVCS DIV","4976198.71","SMS"
"2014","COMMERCIAL PAVING & COATING","4944686.82","SMS"
"2015","CLEAN ENERGY","4941994.84","SMS"
"2014","NIXON-EGLI EQUIPMENT CO","4859449.98","SMS"
"2014","APPLIED AIR CONDITIONING, INC.","4809253.75","SMS"
"2014","MC PEEK'S DODGE OF ANAHEIM","4796677.75","SMS"
"2016","PETROCHEM MATERIALS INNOVATION,LLC","4782918.25","SMS"
"2017","STERNDAHL ENTERPRISES INC","4744450.66","SMS"
"2016","IPS GROUP INC","4742578.55","SMS"
"2016","KEY INFORMATION SYSTEMS","4735649.23","SMS"
"2017","BURST COMMUNICATIONS INC","4647937.79","SMS"
"2017","AIRBUS HELICOPTERS","4635980.21","SMS"
"2017","NIXON-EGLI EQUIPMENT CO","4529258.12","SMS"
"2013","CLEAN ENERGY","4387292.13","SMS"
"2016","QUINN COMPANY","4377892.74","SMS"
"2012","BRAUN NORTHWEST INC","4367797.77","SMS"
"2015","QUINN POWER SYSTEMS ASSOCIATES","4329330.00","SMS"
"2017","APPLIED AIR CONDITIONING, INC.","4325040.86","SMS"
"2017","PALANTIR TECHNOLOGIES INC.","4309439.00","SMS"
"2016","BEST CONTRACTING SERVICES INC","4284416.36","SMS"
"2012","BEST CONTRACTING SERVICES INC","4256114.69","SMS"
"2016","MCCAIN TRAFFIC SUPPLY","4244781.79","SMS"
"2016","SAN JOAQUIN REFINING CO INC","4191940.59","SMS"
"2016","PRIVACY-MAYOR","4182684.65","SMS"
"2013","KEY INFORMATION SYSTEMS","4176414.45","SMS"
"2015","RUSH TRUCK CENTER OF CA INC","4170470.20","SMS"
"2017","KONICA MINOLTA BUSINESS SOLUTIONS","4169608.65","SMS"
"2012","COMMERCIAL PAVING & COATING","4130599.35","SMS"
"2015","IPS GROUP INC","4128739.82","SMS"
"2013","APPLIED AIR CONDITIONING, INC.","4121645.41","SMS"
"2013","BRAUN NORTHWEST INC","4077411.71","SMS"
"2014","INLAND KENWORTH INC","4035956.86","SMS"
"2013","DELL MARKETING L P","4001107.72","SMS"
"2016","GRAINGER","3992470.42","SMS"
"2014","GRAINGER","3960639.97","SMS"
"2016","CLEAN ENERGY","3940060.50","SMS"
"2015","AIRBUS HELICOPTERS","3933911.57","SMS"
"2016","AIRBUS HELICOPTERS","3929462.35","SMS"
"2015","APPLIED AIR CONDITIONING, INC.","3914764.55","SMS"
"2016","NEW CENTURY BMW MOTORCYCLES","3901835.65","SMS"
"2017","SPRINT","3826778.90","SMS"
"2017","DANIELS TIRE SERVICE","3753689.45","SMS"
"2017","INSIGHT PUBLIC SECTOR INC","3740591.75","SMS"
"2013","HAAKER EQUIPMENT CO","3685860.84","SMS"
"2015","GRAINGER","3672018.80","SMS"
"2015","OFFICE DEPOT BUSINESS SVCS DIV","3655040.43","SMS"
"2012","APPLIED AIR CONDITIONING, INC.","3588279.31","SMS"
"2013","GRAINGER","3583203.51","SMS"
"2016","OFFICE DEPOT BUSINESS SVCS DIV","3558348.31","SMS"
"2012","DELL MARKETING L P","3547697.91","SMS"
"2012","RICOH AMERICAS CORPORATION","3535198.48","SMS"
"2016","BRAUN NORTHWEST INC","3488955.94","SMS"
"2015","MCCAIN TRAFFIC SUPPLY","3467663.76","SMS"
"2017","FISHER SCIENTIFIC","3461599.14","SMS"
"2015","DANIELS TIRE SERVICE","3445645.46","SMS"
"2017","ALL PHASE ELECTRIC SUPPLY CO","3385271.49","SMS"
"2012","CLEAN ENERGY","3377737.23","SMS"
"2012","LEOTEK ELECTRONICS USA CORP","3346770.91","SMS"
"2016","DELL MARKETING L P","3343998.96","SMS"
"2017","HERC RENTALS INC.","3301926.78","SMS"
"2014","BRAUN NORTHWEST INC","3301348.54","SMS"
"2015","BRAUN NORTHWEST INC","3271362.79","SMS"
"2012","GRAINGER","3258865.58","SMS"
"2017","PIERCE MANUFACTURING INC","3256892.46","SMS"
"2015","MOTOROLA SOLUTIONS INC","3247834.78","SMS"
"2016","ALFA-LAVAL INC","3239848.06","SMS"
"2012","GALLS","3237317.56","SMS"
"2013","RICOH AMERICAS CORPORATION","3237184.52","SMS"
"2014","FISHER SCIENTIFIC","3214531.75","SMS"
"2015","REYNOLDS BUICK GMC","3185110.37","SMS"
"2012","ALL PHASE ELECTRIC SUPPLY CO","3179807.69","SMS"
"2015","FISHER SCIENTIFIC","3177271.40","SMS"
"2016","REYNOLDS BUICK GMC","3172275.99","SMS"
"2017","WARREN DISTRIBUTING INC","3164453.31","SMS"
"2015","ASSOCIATED OF LOS ANGELES","3161489.56","SMS"
"2013","ONE SOURCE DISTRIBUTORS INC","3115656.20","SMS"
"2014","BOB WONDRIES MOTORS INC","3105276.82","SMS"
"2017","BOB WONDRIES MOTORS INC","3103588.99","SMS"
"2014","SPRINT","3079436.71","SMS"
"2014","KEY INFORMATION SYSTEMS","3065928.22","SMS"
"2012","MCCAIN TRAFFIC SUPPLY","3058744.00","SMS"
"2017","KEY INFORMATION SYSTEMS","3038924.84","SMS"
"2016","FISHER SCIENTIFIC","3031107.20","SMS"
"2012","SPRINT SOLUTIONS, INC.","3024707.06","SMS"
"2016","APPLIED AIR CONDITIONING, INC.","3005145.87","SMS"
"2017","MUNICIPAL EMERGENCY SERVICES INC.","2989859.45","SMS"
"2013","NORTHROP GRUMMAN IT","2968308.62","SMS"
"2012","ASSOCIATED OF LOS ANGELES","2958340.68","SMS"
"2016","KONICA MINOLTA BUSINESS SOLUTIONS","2952500.47","SMS"
"2015","AMREP INC","2948437.64","SMS"
"2015","STERNDAHL ENTERPRISES INC","2943120.16","SMS"
"2017","L N CURTIS & SONS","2938127.29","SMS"
"2012","BOB WONDRIES MOTORS INC","2934117.81","SMS"
"2017","BRAUN NORTHWEST INC","2932755.71","SMS"
"2013","OFFICE DEPOT BUSINESS SVCS DIV","2927661.09","SMS"
"2014","PLAYCORE WISCONSIN, INC DBA GAME TIME","2925819.71","SMS"
"2014","OFFICE DEPOT BUSINESS SVCS DIV","2919521.81","SMS"
"2012","MERRIMAC ENERGY GROUP","2893823.26","SMS"
"2017","FFBH MOTORS LLC DBA FRONTIER FORD","2863713.47","SMS"
"2015","INTELLI-FLEX INC.","2841112.47","SMS"
"2015","ORACLE AMERICA INC","2836574.28","SMS"
"2012","WARREN DISTRIBUTING INC","2835571.61","SMS"
"2014","MOTOROLA SOLUTIONS INC","2835369.45","SMS"
"2014","RUSH TRUCK CENTER OF CA INC","2824410.80","SMS"
"2017","HEWLETT PACKARD ENTERPRISE COMPANY","2810235.90","SMS"
"2015","SPRINT","2790573.34","SMS"
"2016","DANIELS TIRE SERVICE","2789897.83","SMS"
"2013","GALLS","2785880.95","SMS"
"2014","DANIELS TIRE SERVICE","2782178.90","SMS"
"2013","MERRIMAC ENERGY GROUP","2773549.62","SMS"
"2017","NEW CENTURY BMW MOTORCYCLES","2739037.30","SMS"
"2017","AMERICAN MOVING PARTS LLC","2711954.72","SMS"
"2016","HERTZ EQUIPMENT RENTAL CORP","2707480.32","SMS"
"2016","HELINET AVIATION","2705482.93","SMS"
"2015","BOB WONDRIES MOTORS INC","2700548.50","SMS"
"2012","OFFICE DEPOT BUSINESS SVCS DIV","2694087.77","SMS"
"2015","GALLS, LLC","2689734.19","SMS"
"2012","AMERICAN MOVING PARTS LLC","2685525.87","SMS"
"2017","SAN JOAQUIN REFINING CO INC","2677866.70","SMS"
"2014","LANDSCAPE STRUCTURES INC","2654879.60","SMS"
"2015","WARREN DISTRIBUTING INC","2647488.62","SMS"
"2014","ORACLE AMERICA INC","2636274.07","SMS"
"2013","HERTZ EQUIPMENT RENTAL CORP","2635481.01","SMS"
"2014","AMERICAN MOVING PARTS LLC","2631169.99","SMS"
"2012","ROBERTSONS READY MIX","2596485.51","SMS"
"2015","BURST COMMUNICATIONS INC","2595471.86","SMS"
"2014","MERRIMAC ENERGY GROUP","2586911.84","SMS"
"2013","ROADTEC, INC","2577211.99","SMS"
"2013","PLAYCORE WISCONSIN, INC DBA GAME TIME","2574927.09","SMS"
"2013","BOB WONDRIES MOTORS INC","2562602.83","SMS"
"2017","AMREP INC","2554644.77","SMS"
"2015","MUNICIPAL EMERGENCY SERVICES INC.","2554478.27","SMS"
"2013","QUINN COMPANY","2530273.33","SMS"
"2013","NIXON-EGLI EQUIPMENT CO","2528796.36","SMS"
"2013","WARREN DISTRIBUTING INC","2524970.27","SMS"
"2016","WARREN DISTRIBUTING INC","2498729.31","SMS"
"2017","MC PEEK'S DODGE OF ANAHEIM","2484445.14","SMS"
"2015","AMERICAN MOVING PARTS LLC","2481815.90","SMS"
"2013","TURF STAR INC","2474332.70","SMS"
"2012","AMREP INC","2473625.74","SMS"
"2012","ACCO ENGINEERED SYSTEMS","2467750.23","SMS"
"2017","MOTOROLA INC - CGISS","2462745.65","SMS"
"2015","ALL PHASE ELECTRIC SUPPLY CO","2461916.65","SMS"
"2013","AMERICAN MOVING PARTS LLC","2453302.46","SMS"
"2014","ASSOCIATED OF LOS ANGELES","2451134.17","SMS"
"2016","WORLD WIDE TECHNOLOGY, INC.","2431707.66","SMS"
"2013","FISHER SCIENTIFIC","2391080.85","SMS"
"2013","UNISOURCE WORLDWIDE INC","2389828.43","SMS"
"2015","ACCO ENGINEERED SYSTEMS","2381356.20","SMS"
"2016","AMREP INC","2379281.03","SMS"
"2017","LOS ANGELES TRUCK CENTER LLC","2367337.01","SMS"
"2017","GRAYBAR ELECTRIC CO INC","2361463.27","SMS"
"2017","ORACLE AMERICA INC","2345398.26","SMS"
"2014","HERTZ EQUIPMENT RENTAL CORP","2339467.72","SMS"
"2013","F M THOMAS AIR COND SVC","2325629.78","SMS"
"2015","NATIONAL AUTO FLEET GROUP","2322988.25","SMS"
"2015","HERTZ EQUIPMENT RENTAL CORP","2321051.14","SMS"
"2014","WARREN DISTRIBUTING INC","2297658.48","SMS"
"2013","CA, INC.","2292373.6","SMS"
"2014","NORTHROP GRUMMAN IT","2285133","SMS"
"2015","KONICA MINOLTA BUSINESS SOLUTIONS","2283747.83","SMS"
"2016","ONE SOURCE DISTRIBUTORS INC","2282181.04","SMS"
"2012","NORTHROP GRUMMAN IT","2276645","SMS"
"2014","AMREP INC","2270122.14","SMS"
"2016","AMERICAN MOVING PARTS LLC","2242594.96","SMS"
"2015","TURF STAR INC","2238336.51","SMS"
"2016","L N CURTIS & SONS","2234854.62","SMS"
"2013","STERNDAHL ENTERPRISES INC","2229870.27","SMS"
"2012","IPS GROUP INC","2219460.52","SMS"
"2014","IPS GROUP INC","2206073.85","SMS"
"2017","CALMAT CO., DBA VULCAN MATERIALS COMPANY","2199001.40","SMS"
"2014","RICOH AMERICAS CORPORATION","2189055.71","SMS"
"2017","NORTHROP GRUMMAN IT","2186926","SMS"
"2016","SPRINT","2177430.31","SMS"
"2014","ONE SOURCE DISTRIBUTORS INC","2170837.66","SMS"
"2012","ONE SOURCE DISTRIBUTORS INC","2169687.10","SMS"
"2016","ORACLE AMERICA INC","2167486.31","SMS"
"2015","ONE SOURCE DISTRIBUTORS INC","2162945.88","SMS"
"2014","DOOLEY ENTERPRISES","2161843.92","SMS"
"2017","PHILIPS LIGHTING NA","2160477.00","SMS"
"2015","MC PEEK'S DODGE OF ANAHEIM","2156953.22","SMS"
"2016","TURBOMECA USA","2150824.03","SMS"
"2015","TURBOMECA USA","2145403.31","SMS"
"2015","UNISOURCE WORLDWIDE INC","2142640.53","SMS"
"2015","MERRIMAC ENERGY GROUP","2126313.88","SMS"
"2013","MOTOROLA INC - CGISS","2126196.50","SMS"
"2016","MUNICIPAL EMERGENCY SERVICES INC.","2115999.02","SMS"
"2016","F M THOMAS AIR COND SVC","2105361.49","SMS"
"2014","RASIX COMPUTER DBA ACADEMIC SUPPLIER","2099625.22","SMS"
"2017","F M THOMAS AIR COND SVC","2085051.40","SMS"
"2012","CA, INC.","2082774","SMS"
"2015","MOTOROLA INC - CGISS","2080028.44","SMS"
"2016","PHILIPS LIGHTING NA","2064150.0","SMS"
"2012","HERTZ EQUIPMENT RENTAL CORP","2058153.58","SMS"
"2012","KEY INFORMATION SYSTEMS","2053555.19","SMS"
"2015","NORTHROP GRUMMAN IT","2052653","SMS"
"2016","STERNDAHL ENTERPRISES INC","2045055.71","SMS"
"2015","F M THOMAS AIR COND SVC","2035774.61","SMS"
"2017","ASSOCIATED READY MIX CONCRETE","2016140.48","SMS"
"2015","QUINN COMPANY","2012282.07","SMS"
"2014","MOTOROLA INC - CGISS","2012197.88","SMS"
"2014","F M THOMAS AIR COND SVC","1999862.39","SMS"
"2012","SPICERS PAPER","1993137.80","SMS"
"2017","MULTI W SYSTEMS INC","1983702.64","SMS"
"2012","QUINN COMPANY","1978363.27","SMS"
"2012","RUUD LIGHTING","1977137","SMS"
"2015","RASIX COMPUTER DBA ACADEMIC SUPPLIER","1965308.48","SMS"
"2014","GALLS","1961806.52","SMS"
"2017","ENVIRONMENTAL SYS RESEARCH","1961637.50","SMS"
"2017","LOS ANGELES FREIGHTLINER","1958871.59","SMS"
"2013","ASSOCIATED OF LOS ANGELES","1952059.24","SMS"
"2013","MCCAIN TRAFFIC SUPPLY","1943871.62","SMS"
"2016","ASSOCIATED OF LOS ANGELES","1940138.25","SMS"
"2017","THORSON G M C TRUCK BUICK","1939473.82","SMS"
"2013","ENNIS PAINT","1937990.98","SMS"
"2016","UNISOURCE WORLDWIDE INC","1932585.62","SMS"
"2015","ASSOCIATED READY MIX CONCRETE","1932080.11","SMS"
"2017","RASIX COMPUTER DBA ACADEMIC SUPPLIER","1930938.84","SMS"
"2015","PLAYCORE WISCONSIN, INC DBA GAME TIME","1924597.84","SMS"
"2014","UNISOURCE WORLDWIDE INC","1913498.11","SMS"
"2015","LOS ANGELES TRUCK CENTER LLC","1912793.38","SMS"
"2012","NIXON-EGLI EQUIPMENT CO","1909487.30","SMS"
"2016","TURF STAR INC","1907321.22","SMS"
"2012","STAPLES CONTRACT & COMMERCIAL INC","1903075.49","SMS"
"2012","DUNCAN PARKING TECHNOLOGIES","1891113.82","SMS"
"2013","IPS GROUP INC","1868111.95","SMS"
"2013","BEST CONTRACTING SERVICES INC","1859691.14","SMS"
"2015","TASER INTERNATIONAL INC","1857016.95","SMS"
"2016","BOB WONDRIES MOTORS INC","1856833.58","SMS"
"2013","ACCO ENGINEERED SYSTEMS","1853982.26","SMS"
"2017","TURF STAR INC","1851442.10","SMS"
"2017","PLUMBING & INDUSTRIAL SUPPLY","1849654.50","SMS"
"2017","PRIVACY-FIRE","1840132.06","SMS"
"2017","MCKESSON MEDICAL SURGICAL INC","1836362.26","SMS"
"2016","NIXON-EGLI EQUIPMENT CO","1832598.83","SMS"
"2012","ENNIS PAINT","1831362.12","SMS"
"2017","ENNIS PAINT","1822160.83","SMS"
"2012","ORACLE AMERICA INC","1819346.82","SMS"
"2012","MOTOROLA INC","1812838.04","SMS"
"2014","PLUMBING & INDUSTRIAL SUPPLY","1812615.53","SMS"
"2013","SPRINT","1807969.24","SMS"
"2013","JOHNSON CONTROLS INC","1801921.82","SMS"
"2015","PLUMBING & INDUSTRIAL SUPPLY","1787575.85","SMS"
"2012","F M THOMAS AIR COND SVC","1778902.60","SMS"
"2015","GOSS CONSTRUCTION CO INC","1774239.28","SMS"
"2017","ACCO ENGINEERED SYSTEMS","1750336.44","SMS"
"2016","ALL PHASE ELECTRIC SUPPLY CO","1745382.65","SMS"
"2016","ACCO ENGINEERED SYSTEMS","1733088.58","SMS"
"2016","GALLS, LLC","1732781.62","SMS"
"2012","FISHER SCIENTIFIC","1731568.73","SMS"
"2016","HAWORTH","1725376.46","SMS"
"2012","I B M","1723863.47","SMS"
"2014","FIRST FIRE SYSTEMS INC","1720292.86","SMS"
"2015","MULTI W SYSTEMS INC","1710966.46","SMS"
"2016","BURST COMMUNICATIONS INC","1701602.14","SMS"
"2013","AMREP INC","1697952.84","SMS"
"2013","PLUMBING & INDUSTRIAL SUPPLY","1695131.68","SMS"
"2016","SOUTHERN COUNTIES LUBRICANTS, LLC","1686760.15","SMS"
"2014","ASSOCIATED READY MIX CONCRETE","1685113.69","SMS"
"2017","TALLEY COMMUNICATIONS CORP","1683164.88","SMS"
"2012","TCI TIRE CENTERS LLC","1679020.41","SMS"
"2015","DOOLEY ENTERPRISES","1675596.58","SMS"
"2013","SOUTHERN COUNTIES LUBRICANTS, LLC","1666032.87","SMS"
"2016","FFBH MOTORS LLC DBA FRONTIER FORD","1655789.46","SMS"
"2013","DANIELS TIRE SERVICE","1645634.70","SMS"
"2014","TURBOMECA USA","1633151.87","SMS"
"2012","BURST COMMUNICATIONS INC","1631053.03","SMS"
"2017","TURBOMECA USA","1624737.28","SMS"
"2017","SOUTHERN COUNTIES LUBRICANTS, LLC","1620361.34","SMS"
"2015","ENNIS PAINT","1615139.88","SMS"
"2014","SOUTHERN COUNTIES LUBRICANTS, LLC","1597821.13","SMS"
"2015","L N CURTIS & SONS","1596042.81","SMS"
"2017","TRIANGLE SPORTS","1595756.63","SMS"
"2016","RASIX COMPUTER DBA ACADEMIC SUPPLIER","1589642.46","SMS"
"2015","VOLVO CONSTRUCTION EQUIP & SVC","1588949.01","SMS"
"2012","SOUTHERN COUNTIES LUBRICANTS, LLC","1585448.37","SMS"
"2014","LEOTEK ELECTRONICS USA CORP","1582192.77","SMS"
"2016","ENNIS PAINT","1581589.67","SMS"
"2017","ALLSTAR FIRE EQUIPMENT INC","1557134.35","SMS"
"2014","MCKESSON MEDICAL SURGICAL INC","1545773.43","SMS"
"2015","NIXON-EGLI EQUIPMENT CO","1544758.02","SMS"
"2015","PLAY POWER LT FARMINGTON INC","1541944.44","SMS"
"2014","BEST CONTRACTING SERVICES INC","1541661.35","SMS"
"2015","DIALIGHT CORPORATION","1529289.98","SMS"
"2016","INTELLI-FLEX INC.","1528242.31","SMS"
"2014","ALFA-LAVAL INC","1525997.65","SMS"
"2015","ALLSTAR FIRE EQUIPMENT INC","1519003.23","SMS"
"2013","LANDSCAPE STRUCTURES INC","1518161.60","SMS"
"2012","DOOLEY ENTERPRISES","1514584.84","SMS"
"2017","VERITIV OPERATING CO FORMERLY UNISOURCE","1506910.78","SMS"
"2017","ALFA-LAVAL INC","1503186.63","SMS"
"2012","PLUMBING & INDUSTRIAL SUPPLY","1500538.61","SMS"
"2012","UNISOURCE WORLDWIDE INC","1492980.15","SMS"
"2012","MOTOROLA INC - CGISS","1492728.26","SMS"
"2013","INLAND KENWORTH INC","1483095.71","SMS"
"2013","PLAY POWER LT FARMINGTON INC","1476564.89","SMS"
"2015","TALLEY COMMUNICATIONS CORP","1473166.10","SMS"
"2013","PHYSIO-CONTROL INC","1469543.90","SMS"
"2015","TRIANGLE SPORTS","1465635.78","SMS"
"2017","MANERI SIGN CO INC","1464942.39","SMS"
"2014","NEXUS IS, INC.","1462784.12","SMS"
"2012","GENERAL DATACOMM INDUSTRIES","1451688.13","SMS"
"2016","JOHNSON CONTROLS INC","1449854.31","SMS"
"2013","MOTOROLA SOLUTIONS INC","1448011.74","SMS"
"2015","SOUTHERN COUNTIES LUBRICANTS, LLC","1439984.10","SMS"
"2017","FIRST FIRE SYSTEMS INC","1439864.54","SMS"
"2014","TURF STAR INC","1437003.17","SMS"
"2017","VERIZON WIRELESS","1434150.66","SMS"
"2016","HP INC.","1429460.53","SMS"
"2015","CED/METROPOLITAN ELECTRICAL","1428570.82","SMS"
"2016","HEWLETT PACKARD ENTERPRISE COMPANY","1426018.42","SMS"
"2012","JTB SUPPLY CO","1425389.65","SMS"
"2014","PARKHOUSE TIRE SERVICE INC","1420321.71","SMS"
"2017","JOHNSON CONTROLS INC","1417952.70","SMS"
"2017","ABCO TRADING COMPANY","1416156.97","SMS"
"2016","FIRST FIRE SYSTEMS INC","1407647.26","SMS"
"2014","ALL PHASE ELECTRIC SUPPLY CO","1405293.80","SMS"
"2014","L N CURTIS & SONS","1405150.86","SMS"
"2017","MERRIMAC ENERGY GROUP","1397584.39","SMS"
"2015","NEOCOMP SYSTEMS INC","1396751.22","SMS"
"2013","I B M","1388865.91","SMS"
"2017","SYSCO LOS ANGELES INC","1372679.10","SMS"
"2016","MCKESSON MEDICAL SURGICAL INC","1371826.90","SMS"
"2016","AMTECH ELEVATOR SERVICES","1370806.57","SMS"
"2012","MCKESSON MEDICAL SURGICAL INC","1363875.21","SMS"
"2013","CED/METROPOLITAN ELECTRICAL","1363539.61","SMS"
"2017","NEOCOMP SYSTEMS INC","1361130.16","SMS"
"2016","MC PEEK'S DODGE OF ANAHEIM","1360276.65","SMS"
"2014","MULTI W SYSTEMS INC","1353716.07","SMS"
"2016","PLUMBING & INDUSTRIAL SUPPLY","1344965.37","SMS"
"2013","ALFA-LAVAL INC","1342812.63","SMS"
"2012","NEOCOMP SYSTEMS INC","1341035.79","SMS"
"2015","FIRST FIRE SYSTEMS INC","1340249.24","SMS"
"2014","NEW CENTURY BMW MOTORCYCLES","1338738.0","SMS"
"2012","HAWORTH","1337978.75","SMS"
"2017","WORLD WIDE TECHNOLOGY, INC.","1336721.17","SMS"
"2013","DAILEY-WELLS COMMUNICATIONS INC","1333711.78","SMS"
"2013","QUALITY FENCE CO INC","1328913.82","SMS"
"2015","MCKESSON MEDICAL SURGICAL INC","1317441.83","SMS"
"2014","NEOCOMP SYSTEMS INC","1317212.04","SMS"
"2013","CHART INTERNATIONAL, INC","1315616.16","SMS"
"2014","TRIANGLE SPORTS","1310349.44","SMS"
"2013","ASSOCIATED READY MIX CONCRETE","1309409.75","SMS"
"2016","TRIANGLE SPORTS","1308200.79","SMS"
"2015","ENVIRONMENTAL SYS RESEARCH","1308000","SMS"
"2015","FLINT TRADING INC","1306142.61","SMS"
"2015","HELINET AVIATION","1303265.64","SMS"
"2014","ENVIRONMENTAL SYS RESEARCH","1298040","SMS"
"2013","BURST COMMUNICATIONS INC","1294810.79","SMS"
"2012","TURF STAR INC","1294466.74","SMS"
"2013","NEOCOMP SYSTEMS INC","1292933.19","SMS"
"2017","ZECO SYSTEMS, INC DBA GREENLOTS","1291802.47","SMS"
"2017","INLAND KENWORTH INC","1291712.84","SMS"
"2017","QUINN COMPANY","1287238.75","SMS"
"2015","ALFA-LAVAL INC","1273930.84","SMS"
"2016","LOS ANGELES TRUCK CENTER LLC","1270640.61","SMS"
"2014","I B M","1269696.00","SMS"
"2013","MCKESSON MEDICAL SURGICAL INC","1260469.16","SMS"
"2012","L N CURTIS & SONS","1256221.05","SMS"
"2016","MULTI W SYSTEMS INC","1252408.51","SMS"
"2017","ONE SOURCE DISTRIBUTORS INC","1250513.67","SMS"
"2014","CED/METROPOLITAN ELECTRICAL","1247409.52","SMS"
"2013","AMERICAN EUROCOPTER CORP","1241865.08","SMS"
"2014","TCI TIRE CENTERS LLC","1241717.79","SMS"
"2016","MOTOROLA SOLUTIONS INC","1239652.44","SMS"
