"fiscal_year","fiscal_month_name","department_name","account_name","expenditures","fund_name","account_group_name","account_group","fiscal_month_number","fiscal_period","fund","department","account"
"2022","MARCH","AIRPORTS","SALARIES GENERAL","21011280.93","AIRPORT REVENUE",,,"9","202209","700","4","041010"
"2022","MARCH","AIRPORTS","OVERTIME GENERAL","1727517.43","AIRPORT REVENUE",,,"9","202209","700","4","041090"
"2022","MARCH","AIRPORTS","HIRING HALL-SALARIES","173820.92","AIRPORT REVENUE",,,"9","202209","700","4","041100"
"2022","MARCH","AIRPORTS","HIRING HALL-OVERTIME","1797.38","AIRPORT REVENUE",,,"9","202209","700","4","041190"
"2022","MARCH","AIRPORTS","TRANSPORTATION","7199.25","AIRPORT REVENUE",,,"9","202209","700","4","043310"
"2022","MARCH","AIRPORTS","OFFICE & ADM","6490","AIRPORT REVENUE",,,"9","202209","700","4","046010"
"2022","MARCH","AIRPORTS","OTHER EXPENDITURES","16250000","PASSENGER FACILITY CHARGE -LAX",,,"9","202209","71R","4","041000"
"2022","MARCH","AIRPORTS","OTHER EXPENDITURES","1083.59","DEA FEDERAL FORFEIT PROP-LAWA/",,,"9","202209","74L","4","041000"
"2022","MARCH","ANIMAL SERVICES","SALARIES GENERAL","1881341.67","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","6","001010"
"2022","MARCH","ANIMAL SERVICES","SALARIES AS NEEDED","22306.85","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","6","001070"
"2022","MARCH","ANIMAL SERVICES","OVERTIME GENERAL","4482.82","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","6","001090"
"2022","MARCH","ANIMAL SERVICES","PRINTING AND BINDING","6613.29","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","002120"
"2022","MARCH","ANIMAL SERVICES","CONTRACTUAL SERVICES","21111.34","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","003040"
"2022","MARCH","ANIMAL SERVICES","MEDICAL SUPPLIES","24743.96","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","003190"
"2022","MARCH","ANIMAL SERVICES","UNIFORMS","3190.55","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","004430"
"2022","MARCH","ANIMAL SERVICES","PRIVATE VETERINARY CARE EXPENSE","495.27","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","004460"
"2022","MARCH","ANIMAL SERVICES","FEED AND GRAIN","39918.74","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","004580"
"2022","MARCH","ANIMAL SERVICES","OFFICE AND ADMINISTRATIVE","36261.41","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","006010"
"2022","MARCH","ANIMAL SERVICES","OPERATING SUPPLIES","22760.15","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","6","006020"
"2022","MARCH","ANIMAL SERVICES","SPAY & NEUTER PROGRAM","217589.75","ANIMAL STERILIZATION",,,"9","202209","842","6","06005A"
"2022","MARCH","ANIMAL SERVICES","AVAILABLE","91610.68","ANIMAL WELFARE TRUST",,,"9","202209","859","6","06000A"
"2022","MARCH","ANIMAL SERVICES","DONATION-STAR PROGRAM","10972.56","ANIMAL WELFARE TRUST",,,"9","202209","859","6","060024"
"2022","MARCH","ANIMAL SERVICES","PETCO FOUNDATION","50","ANIMAL WELFARE TRUST",,,"9","202209","859","6","060050"
"2022","MARCH","ANIMAL SERVICES","LIFESAVING FUND","1539.8","ANIMAL WELFARE TRUST",,,"9","202209","859","6","060054"
"2022","MARCH","ANIMAL SERVICES","DONATION-KENNEL SPONSORSHIP","21.73","ANIMAL WELFARE TRUST",,,"9","202209","859","6","06027J"
"2022","MARCH","BUILDING AND SAFETY","SALARIES GENERAL","7280890.02","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","8","001010"
"2022","MARCH","BUILDING AND SAFETY","SALARIES AS NEEDED","119031.55","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","8","001070"
"2022","MARCH","BUILDING AND SAFETY","OVERTIME GENERAL","954978.62","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","8","001090"
"2022","MARCH","BUILDING AND SAFETY","CONTRACTUAL SERVICES","17595.35","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","8","003040"
"2022","MARCH","BUILDING AND SAFETY","TRANSPORTATION","136072.22","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","8","003310"
"2022","MARCH","BUILDING AND SAFETY","OFFICE AND ADMINISTRATIVE","3052.84","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","8","006010"
"2022","MARCH","BUILDING AND SAFETY","OPERATING SUPPLIES","713.41","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","8","006020"
"2022","MARCH","BUILDING AND SAFETY","BUILDING AND SAFETY CONTRACTUAL SERVICES","18873.5","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08T401"
"2022","MARCH","BUILDING AND SAFETY","SYSTEMS DEVELOPMENT PROJECT COSTS","37242.41","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08T530"
"2022","MARCH","BUILDING AND SAFETY","BUILDING AND SAFETY EXPENSE AND EQUIPMENT","6722.46","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08T601"
"2022","MARCH","BUILDING AND SAFETY","BUILDING AND SAFETY","10011897.92","BLDG & SAFETY PERMIT ENTERPRIS",,,"9","202209","48R","8","08V108"
"2022","MARCH","BUILDING AND SAFETY","CITY ADMINISTRATIVE OFFICER","18993.33","BLDG & SAFETY PERMIT ENTERPRIS",,,"9","202209","48R","8","08V110"
"2022","MARCH","BUILDING AND SAFETY","GENERAL SERVICES","191831.33","BLDG & SAFETY PERMIT ENTERPRIS",,,"9","202209","48R","8","08V140"
"2022","MARCH","BUILDING AND SAFETY","CAPITAL FINANCE ADMINISTRATION","294322","BLDG & SAFETY PERMIT ENTERPRIS",,,"9","202209","48R","8","08V153"
"2022","MARCH","BUILDING AND SAFETY","BUREAU OF ENGINEERING","1666.67","BLDG & SAFETY PERMIT ENTERPRIS",,,"9","202209","48R","8","08V178"
"2022","MARCH","BUILDING AND SAFETY","BUILDING AND SAFETY CONTRACTUAL SERVICES","671476.47","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08V401"
"2022","MARCH","BUILDING AND SAFETY","SYSTEMS DEVELOPMENT PROJECT COSTS","235111.02","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08V530"
"2022","MARCH","BUILDING AND SAFETY","BUILDING AND SAFETY EXPENSE AND EQUIPMENT","49310.5","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08V601"
"2022","MARCH","BUILDING AND SAFETY","BUILDING AND SAFETY TRAINING","169957.96","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08V602"
"2022","MARCH","BUILDING AND SAFETY","BUILDING AND SAFETY LEASE COSTS","46565.32","BLDG & SAFETY PERMIT ENTERPRIS","SPECIAL","SPCL","9","202209","48R","8","08V641"
"2022","MARCH","BUILDING AND SAFETY","ENFORCEMENT ASSISTANCE GRANTS","4612.12","LOCAL ENFORCE AGENCY LANDFILL",,,"9","202209","527","8","080001"
"2022","MARCH","BUILDING AND SAFETY","UNIVERSAL CASHIERING IMPLEMENTATION","19961.1","DEVELOPMENT SERVICES TRUST FUND","SPECIAL","SPCL","9","202209","58V","8","08P502"
"2022","MARCH","BUILDING AND SAFETY","BUILDLA -DCP","62395","DEVELOPMENT SERVICES TRUST FUND",,,"9","202209","58V","8","08P568"
"2022","MARCH","CANNABIS REGULATION","SALARIES GENERAL","221403.14","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","13","001010"
"2022","MARCH","CANNABIS REGULATION","SALARIES AS NEEDED","2250","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","13","001070"
"2022","MARCH","CANNABIS REGULATION","OVERTIME GENERAL","11624.75","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","13","001090"
"2022","MARCH","CANNABIS REGULATION","CONTRACTUAL SERVICES","29670.74","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","13","003040"
"2022","MARCH","CANNABIS REGULATION","OFFICE AND ADMINISTRATIVE","9787.66","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","13","006010"
"2022","MARCH","CANNABIS REGULATION","SOCIAL EQUITY PROGRAM","628781.64","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND","SPECIAL","SPCL","9","202209","60E","13","13S200"
"2022","MARCH","CANNABIS REGULATION","LOCAL EQUITY GRANT FUNDING","21360","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND","SPECIAL","SPCL","9","202209","60E","13","13T300"
"2022","MARCH","CANNABIS REGULATION","CITY ATTORNEY","53706.5","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V112"
"2022","MARCH","CANNABIS REGULATION","CANNABIS REGULATION","434415.17","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V113"
"2022","MARCH","CANNABIS REGULATION","CITY CLERK","5218.42","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V114"
"2022","MARCH","CANNABIS REGULATION","FINANCE","43470.58","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V139"
"2022","MARCH","CANNABIS REGULATION","GENERAL SERVICES","8656.08","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V140"
"2022","MARCH","CANNABIS REGULATION","CAPITAL FINANCE ADMINISTRATION","15053.17","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V153"
"2022","MARCH","CANNABIS REGULATION","PERSONNEL","30290.25","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V166"
"2022","MARCH","CANNABIS REGULATION","POLICE","37584","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND",,,"9","202209","60E","13","13V170"
"2022","MARCH","CANNABIS REGULATION","REIMBURSEMENT OF GENERAL FUND COSTS","144580.82","DEPARTMENT OF CANNABIS REGULATION SPECIAL REVENUE TRUST FUND","SPECIAL","SPCL","9","202209","60E","13","13V299"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","SALARIES GENERAL","1180823.33","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","10","001010"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","SALARIES AS NEEDED","2720.9","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","10","001070"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","OVERTIME GENERAL","834.82","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","10","001090"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CONTRACTUAL SERVICES","92772","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","10","003040"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","TRANSPORTATION","500","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","10","003310"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","OFFICE AND ADMINISTRATIVE","26437.22","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","10","006010"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CITY ADMINISTRATIVE OFFICER","6828.08","INNOVATION FUND",,,"9","202209","105","10","10V110"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","PW-BUREAU OF ST LIGHTING","200000","INNOVATION FUND",,,"9","202209","105","10","10V184"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","TAX REV ANTICIPATE NOTE PAYMENTS","60000000","TX REV ANTICIP NOTE PROC",,,"9","202209","121","10","100P15"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","WRAPAROUND RECUPERATIVE CARE CENTER","237811.58","GOB SERIES 2018-A (TAXABLE), PROP HHH CONSTRUCTION FUND","SPECIAL","SPCL","9","202209","17C","10","10RHAG"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","REIMBURSEMENT OF GENERAL FUND COSTS","28771.89","GOB SERIES 2018-A (TAXABLE), PROP HHH CONSTRUCTION FUND",,,"9","202209","17C","10","10T299"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CITY ADMINISTRATIVE OFFICER","4166.67","GREATER LOS ANGELES VISITORS",,,"9","202209","429","10","10V110"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CONVENTION AND TOURISM DEVELOPMENT","22914.58","GREATER LOS ANGELES VISITORS",,,"9","202209","429","10","10V148"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","LA CONVENTION AND VISITORS BUREAU","3267506.25","GREATER LOS ANGELES VISITORS","SPECIAL","SPCL","9","202209","429","10","10V475"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","PRJ-RAP: BALDWIN HILLS REC CTR - LIGHTING (C246-9)","383700.17","PROPOSITION K PROJECTS FUND","SPECIAL","SPCL","9","202209","43K","10","10NPFH"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","PRJ-RAP: YOSEMITE REC CTR - LIGHTING (C264-9)","325600","PROPOSITION K PROJECTS FUND","SPECIAL","SPCL","9","202209","43K","10","10NPFL"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","PRJ-RAP: BANNING REC CTR - LIGHTING (C247-9)","136364.77","PROPOSITION K PROJECTS FUND","SPECIAL","SPCL","9","202209","43K","10","10NPFM"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","PRJ-RAP: RANCHO CIENEGA (C227-8)","14622","PROPOSITION K PROJECTS FUND","SPECIAL","SPCL","9","202209","43K","10","10PPAI"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","PRJ: RANCHO CIENEGA SPORTS CTR (S93)","28941.12","PROPOSITION K PROJECTS FUND","SPECIAL","SPCL","9","202209","43K","10","10RPAV"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","GENERAL SERVICES","301305.12","PROPOSITION K PROJECTS FUND",,,"9","202209","43K","10","10V140"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","INSURANCE AND BONDS PREMIUMS","70464.57","INSURANCE PREMIUMS SPECIAL FD",,,"9","202209","46S","10","100230"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CONTRACTOR DEVELOPMENT AND BONDING PROGRAM","39509.41","INSURANCE PREMIUMS SPECIAL FD",,,"9","202209","46S","10","10R820"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CONTRACTOR DEVELOPMENT AND BONDING PROGRAM","95692.45","INSURANCE PREMIUMS SPECIAL FD",,,"9","202209","46S","10","10T820"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","ATTORNEY CONFLICTS PANEL","327129.51","ATTORNEY CONFLICTS PANEL SP FD",,,"9","202209","46T","10","100594"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","HOTEL DEVELOPMENT INCENTIVE PAYMENT","226554.58","901 OLYMPIC NORTH HOTEL TRUST FUND",,,"9","202209","56N","10","10T957"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","HOTEL DEVELOPMENT INCENTIVE PAYMENT","1520491.33","METROPOLIS HOTEL PROJECT TRUST FUND",,,"9","202209","57J","10","10T957"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","HOTEL DEVELOPMENT INCENTIVE PAYMENT","3829160.14","WILSHIRE GRAND HOTEL PROJECT TRUST FUND",,,"9","202209","59D","10","10T957"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","GENERAL SERVICES","-300","HHAP",,,"9","202209","62Y","10","10T140"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","GENERAL SERVICES","93302.16","HHAP",,,"9","202209","62Y","10","10V140"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CAPITAL IMPROVEMENT EXPENSE PROGRAM","2812279","COVID-19 FEDERAL RELIEF FUND",,,"9","202209","63M","10","10T154"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","BUREAU OF ENGINEERING","-568351.25","COVID-19 FEDERAL RELIEF FUND",,,"9","202209","63M","10","10T178"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","REIMBURSEMENT OF CITY EXPENDITURES","6074035.73","COVID-19 FEDERAL RELIEF FUND",,,"9","202209","63M","10","10T955"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","BUREAU OF ENGINEERING","661877.03","COVID-19 FEDERAL RELIEF FUND",,,"9","202209","63M","10","10V178"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CD 9 1300-1332 WEST SLAUSON AVENUE","81577","COVID-19 FEDERAL RELIEF FUND",,,"9","202209","63M","10","10V711"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CITY ADMINISTRATIVE OFFICER","21927.83","DISASTER ASSISTANCE TRUST FUND",,,"9","202209","872","10","10V110"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CAPITAL FINANCE ADMINISTRATION","18791.67","PERSHING SQUARE SPECIAL TRUST",,,"9","202209","876","10","10V153"
"2022","MARCH","CITY ADMINISTRATIVE OFFICER","CAPITAL FINANCE ADMINISTRATION","575464.83","STAPLES CENTER TRUST FUND",,,"9","202209","908","10","10V153"
"2022","MARCH","CITY ATTORNEY","SALARIES GENERAL","10766333.35","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","12","001010"
"2022","MARCH","CITY ATTORNEY","OVERTIME GENERAL","25266.36","GENERAL FUND (GENERAL BUDGET)","SALARIES AND BENEFITS","SAL","9","202209","100","12","001090"
"2022","MARCH","CITY ATTORNEY","CONTRACTUAL SERVICES","109786","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","12","003040"
"2022","MARCH","CITY ATTORNEY","TRANSPORTATION","91.21","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","12","003310"
"2022","MARCH","CITY ATTORNEY","LITIGATION","836814.56","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","12","004200"
"2022","MARCH","CITY ATTORNEY","OFFICE AND ADMINISTRATIVE","112285.31","GENERAL FUND (GENERAL BUDGET)","EXPENSES","EXP","9","202209","100","12","006010"
"2022","MARCH","CITY ATTORNEY","CITY ATTORNEY OUTSIDE COUNSEL","117820.56","GENERAL FUND (GENERAL BUDGET)","SPECIAL","SPCL","9","202209","100","12","009301"
"2022","MARCH","CITY ATTORNEY","WORKER'S COMP OUTSIDE COUNSEL","3280.3","GENERAL FUND (GENERAL BUDGET)","SPECIAL","SPCL","9","202209","100","12","009302"
"2022","MARCH","CITY ATTORNEY","VEAP AWARDS FUNDS","44356.63","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12S401"
"2022","MARCH","CITY ATTORNEY","PROP 47 GRANT PROGRAM","691309.14","CITY ATTORNEY GRANTS","SPECIAL","SPCL","9","202209","368","12","12S960"
"2022","MARCH","CITY ATTORNEY","VICTIM ASSISTANCE PROGRAM","1977.14","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12T311"
"2022","MARCH","CITY ATTORNEY","VICTIM ASSISTANCE XC PROGRAM","27081.14","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12T321"
"2022","MARCH","CITY ATTORNEY","FY20-21 UVAOP GRANT PROGRAM","212.97","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12T412"
"2022","MARCH","CITY ATTORNEY","JOINT POWERS VERIFICATION UNIT","52.02","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12T501"
"2022","MARCH","CITY ATTORNEY","LA DATA PROGRAM (2021-23)","228.4","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12T643"
"2022","MARCH","CITY ATTORNEY","DRP CO GRANT","595.82","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12V711"
"2022","MARCH","CITY ATTORNEY","HEART CRIMINAL RECORDS CLEARANCE PROJECT","138.96","CITY ATTORNEY GRANTS",,,"9","202209","368","12","12V861"
"2022","MARCH","CITY ATTORNEY","CONSUMER PROTECTION PENALTY","31227.99","CITY ATTY CONSUMER PROTEC PROC",,,"9","202209","550","12","12A304"
"2022","MARCH","CITY ATTORNEY","GRANT 608 CPTF","390","CITY ATTY CONSUMER PROTEC PROC",,,"9","202209","550","12","12S608"
"2022","MARCH","CITY ATTORNEY","GENERAL SERVICES","884.56","CITY ATTY CONSUMER PROTEC PROC",,,"9","202209","550","12","12T140"
"2022","MARCH","CITY ATTORNEY","KARNEY MANAGEMENT COMPANY","858","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","12062P"
"2022","MARCH","CITY ATTORNEY","PACIFIC PALISADES RESIDENTS ASSOCIATION V. COLA","9734.5","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","12070R"
"2022","MARCH","CITY ATTORNEY","CRENSHAW SUBWAY COALITION V. COLA","22447.5","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","12071R"
"2022","MARCH","CITY ATTORNEY","SW REGIONAL COUNCIL OF CARPENTERS","33777.5","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","12073R"
"2022","MARCH","CITY ATTORNEY","AHF/COALITION TO PRESERVE LA","2080","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","12087S"
"2022","MARCH","CITY ATTORNEY","W. LAURELCREST DRIVE","38760.6","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","12099S"
"2022","MARCH","CITY ATTORNEY","19STCP05445","6481","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","12301S"
"2022","MARCH","CITY ATTORNEY","FIX THE CITY II","30050.27","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123A1S"
"2022","MARCH","CITY ATTORNEY","WEST ADAMS II","117276.81","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123A3S"
"2022","MARCH","CITY ATTORNEY","5891 OLYMPIC BLVD","600","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123B1T"
"2022","MARCH","CITY ATTORNEY","UNITED NEIGHBORS LA","50968.94","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123B2T"
"2022","MARCH","CITY ATTORNEY","10757-10759 W WILKINS AVE","41120.85","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123B3T"
"2022","MARCH","CITY ATTORNEY","PRIVADO","5413.5","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123B8T"
"2022","MARCH","CITY ATTORNEY","JEFF BORNSTEIN","22044.06","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123C2V"
"2022","MARCH","CITY ATTORNEY","DELIA GUERRERO","31085","LEGAL FEES REIMBURSEMENT SPECIAL FUND",,,"9","202209","57H","12","123C5V"
