"study_id","study_class","treatment_focus_study","arm","treatment_focus_arm","treatment_focus_subclass","treatment_name","ncptsd_treatment_name","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharmacologic_biologic","nonpharmacologic_cognitive","control","other","collaborative_care","format","delivery_method","arm_n_randomized","serious_adverse_event_percent","serious_adverse_event_detail","withdrawal_due_to_adverse","withdrawal_due_to_adverse_1","attempted_suicide_percent","attempted_suicide_detail","completed_suicide_percent","completed_suicide_detail","harms_comment","military_status","active_duty_military","veteran","community","female_percent","female_percent_detail","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"ahmadizadeh2018_B","Nonpharmacologic biological","PTSD","B","PTSD",,"Unilateral rTMS","Transcranial magnetic stimualtion (TMS)","No","Not Applicable","No","Not Applicable","No","Not Applicable","Yes","No","No","No","No","Individual","In Person","21",,,"0.00",,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Ahmadizadeh MJ, Rezaei M. Unilateral right and bilateral dorsolateral prefrontal cortex transcranial magnetic stimulation in treatment post-traumatic stress disorder: a randomized controlled study. Brain Res Bull. 2018;140:334-40. doi: 10.1016/j.brainresbull.2018.06.001. PMID: 29883597.","50480","2019"
"ahmadizadeh2018_C","Nonpharmacologic biological","PTSD","C","Control",,"Sham rTMS","Sham","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","22",,,"0.00",,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Ahmadizadeh MJ, Rezaei M. Unilateral right and bilateral dorsolateral prefrontal cortex transcranial magnetic stimulation in treatment post-traumatic stress disorder: a randomized controlled study. Brain Res Bull. 2018;140:334-40. doi: 10.1016/j.brainresbull.2018.06.001. PMID: 29883597.","50480","2019"
"ahmadizadeh2019_A","Nonpharmacologic biological","PTSD","A","PTSD",,"Transcranial direct current stimulation (tDCS)","Transcranial direct current stimulation (tDCS)","No","Not Applicable","No","Not Applicable","No","Not Applicable","Yes","No","No","No","No","Individual","In person","20",,,,,,,,,,"Community",,,"1","0.65",,"0.35",,,"Medium","Ahmadizadeh MJ, Rezaei M, Fitzgerald PB. Transcranial direct current stimulation (tDCS) for post-traumatic stress disorder (PTSD): a randomized, double-blinded, controlled trial. Brain research bulletin. 2019;153:273-8. PMID: 31560945.","1545324","2020"
"ahmadizadeh2019_B","Nonpharmacologic biological","PTSD","B","Control",,"Sham transcranial direct current stimulation","Sham","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In person","20",,,,,,,,,,"Community",,,"1","0.65",,"0.35",,,"Medium","Ahmadizadeh MJ, Rezaei M, Fitzgerald PB. Transcranial direct current stimulation (tDCS) for post-traumatic stress disorder (PTSD): a randomized, double-blinded, controlled trial. Brain research bulletin. 2019;153:273-8. PMID: 31560945.","1545324","2020"
"ahmadpanah2014_A","Pharmacotherapy","PTSD","A","PTSD",,"Prazosin","Prazosin","No","Not Applicable","Yes","Antiadrenergic","No","Not Applicable","No","No","No","No","No","Individual","In Person","33",,,,,,,,,,"Community",,,"1","0.28",,"0.72","Mixed","combat-related, accidents, natural or manmade disasters, other (not specified)","Medium","Ahmadpanah M, Sabzeiee P, Hosseini SM, et al. Comparing the effect of prazosin and hydroxyzine on sleep quality in patients suffering from posttraumatic stress disorder. Neuropsychobiology. 2014 2016-09-15;69(4):235-42. doi: http://dx.doi.org/10.1159/000362243. PMID: 24993832.","43996","2019"
"ahmadpanah2014_B","Pharmacotherapy","PTSD","B","PTSD",,"Hydroxyzine","Hydroxyzine","No","Not Applicable","Yes","Antianxiety: nonbenzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","34",,,,,,,,,,"Community",,,"1","0.28",,"0.72","Mixed","combat-related, accidents, natural or manmade disasters, other (not specified)","Medium","Ahmadpanah M, Sabzeiee P, Hosseini SM, et al. Comparing the effect of prazosin and hydroxyzine on sleep quality in patients suffering from posttraumatic stress disorder. Neuropsychobiology. 2014 2016-09-15;69(4):235-42. doi: http://dx.doi.org/10.1159/000362243. PMID: 24993832.","43996","2019"
"ahmadpanah2014_C","Pharmacotherapy","PTSD","C","Control",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","33",,,,,,,,,,"Community",,,"1","0.28",,"0.72","Mixed","combat-related, accidents, natural or manmade disasters, other (not specified)","Medium","Ahmadpanah M, Sabzeiee P, Hosseini SM, et al. Comparing the effect of prazosin and hydroxyzine on sleep quality in patients suffering from posttraumatic stress disorder. Neuropsychobiology. 2014 2016-09-15;69(4):235-42. doi: http://dx.doi.org/10.1159/000362243. PMID: 24993832.","43996","2019"
"akbarian2015_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","A","PTSD",,"CBT","Trauma-focused cognitive behavioral therapy (TF-CBT)","Yes","TF","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Group","In Person","20",,,,,,,,,,"Community",,,"1","0.7857",,"0.2143","Mixed","intimate partner violence, accidents, illness/medical procedure","Medium","Akbarian F, Bajoghli H, Haghighi M, et al. The effectiveness of cognitive behavioral therapy with respect to psychological symptoms and recovering autobiographical memory in patients suffering from post-traumatic stress disorder. Neuropsychiatr Dis Treat. 2015;11:395-404. doi: 10.2147/NDT.S79581. PMID: 25737635.","43629","2019"
"akbarian2015_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","B","Control",,"Control condition (psychopharmacologic treatment only)","Medication as usual","No","Not Applicable","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","20",,,,,,,,,,"Community",,,"1","0.7857",,"0.2143","Mixed","intimate partner violence, accidents, illness/medical procedure","Medium","Akbarian F, Bajoghli H, Haghighi M, et al. The effectiveness of cognitive behavioral therapy with respect to psychological symptoms and recovering autobiographical memory in patients suffering from post-traumatic stress disorder. Neuropsychiatr Dis Treat. 2015;11:395-404. doi: 10.2147/NDT.S79581. PMID: 25737635.","43629","2019"
"akuchekian2004_A","Pharmacotherapy","PTSD","A","PTSD",,"Topiramate augmentation","Topiramate augmentation","No","Not Applicable","Yes","Mood Stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","34",,,"0.0588",,"0.00",,"0.00",,,"Veteran",,"1","0","0",,"1","Combat-related",,"Medium","Akuchekian S, Amanat S. The Comparison of Topiramate and Placebo in the Treatment of Posttraumatic Stress Disorder: A Randomized, Double- Blind Study. J Res Med Sci. 2004;9(5):240-4.","50403","2019"
"akuchekian2004_B","Pharmacotherapy","PTSD","B","Control",,"Placebo augmentation","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","33",,,"0.00",,"0.00",,"0.00",,,"Veteran",,"1","0","0",,"1","Combat-related",,"Medium","Akuchekian S, Amanat S. The Comparison of Topiramate and Placebo in the Treatment of Posttraumatic Stress Disorder: A Randomized, Double- Blind Study. J Res Med Sci. 2004;9(5):240-4.","50403","2019"
"aldahadha2012_A","Psychotherapy","PTSD","A","PTSD",,"EMDR","Eye Movement Desensitization and Reprocessing (EMDR)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","25",,,,,,,,,,"Community",,,"1","0.5294",,"0.4706","Accidents",,"High","Aldahadha B, Al-Harthy H, Sulaiman S. The Efficacy of Eye Movement Desensitization Reprocessing in Resolving the Trauma Caused by the Road Accidents in the Sultanate of Oman. Journal of Instructional Psychology. 2012;39(3/4):146-58.","1548482","2019"
"aldahadha2012_B","Psychotherapy","PTSD","B","Control",,"Waitlist","Waitlist","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"26",,,,,,,,,,"Community",,,"1","0.5294",,"0.4706","Accidents",,"High","Aldahadha B, Al-Harthy H, Sulaiman S. The Efficacy of Eye Movement Desensitization Reprocessing in Resolving the Trauma Caused by the Road Accidents in the Sultanate of Oman. Journal of Instructional Psychology. 2012;39(3/4):146-58.","1548482","2019"
"alghamdi2015_A","Psychotherapy","PTSD","A","PTSD",,"NET","Narrative Exposure Therapy (NET)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","17",,,,,,,,,,"Community","0","0","1","0",,"1",,,"Medium","Alghamdi M, Hunt NC, Thomas SA. The effectiveness of narrative exposure therapy with traumatised firefighters in Saudi Arabia: a randomized controlled study. Behav Res Ther. 2015 Mar;66:64-71. doi: 10.1016/j.brat.2015.01.008. PMID: 25701801.","46524","2020"
"alghamdi2015_B","Psychotherapy","PTSD","B","Control",,"Waitlist","Waitlist","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"17",,,,,,,,,,"Community","0","0","1","0",,"1",,,"Medium","Alghamdi M, Hunt NC, Thomas SA. The effectiveness of narrative exposure therapy with traumatised firefighters in Saudi Arabia: a randomized controlled study. Behav Res Ther. 2015 Mar;66:64-71. doi: 10.1016/j.brat.2015.01.008. PMID: 25701801.","46524","2020"
"ardani2017_A","Pharmacotherapy","PTSD","A","PTSD",,"Rivastigmine augmentation","Rivastigmine augmentation","No","Not Applicable","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","12",,,"0.00",,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Ardani AR, Hosseini G, Bordbar MRF, et al. Effect of rivastigmine augmentation in treatment of male patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Clin Psychopharmacol. 2017 Feb;37(1):54-60. doi: 10.1097/jcp.0000000000000624. PMID: 27930500.","47465","2019"
"ardani2017_B","Pharmacotherapy","PTSD","B","Control",,"Placebo augmentation","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","12",,,"0.00",,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Ardani AR, Hosseini G, Bordbar MRF, et al. Effect of rivastigmine augmentation in treatment of male patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Clin Psychopharmacol. 2017 Feb;37(1):54-60. doi: 10.1097/jcp.0000000000000624. PMID: 27930500.","47465","2019"
"ardani2017_C","Pharmacotherapy","PTSD","C","Control",,"TAU","Treatment as usual (TAU)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","12",,,"0.00",,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Ardani AR, Hosseini G, Bordbar MRF, et al. Effect of rivastigmine augmentation in treatment of male patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Clin Psychopharmacol. 2017 Feb;37(1):54-60. doi: 10.1097/jcp.0000000000000624. PMID: 27930500.","47465","2019"
"arntz2007_A","Psychotherapy","PTSD","A","PTSD",,"Imaginal Exposure + Imagery Rescripting","Imaginal exposure plus imagery rescripting","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","28",,,,,,,,,,"Community",,,"1","0.6567",,"0.3433","Mixed","rape/sexual assault, accidents, community/school violence, other (witnessing trauma of others, unspecified childhood trauma)","High","Arntz A, Tiesema M, Kindt M. Treatment of PTSD: a comparison of imaginal exposure with and without imagery rescripting. Journal of Behavior Therapy and Experimental Psychiatry. 2007 2016-09-15;38(4):345-70. doi: http://dx.doi.org/10.1016/j.jbtep.2007.10.006. PMID: 18005935.","30284","2019"
"arntz2007_B","Psychotherapy","PTSD","B","PTSD",,"IE","Imaginal exposure","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","39",,,,,,,,,,"Community",,,"1","0.6567",,"0.3433","Mixed","rape/sexual assault, accidents, community/school violence, other (witnessing trauma of others, unspecified childhood trauma)","High","Arntz A, Tiesema M, Kindt M. Treatment of PTSD: a comparison of imaginal exposure with and without imagery rescripting. Journal of Behavior Therapy and Experimental Psychiatry. 2007 2016-09-15;38(4):345-70. doi: http://dx.doi.org/10.1016/j.jbtep.2007.10.006. PMID: 18005935.","30284","2019"
"arntz2007_C","Psychotherapy","PTSD","C","Control",,"Waitlist","Waitlist","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"21",,,,,,,,,,"Community",,,"1","0.6567",,"0.3433","Mixed","rape/sexual assault, accidents, community/school violence, other (witnessing trauma of others, unspecified childhood trauma)","High","Arntz A, Tiesema M, Kindt M. Treatment of PTSD: a comparison of imaginal exposure with and without imagery rescripting. Journal of Behavior Therapy and Experimental Psychiatry. 2007 2016-09-15;38(4):345-70. doi: http://dx.doi.org/10.1016/j.jbtep.2007.10.006. PMID: 18005935.","30284","2019"
"asukai2010_A","Psychotherapy","PTSD","A","PTSD",,"PE + TAU","Prolonged Exposure (PE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","12",,,,,,,,,,"Community",,,"1","0.875",,"0.125","Mixed","rape/sexual assault, accidents, community/school violence","Medium","Asukai N, Saito A, Tsuruta N, et al. Efficacy of exposure therapy for Japanese patients with posttraumatic stress disorder due to mixed traumatic events: A randomized controlled study. J Trauma Stress. 2010 Dec;23(6):744-50. doi: 10.1002/jts.20589. PMID: 21171135.","84311","2019"
"asukai2010_B","Psychotherapy","PTSD","B","Control",,"TAU","Treatment as usual (TAU)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"12",,,,,,,,,,"Community",,,"1","0.875",,"0.125","Mixed","rape/sexual assault, accidents, community/school violence","Medium","Asukai N, Saito A, Tsuruta N, et al. Efficacy of exposure therapy for Japanese patients with posttraumatic stress disorder due to mixed traumatic events: A randomized controlled study. J Trauma Stress. 2010 Dec;23(6):744-50. doi: 10.1002/jts.20589. PMID: 21171135.","84311","2019"
"back2019_A","Psychotherapy","PTSD+SUD","A","PTSD+SUD","Integrated","COPE","Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","54","0.0185",,,,"0",,"0",,"1 participant in Arm A (COPE) was hospitalized for suicidal ideation. This is recorded as a SAE; this is not recorded as attempted suicide.
1 participant in Arm B (RP) made a suicide attempt. This is recorded as both a SAE (as it is in the publication), and as an attempted suicide in the ""Suicide Harms"" section.","Veteran","0","1","0","0.091",,"0.909","Mixed","Combat-related, Rape/sexual assault, Accidents, Community/school violence, Natural or manmade disasters, Terrorism/policital violence/forced displacement; Other (physical assault, assault with a weapon, unwanted or uncomfortable sexual experience, captivity, severe human suffering, sudden violent death of someone close, sudden unexpected death of someone close, other very stressful event or experience)","Medium","Back SE, Killeen T, Badour CL, et al. Concurrent treatment of substance use disorders and PTSD using prolonged exposure: a randomized clinical trial in military veterans. Addict Behav. 2019 Mar;90:369-77. doi: 10.1016/j.addbeh.2018.11.032. PMID: 30529244.","51384","2020"
"back2019_B","Psychotherapy","PTSD+SUD","B","SUD","Not integrated","Relapse Prevention","Relapse Prevention","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","27","0.037",,,,"0.037",,"0",,"1 participant in Arm A (COPE) was hospitalized for suicidal ideation. This is recorded as a SAE; this is not recorded as attempted suicide.
1 participant in Arm B (RP) made a suicide attempt. This is recorded as both a SAE (as it is in the publication), and as an attempted suicide in the ""Suicide Harms"" section.","Veteran","0","1","0","0.091",,"0.909","Mixed","Combat-related, Rape/sexual assault, Accidents, Community/school violence, Natural or manmade disasters, Terrorism/policital violence/forced displacement; Other (physical assault, assault with a weapon, unwanted or uncomfortable sexual experience, captivity, severe human suffering, sudden violent death of someone close, sudden unexpected death of someone close, other very stressful event or experience)","Medium","Back SE, Killeen T, Badour CL, et al. Concurrent treatment of substance use disorders and PTSD using prolonged exposure: a randomized clinical trial in military veterans. Addict Behav. 2019 Mar;90:369-77. doi: 10.1016/j.addbeh.2018.11.032. PMID: 30529244.","51384","2020"
"badurabrack2015astudy1_A","Nonpharmacologic cognitive","PTSD","A","PTSD",,"Attention Bias Modification","Attention bias modification (ABM)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person","27",,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"badurabrack2015astudy1_B","Nonpharmacologic cognitive","PTSD","B","PTSD",,"Attention Control Training","Attention bias modification (ABM)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person","25",,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"badurabrack2015bstudy2_A","Nonpharmacologic cognitive","PTSD","A","PTSD",,"Attention Bias Modification","Attention bias modification (ABM)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person","22",,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"badurabrack2015bstudy2_B","Nonpharmacologic cognitive","PTSD","B","PTSD",,"Attention Control Training","Attention bias modification (ABM)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person","24",,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"baker1995_A","Pharmacotherapy","PTSD","A","PTSD",,"Brofaromine","Brofaromine","No","Not Applicable","Yes","Antidepressant: MAOI","No","Not Applicable","No","No","No","No","No","Individual","In Person","56",,,"0.1786",,,,,,,"Mixed","0","0.602","0.398","0.193",,"0.807","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (not specified)","Medium","Baker DG, Diamond BI, Gillette GM, et al. A double-blind, randomized, placebo-controlled, multi-center study of brofaromine in the treatment of post-traumatic stress disorder. Psychopharmacology (Berl). 1995 Dec;122(4):386-9. doi: 10.1007/BF02246271. PMID: 8657838.","06773","2019"
"baker1995_B","Pharmacotherapy","PTSD","B","Control",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","58",,,"0.1034",,,,,,,"Mixed","0","0.602","0.398","0.193",,"0.807","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (not specified)","Medium","Baker DG, Diamond BI, Gillette GM, et al. A double-blind, randomized, placebo-controlled, multi-center study of brofaromine in the treatment of post-traumatic stress disorder. Psychopharmacology (Berl). 1995 Dec;122(4):386-9. doi: 10.1007/BF02246271. PMID: 8657838.","06773","2019"
"baniasadi2014_A","Pharmacotherapy","PTSD","A","PTSD",,"Pregabalin augmentation","Pregabalin","No","Not Applicable","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","18",,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Baniasadi M, Hosseini G, Fayyazi Bordbar MR, et al. Effect of pregabalin augmentation in treatment of patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Psychiatr Pract. 2014 Nov;20(6):419-27. doi: 10.1097/01.pra.0000456590.12998.41. PMID: 25406046.","44618","2019"
"baniasadi2014_B","Pharmacotherapy","PTSD","B","Control",,"Placebo augmentation","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","19",,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Baniasadi M, Hosseini G, Fayyazi Bordbar MR, et al. Effect of pregabalin augmentation in treatment of patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Psychiatr Pract. 2014 Nov;20(6):419-27. doi: 10.1097/01.pra.0000456590.12998.41. PMID: 25406046.","44618","2019"
"basoglu2005_A","Psychotherapy","PTSD","A","PTSD",,"Modified behavioral treatment","Trauma-focused cognitive behavioral therapy (TF-CBT)","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31",,,,,,,,,,"Community",,,"1","0.8475",,"0.1525","Natural or manmade disasters",,"Medium","Basoglu M, Salcioglu E, Livanou M, et al. Single-session behavioral treatment of earthquake-related posttraumatic stress disorder: a randomized waiting list controlled trial. J Trauma Stress. 2005;18(1):1-11. doi: 10.1002/jts.20011. PMID: 16281190.","18886","2019"
