"study_id","study_class","treatment_focus_study","total_n_randomized","outcome_measure","outcome_measure_definition","arm","arm_n_randomized","treatment_name","ncptsd_treatment_name","treatment_focus_arm","treatment_focus_subclass","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharmacologic_biologic","nonpharmacologic_cognitive","control","other","collaborative_care","format","delivery_method","analysis_type","assessment_point_bucket","assessment_point","measure_score_mean","measure_score_standard_deviation","outcome_measure_comments","military_status","active_duty_military","veteran","community","female_percent","female_percent_detail","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"najavits2018_SuicidalBeh_A_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: suicide attempts","Individual item rated 0 to 4","A","26","Creating Change","Creating Change","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_SuicidalBeh_A_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: self-harm events","Individual item rated 0 to 4","A","26","Creating Change","Creating Change","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_SuicidalBeh_A_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: suicidal ideation","Individual item rated 0 to 4","A","26","Creating Change","Creating Change","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_SuicidalBeh_A_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: self-harm ideation","Individual item rated 0 to 4","A","26","Creating Change","Creating Change","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_SuicidalBeh_B_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: suicide attempts","Individual item rated 0 to 4","B","26","Seeking Safety","Seeking Safety","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_SuicidalBeh_B_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: self-harm events","Individual item rated 0 to 4","B","26","Seeking Safety","Seeking Safety","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_SuicidalBeh_B_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: suicidal ideation","Individual item rated 0 to 4","B","26","Seeking Safety","Seeking Safety","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_SuicidalBeh_B_12_ITT","Psychotherapy","PTSD+SUD","52","Suicidal Behaviors Questionnaire: self-harm ideation","Individual item rated 0 to 4","B","26","Seeking Safety","Seeking Safety","PTSD+SUD","Integrated","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Assessment at 3 to <6 Months","12",,,"No difference between groups at any time point for any suicide or self-harm items. Mean scores at each assessment point are not provided. For suicidal ideation, mean scores ranged from 0.08 (SD 0.27) to 0.39 (0.85); for self-harm ideation, mean scores ranged from 0.08 (0.27) to 0.38 (SD 0.81).

There was one self-harm event, intervention arm not specified.","Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"vandenberg2015_SuicidalIde_A+B_0_ITT","Psychotherapy","PTSD","155","Suicidal Ideation","Scored from 0 (no, not at all) to 10 (yes, very much)","A+B",,,,,,,,,,,,,,,,,,,"ITT","End of Treatment","0","1.59","2.9","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_SuicidalIde_A+B_Baseline_ITT","Psychotherapy","PTSD","155","Suicidal Ideation","Scored from 0 (no, not at all) to 10 (yes, very much)","A+B",,,,,,,,,,,,,,,,,,,"ITT","Baseline",,"2.21","2.8","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
